target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
 less flexible,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', as COFT's deviation bound $\epsilon$ becomes smaller, the model's finetuning becomes","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', as COFT's deviation bound $\epsilon$ becomes smaller, the model's finetuning becomes less flexible",Reasoning Step,"['""We can observe that $\\epsilon$ controls the flexibility of finetuning.""', '""With smaller $\\epsilon$, the COFT-finetuned model behaves increasingly similar to the pretrained text-to-image diffusion model.""']","A smaller epsilon makes the finetuned model closer to the pretrained one, so the amount of allowed task-specific change is reduced.","As COFT's deviation bound $\epsilon$ becomes smaller, what happens to the model's finetuning flexibility?",less flexibility,"['""We can observe that $\\epsilon$ controls the flexibility of finetuning.""', '""With smaller $\\epsilon$, the COFT-finetuned model behaves increasingly similar to the pretrained text-to-image diffusion model.""']","['""We can observe that $\\epsilon$ controls the flexibility of finetuning.""', '""With smaller $\\epsilon$, the COFT-finetuned model behaves increasingly similar to the pretrained text-to-image diffusion model.""']"
 trainable parameters,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if the block count $r$ is increased in OFT's block-diagonal parameterization, what decreases without sacrificing the preservation guarantee is","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if the block count $r$ is increased in OFT's block-diagonal parameterization, what decreases without sacrificing the preservation guarantee is trainable parameters",Reasoning Step,"['For an $r$-block diagonal orthogonal matrix, the number of parameter is $d(d/r-1)/2$, resulting in a complexity of $\\mathcal{O}(d^2/r)$.', 'Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.']","Increasing $r$ lowers the stated $\mathcal{O}(d^2/r)$ cost, while orthogonality—and thus the preservation guarantee—still holds.","If the block count $r$ is increased in OFT's block-diagonal parameterization, what decreases without sacrificing the preservation guarantee?",trainable parameters,"['For an $r$-block diagonal orthogonal matrix, the number of parameter is $d(d/r-1)/2$, resulting in a complexity of $\\mathcal{O}(d^2/r)$.', 'Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.']","['For an $r$-block diagonal orthogonal matrix, the number of parameter is $d(d/r-1)/2$, resulting in a complexity of $\\mathcal{O}(d^2/r)$.', 'Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.']"
 hyperspherical energy,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if OFT shares its block matrices to cut parameters further, the key preservation guarantee that still remains unchanged is","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if OFT shares its block matrices to cut parameters further, the key preservation guarantee that still remains unchanged is hyperspherical energy",Multi-Fact Integration,"['We can optionally share the block matrix to further reduce the number of parameters, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu\\bm{R}_i=\\bm{R}_j,\\forall i\\neq j$. This reduces the parameter complexity to $\\mathcal{O}(d^2/r^2)$.', 'Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.']","Even after sharing blocks to reduce parameters, the matrix is still orthogonal, so the same preservation guarantee remains intact.","If OFT shares its block matrices to cut parameters further, what key preservation guarantee still remains unchanged?",hyperspherical energy,"['We can optionally share the block matrix to further reduce the number of parameters, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu\\bm{R}_i=\\bm{R}_j,\\forall i\\neq j$. This reduces the parameter complexity to $\\mathcal{O}(d^2/r^2)$.', 'Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.']","['We can optionally share the block matrix to further reduce the number of parameters, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu\\bm{R}_i=\\bm{R}_j,\\forall i\\neq j$. This reduces the parameter complexity to $\\mathcal{O}(d^2/r^2)$.', 'Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.']"
 four times,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', with block sharing enabled, if the number of blocks $r$ is doubled, OFT's parameter complexity shrinks by","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', with block sharing enabled, if the number of blocks $r$ is doubled, OFT's parameter complexity shrinks by four times",Reasoning Step,['This reduces the parameter complexity to $\\mathcal{O}(d^2/r^2)$.'],"With complexity proportional to $1/r^2$, doubling $r$ makes the parameter cost one fourth as large.","With block sharing enabled, if the number of blocks $r$ is doubled, by what factor does OFT's parameter complexity shrink?",four times,['This reduces the parameter complexity to $\\mathcal{O}(d^2/r^2)$.'],['This reduces the parameter complexity to $\\mathcal{O}(d^2/r^2)$.']
 hyperparameter tuning,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT's smoother and more predictable convergence reduces the practical burden of","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT's smoother and more predictable convergence reduces the practical burden of hyperparameter tuning",Synthesized Insight,"['Such a convergence stability makes our OFT framework much easier to use in practice, since the training dynamics of OFT is far more smooth and predictable.', ""Thus it will be easier to find good OFT's hyperparameters.""]","If training is smoother and more predictable, less trial-and-error is needed to choose settings.",What practical burden is reduced by OFT's smoother and more predictable convergence?,hyperparameter tuning,"['Such a convergence stability makes our OFT framework much easier to use in practice, since the training dynamics of OFT is far more smooth and predictable.', ""Thus it will be easier to find good OFT's hyperparameters.""]","['Such a convergence stability makes our OFT framework much easier to use in practice, since the training dynamics of OFT is far more smooth and predictable.', ""Thus it will be easier to find good OFT's hyperparameters.""]"
 pairwise hyperspherical similarity,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if several OFT task matrices are multiplied together and applied to a layer, the relation among neurons that would still be preserved is","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if several OFT task matrices are multiplied together and applied to a layer, the relation among neurons that would still be preserved is pairwise hyperspherical similarity",Multi-Fact Integration,"['Second, OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.', 'Therefore, we take advantage of an invariance property of hyperspherical energy -- the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.']","Since the product of multiple OFT task matrices is still orthogonal, applying that product still has the orthogonal-transformation invariance that preserves pairwise hyperspherical similarity.","If several OFT task matrices are multiplied together and applied to a layer, what relation among neurons would still be preserved?",pairwise hyperspherical similarity,"['Second, OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.', 'Therefore, we take advantage of an invariance property of hyperspherical energy -- the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.']","['Second, OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.', 'Therefore, we take advantage of an invariance property of hyperspherical energy -- the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.']"
 hyperspherical energy,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if orthogonal matrices learned from several OFT finetuning tasks are multiplied together before being applied to a layer, the quantity that would still be guaranteed to stay preserved is","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if orthogonal matrices learned from several OFT finetuning tasks are multiplied together before being applied to a layer, the quantity that would still be guaranteed to stay preserved is hyperspherical energy",Multi-Fact Integration,"['Hyperspherical energy is defined as the sum of hyperspherical similarity (e.g., cosine similarity) between all pairwise neurons in the same layer', 'the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.', 'OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.']","If multiple task matrices are multiplied and the result is still orthogonal, then applying that shared orthogonal transform still preserves all pairwise hyperspherical similarities, so their sum is preserved too.","If orthogonal matrices learned from several OFT finetuning tasks are multiplied together before being applied to a layer, what quantity would still be guaranteed to stay preserved?",hyperspherical energy,"['Hyperspherical energy is defined as the sum of hyperspherical similarity (e.g., cosine similarity) between all pairwise neurons in the same layer', 'the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.', 'OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.']","['Hyperspherical energy is defined as the sum of hyperspherical similarity (e.g., cosine similarity) between all pairwise neurons in the same layer', 'the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.', 'OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.']"
 subject preservation and controllability,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT achieves both better semantic preservation of the subject and more accurate prompt control, namely","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT achieves both better semantic preservation of the subject and more accurate prompt control, namely subject preservation and controllability",Synthesized Insight,"['From the results in Figure~\\ref{fig:dreambooth_final}, we can observe that both OFT and COFT deliver excellent semantic subject preservation, while LoRA often fails to preserve the subject identity (\\emph{e.g.}, LoRA completely loses the subject identity in the bowl example).', 'In the meantime, both OFT and COFT have much more accurate control using text prompts, while DreamBooth, despite its preservation of subject identity, often fails to generate the image following the text prompt (\\emph{e.g.}, the first row of the bowl example).', 'The qualitative comparison demonstrates that our OFT framework achieves better controllability and subject preservation at the same time.']",The two comparisons show OFT avoiding the baseline tradeoff by preserving the subject while still following the prompt accurately.,"In subject-driven generation, what two goals does OFT achieve simultaneously rather than forcing the tradeoff seen in the baselines?",subject preservation and controllability,"['From the results in Figure~\\ref{fig:dreambooth_final}, we can observe that both OFT and COFT deliver excellent semantic subject preservation, while LoRA often fails to preserve the subject identity (\\emph{e.g.}, LoRA completely loses the subject identity in the bowl example).', 'In the meantime, both OFT and COFT have much more accurate control using text prompts, while DreamBooth, despite its preservation of subject identity, often fails to generate the image following the text prompt (\\emph{e.g.}, the first row of the bowl example).', 'The qualitative comparison demonstrates that our OFT framework achieves better controllability and subject preservation at the same time.']","['From the results in Figure~\\ref{fig:dreambooth_final}, we can observe that both OFT and COFT deliver excellent semantic subject preservation, while LoRA often fails to preserve the subject identity (\\emph{e.g.}, LoRA completely loses the subject identity in the bowl example).', 'In the meantime, both OFT and COFT have much more accurate control using text prompts, while DreamBooth, despite its preservation of subject identity, often fails to generate the image following the text prompt (\\emph{e.g.}, the first row of the bowl example).', 'The qualitative comparison demonstrates that our OFT framework achieves better controllability and subject preservation at the same time.']"
 neuron directions,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', based on the toy autoencoder result and OFT's design, OFT targets the feature most responsible for changing semantics:","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', based on the toy autoencoder result and OFT's design, OFT targets the feature most responsible for changing semantics: neuron directions",Synthesized Insight,"['The results imply that the angles (directions) of neurons play the major role in storing the semantic information of the input images.', 'Why OFT converges faster. On one hand, we can see from Figure~\\ref{fig:toy_ae} that the most effective update to modify the semantics is to change neuron directions, which is exactly what OFT is designed for.']","The toy result identifies neuron directions as the main carrier of semantics, and OFT is built to modify exactly those directions, explaining its semantic efficiency.","Based on the toy autoencoder result and OFT's design, what part of the neurons does OFT target to change semantics efficiently?",neuron directions,"['The results imply that the angles (directions) of neurons play the major role in storing the semantic information of the input images.', 'Why OFT converges faster. On one hand, we can see from Figure~\\ref{fig:toy_ae} that the most effective update to modify the semantics is to change neuron directions, which is exactly what OFT is designed for.']","['The results imply that the angles (directions) of neurons play the major role in storing the semantic information of the input images.', 'Why OFT converges faster. On one hand, we can see from Figure~\\ref{fig:toy_ae} that the most effective update to modify the semantics is to change neuron directions, which is exactly what OFT is designed for.']"
" 1,088","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', in the $128\times128$ example with both ranks set to 8 and no block sharing, the trainable-parameter gap between LoRA and OFT is","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', in the $128\times128$ example with both ranks set to 8 and no block sharing, the trainable-parameter gap between LoRA and OFT is 1,088",Reasoning Step,"[""Suppose we have a weight matrix with size $128\\times 128$, LoRA has $2,048$ trainable parameters with $r'=8$, while OFT has $960$ trainable parameters with $r=8$ (no block sharing is applied).""]","Subtracting 960 from 2,048 gives 1,088 fewer trainable parameters for OFT.","In the paper's $128\times128$ example with both ranks set to 8, how many fewer trainable parameters does OFT use than LoRA?","1,088","[""Suppose we have a weight matrix with size $128\\times 128$, LoRA has $2,048$ trainable parameters with $r'=8$, while OFT has $960$ trainable parameters with $r=8$ (no block sharing is applied).""]","[""Suppose we have a weight matrix with size $128\\times 128$, LoRA has $2,048$ trainable parameters with $r'=8$, while OFT has $960$ trainable parameters with $r=8$ (no block sharing is applied).""]"
 multiplying $\bm{R}$ into $\bm{W}^0$,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the single deployment step that lets OFT keep the same inference speed as the pretrained model is","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the single deployment step that lets OFT keep the same inference speed as the pretrained model is multiplying $\bm{R}$ into $\bm{W}^0$",Reasoning Step,"['""In the inference stage, we can simply multiply the learned orthogonal matrix $\\bm{R}$ into the pretrained weight matrix $\\bm{W}^0$ and obtain an equivalent weight matrix $\\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0$.""', '""Thus the inference speed is the same as the pretrained model.""']","Because the learned transform can be absorbed into the pretrained weights before inference, no extra runtime module is needed.",What single deployment step lets OFT keep the same inference speed as the pretrained model?,multiplying $\bm{R}$ into $\bm{W}^0$,"['""In the inference stage, we can simply multiply the learned orthogonal matrix $\\bm{R}$ into the pretrained weight matrix $\\bm{W}^0$ and obtain an equivalent weight matrix $\\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0$.""', '""Thus the inference speed is the same as the pretrained model.""']","['""In the inference stage, we can simply multiply the learned orthogonal matrix $\\bm{R}$ into the pretrained weight matrix $\\bm{W}^0$ and obtain an equivalent weight matrix $\\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0$.""', '""Thus the inference speed is the same as the pretrained model.""']"
 destroyed pretraining information,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if diffusion-model finetuning tried to minimize hyperspherical energy instead of preserve it, the likely downside would be","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if diffusion-model finetuning tried to minimize hyperspherical energy instead of preserve it, the likely downside would be destroyed pretraining information",Synthesized Insight,"['The minimum hyperspherical energy means all neurons are uniformly spaced around the hypersphere.', 'This is not a meaningful objective for finetuning, as it may destroy the pretraining information.', 'OFT aims to preserve the same hyperspherical energy as the pretrained model so that the intrinsic pretrained structure will not be destroyed by finetuning.']","Minimizing hyperspherical energy would push neurons toward uniform spacing instead of the pretrained arrangement, which the paper says risks damaging the pretrained structure.","If diffusion-model finetuning tried to minimize hyperspherical energy instead of preserve it, what would be the likely downside?",destroyed pretraining information,"['The minimum hyperspherical energy means all neurons are uniformly spaced around the hypersphere.', 'This is not a meaningful objective for finetuning, as it may destroy the pretraining information.', 'OFT aims to preserve the same hyperspherical energy as the pretrained model so that the intrinsic pretrained structure will not be destroyed by finetuning.']","['The minimum hyperspherical energy means all neurons are uniformly spaced around the hypersphere.', 'This is not a meaningful objective for finetuning, as it may destroy the pretraining information.', 'OFT aims to preserve the same hyperspherical energy as the pretrained model so that the intrinsic pretrained structure will not be destroyed by finetuning.']"
 angular deviation,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', besides orthogonality, COFT is explicitly restricting a quantity when $\epsilon$ is made smaller:","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', besides orthogonality, COFT is explicitly restricting a quantity when $\epsilon$ is made smaller: angular deviation",Synthesized Insight,"['COFT uses the following forward pass:\n\n\\begin{equation}\\label{eq:coft_general}\n    \\footnotesize\n    \\bm{z}=\\bm{W}^\\top\\bm{x}=(\\bm{R}\\cdot\\bm{W}^0)^\\top\\bm{x},~~~\\text{s.t.}~\\bm{R}^\\top\\bm{R}=\\bm{R}\\bm{R}^\\top=\\bm{I},~\\norm{\\bm{R}-\\bm{I}}\\leq \\epsilon\n\\end{equation}', 'we propose a constrained variant which limits the angular deviation from the pretrained model.', 'We can observe that $\\epsilon$ controls the flexibility of finetuning. With smaller $\\epsilon$, the COFT-finetuned model behaves increasingly similar to the pretrained text-to-image diffusion model.']","The extra $\epsilon$-bound keeps $\bm{R}$ closer to identity, so reducing $\epsilon$ explicitly limits how far the model can angularly deviate from the pretrained one.","Besides orthogonality, what is COFT explicitly restricting when $\epsilon$ is made smaller?",angular deviation,"['COFT uses the following forward pass:\n\n\\begin{equation}\\label{eq:coft_general}\n    \\footnotesize\n    \\bm{z}=\\bm{W}^\\top\\bm{x}=(\\bm{R}\\cdot\\bm{W}^0)^\\top\\bm{x},~~~\\text{s.t.}~\\bm{R}^\\top\\bm{R}=\\bm{R}\\bm{R}^\\top=\\bm{I},~\\norm{\\bm{R}-\\bm{I}}\\leq \\epsilon\n\\end{equation}', 'we propose a constrained variant which limits the angular deviation from the pretrained model.', 'We can observe that $\\epsilon$ controls the flexibility of finetuning. With smaller $\\epsilon$, the COFT-finetuned model behaves increasingly similar to the pretrained text-to-image diffusion model.']","['COFT uses the following forward pass:\n\n\\begin{equation}\\label{eq:coft_general}\n    \\footnotesize\n    \\bm{z}=\\bm{W}^\\top\\bm{x}=(\\bm{R}\\cdot\\bm{W}^0)^\\top\\bm{x},~~~\\text{s.t.}~\\bm{R}^\\top\\bm{R}=\\bm{R}\\bm{R}^\\top=\\bm{I},~\\norm{\\bm{R}-\\bm{I}}\\leq \\epsilon\n\\end{equation}', 'we propose a constrained variant which limits the angular deviation from the pretrained model.', 'We can observe that $\\epsilon$ controls the flexibility of finetuning. With smaller $\\epsilon$, the COFT-finetuned model behaves increasingly similar to the pretrained text-to-image diffusion model.']"
 the iteration number,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', in subject-driven generation, OFT and COFT reduce the tuning burden of which parameter because they remain stable even with many iterations?","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', in subject-driven generation, OFT and COFT reduce the tuning burden of which parameter because they remain stable even with many iterations? the iteration number",Synthesized Insight,"['""After 2000 iterations, DreamBooth starts to generate collapsed images, and LoRA fails to generate yellow shirt (and instead generates yellow fur). In contrast, both OFT and COFT are still able to achieve stable and consistent control over the generated image.""', '""For both OFT and COFT, we can directly set a relatively large iteration number without carefully tuning it.""']","Since OFT and COFT stay stable even at large iteration counts, they reduce the need to carefully search for a stopping point.","In subject-driven generation, what tuning burden do OFT and COFT reduce because they remain stable even with many iterations?",the iteration number,"['""After 2000 iterations, DreamBooth starts to generate collapsed images, and LoRA fails to generate yellow shirt (and instead generates yellow fur). In contrast, both OFT and COFT are still able to achieve stable and consistent control over the generated image.""', '""For both OFT and COFT, we can directly set a relatively large iteration number without carefully tuning it.""']","['""After 2000 iterations, DreamBooth starts to generate collapsed images, and LoRA fails to generate yellow shirt (and instead generates yellow fur). In contrast, both OFT and COFT are still able to achieve stable and consistent control over the generated image.""', '""For both OFT and COFT, we can directly set a relatively large iteration number without carefully tuning it.""']"
 low-rank $\bm{R}-\bm{I}$,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', since $\bm{W}^0$ is typically full-rank, OFT also performs a low-rank weight update when the matrix deviation is low-rank, namely","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', since $\bm{W}^0$ is typically full-rank, OFT also performs a low-rank weight update when the matrix deviation is low-rank, namely low-rank $\bm{R}-\bm{I}$",Multi-Fact Integration,"[""We can rewrite OFT's forward pass as $\\thickmuskip=2mu \\medmuskip=2mu \\bm{z}=(\\bm{R}\\bm{W}^0)^\\top\\bm{x}=(\\bm{W}^0+(\\bm{R}-\\bm{I})\\bm{W}^0)^\\top\\bm{x}$ where $\\thickmuskip=2mu \\medmuskip=2mu (\\bm{R}-\\bm{I})\\bm{W}^0$ is analogous to LoRA's low-rank weight update."", 'Since $\\bm{W}^0$ is typically full-rank, OFT also performs low-rank weight update when $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}-\\bm{I}$ is low-rank.']","The rewrite shows OFT's update term is $(\bm{R}-\bm{I})\bm{W}^0$, so with full-rank $\bm{W}^0$ it becomes analogous to a low-rank update exactly when $\bm{R}-\bm{I}$ is low-rank.",Under what condition does OFT behave like a low-rank weight update analogous to LoRA?,low-rank $\bm{R}-\bm{I}$,"[""We can rewrite OFT's forward pass as $\\thickmuskip=2mu \\medmuskip=2mu \\bm{z}=(\\bm{R}\\bm{W}^0)^\\top\\bm{x}=(\\bm{W}^0+(\\bm{R}-\\bm{I})\\bm{W}^0)^\\top\\bm{x}$ where $\\thickmuskip=2mu \\medmuskip=2mu (\\bm{R}-\\bm{I})\\bm{W}^0$ is analogous to LoRA's low-rank weight update."", 'Since $\\bm{W}^0$ is typically full-rank, OFT also performs low-rank weight update when $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}-\\bm{I}$ is low-rank.']","[""We can rewrite OFT's forward pass as $\\thickmuskip=2mu \\medmuskip=2mu \\bm{z}=(\\bm{R}\\bm{W}^0)^\\top\\bm{x}=(\\bm{W}^0+(\\bm{R}-\\bm{I})\\bm{W}^0)^\\top\\bm{x}$ where $\\thickmuskip=2mu \\medmuskip=2mu (\\bm{R}-\\bm{I})\\bm{W}^0$ is analogous to LoRA's low-rank weight update."", 'Since $\\bm{W}^0$ is typically full-rank, OFT also performs low-rank weight update when $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}-\\bm{I}$ is low-rank.']"
