probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors state that CM-HUS (historically termed ""atypical HUS"") arises from dysregulated activation of the alternative complement pathway and often arises in",genetically predisposed individuals.,(E),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors state that CM-HUS (historically termed ""atypical HUS"") arises from dysregulated activation of the alternative complement pathway and often arises in
(A) individuals with persistently low C3/C4 levels.
(B) patients with severe ADAMTS13 deficiency.
(C) previously healthy children after diarrhoeal illness.
(D) immunocompromised individuals.
(E) genetically predisposed individuals.",individuals with persistently low C3/C4 levels.,patients with severe ADAMTS13 deficiency.,previously healthy children after diarrhoeal illness.,immunocompromised individuals.,genetically predisposed individuals.,"[""individuals with persistently low C3/C4 levels."", ""patients with severe ADAMTS13 deficiency."", ""immunocompromised individuals."", ""previously healthy children after diarrhoeal illness.""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors state that CM-HUS (historically termed ""atypical HUS"") arises from dysregulated activation of the alternative complement pathway and often arises in genetically predisposed individuals.","CM-HUS (historically termed ‘atypical HUS’) arises from dysregulated activation of the alternative complement pathway, often in genetically predisposed individuals.",Outcome and follow-up
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors explain that complement activation can help clear the pathogen, but in predisposed individuals it may also lead to uncontrolled endothelial damage and",TMA.,(B),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors explain that complement activation can help clear the pathogen, but in predisposed individuals it may also lead to uncontrolled endothelial damage and
(A) septic shock
(B) TMA.
(C) complement consumption
(D) DIC
(E) glomerulonephritis",septic shock,TMA.,complement consumption,DIC,glomerulonephritis,"[""DIC"", ""glomerulonephritis"", ""complement consumption"", ""septic shock""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors explain that complement activation can help clear the pathogen, but in predisposed individuals it may also lead to uncontrolled endothelial damage and TMA.","This creates a clinical paradox: while complement activation clears the pathogen, it may also trigger uncontrolled endothelial damage and TMA in predisposed individuals.",Outcome and follow-up
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Bjørkto et al described another patient with Capnocytophaga canimorsus-induced complement-mediated haemolytic uraemic syndrome who had a complement factor B variant and was successfully treated with",eculizumab.,(A),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Bjørkto et al described another patient with Capnocytophaga canimorsus-induced complement-mediated haemolytic uraemic syndrome who had a complement factor B variant and was successfully treated with
(A) eculizumab.
(B) rituximab.
(C) ravulizumab.
(D) haemodialysis.
(E) plasma exchange.",eculizumab.,rituximab.,ravulizumab.,haemodialysis.,plasma exchange.,"[""plasma exchange."", ""ravulizumab."", ""haemodialysis."", ""rituximab.""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Bjørkto et al described another patient with Capnocytophaga canimorsus-induced complement-mediated haemolytic uraemic syndrome who had a complement factor B variant and was successfully treated with eculizumab.","A particularly illustrative report by Bjørkto et al described a patient with C. canimorsus-induced CM-HUS harbouring a complement factor B variant, successfully treated with eculizumab.",Outcome and follow-up
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors note that in complement-mediated haemolytic uraemic syndrome, delayed initiation of eculizumab is associated with incomplete renal recovery and a higher risk of progression to",end-stage kidney disease.,(C),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors note that in complement-mediated haemolytic uraemic syndrome, delayed initiation of eculizumab is associated with incomplete renal recovery and a higher risk of progression to
(A) chronic thrombotic microangiopathy.
(B) irreversible acute tubular necrosis.
(C) end-stage kidney disease.
(D) thrombotic thrombocytopenic purpura.
(E) multiple organ dysfunction syndrome.",chronic thrombotic microangiopathy.,irreversible acute tubular necrosis.,end-stage kidney disease.,thrombotic thrombocytopenic purpura.,multiple organ dysfunction syndrome.,"[""thrombotic thrombocytopenic purpura."", ""irreversible acute tubular necrosis."", ""chronic thrombotic microangiopathy."", ""multiple organ dysfunction syndrome.""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors note that in complement-mediated haemolytic uraemic syndrome, delayed initiation of eculizumab is associated with incomplete renal recovery and a higher risk of progression to end-stage kidney disease.",Delayed initiation is associated with incomplete renal recovery and consequently higher risk of progression to end-stage kidney disease.,Outcome and follow-up
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors conclude that early recognition of complement-mediated haemolytic uraemic syndrome is important because one of the most important predictors of a favourable outcome is",prompt initiation of complement blockade,(D),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors conclude that early recognition of complement-mediated haemolytic uraemic syndrome is important because one of the most important predictors of a favourable outcome is
(A) confirmation of negative blood cultures before eculizumab
(B) vaccination, antimicrobial prophylaxis and close monitoring
(C) prompt initiation of plasma exchange
(D) prompt initiation of complement blockade
(E) early commencement of renal replacement therapy",confirmation of negative blood cultures before eculizumab,"vaccination, antimicrobial prophylaxis and close monitoring",prompt initiation of plasma exchange,prompt initiation of complement blockade,early commencement of renal replacement therapy,"[""prompt initiation of plasma exchange"", ""confirmation of negative blood cultures before eculizumab"", ""vaccination, antimicrobial prophylaxis and close monitoring"", ""early commencement of renal replacement therapy""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors conclude that early recognition of complement-mediated haemolytic uraemic syndrome is important because one of the most important predictors of a favourable outcome is prompt initiation of complement blockade",Early recognition of CM-HUS and prompt initiation of complement blockade are the most important predictors of favourable outcome.,Outcome and follow-up
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the discussion highlights that the rare infectious trigger of complement-mediated haemolytic uraemic syndrome (CM-HUS) in this immunocompetent adult was",C. canimorsus infection,(D),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the discussion highlights that the rare infectious trigger of complement-mediated haemolytic uraemic syndrome (CM-HUS) in this immunocompetent adult was
(A) Capnocytophaga cynodegmi infection
(B) Shiga toxin-producing Escherichia coli infection
(C) Streptococcus pneumoniae infection
(D) C. canimorsus infection
(E) Pasteurella multocida bacteraemia",Capnocytophaga cynodegmi infection,Shiga toxin-producing Escherichia coli infection,Streptococcus pneumoniae infection,C. canimorsus infection,Pasteurella multocida bacteraemia,"[""Pasteurella multocida bacteraemia"", ""Capnocytophaga cynodegmi infection"", ""Shiga toxin-producing Escherichia coli infection"", ""Streptococcus pneumoniae infection""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the discussion highlights that the rare infectious trigger of complement-mediated haemolytic uraemic syndrome (CM-HUS) in this immunocompetent adult was C. canimorsus infection","This case highlights C. canimorsus infection as a rare trigger of CM-HUS in immunocompetent adults and outlines the patient’s diagnostic workup, the challenges of differential diagnosis and the complexity of both the clinical course and therapeutic approach in case of TMA following sepsis.",Abstract
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient achieved haematological remission and partial renal recovery, the discussion of prognosis describes the time-to-initiation as one of the main determinants of outcome, specifically",eculizumab therapy.,(E),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient achieved haematological remission and partial renal recovery, the discussion of prognosis describes the time-to-initiation as one of the main determinants of outcome, specifically
(A) antimicrobial prophylaxis
(B) corticosteroid therapy
(C) plasma exchange therapy
(D) renal replacement therapy
(E) eculizumab therapy.",antimicrobial prophylaxis,corticosteroid therapy,plasma exchange therapy,renal replacement therapy,eculizumab therapy.,"[""plasma exchange therapy"", ""renal replacement therapy"", ""antimicrobial prophylaxis"", ""corticosteroid therapy""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient achieved haematological remission and partial renal recovery, the discussion of prognosis describes the time-to-initiation as one of the main determinants of outcome, specifically eculizumab therapy.","Our patient achieved haematological remission and partial renal recovery, consistent with the current evidence showing that renal function and time-to-initiation of eculizumab therapy are the main determinants of prognosis.",Outcome and follow-up
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the Capnocytophaga species described as the one most frequently linked to invasive zoonotic disease in humans is",C. canimorsus,(D),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the Capnocytophaga species described as the one most frequently linked to invasive zoonotic disease in humans is
(A) C. sputigena
(B) C. cynodegmi
(C) Pasteurella multocida
(D) C. canimorsus
(E) C. ochracea",C. sputigena,C. cynodegmi,Pasteurella multocida,C. canimorsus,C. ochracea,"[""C. cynodegmi"", ""C. ochracea"", ""C. sputigena"", ""Pasteurella multocida""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the Capnocytophaga species described as the one most frequently linked to invasive zoonotic disease in humans is C. canimorsus",C. canimorsus is the Capnocytophaga species most frequently linked in invasive zoonotic disease in humans.,Background
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus infection can present in a wide range of ways, including isolated meningitis, fulminant sepsis, disseminated intravascular coagulation, and multiorgan failure, and the microvascular complication also listed among these possible clinical presentations is",thrombotic microangiopathy (TMA).,(C),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus infection can present in a wide range of ways, including isolated meningitis, fulminant sepsis, disseminated intravascular coagulation, and multiorgan failure, and the microvascular complication also listed among these possible clinical presentations is
(A) thrombotic thrombocytopenic purpura (TTP).
(B) catastrophic antiphospholipid syndrome (CAPS).
(C) thrombotic microangiopathy (TMA).
(D) haemophagocytic lymphohistiocytosis (HLH).
(E) disseminated intravascular coagulation (DIC).",thrombotic thrombocytopenic purpura (TTP).,catastrophic antiphospholipid syndrome (CAPS).,thrombotic microangiopathy (TMA).,haemophagocytic lymphohistiocytosis (HLH).,disseminated intravascular coagulation (DIC).,"[""disseminated intravascular coagulation (DIC)."", ""thrombotic thrombocytopenic purpura (TTP)."", ""catastrophic antiphospholipid syndrome (CAPS)."", ""haemophagocytic lymphohistiocytosis (HLH).""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus infection can present in a wide range of ways, including isolated meningitis, fulminant sepsis, disseminated intravascular coagulation, and multiorgan failure, and the microvascular complication also listed among these possible clinical presentations is thrombotic microangiopathy (TMA).","Clinical presentations are highly variable, ranging from isolated meningitis to fulminant sepsis, disseminated intravascular coagulation (DIC), multiorgan failure and thrombotic microangiopathy (TMA).",Background
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus is described as a slow-growing, encapsulated, gram-negative rod found in the normal oropharyngeal flora in",dogs and cats,(C),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus is described as a slow-growing, encapsulated, gram-negative rod found in the normal oropharyngeal flora in
(A) humans and non-human primates
(B) dogs and other canids
(C) dogs and cats
(D) cattle and sheep
(E) rodents and rabbits",humans and non-human primates,dogs and other canids,dogs and cats,cattle and sheep,rodents and rabbits,"[""dogs and other canids"", ""humans and non-human primates"", ""cattle and sheep"", ""rodents and rabbits""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus is described as a slow-growing, encapsulated, gram-negative rod found in the normal oropharyngeal flora in dogs and cats","Capnocytophaga canimorsus is a slow-growing, encapsulated, gram-negative rod found in the normal oropharyngeal flora in dogs and cats.",Background
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", C. canimorsus is described as the Capnocytophaga species most frequently linked in",invasive zoonotic disease in humans.,(A),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", C. canimorsus is described as the Capnocytophaga species most frequently linked in
(A) invasive zoonotic disease in humans.
(B) hospital-acquired bacteraemia in immunocompromised adults.
(C) cases of fulminant sepsis in humans.
(D) periodontal infections in dogs and cats.
(E) thrombotic microangiopathy after animal bites.",invasive zoonotic disease in humans.,hospital-acquired bacteraemia in immunocompromised adults.,cases of fulminant sepsis in humans.,periodontal infections in dogs and cats.,thrombotic microangiopathy after animal bites.,"[""cases of fulminant sepsis in humans."", ""thrombotic microangiopathy after animal bites."", ""periodontal infections in dogs and cats."", ""hospital-acquired bacteraemia in immunocompromised adults.""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", C. canimorsus is described as the Capnocytophaga species most frequently linked in invasive zoonotic disease in humans.",C. canimorsus is the Capnocytophaga species most frequently linked in invasive zoonotic disease in humans.,Background
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus can delay diagnosis because of its",fastidious nature,(D),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus can delay diagnosis because of its
(A) broad antibiotic susceptibility
(B) encapsulated morphology
(C) intracellular persistence
(D) fastidious nature
(E) normal oropharyngeal colonization",broad antibiotic susceptibility,encapsulated morphology,intracellular persistence,fastidious nature,normal oropharyngeal colonization,"[""encapsulated morphology"", ""broad antibiotic susceptibility"", ""normal oropharyngeal colonization"", ""intracellular persistence""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus can delay diagnosis because of its fastidious nature","Diagnosis can be delayed due to its fastidious nature and slow growth in cultures, prompting increasing use of molecular methods, such as real-time nanopore sequencing.",Background
"In the background section of the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus infection was described as having highly variable clinical presentations, and among the severe complications listed alongside fulminant sepsis, multiorgan failure, and thrombotic microangiopathy was",disseminated intravascular coagulation (DIC),(E),"In the background section of the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus infection was described as having highly variable clinical presentations, and among the severe complications listed alongside fulminant sepsis, multiorgan failure, and thrombotic microangiopathy was
(A) isolated meningitis
(B) acute respiratory distress syndrome
(C) acute kidney injury
(D) infective endocarditis
(E) disseminated intravascular coagulation (DIC)",isolated meningitis,acute respiratory distress syndrome,acute kidney injury,infective endocarditis,disseminated intravascular coagulation (DIC),"[""isolated meningitis"", ""acute kidney injury"", ""acute respiratory distress syndrome"", ""infective endocarditis""]","In the background section of the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus infection was described as having highly variable clinical presentations, and among the severe complications listed alongside fulminant sepsis, multiorgan failure, and thrombotic microangiopathy was disseminated intravascular coagulation (DIC)","Clinical presentations are highly variable, ranging from isolated meningitis to fulminant sepsis, disseminated intravascular coagulation (DIC), multiorgan failure and thrombotic microangiopathy (TMA).",Background
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", CM-HUS may be obscured during",the early sepsis and DIC phase,(D),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", CM-HUS may be obscured during
(A) the post-dialysis recovery phase
(B) the isolated meningitis presentation
(C) the later MAHA and worsening AKI phase
(D) the early sepsis and DIC phase
(E) the culture-negative diagnostic work-up",the post-dialysis recovery phase,the isolated meningitis presentation,the later MAHA and worsening AKI phase,the early sepsis and DIC phase,the culture-negative diagnostic work-up,"[""the later MAHA and worsening AKI phase"", ""the culture-negative diagnostic work-up"", ""the isolated meningitis presentation"", ""the post-dialysis recovery phase""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", CM-HUS may be obscured during the early sepsis and DIC phase","Although the initial clinical course was dominated by sepsis-related multiorgan involvement, the later development of microangiopathic haemolytic anaemia (MAHA), thrombocytopenia and worsening acute kidney injury (AKI) suggested a superimposed TMA, highlighting how complement-mediated haemolytic uraemic syndrome (CM-HUS) may be obscured during the early sepsis and DIC phase.",Background
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s presented four days after being bitten by her dog, and the dog bite was located on",the upper lip,(D),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s presented four days after being bitten by her dog, and the dog bite was located on
(A) the lower lip
(B) the cheek
(C) the left forearm
(D) the upper lip
(E) the right hand",the lower lip,the cheek,the left forearm,the upper lip,the right hand,"[""the lower lip"", ""the right hand"", ""the left forearm"", ""the cheek""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s presented four days after being bitten by her dog, and the dog bite was located on the upper lip","Four days prior to admission, she had been bitten by her dog on the upper lip and received tetanus vaccination as prophylaxis.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s was transferred after primary-care emergency evaluation for fever, malaise, numbness and discolouration of the feet, and her nadir glucose level there was",0.6 mmol/L,(E),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s was transferred after primary-care emergency evaluation for fever, malaise, numbness and discolouration of the feet, and her nadir glucose level there was
(A) 0.9 mmol/L
(B) 1.6 mmol/L
(C) 4.0 mmol/L
(D) 3.9 mmol/L
(E) 0.6 mmol/L",0.9 mmol/L,1.6 mmol/L,4.0 mmol/L,3.9 mmol/L,0.6 mmol/L,"[""0.9\u2009mmol/L"", ""1.6\u2009mmol/L"", ""3.9\u2009mmol/L"", ""4.0\u2009mmol/L""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s was transferred after primary-care emergency evaluation for fever, malaise, numbness and discolouration of the feet, and her nadir glucose level there was 0.6 mmol/L","A previously healthy woman in her late 40s, with two prior uncomplicated pregnancies, presented to the emergency department with a rapidly worsening clinical condition. Four days prior to admission, she had been bitten by her dog on the upper lip and received tetanus vaccination as prophylaxis. She was prescribed phenoxymethylpenicillin (Apocillin) on the day of the incident; however, antibiotic treatment was not initiated, as she was unable to collect her prescription. She developed a high fever (>40 °C), malaise, reduced oral intake and later sought medical attention when numbness and discolouration of her feet appeared. At primary-care emergency, she was found to have hypoglycaemia, refractory to oral glucose and glucagon, with a nadir of 0.6 mmol/L, prompting urgent transfer to our emergency department.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the previously healthy woman developed a high fever, malaise, and reduced oral intake after a dog bite, and later sought medical attention when",numbness and discolouration of her feet appeared.,(A),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the previously healthy woman developed a high fever, malaise, and reduced oral intake after a dog bite, and later sought medical attention when
(A) numbness and discolouration of her feet appeared.
(B) swelling and purulent discharge from the dog bite appeared.
(C) confusion and blurred vision appeared.
(D) oliguria and dark-coloured urine appeared.
(E) profound hypoglycaemia refractory to oral glucose and glucagon developed.",numbness and discolouration of her feet appeared.,swelling and purulent discharge from the dog bite appeared.,confusion and blurred vision appeared.,oliguria and dark-coloured urine appeared.,profound hypoglycaemia refractory to oral glucose and glucagon developed.,"[""swelling and purulent discharge from the dog bite appeared."", ""profound hypoglycaemia refractory to oral glucose and glucagon developed."", ""oliguria and dark-coloured urine appeared."", ""confusion and blurred vision appeared.""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the previously healthy woman developed a high fever, malaise, and reduced oral intake after a dog bite, and later sought medical attention when numbness and discolouration of her feet appeared.","She developed a high fever (>40 °C), malaise, reduced oral intake and later sought medical attention when numbness and discolouration of her feet appeared.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", at the primary-care emergency visit after the patient developed fever, malaise, and numbness/discolouration of the feet, the lowest blood glucose level reported for her hypoglycaemia that was refractory to oral glucose and glucagon was",a nadir of 0.6 mmol/L,(E),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", at the primary-care emergency visit after the patient developed fever, malaise, and numbness/discolouration of the feet, the lowest blood glucose level reported for her hypoglycaemia that was refractory to oral glucose and glucagon was
(A) a nadir of 3.0 mmol/L
(B) a nadir of 2.2 mmol/L
(C) a nadir of 1.6 mmol/L
(D) a nadir of 0.9 mmol/L
(E) a nadir of 0.6 mmol/L",a nadir of 3.0 mmol/L,a nadir of 2.2 mmol/L,a nadir of 1.6 mmol/L,a nadir of 0.9 mmol/L,a nadir of 0.6 mmol/L,"[""a nadir of 0.9\u2009mmol/L"", ""a nadir of 1.6\u2009mmol/L"", ""a nadir of 2.2\u2009mmol/L"", ""a nadir of 3.0\u2009mmol/L""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", at the primary-care emergency visit after the patient developed fever, malaise, and numbness/discolouration of the feet, the lowest blood glucose level reported for her hypoglycaemia that was refractory to oral glucose and glucagon was a nadir of 0.6 mmol/L","At primary-care emergency, she was found to have hypoglycaemia, refractory to oral glucose and glucagon, with a nadir of 0.6 mmol/L, prompting urgent transfer to our emergency department.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on admission, the patient's mental status was",alert and responsive,(A),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on admission, the patient's mental status was
(A) alert and responsive
(B) confused and disoriented
(C) agitated and delirious
(D) somnolent but arousable
(E) comatose and unresponsive",alert and responsive,confused and disoriented,agitated and delirious,somnolent but arousable,comatose and unresponsive,"[""confused and disoriented"", ""somnolent but arousable"", ""agitated and delirious"", ""comatose and unresponsive""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on admission, the patient's mental status was alert and responsive","On admission, she was alert and responsive but appeared septic with mottled and cool lower extremities.",Case presentation
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed severe hypoglycaemia at primary-care emergency, with a nadir of 0.6 mmol/L, prompting urgent transfer to the emergency department, and her hypoglycaemia was",refractory to oral glucose and glucagon,(B),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed severe hypoglycaemia at primary-care emergency, with a nadir of 0.6 mmol/L, prompting urgent transfer to the emergency department, and her hypoglycaemia was
(A) attributed to phenoxymethylpenicillin toxicity
(B) refractory to oral glucose and glucagon
(C) responsive to oral glucose and glucagon
(D) treated with intravenous dextrose and corticosteroids
(E) considered secondary to an insulin overdose",attributed to phenoxymethylpenicillin toxicity,refractory to oral glucose and glucagon,responsive to oral glucose and glucagon,treated with intravenous dextrose and corticosteroids,considered secondary to an insulin overdose,"[""responsive to oral glucose and glucagon"", ""attributed to phenoxymethylpenicillin toxicity"", ""considered secondary to an insulin overdose"", ""treated with intravenous dextrose and corticosteroids""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed severe hypoglycaemia at primary-care emergency, with a nadir of 0.6 mmol/L, prompting urgent transfer to the emergency department, and her hypoglycaemia was refractory to oral glucose and glucagon","At primary-care emergency, she was found to have hypoglycaemia, refractory to oral glucose and glucagon, with a nadir of 0.6 mmol/L, prompting urgent transfer to our emergency department.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's lactate level on blood gas analysis at admission, when metabolic acidosis was present with a pH of 7.27, was",5.7,(E),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's lactate level on blood gas analysis at admission, when metabolic acidosis was present with a pH of 7.27, was
(A) 0.6
(B) 7.27
(C) 2.5
(D) 4.0
(E) 5.7",0.6,7.27,2.5,4.0,5.7,"[""4.0"", ""2.5"", ""0.6"", ""7.27""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's lactate level on blood gas analysis at admission, when metabolic acidosis was present with a pH of 7.27, was 5.7",Blood gas analysis revealed metabolic acidosis with a pH of 7.27 (7.35–7.43) and an elevated lactate level of 5.7 (<2.5 mmol/L).,Case presentation
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient arrived with adequate diuresis after presenting with sepsis and acute kidney injury, and urinalysis at that time showed",blood (3+).,(D),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient arrived with adequate diuresis after presenting with sepsis and acute kidney injury, and urinalysis at that time showed
(A) protein (2+).
(B) glucose (3+).
(C) leucocytes (3+).
(D) blood (3+).
(E) ketones (3+).",protein (2+).,glucose (3+).,leucocytes (3+).,blood (3+).,ketones (3+).,"[""protein (2+)."", ""leucocytes (3+)."", ""glucose (3+)."", ""ketones (3+).""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient arrived with adequate diuresis after presenting with sepsis and acute kidney injury, and urinalysis at that time showed blood (3+).","On arrival, the patient maintained adequate diuresis; urinalysis showed protein (2+) and blood (3+).",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s who was admitted after a dog bite had an initial laboratory workup that reported","severe inflammation,",(A),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s who was admitted after a dog bite had an initial laboratory workup that reported
(A) severe inflammation,
(B) respiratory alkalosis
(C) mild inflammation
(D) profound hyponatraemia
(E) isolated pancytopenia","severe inflammation,",respiratory alkalosis,mild inflammation,profound hyponatraemia,isolated pancytopenia,"[""mild inflammation"", ""isolated pancytopenia"", ""profound hyponatraemia"", ""respiratory alkalosis""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s who was admitted after a dog bite had an initial laboratory workup that reported severe inflammation,","The initial laboratory workup revealed marked systemic derangement with severe inflammation, pancytopenia, AKI, liver enzyme elevation and coagulopathy.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s who presented after a dog bite with fever, pancytopenia, coagulopathy, acute kidney injury, and lactic acidosis was interpreted at that stage as",DIC secondary to bacteraemia and early sepsis,(E),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s who presented after a dog bite with fever, pancytopenia, coagulopathy, acute kidney injury, and lactic acidosis was interpreted at that stage as
(A) purpura fulminans due to fulminant meningococcaemia
(B) thrombotic thrombocytopenic purpura precipitated by a systemic infection
(C) necrotising fasciitis with evolving septic shock and multiorgan failure
(D) Shiga toxin-associated haemolytic uraemic syndrome following gastrointestinal infection
(E) DIC secondary to bacteraemia and early sepsis",purpura fulminans due to fulminant meningococcaemia,thrombotic thrombocytopenic purpura precipitated by a systemic infection,necrotising fasciitis with evolving septic shock and multiorgan failure,Shiga toxin-associated haemolytic uraemic syndrome following gastrointestinal infection,DIC secondary to bacteraemia and early sepsis,"[""thrombotic thrombocytopenic purpura precipitated by a systemic infection"", ""necrotising fasciitis with evolving septic shock and multiorgan failure"", ""Shiga toxin-associated haemolytic uraemic syndrome following gastrointestinal infection"", ""purpura fulminans due to fulminant meningococcaemia""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s who presented after a dog bite with fever, pancytopenia, coagulopathy, acute kidney injury, and lactic acidosis was interpreted at that stage as DIC secondary to bacteraemia and early sepsis","Given her constellation of symptoms—including fever, pancytopenia, coagulopathy with AKI and lactic acidosis—her condition was interpreted as DIC secondary to bacteraemia and early sepsis (quick Sequential Organ Failure Assessment (qSOFA) score 1/3).",Case presentation
