source,domain,v14_row_index,v13_row_index,reason,old_v13_probe,old_v13_target,v14_probe,v14_target,paraphrased_probe
arxiv,QLoRA,371,371,cloze_changed,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", certain benchmarks can steer the community towards a certain direction because", it is always easier to evaluate on an existing benchmark compared to creating a new one,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", certain benchmarks can steer the community towards a certain direction because it is always easier to evaluate on", an existing benchmark compared to creating a new one,"The paper ""QLoRA: Efficient Finetuning of Quantized LLMs"" explains that some benchmarks influence the community's focus since evaluating on"
arxiv,QLoRA,402,402,cloze_changed,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the quoted example showing that Guanaco can identify false claims, the idea described as simply false is", The idea that a group of scientists have peer reviewed and confirmed the earth is flat,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the quoted example showing that Guanaco can identify false claims, the idea described as simply false is The idea that a group of scientists have peer reviewed and confirmed", the earth is flat,"As stated in the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", within the cited example illustrating Guanaco's ability to detect false claims, the notion labeled as plainly false is the claim that a group of scientists have peer reviewed and confirmed"
arxiv,fa3,109,109,cloze_changed,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the warp-specialization discussion, the forward pass of FlashAttention-3 is embarrassingly parallel in the three dimensions of"," the batch size, number of heads, and query sequence length","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the warp-specialization discussion, the forward pass of FlashAttention-3 is embarrassingly parallel in the three dimensions of the batch size, number of heads, and", query sequence length,"In the warp-specialization section of the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the forward pass of FlashAttention-3 is described as embarrassingly parallel across the three dimensions of batch size, number of heads, and"
arxiv,fa3,157,157,v13_paraphrase_control_chars_source_fallback,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", after computing $m_{i}$, $\tilde{\mathbf{P}}_{\mathrm{cur}}$, and $\ell_{i}$ based on $\mathbf{S}_{\mathrm{cur}}$ in the attention kernel, the quantity that is rescaled is", $\mathbf{O}_i$.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", after computing $m_{i}$, $\tilde{\mathbf{P}}_{\mathrm{cur}}$, and $\ell_{i}$ based on $\mathbf{S}_{\mathrm{cur}}$ in the attention kernel, the quantity that is rescaled is", $\mathbf{O}_i$.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", after computing $m_{i}$, $\tilde{\mathbf{P}}_{\mathrm{cur}}$, and $\ell_{i}$ based on $\mathbf{S}_{\mathrm{cur}}$ in the attention kernel, the quantity that is rescaled is"
arxiv,fa3,159,159,v13_paraphrase_control_chars_source_fallback,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", during the main loop of the attention computation, $\mathbf{O}_{i} = \mathbf{O}_{i} + \tilde{\mathbf{P}}_{\mathrm{cur}} \mathbf{V}_{j-1}$ is computed using", WGMMA.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", during the main loop of the attention computation, $\mathbf{O}_{i} = \mathbf{O}_{i} + \tilde{\mathbf{P}}_{\mathrm{cur}} \mathbf{V}_{j-1}$ is computed using", WGMMA.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", during the main loop of the attention computation, $\mathbf{O}_{i} = \mathbf{O}_{i} + \tilde{\mathbf{P}}_{\mathrm{cur}} \mathbf{V}_{j-1}$ is computed using"
arxiv,fa3,253,253,cloze_changed,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the ablation of 2-stage WGMMA-softmax pipelining for non-causal FP16 FlashAttention-3 with fixed parameters $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\} = \{ 4, 8448, 16, 128\}$, the algorithmic improvements that lead to significant speedup are", asynchrony with warp-specialization and overlapping between GEMM and softmax.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the ablation of 2-stage WGMMA-softmax pipelining for non-causal FP16 FlashAttention-3 with fixed parameters $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\} = \{ 4, 8448, 16, 128\}$, the algorithmic improvements that lead to significant speedup are asynchrony with warp-specialization and", overlapping between GEMM and softmax.,"In the study ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the ablation analysis of 2-stage WGMMA-softmax pipelining for non-causal FP16 FlashAttention-3 using fixed parameters $\\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\\} = \\{ 4, 8448, 16, 128\\}$ identifies the algorithmic enhancements responsible for major speed improvements as asynchrony combined with warp-specialization and"
arxiv,fa3,276,276,cloze_changed,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when the authors multiply $\mathbf{Q}$ and $\mathbf{K}$ by a random orthogonal matrix $\mathbf{M}$ before quantizing to FP8 to even out outliers, this helps reduce quantization error because each entry becomes", a random sum of entries of $\mathbf{Q}$ or $\mathbf{K}$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when the authors multiply $\mathbf{Q}$ and $\mathbf{K}$ by a random orthogonal matrix $\mathbf{M}$ before quantizing to FP8 to even out outliers, this helps reduce quantization error because each entry becomes a random sum of", entries of $\mathbf{Q}$ or $\mathbf{K}$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when the authors multiply $\mathbf{Q}$ and $\mathbf{K}$ by a random orthogonal matrix $\mathbf{M}$ before quantizing to FP8 to even out outliers, this helps reduce quantization error because each entry becomes a random sum of"
arxiv,fa3,277,277,cloze_changed,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the low-precision attention technique, $\mathbf{M}$ is chosen as", the product of random diagonal matrices of $\pm 1$ and a Hadamard matrix.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the low-precision attention technique, $\mathbf{M}$ is chosen as the product of random diagonal matrices of $\pm 1$ and", a Hadamard matrix.,"As stated in the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the low-precision attention technique chooses $\mathbf{M}$ to be the product of random diagonal matrices of $\pm 1$ and"
arxiv,xLSTM,49,49,cloze_changed,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the LSTM formulation, the weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$, $\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ are the input weight vectors between $\mathbf{x}_t$ and the"," cell input, input gate, forget gate, and output gate","According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the LSTM formulation, the weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$, $\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ are the input weight vectors between $\mathbf{x}_t$ and the cell input, input gate, forget gate, and", output gate,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the LSTM formulation, the weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$, $\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ are the input weight vectors between $\mathbf{x}_t$ and the cell input, input gate, forget gate, and"
arxiv,xLSTM,51,51,cloze_changed,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the weights $r_{z}$, $r_{i}$, $r_{f}$, and $r_{o}$ correspond to recurrent weights between the hidden state $h_{t-1}$ and the"," cell input, input gate, forget gate, and output gate","According to the paper ""xLSTM: Extended Long Short-Term Memory"", the weights $r_{z}$, $r_{i}$, $r_{f}$, and $r_{o}$ correspond to recurrent weights between the hidden state $h_{t-1}$ and the cell input, input gate, forget gate, and", output gate,"As stated in the paper ""xLSTM: Extended Long Short-Term Memory"", the weights $r_{z}$, $r_{i}$, $r_{f}$, and $r_{o}$ represent the recurrent weights linking the hidden state $h_{t-1}$ to the cell input, input gate, forget gate, and"
arxiv,xLSTM,73,73,cloze_changed,"In the paper ""xLSTM: Extended Long Short-Term Memory"", when increasing the LSTM memory cell from a scalar to a matrix for key-value storage, the authors want to store at time $t$", the key $\mathbf{k}_t \in \mathbb{R}^d$ and the value $\mathbf{v}_t \in \mathbb{R}^d$.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", when increasing the LSTM memory cell from a scalar to a matrix for key-value storage, the authors want to store at time $t$ the key $\mathbf{k}_t \in \mathbb{R}^d$ and", the value $\mathbf{v}_t \in \mathbb{R}^d$.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", when increasing the LSTM memory cell from a scalar to a matrix for key-value storage, the authors want to store at time $t$ the key $\mathbf{k}_t \in \mathbb{R}^d$ and"
arxiv,xLSTM,102,102,cloze_changed,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors use the pre up-projection block for an xLSTM block containing an mLSTM, rather than the post up-projection block used for an xLSTM block containing an sLSTM, because", the memory capacity becomes larger in the high-dimensional space,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors use the pre up-projection block for an xLSTM block containing an mLSTM, rather than the post up-projection block used for an xLSTM block containing an sLSTM, because the memory capacity becomes larger in", the high-dimensional space,"In the paper ""xLSTM: Extended Long Short-Term Memory"", the authors apply the pre up-projection block to an xLSTM block with an mLSTM instead of the post up-projection block applied to an xLSTM block with an sLSTM, due to the increase in memory capacity within"
arxiv,xLSTM,148,148,cloze_changed,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", for all experiments, the notation xLSTM[$a$:$b$] denotes", the ratio $a/b$ of mLSTM-based versus sLSTM-based xLSTM blocks,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", for all experiments, the notation xLSTM[$a$:$b$] denotes the ratio $a/b$ of", mLSTM-based versus sLSTM-based xLSTM blocks,"As stated in the paper ""xLSTM: Extended Long Short-Term Memory"", throughout all experiments, the symbol xLSTM[$a$:$b$] represents the fraction $a/b$ of"
arxiv,xLSTM,163,163,cloze_changed,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the experiment comparing 2-block architectures on formal-language tasks such as the parity task, the models described as unable to solve regular grammars like the parity task are", Transformers or State Space Models without memory mixing (no state tracking),"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the experiment comparing 2-block architectures on formal-language tasks such as the parity task, the models described as unable to solve regular grammars like the parity task are Transformers or", State Space Models without memory mixing (no state tracking),"As stated in the paper ""xLSTM: Extended Long Short-Term Memory"", during the experiment evaluating 2-block architectures on formal-language tasks including the parity task, the models identified as incapable of solving regular grammars such as the parity task are Transformers or"
arxiv,xLSTM,261,261,cloze_changed,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", xLSTM[1:0] has", in 570 out of 571 (99.8\%) a lower perplexity than RWKV-4.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", xLSTM[1:0] has in 570 out of 571 (99.8\%)", a lower perplexity than RWKV-4.,"As stated in the paper ""xLSTM: Extended Long Short-Term Memory"", xLSTM[1:0] exhibits in 570 out of 571 (99.8%)"
arxiv,xLSTM,262,262,cloze_changed,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors say that the wall clock time overhead due to the complex matrix memory in mLSTM is minor because", the memory update and retrieval does not use parameters and can be parallelized using standard matrix operations,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors say that the wall clock time overhead due to the complex matrix memory in mLSTM is minor because the memory update and retrieval does not use parameters and can be parallelized using", standard matrix operations,"In the paper titled ""xLSTM: Extended Long Short-Term Memory,"" the authors mention that the wall clock time overhead caused by the complex matrix memory in mLSTM is minimal since the memory update and retrieval process does not involve parameters and can be parallelized using"
legal,America_First_Legal_Foundation_v_Jamieson_Greer,14,14,cloze_changed,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" after analyzing AFL’s first informational-injury theory, the court said AFL could not establish", standing based on its interest in the information that it requested from DOJ through FOIA.,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" after analyzing AFL’s first informational-injury theory, the court said AFL could not establish standing based on", its interest in the information that it requested from DOJ through FOIA.,"As stated in the opinion of ""America First Legal Foundation v. Jamieson Greer,"" upon reviewing AFL’s initial informational-injury claim, the court concluded that AFL failed to demonstrate standing grounded in"
legal,America_First_Legal_Foundation_v_Jamieson_Greer,20,20,cloze_changed,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" Section 1214 includes provisions for notifying", the complaining party about the progress of an investigation.,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" Section 1214 includes provisions for notifying the", complaining party about the progress of an investigation.,"Per the ruling in ""America First Legal Foundation v. Jamieson Greer,"" Section 1214 contains requirements for informing the"
legal,America_First_Legal_Foundation_v_Jamieson_Greer,22,22,cloze_changed,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court explained that 5 U.S.C. § 1216 requires the Office of Special Counsel to investigate an allegation of", arbitrary or capricious withholding of information prohibited under section 552,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court explained that 5 U.S.C. § 1216 requires the Office of Special Counsel to investigate an allegation of arbitrary or capricious", withholding of information prohibited under section 552,"In the ruling on ""America First Legal Foundation v. Jamieson Greer,"" the court stated that 5 U.S.C. § 1216 mandates the Office of Special Counsel to look into claims of unreasonable or capricious"
legal,America_First_Legal_Foundation_v_Jamieson_Greer,26,26,cloze_changed,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" FOIA contains a separate enforcement provision involving the Office of Special Counsel, under which, if a court orders production of improperly withheld agency records, awards attorneys’ fees against the agency, and specifically questions whether the agency acted arbitrarily or capriciously in withholding the records, OSC must determine whether disciplinary action is warranted against", the officer or employee who was primarily responsible for the withholding,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" FOIA contains a separate enforcement provision involving the Office of Special Counsel, under which, if a court orders production of improperly withheld agency records, awards attorneys’ fees against the agency, and specifically questions whether the agency acted arbitrarily or capriciously in withholding the records, OSC must determine whether disciplinary action is warranted against the", officer or employee who was primarily responsible for the withholding,"As stated in the ruling of ""America First Legal Foundation v. Jamieson Greer,"" FOIA includes a distinct enforcement mechanism involving the Office of Special Counsel, where if a court mandates the release of agency records improperly withheld, grants attorneys' fees against the agency, and explicitly considers whether the agency acted in an arbitrary or capricious manner in withholding the records, the OSC is required to decide if disciplinary measures should be taken against the"
legal,America_First_Legal_Foundation_v_Jamieson_Greer,33,33,cloze_changed,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" although the district court ruled in part for AFL, it ultimately", dismissed its case for failure to state a claim,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" although the district court ruled in part for AFL, it ultimately dismissed its case for", failure to state a claim,"The opinion in ""America First Legal Foundation v. Jamieson Greer"" states that, despite the district court partially ruling in favor of AFL, it finally dismissed the case due to"
legal,America_First_Legal_Foundation_v_Jamieson_Greer,62,62,cloze_changed,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when the court rejected AFL’s Article III standing theory based on OSC’s failure to investigate under 5 U.S.C. § 1216, the court said that accepting the theory would require speculation about", how OSC might choose to exercise its enforcement discretion,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when the court rejected AFL’s Article III standing theory based on OSC’s failure to investigate under 5 U.S.C. § 1216, the court said that accepting the theory would require speculation about how OSC might choose to exercise", its enforcement discretion,"In the ruling on ""America First Legal Foundation v. Jamieson Greer,"" the court dismissed AFL’s Article III standing argument due to OSC’s lack of investigation under 5 U.S.C. § 1216, stating that endorsing the argument would involve conjecture regarding OSC’s potential exercise of"
legal,America_First_Legal_Foundation_v_Jamieson_Greer,68,68,cloze_changed,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when discussing Article III standing and informational standing, a plaintiff suffers", a concrete injury if he is denied information that a “statute entitled him to receive.”,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when discussing Article III standing and informational standing, a plaintiff suffers a", concrete injury if he is denied information that a “statute entitled him to receive.”,"In the ruling of ""America First Legal Foundation v. Jamieson Greer,"" regarding Article III and informational standing, the court found that a plaintiff experiences a"
legal,America_First_Legal_Foundation_v_Jamieson_Greer,76,76,cloze_changed,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" while evaluating AFL’s second standing theory based on alleged informational injury from an OSC investigation, the court explained that because OSC need not provide section 1214 notice requirements in a section 1216 investigation, a judicial order mandating such an investigation", would not be reasonably likely to redress AFL’s second alleged injury.,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" while evaluating AFL’s second standing theory based on alleged informational injury from an OSC investigation, the court explained that because OSC need not provide section 1214 notice requirements in a section 1216 investigation, a judicial order mandating such an investigation would not be reasonably likely to", redress AFL’s second alleged injury.,"In the ruling of ""America First Legal Foundation v. Jamieson Greer,"" when assessing AFL’s second standing argument concerning claimed informational harm from an OSC investigation, the court stated that since OSC is not required to issue section 1214 notices during a section 1216 investigation, a court order compelling such an investigation would unlikely"
legal,Apex_Bank_v_Cc_Serve_Corp,3,3,cloze_changed,"According to the opinion in ""Apex Bank v. CC Serve Corp."", where CC Serve opposed Apex’s ASPIRE BANK mark applications before the Board, the Board sustained that opposition under"," Section 2(d) of the Lanham Act, 15 U.S.C. § 1052(d)","According to the opinion in ""Apex Bank v. CC Serve Corp."", where CC Serve opposed Apex’s ASPIRE BANK mark applications before the Board, the Board sustained that opposition under Section 2(d) of"," the Lanham Act, 15 U.S.C. § 1052(d)","In the case of ""Apex Bank v. CC Serve Corp."", where CC Serve challenged Apex’s ASPIRE BANK trademark applications before the Board, the Board upheld that challenge based on Section 2(d) of"
legal,Apex_Bank_v_Cc_Serve_Corp,27,27,cloze_changed,"According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex Bank’s intent-to-use applications to register the ASPIRE BANK word and design marks, CC Serve submitted", a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.,"According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex Bank’s intent-to-use applications to register the ASPIRE BANK word and design marks, CC Serve submitted a", letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.,"In the case of ""Apex Bank v. CC Serve Corp."", while Apex Bank was prosecuting its intent-to-use applications for the ASPIRE BANK word and design marks, CC Serve filed a"
legal,Apex_Bank_v_Cc_Serve_Corp,29,29,cloze_changed,"In the case ""Apex Bank v. CC Serve Corp."", Apex filed intent-to-use applications with the United States Patent and Trademark Office to register the ASPIRE BANK word and design marks for banking and financing services, and", the examining attorney approved the ASPIRE BANK word and design marks for publication,"In the case ""Apex Bank v. CC Serve Corp."", Apex filed intent-to-use applications with the United States Patent and Trademark Office to register the ASPIRE BANK word and design marks for banking and financing services, and the", examining attorney approved the ASPIRE BANK word and design marks for publication,"In the matter of ""Apex Bank v. CC Serve Corp."", Apex submitted intent-to-use applications to the United States Patent and Trademark Office for registration of the ASPIRE BANK word and design marks related to banking and financing services, and the"
legal,Apex_Bank_v_Cc_Serve_Corp,35,35,cloze_changed,"According to the opinion in ""Apex Bank v. CC Serve Corp."", in a trademark opposition under Section 2(d) of the Lanham Act, likelihood of confusion is"," a question of law, based on findings of relevant underlying facts, namely findings under the DuPont factors.","According to the opinion in ""Apex Bank v. CC Serve Corp."", in a trademark opposition under Section 2(d) of the Lanham Act, likelihood of confusion is a question of law, based on"," findings of relevant underlying facts, namely findings under the DuPont factors.","As stated in the opinion of ""Apex Bank v. CC Serve Corp."", when handling a trademark opposition under Section 2(d) of the Lanham Act, the likelihood of confusion is a legal issue that relies on"
legal,Apex_Bank_v_Cc_Serve_Corp,41,41,cloze_changed,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the Board concluded that", the sixth DuPont factor did not weigh in favor of Apex.,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the Board concluded that the sixth DuPont factor", did not weigh in favor of Apex.,"In the ruling of ""Apex Bank v. CC Serve Corp."", the Board determined that the sixth DuPont factor"
legal,Apex_Bank_v_Cc_Serve_Corp,43,43,cloze_changed,"According to the opinion in ""Apex Bank v. CC Serve Corp."", when applying the second DuPont factor on the similarity of the parties’ goods or services, the services need not be identical; the evidence may instead show that the products are related or that the circumstances surrounding their marketing could give rise to", the mistaken belief that they emanate from the same source.,"According to the opinion in ""Apex Bank v. CC Serve Corp."", when applying the second DuPont factor on the similarity of the parties’ goods or services, the services need not be identical; the evidence may instead show that the products are related or that the circumstances surrounding their marketing could give rise to the mistaken belief that", they emanate from the same source.,"The opinion in ""Apex Bank v. CC Serve Corp."" states that, in assessing the second DuPont factor regarding the likeness of the parties’ goods or services, the services do not have to be exactly the same; rather, the evidence can demonstrate that the products are connected or that the context of their marketing might lead to the incorrect assumption that"
legal,Apex_Bank_v_Cc_Serve_Corp,46,46,cloze_changed,"In the case ""Apex Bank v. CC Serve Corp."", when assessing the second DuPont factor and the relatedness of credit card services to banking and financing services, the Board considered evidence to support its finding that the services could emanate from a single source under one mark, namely", third-party registrations that cover (1) credit card and (2) banking and financing services,"In the case ""Apex Bank v. CC Serve Corp."", when assessing the second DuPont factor and the relatedness of credit card services to banking and financing services, the Board considered evidence to support its finding that the services could emanate from a single source under one mark, namely third-party registrations that cover", (1) credit card and (2) banking and financing services,"In the lawsuit 'Apex Bank v. CC Serve Corp.', while evaluating the second DuPont factor and the connection between credit card services and banking and financing services, the Board examined evidence to justify its conclusion that the services might originate from a common source under a single mark, specifically third-party registrations encompassing"
legal,Apex_Bank_v_Cc_Serve_Corp,48,48,cloze_changed,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the court said that", substantial evidence supports the Board’s finding that the parties’ services are highly similar.,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the court said that substantial evidence supports", the Board’s finding that the parties’ services are highly similar.,"In the ruling of ""Apex Bank v. CC Serve Corp."", the court stated that there is substantial evidence backing"
legal,Apex_Bank_v_Cc_Serve_Corp,52,52,cloze_changed,"According to the opinion in ""Apex Bank v. CC Serve Corp."", when addressing the sixth DuPont factor, Apex submitted", several exhibits to the Board that showed third-party uses of marks including the word “Aspire”.,"According to the opinion in ""Apex Bank v. CC Serve Corp."", when addressing the sixth DuPont factor, Apex submitted several exhibits to the Board that showed", third-party uses of marks including the word “Aspire”.,"As stated in the opinion of ""Apex Bank v. CC Serve Corp."", in relation to the sixth DuPont factor, Apex presented multiple exhibits to the Board demonstrating"
legal,Apex_Bank_v_Cc_Serve_Corp,69,69,cloze_changed,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion explains that the first DuPont factor looks to the overall commercial impression of the marks and considers whether", confusion as to the source of the services offered under the respective marks is likely to result.,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion explains that the first DuPont factor looks to the overall commercial impression of the marks and considers whether confusion as to", the source of the services offered under the respective marks is likely to result.,"The opinion in ""Apex Bank v. CC Serve Corp."" states that the first DuPont factor examines the general commercial impression of the marks and evaluates the likelihood of confusion regarding"
legal,Apex_Bank_v_Cc_Serve_Corp,73,73,cloze_changed,"According to the opinion in ""Apex Bank v. CC Serve Corp."", after vacating the Board’s findings on DuPont factors six and one and remanding the case, the court said the Board must consider on remand", the number and nature of similar marks used on similar goods,"According to the opinion in ""Apex Bank v. CC Serve Corp."", after vacating the Board’s findings on DuPont factors six and one and remanding the case, the court said the Board must consider on remand the number and nature of", similar marks used on similar goods,"As stated in the opinion of ""Apex Bank v. CC Serve Corp."", following the annulment of the Board’s conclusions regarding DuPont factors six and one and the remand of the matter, the court instructed that on remand the Board is required to evaluate the quantity and characteristics of"
legal,Bruce_Cohen_v_Consilio_LLC,6,6,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after raising a jurisdictional concern about whether Cohen’s MFLSA claim for statutory penalties might be moot, the appellate court decided to", vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after raising a jurisdictional concern about whether Cohen’s MFLSA claim for statutory penalties might be moot, the appellate court decided to vacate", the district court’s grant of summary judgment as to Cohen’s MFLSA claim,"In the opinion of ""Bruce Charles Cohen v. Consilio, LLC"", following a jurisdictional question regarding the potential mootness of Cohen’s MFLSA statutory penalties claim, the appellate court chose to vacate"
legal,Bruce_Cohen_v_Consilio_LLC,18,18,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when Cohen filed suit in August 2020 on behalf of himself and a putative class, he alleged that Consilio failed to pay", overtime wages owed to him and similarly situated employees.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when Cohen filed suit in August 2020 on behalf of himself and a putative class, he alleged that Consilio failed to pay overtime", wages owed to him and similarly situated employees.,"As stated in the ruling of ""Bruce Charles Cohen v. Consilio, LLC"", Cohen initiated a lawsuit in August 2020 representing himself and a potential class, claiming that Consilio did not compensate overtime"
legal,Bruce_Cohen_v_Consilio_LLC,26,26,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Fair Labor Standards Act, and the parties’ stipulation stated that he had", been paid for all overtime wages he alleges he is owed in this lawsuit,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Fair Labor Standards Act, and the parties’ stipulation stated that he had been paid for", all overtime wages he alleges he is owed in this lawsuit,"In the ruling of ""Bruce Charles Cohen v. Consilio, LLC"", Cohen filed a lawsuit against Consilio under Minnesota wage laws, including the Minnesota Fair Labor Standards Act, and the parties agreed that he had received payment for"
legal,Bruce_Cohen_v_Consilio_LLC,29,29,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Consilio made payments, the parties stipulated that the most expedient and efficient path forward would be for the Court to"," hear and decide Defendants’ summary judgment motion on [the MPWA, MFLSA, and MWTA claims] before any further discovery or litigation","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Consilio made payments, the parties stipulated that the most expedient and efficient path forward would be for the Court to hear and decide Defendants’ summary judgment motion on"," [the MPWA, MFLSA, and MWTA claims] before any further discovery or litigation","In the ruling from ""Bruce Charles Cohen v. Consilio, LLC,"" following payments by Consilio, the parties agreed that the quickest and most efficient way forward was for the Court to consider and rule on Defendants’ summary judgment motion concerning"
legal,Bruce_Cohen_v_Consilio_LLC,30,30,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after the parties stipulated that the court should decide the defendants’ summary judgment motion on the MPWA, MFLSA, and MWTA claims before further litigation, Cohen and Consilio acknowledged that if the court granted the defendants’ summary judgment motion in full,", no claims w[ould] remain and the case w[ould] be fully resolved,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after the parties stipulated that the court should decide the defendants’ summary judgment motion on the MPWA, MFLSA, and MWTA claims before further litigation, Cohen and Consilio acknowledged that if the court granted the defendants’ summary judgment motion in full, no claims w[ould] remain and", the case w[ould] be fully resolved,"In the ruling for ""Bruce Charles Cohen v. Consilio, LLC,"" once the parties agreed that the court would rule on the defendants’ summary judgment motion concerning the MPWA, MFLSA, and MWTA claims prior to any additional litigation, Cohen and Consilio recognized that if the court fully approved the defendants’ summary judgment motion, no claims would be left and"
