target,probe,fact,inference_type,text_sentences,question,answer
 $1$-bit computation,"According to the paper 'The Era of $1$-bit LLMs: All Large Language Models are in $1.58$ Bits', the shifted computation paradigm in BitNet that most directly motivates designing specialized hardware is","According to the paper 'The Era of $1$-bit LLMs: All Large Language Models are in $1.58$ Bits', the shifted computation paradigm in BitNet that most directly motivates designing specialized hardware is $1$-bit computation",Conceptual Synthesis,"['we envision and call for actions to design new hardware and system specifically optimized for 1-bit LLMs, given the new computation paradigm enabled in BitNet.', 'Furthermore, it enables a new computation paradigm and opens the door for designing specific hardware optimized for 1-bit LLMs.', 'BitNet b1.58 retains all the benefits of the original 1-bit BitNet, including its new computation paradigm, which requires almost no multiplication operations for matrix multiplication and can be highly optimized.']",Which shifted computation paradigm in BitNet most directly motivates designing specialized hardware?,1-bit computation
 lower memory footprint,"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the system-level advantage that primarily allows BitNet to support much larger batch sizes (e.g., $11\times$) under fixed GPU memory is its","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the system-level advantage that primarily allows BitNet to support much larger batch sizes (e.g., $11\times$) under fixed GPU memory is its lower memory footprint",Conceptual Synthesis,"['Table shows that \\text{BitNet b1.58} starts to match full precision \\text{LLaMA LLM} at 3B model size in terms of perplexity, while being 2.71 times faster and using 3.55 times less GPU memory.', '\\text{BitNet b1.58} with a 3.9B model size is 2.4 times faster, consumes 3.32 times less memory, but performs significantly better than \\text{LLaMA LLM} 3B.', 'We increased the batch size until the GPU memory limit was reached, with a sequence length of 512.', 'Compared to full-precision models, 1-bit LLMs have a much lower memory footprint from both a capacity and bandwidth standpoint.']","What system-level advantage primarily allows BitNet to support much larger batch sizes (e.g., 11x) under fixed GPU memory?",lower memory footprint
 division by zero,"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the added $\epsilon$ in $\frac{W}{\gamma+\epsilon}$ guards against","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the added $\epsilon$ in $\frac{W}{\gamma+\epsilon}$ guards against division by zero",Mathematical Understanding,"['\\begin{equation}\n    \\widetilde{W} = \\mathrm{RoundClip}(\\frac{W}{\\gamma + \\epsilon}, -1, 1),\n\\end{equation}']",What numerical issue does the added ε in W/(γ+ε) guard against during scaling?,division by zero
 lower transfer time,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if your inference is bottlenecked by DRAM-to-SRAM weight loading, switching to BitNet b1.58 results in","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if your inference is bottlenecked by DRAM-to-SRAM weight loading, switching to BitNet b1.58 results in lower transfer time",Conceptual Synthesis,"['In addition to computation, the process of transferring model parameters from DRAM to the memory of an on-chip accelerator (e.g., SRAM) can be expensive during inference.', 'Compared to full-precision models, 1-bit LLMs have a much lower memory footprint from both a capacity and bandwidth standpoint.', 'This can significantly reduce the cost and time of loading weights from DRAM, leading to faster and more efficient inference.', 'Additionally, it has the same energy consumption as the original 1-bit BitNet and is much more efficient in terms of memory consumption, throughput and latency compared to FP16 LLM baselines.', 'Figure~\\ref{fig:latency-memory-energy} illustrates the trends of latency and memory, showing that the speed-up increases as the model size scales.']","If your inference is bottlenecked by DRAM-to-SRAM weight loading, what changes when switching to BitNet b1.58?",lower transfer time
 feature filtering,"According to the paper 'The Era of $1$-bit LLMs: All Large Language Models are in $1.58$ Bits', the mechanism introduced by the added zero weight that chiefly enhances BitNet b$1.58$'s modeling power is","According to the paper 'The Era of $1$-bit LLMs: All Large Language Models are in $1.58$ Bits', the mechanism introduced by the added zero weight that chiefly enhances BitNet b$1.58$'s modeling power is feature filtering",Conceptual Synthesis,"['Additionally, it has the same energy consumption as the original 1-bit BitNet and is much more efficient in terms of memory consumption, throughput and latency compared to FP16 LLM baselines.', 'Firstly, its modeling capability is stronger due to its explicit support for feature filtering, made possible by the inclusion of 0 in the model weights, which can significantly improve the performance of 1-bit LLMs.', 'In this work, we introduce a significant 1-bit LLM variant called \\textbf{\\text{BitNet b1.58}}, where every parameter is ternary, taking on values of \\{-1, 0, 1\\}.', 'We have added an additional value of 0 to the original 1-bit BitNet, resulting in 1.58 bits in the binary system.']",What mechanism introduced by the added zero weight chiefly enhances BitNet b1.58’s modeling power?,feature filtering
" add, subtract, or skip","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in $1.58$ Bits', interpreting ternary weights in $\{-1,0,1\}$ as actions on inputs, BitNet b$1.58$ matrix multiplications effectively reduce to","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in $1.58$ Bits', interpreting ternary weights in $\{-1,0,1\}$ as actions on inputs, BitNet b$1.58$ matrix multiplications effectively reduce to add, subtract, or skip",Analogy,"['In this work, we introduce a significant 1-bit LLM variant called \\textbf{\\text{BitNet b1.58}}, where every parameter is ternary, taking on values of \\{-1, 0, 1\\}.', 'In contrast, the matrix multiplication of BitNet only involves integer addition, which saves orders of energy cost for LLMs.', 'BitNet b1.58 retains all the benefits of the original 1-bit BitNet, including its new computation paradigm, which requires almost no multiplication operations for matrix multiplication and can be highly optimized.', 'Firstly, its modeling capability is stronger due to its explicit support for feature filtering, made possible by the inclusion of 0 in the model weights, which can significantly improve the performance of 1-bit LLMs.']","Interpreting ternary weights as actions on inputs, what do BitNet b1.58 matmuls effectively reduce to?","add, subtract, or skip"
 smaller memory footprint,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', under memory-bound batching, the property that chiefly enables BitNet b1.58 to push batch size $11\times$ higher is its","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', under memory-bound batching, the property that chiefly enables BitNet b1.58 to push batch size $11\times$ higher is its smaller memory footprint",Conceptual Synthesis,"['We compare the throughput of \\text{BitNet b1.58} and \\text{LLaMA LLM} with 70B parameters on two 80GB A100 cards, using pipeline parallelism~\\cite{gpipe} so that \\text{LLaMA LLM} 70B could be run on the devices.', 'We increased the batch size until the GPU memory limit was reached, with a sequence length of 512.', 'Table~\\ref{tab:throughput} shows that \\text{BitNet b1.58} 70B can support up to 11 times the batch size of \\text{LLaMA LLM}, resulting an 8.9 times higher throughput.', 'Compared to full-precision models, 1-bit LLMs have a much lower memory footprint from both a capacity and bandwidth standpoint.', 'It shows that \\text{BitNet b1.58} starts to match full precision \\text{LLaMA LLM} at 3B model size in terms of perplexity, while being 2.71 times faster and using 3.55 times less GPU memory.', 'Similar to the observation of the perplexity, the end-task results reveal that \\text{BitNet b1.58} 3.9B outperforms \\text{LLaMA LLM} 3B with lower memory and latency cost.']","Under memory-bound batching, what property chiefly enables BitNet b1.58 to push batch size 11× higher?",smaller memory footprint
 increases,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if the average absolute weight $\gamma$ becomes larger, the proportion of weights quantized to zero after $\mathrm{RoundClip}\left(\frac{W}{\gamma+\epsilon}, -1, 1\right)$","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if the average absolute weight $\gamma$ becomes larger, the proportion of weights quantized to zero after $\mathrm{RoundClip}\left(\frac{W}{\gamma+\epsilon}, -1, 1\right)$ increases",Mathematical Understanding,"['To constrain the weights to -1, 0, or +1, we adopt an absmean quantization function. It first scales the weight matrix by its average absolute value, and then round each value to the nearest integer among \\{-1, 0, +1\\}:', '\\begin{equation}\n    \\widetilde{W} = \\mathrm{RoundClip}(\\frac{W}{\\gamma + \\epsilon}, -1, 1),\n\\end{equation}', '\\begin{equation}\n    \\gamma = \\frac{1}{nm}\\sum_{ij} |W_{ij}|.\n\\end{equation}', '\\begin{equation}\n    \\mathrm{RoundClip}(x, a, b) = \\max(a, \\min(b, \\mathrm{round}(x))),\n\\end{equation}']","If the average absolute weight γ increases, how does the proportion of weights quantized to zero change after RoundClip?",increases
 power limit,"According to the paper 'The Era of $1$-bit LLMs: All Large Language Models are in $1.58$ Bits', for the energy savings of BitNet b$1.58$ to reliably convert into higher speed, the chip-level constraint that must hold is the","According to the paper 'The Era of $1$-bit LLMs: All Large Language Models are in $1.58$ Bits', for the energy savings of BitNet b$1.58$ to reliably convert into higher speed, the chip-level constraint that must hold is the power limit",Conceptual Synthesis,"['As the fundamental limit to compute performance in many chips is power, the energy savings can also be translated into faster computation.']",What chip-level constraint must hold for BitNet b1.58’s energy cuts to reliably convert into higher speed?,power limit
 activation transfer,"In the paper 'The Era of $1$-bit LLMs: All Large Language Models are in $1.58$ Bits', the specific overhead in Mixture-of-Experts (MoE) deployments most directly reduced by $1.58$-bit models to ease multi-device scaling is","In the paper 'The Era of $1$-bit LLMs: All Large Language Models are in $1.58$ Bits', the specific overhead in Mixture-of-Experts (MoE) deployments most directly reduced by $1.58$-bit models to ease multi-device scaling is activation transfer",Conceptual Synthesis,"['Mixture-of-Experts (MoE) have proven to be a cost-effective approach for LLMs.', 'While it significantly reduces the computation FLOPs, the high memory consumption and inter-chip communication overhead limit its deployment and application.', 'Moreover, it significantly reduces the overhead of transferring activations across networks.', 'It is trained from scratch, with 1.58-bit weights and 8-bit activations.', 'BitNet b1.58 represents a significant step towards native support for long sequences, as it reduces the activations from 16 bits to 8 bits, allowing the context length to be doubled given the same resources.']","In MoE deployments, which specific overhead is most directly reduced by 1.58-bit models to ease multi-device scaling?",activation transfer
 $13\\mathrm{B}$ b1.58,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if your deployment budget matches the cost of a $3\\mathrm{B}$ FP16 model, the largest BitNet b1.58 size you could choose while staying more efficient is","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if your deployment budget matches the cost of a $3\\mathrm{B}$ FP16 model, the largest BitNet b1.58 size you could choose while staying more efficient is $13\\mathrm{B}$ b1.58",Conceptual Synthesis,"['\\textbf{\\text{BitNet b1.58} is enabling a new scaling law with respect to model performance and inference cost}. As a reference, we can have the following equivalence between different model sizes in 1.58-bit and 16-bit based on the results in Figure~\\ref{fig:latency-memory-energy} and \\ref{fig:energy}.', '\\begin{itemize}\n    \\item 13B BitNet b1.58 is more efficient, in terms of latency, memory usage and energy consumption, than 3B FP16 LLM.\n\\end{itemize}', 'Figure~\\ref{fig:latency-memory-energy} illustrates the trends of latency and memory, showing that the speed-up increases as the model size scales.', 'Our results show that as the model size scales, \\text{BitNet b1.58} becomes increasingly more efficient in terms of energy consumption compared to the FP16 \\text{LLaMA LLM} baseline.']","If your deployment budget matches the cost of a 3B FP16 model, what is the largest BitNet b1.58 size you could choose while staying more efficient?",13B b1.58
