bucket,variant,domain,source_row_0based,target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences,original_row_index
prefilter_rejected,regular,Williams_v_GoAuto_Insurance,3.0,ineffective cancellation,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer if APAC’s notices had failed to certify the required information, what would the opinion’s defect rule make the cancellation, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer if APAC’s notices had failed to certify the required information, what would the opinion’s defect rule make the cancellation, the answer is ineffective cancellation",Synthesized Insight,"['“[A]ny defect in this process results in an ineffective cancellation of the policy.”', 'Unlike in Benitez, each notice “certifies” the relevant information.']","Since certification is one of the features that avoided defect here, removing that certification would create a defect and make the cancellation ineffective.","If APAC’s notices had failed to certify the required information, what would the opinion’s defect rule make the cancellation?",ineffective cancellation,"['“[A]ny defect in this process results in an ineffective cancellation of the policy.”', 'Unlike in Benitez, each notice “certifies” the relevant information.']","['“[A]ny defect in this process results in an ineffective cancellation of the policy.”', 'Unlike in Benitez, each notice “certifies” the relevant information.']",
prefilter_rejected,regular,Williams_v_GoAuto_Insurance,5.0,no certification,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer if plaintiffs’ only basis for certification was that the Louisiana Supreme Court had not yet defined the statutory terms, what result follows under the panel’s stated standard, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer if plaintiffs’ only basis for certification was that the Louisiana Supreme Court had not yet defined the statutory terms, what result follows under the panel’s stated standard, the answer is no certification",Synthesized Insight,"['“As a general proposition we are chary about certifying questions of law absent a compelling reason to do so; the availability of certification is such an important resource to this court that we will not risk its continued availability by going to that well too often.”', 'That a term has not yet been defined by a state supreme court “is not sufficient to warrant certification.”']","If the only support for certification is that the state supreme court has not yet defined the statutory terms, the court’s stated standard does not permit certification absent some further compelling reason.","If plaintiffs’ only basis for certification was that the Louisiana Supreme Court had not yet defined the statutory terms, what result follows under the panel’s stated standard?",no certification,"['“As a general proposition we are chary about certifying questions of law absent a compelling reason to do so; the availability of certification is such an important resource to this court that we will not risk its continued availability by going to that well too often.”', 'That a term has not yet been defined by a state supreme court “is not sufficient to warrant certification.”']","['“As a general proposition we are chary about certifying questions of law absent a compelling reason to do so; the availability of certification is such an important resource to this court that we will not risk its continued availability by going to that well too often.”', 'That a term has not yet been defined by a state supreme court “is not sufficient to warrant certification.”']",
prefilter_rejected,regular,Williams_v_GoAuto_Insurance,8.0,not by itself disqualifying,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer what did the panel infer from Benitez about the effect of a missing signature when the other required elements are present, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer what did the panel infer from Benitez about the effect of a missing signature when the other required elements are present, the answer is not by itself disqualifying",Synthesized Insight,"['One court of appeal opinion mentioned a lack of a signature in a discussion of that notice’s shortcomings: the “‘notice of cancellation’ does not identify any particular employee of [the premium finance company] that prepared the document, is not signed by any individual, and does not purport to ‘certify’ any of the statements contained therein.”', 'That court did not hold the absence of a signature would by itself disqualify the cancellation if other elements were present.']","Because Benitez discussed the missing signature together with other defects and did not treat signature absence alone as decisive, the Fifth Circuit could infer that signature absence alone was not disqualifying.",What did the panel infer from Benitez about the effect of a missing signature when the other required elements are present?,not by itself disqualifying,"['One court of appeal opinion mentioned a lack of a signature in a discussion of that notice’s shortcomings: the “‘notice of cancellation’ does not identify any particular employee of [the premium finance company] that prepared the document, is not signed by any individual, and does not purport to ‘certify’ any of the statements contained therein.”', 'That court did not hold the absence of a signature would by itself disqualify the cancellation if other elements were present.']","['One court of appeal opinion mentioned a lack of a signature in a discussion of that notice’s shortcomings: the “‘notice of cancellation’ does not identify any particular employee of [the premium finance company] that prepared the document, is not signed by any individual, and does not purport to ‘certify’ any of the statements contained therein.”', 'That court did not hold the absence of a signature would by itself disqualify the cancellation if other elements were present.']",
prefilter_rejected,regular,Williams_v_GoAuto_Insurance,9.0,the e-mail satisfies the statute,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer what single feature of GoAuto’s process made both plaintiffs’ pre-2017 and post-2017 physical-possession objections immaterial, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer what single feature of GoAuto’s process made both plaintiffs’ pre-2017 and post-2017 physical-possession objections immaterial, the answer is the e-mail satisfies the statute",Multi-Fact Integration,"['Prior to 2017, the shared filing room where the printed requests were stored belonged to GoAuto Management Services, not GoAuto.', 'Since 2017, according to the Plaintiffs, GoAuto does not receive the requests because the employee who affixes the stamp is an APAC employee.', 'Because we find the e-mail satisfies the statute, we will not consider the validity of the definition.']","Both the pre-2017 filing-room objection and the post-2017 stamping objection concern physical handling, but those disputes do not matter once email receipt itself satisfies the statute.",What single feature of GoAuto’s process made both plaintiffs’ pre-2017 and post-2017 physical-possession objections immaterial?,the e-mail satisfies the statute,"['Prior to 2017, the shared filing room where the printed requests were stored belonged to GoAuto Management Services, not GoAuto.', 'Since 2017, according to the Plaintiffs, GoAuto does not receive the requests because the employee who affixes the stamp is an APAC employee.', 'Because we find the e-mail satisfies the statute, we will not consider the validity of the definition.']","['Prior to 2017, the shared filing room where the printed requests were stored belonged to GoAuto Management Services, not GoAuto.', 'Since 2017, according to the Plaintiffs, GoAuto does not receive the requests because the employee who affixes the stamp is an APAC employee.', 'Because we find the e-mail satisfies the statute, we will not consider the validity of the definition.']",
prefilter_rejected,regular,Williams_v_GoAuto_Insurance,14.0,minimum time to cure,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer which of the two statutory functions identified by the court is directly served by waiting until after midnight on the tenth day to send the cancellation request, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer which of the two statutory functions identified by the court is directly served by waiting until after midnight on the tenth day to send the cancellation request, the answer is minimum time to cure",Reasoning Step,"['Strict adherence to the statute “serves two functions: (1) it provides a clear method of fixing the exact time and date of cancellation, and (2) it grants a minimum time during which the default may be cured.”', 'When an insured fails to make timely payment, APAC sends notice to the insured that their policy will be cancelled if no payment is submitted within ten days.', 'If no payment is submitted by midnight on the tenth day, APAC’s computer system automatically sends GoAuto an e-mail with a copy of the notice of cancellation along with a request for cancellation.']",Waiting until after the ten-day period expires directly preserves the statute’s identified function of allowing time to cure the default.,Which of the two statutory functions identified by the court is directly served by waiting until after midnight on the tenth day to send the cancellation request?,minimum time to cure,"['Strict adherence to the statute “serves two functions: (1) it provides a clear method of fixing the exact time and date of cancellation, and (2) it grants a minimum time during which the default may be cured.”', 'When an insured fails to make timely payment, APAC sends notice to the insured that their policy will be cancelled if no payment is submitted within ten days.', 'If no payment is submitted by midnight on the tenth day, APAC’s computer system automatically sends GoAuto an e-mail with a copy of the notice of cancellation along with a request for cancellation.']","['Strict adherence to the statute “serves two functions: (1) it provides a clear method of fixing the exact time and date of cancellation, and (2) it grants a minimum time during which the default may be cured.”', 'When an insured fails to make timely payment, APAC sends notice to the insured that their policy will be cancelled if no payment is submitted within ten days.', 'If no payment is submitted by midnight on the tenth day, APAC’s computer system automatically sends GoAuto an e-mail with a copy of the notice of cancellation along with a request for cancellation.']",
prefilter_rejected,regular,Williams_v_GoAuto_Insurance,20.0,ineffective cancellation,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer if Louisiana law had required APAC’s certification to be signed before cancellation, what would the status of these cancellations have been under the court’s strict-adherence cases, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer if Louisiana law had required APAC’s certification to be signed before cancellation, what would the status of these cancellations have been under the court’s strict-adherence cases, the answer is ineffective cancellation",Reasoning Step,"['Later in the morning after cancellation, an APAC employee affixes a signature stamp to the printed cancellation documents.', 'The Plaintiffs interpret the statutory requirement of “certifying” by the premium insurer as requiring a signature before there can be a cancellation.', '“[A]ny defect in this process results in an ineffective cancellation of the policy.”']","If a pre-cancellation signature were required, the lack of one when the policy was cancelled would be a defect, and the cited rule says any defect makes the cancellation ineffective.","If Louisiana law had required APAC’s certification to be signed before cancellation, what would the status of these cancellations have been under the court’s strict-adherence cases?",ineffective cancellation,"['Later in the morning after cancellation, an APAC employee affixes a signature stamp to the printed cancellation documents.', 'The Plaintiffs interpret the statutory requirement of “certifying” by the premium insurer as requiring a signature before there can be a cancellation.', '“[A]ny defect in this process results in an ineffective cancellation of the policy.”']","['Later in the morning after cancellation, an APAC employee affixes a signature stamp to the printed cancellation documents.', 'The Plaintiffs interpret the statutory requirement of “certifying” by the premium insurer as requiring a signature before there can be a cancellation.', '“[A]ny defect in this process results in an ineffective cancellation of the policy.”']",
prefilter_rejected,regular,Williams_v_GoAuto_Insurance,31.0,no statutory defect,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer if APAC’s notice otherwise satisfied the statute but lacked a signature when the policy was canceled, what statutory flaw remained under this opinion, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer if APAC’s notice otherwise satisfied the statute but lacked a signature when the policy was canceled, what statutory flaw remained under this opinion, the answer is no statutory defect",Reasoning Step,"['The statute makes no explicit reference to a signature.', '“Strict adherence” to the procedures for cancellation is not an invitation for courts to add to the procedures.', 'We conclude that Louisiana law does not require a signature on the notice sent by the premium finance company to the insurer.']","Because the statute does not mention signatures and strict adherence does not let courts add extra steps, an otherwise compliant unsigned notice has no signature-based defect.","If APAC’s notice otherwise satisfied the statute but lacked a signature when the policy was canceled, what statutory flaw remained under this opinion?",no statutory defect,"['The statute makes no explicit reference to a signature.', '“Strict adherence” to the procedures for cancellation is not an invitation for courts to add to the procedures.', 'We conclude that Louisiana law does not require a signature on the notice sent by the premium finance company to the insurer.']","['The statute makes no explicit reference to a signature.', '“Strict adherence” to the procedures for cancellation is not an invitation for courts to add to the procedures.', 'We conclude that Louisiana law does not require a signature on the notice sent by the premium finance company to the insurer.']",
prefilter_rejected,regular,Williams_v_GoAuto_Insurance,36.0,exact time and date,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer which of Britten’s two stated functions is most directly advanced by APAC’s automatic midnight-on-the-tenth-day trigger, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer which of Britten’s two stated functions is most directly advanced by APAC’s automatic midnight-on-the-tenth-day trigger, the answer is exact time and date",Synthesized Insight,"['Strict adherence to the statute “serves two functions: (1) it provides a clear method of fixing the exact time and date of cancellation, and (2) it grants a minimum time during which the default may be cured.”', 'When an insured fails to make timely payment, APAC sends notice to the insured that their policy will be cancelled if no payment is submitted within ten days.', 'If no payment is submitted by midnight on the tenth day, APAC’s computer system automatically sends GoAuto an e-mail with a copy of the notice of cancellation along with a request for cancellation.']","A cancellation trigger tied to midnight on the tenth day most directly supplies a precise, objective moment for cancellation.",Which of Britten’s two stated functions is most directly advanced by APAC’s automatic midnight-on-the-tenth-day trigger?,exact time and date,"['Strict adherence to the statute “serves two functions: (1) it provides a clear method of fixing the exact time and date of cancellation, and (2) it grants a minimum time during which the default may be cured.”', 'When an insured fails to make timely payment, APAC sends notice to the insured that their policy will be cancelled if no payment is submitted within ten days.', 'If no payment is submitted by midnight on the tenth day, APAC’s computer system automatically sends GoAuto an e-mail with a copy of the notice of cancellation along with a request for cancellation.']","['Strict adherence to the statute “serves two functions: (1) it provides a clear method of fixing the exact time and date of cancellation, and (2) it grants a minimum time during which the default may be cured.”', 'When an insured fails to make timely payment, APAC sends notice to the insured that their policy will be cancelled if no payment is submitted within ten days.', 'If no payment is submitted by midnight on the tenth day, APAC’s computer system automatically sends GoAuto an e-mail with a copy of the notice of cancellation along with a request for cancellation.']",
prefilter_rejected,regular,Williams_v_GoAuto_Insurance,39.0,no named employee required,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer because the statute speaks of the company itself doing the certifying, what did the court conclude about listing or signing an individual employee on the notice, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer because the statute speaks of the company itself doing the certifying, what did the court conclude about listing or signing an individual employee on the notice, the answer is no named employee required",Synthesized Insight,"['The statutory section itself states it is “the insurance premium finance company” who effects cancellation by “certifying” certain information in a notice.', 'Without clearer Louisiana authority, we see no reason that a company cannot certify information without a named employee being identified.']","Since the statute assigns the certifying role to the company itself, the court inferred that identifying a particular employee is unnecessary.","Because the statute speaks of the company itself doing the certifying, what did the court conclude about listing or signing an individual employee on the notice?",no named employee required,"['The statutory section itself states it is “the insurance premium finance company” who effects cancellation by “certifying” certain information in a notice.', 'Without clearer Louisiana authority, we see no reason that a company cannot certify information without a named employee being identified.']","['The statutory section itself states it is “the insurance premium finance company” who effects cancellation by “certifying” certain information in a notice.', 'Without clearer Louisiana authority, we see no reason that a company cannot certify information without a named employee being identified.']",
passed_filter_no_mcqa,reviewed,America_First_Legal_Foundation_v_Jamieson_Greer,5.0," injury in fact, causation, redressability","According to the opinion 'America First Legal Foundation v. Jamieson Greer', even if AFL’s alleged injuries were treated as procedural, the standing elements that still posed fatal problems were","According to the opinion 'America First Legal Foundation v. Jamieson Greer', even if AFL’s alleged injuries were treated as procedural, the standing elements that still posed fatal problems were injury in fact, causation, redressability",Multi-Fact Integration,"['“Where plaintiffs allege injury resulting from violation of a procedural right afforded to them by statute and designed to protect their threatened concrete interest, the courts relax—while not wholly eliminating—the issues of imminence and redressability, but not the issues of injury in fact or causation.”', 'AFL satisfies neither those requirements nor even a relaxed standard of redressability.']","Even on the most favorable procedural-injury framing, AFL still had to satisfy injury in fact and causation, and the court also found redressability lacking.","Even if AFL’s alleged injuries were treated as procedural, which standing elements still posed fatal problems?","injury in fact, causation, redressability","['“Where plaintiffs allege injury resulting from violation of a procedural right afforded to them by statute and designed to protect their threatened concrete interest, the courts relax—while not wholly eliminating—the issues of imminence and redressability, but not the issues of injury in fact or causation.”', 'AFL satisfies neither those requirements nor even a relaxed standard of redressability.']","['“Where plaintiffs allege injury resulting from violation of a procedural right afforded to them by statute and designed to protect their threatened concrete interest, the courts relax—while not wholly eliminating—the issues of imminence and redressability, but not the issues of injury in fact or causation.”', 'AFL satisfies neither those requirements nor even a relaxed standard of redressability.']",8.0
passed_filter_no_mcqa,reviewed,America_First_Legal_Foundation_v_Jamieson_Greer,6.0, vacated,"According to the opinion 'America First Legal Foundation v. Jamieson Greer', after the court held AFL lacked Article III standing, the district court’s declaration that OSC’s refusal to investigate rested on a legal error was","According to the opinion 'America First Legal Foundation v. Jamieson Greer', after the court held AFL lacked Article III standing, the district court’s declaration that OSC’s refusal to investigate rested on a legal error was vacated",Multi-Fact Integration,"['So, the court declared, OSC’s decision not to investigate was based on a legal error.', 'Because AFL lacks Article III standing, we vacate the district court’s judgment and remand with instructions to dismiss for lack of subject-matter jurisdiction.']","Once the court of appeals found no Article III standing, the district court’s merits judgment—including its legal-error declaration—could not stand and was vacated.","After the court held AFL lacked Article III standing, what was the effect on the district court’s declaration that OSC’s refusal to investigate rested on a legal error?",vacated,"['So, the court declared, OSC’s decision not to investigate was based on a legal error.', 'Because AFL lacks Article III standing, we vacate the district court’s judgment and remand with instructions to dismiss for lack of subject-matter jurisdiction.']","['So, the court declared, OSC’s decision not to investigate was based on a legal error.', 'Because AFL lacks Article III standing, we vacate the district court’s judgment and remand with instructions to dismiss for lack of subject-matter jurisdiction.']",9.0
passed_filter_no_mcqa,reviewed,America_First_Legal_Foundation_v_Jamieson_Greer,8.0, FOIA predicates were unsatisfied,"According to the opinion 'America First Legal Foundation v. Jamieson Greer', AFL invoked § 1216 instead of relying only on FOIA’s own OSC-enforcement provision because","According to the opinion 'America First Legal Foundation v. Jamieson Greer', AFL invoked § 1216 instead of relying only on FOIA’s own OSC-enforcement provision because FOIA predicates were unsatisfied",Multi-Fact Integration,"['FOIA contains its own separate provision for OSC enforcement. It states that if a court (1) orders production of agency records improperly withheld under FOIA, (2) awards attorneys’ fees against the agency, and (3) specifically questions whether the agency “acted arbitrarily or capriciously with respect to the withholding,” then OSC “shall promptly initiate a proceeding to determine whether disciplinary action is warranted against the officer or employee who was primarily responsible for the withholding.” U.S.C. § 552(a)(4)(F)(i).', 'OSC disclaimed authority to investigate because the three predicates for triggering an investigation under section 552(a)(4)(F)(i) were not satisfied.', 'It argued that section 1216 mandated such an investigation even if FOIA did not.']","Because OSC said FOIA’s own trigger conditions had not occurred, AFL had to argue that another statute independently required an investigation.",Why did AFL invoke § 1216 instead of relying only on FOIA’s own OSC-enforcement provision?,FOIA predicates were unsatisfied,"['FOIA contains its own separate provision for OSC enforcement. It states that if a court (1) orders production of agency records improperly withheld under FOIA, (2) awards attorneys’ fees against the agency, and (3) specifically questions whether the agency “acted arbitrarily or capriciously with respect to the withholding,” then OSC “shall promptly initiate a proceeding to determine whether disciplinary action is warranted against the officer or employee who was primarily responsible for the withholding.” U.S.C. § 552(a)(4)(F)(i).', 'OSC disclaimed authority to investigate because the three predicates for triggering an investigation under section 552(a)(4)(F)(i) were not satisfied.', 'It argued that section 1216 mandated such an investigation even if FOIA did not.']","['FOIA contains its own separate provision for OSC enforcement. It states that if a court (1) orders production of agency records improperly withheld under FOIA, (2) awards attorneys’ fees against the agency, and (3) specifically questions whether the agency “acted arbitrarily or capriciously with respect to the withholding,” then OSC “shall promptly initiate a proceeding to determine whether disciplinary action is warranted against the officer or employee who was primarily responsible for the withholding.” U.S.C. § 552(a)(4)(F)(i).', 'OSC disclaimed authority to investigate because the three predicates for triggering an investigation under section 552(a)(4)(F)(i) were not satisfied.', 'It argued that section 1216 mandated such an investigation even if FOIA did not.']",13.0
prefilter_rejected,reviewed,America_First_Legal_Foundation_v_Jamieson_Greer,9.0, a concrete injury,"According to the opinion 'America First Legal Foundation v. Jamieson Greer,' if section 1216 had expressly entitled AFL to receive information from an OSC FOIA investigation, then denial of that information would have supplied, under the court’s informational-standing rule,","According to the opinion 'America First Legal Foundation v. Jamieson Greer,' if section 1216 had expressly entitled AFL to receive information from an OSC FOIA investigation, then denial of that information would have supplied, under the court’s informational-standing rule, a concrete injury",Reasoning Step,"['A plaintiff claiming informational standing suffers a concrete injury if he is denied information that a “statute entitled him to receive.”', 'But here, even if section 1216(a)(3) requires OSC to investigate FOIA violations, it creates no entitlement to receive information.']","Under the court’s rule, a statutory entitlement to information is what would turn denial of that information into a concrete injury.","If section 1216 had expressly entitled AFL to receive information from an OSC FOIA investigation, what would denial of that information have supplied under the court’s informational-standing rule?",a concrete injury,"['A plaintiff claiming informational standing suffers a concrete injury if he is denied information that a “statute entitled him to receive.”', 'But here, even if section 1216(a)(3) requires OSC to investigate FOIA violations, it creates no entitlement to receive information.']","['A plaintiff claiming informational standing suffers a concrete injury if he is denied information that a “statute entitled him to receive.”', 'But here, even if section 1216(a)(3) requires OSC to investigate FOIA violations, it creates no entitlement to receive information.']",14.0
prefilter_rejected,reviewed,America_First_Legal_Foundation_v_Jamieson_Greer,10.0, dismiss for lack of subject-matter jurisdiction,"According to the opinion 'America First Legal Foundation v. Jamieson Greer', because standing bears on subject-matter jurisdiction, once standing was absent, the district court’s merits disposition had to be replaced with","According to the opinion 'America First Legal Foundation v. Jamieson Greer', because standing bears on subject-matter jurisdiction, once standing was absent, the district court’s merits disposition had to be replaced with dismiss for lack of subject-matter jurisdiction",Multi-Fact Integration,"['Before reaching the merits, we must consider whether AFL satisfied the requirements for Article III standing, a question bearing on whether the district court had subjectmatter jurisdiction.', 'Because AFL lacks Article III standing, we vacate the district court’s judgment and remand with instructions to dismiss for lack of subject-matter jurisdiction.']","Because standing determines subject-matter jurisdiction, the absence of standing required a jurisdictional dismissal rather than a merits disposition.","Because standing bears on subject-matter jurisdiction, what dismissal had to replace the district court’s merits disposition once standing was absent?",dismiss for lack of subject-matter jurisdiction,"['Before reaching the merits, we must consider whether AFL satisfied the requirements for Article III standing, a question bearing on whether the district court had subjectmatter jurisdiction.', 'Because AFL lacks Article III standing, we vacate the district court’s judgment and remand with instructions to dismiss for lack of subject-matter jurisdiction.']","['Before reaching the merits, we must consider whether AFL satisfied the requirements for Article III standing, a question bearing on whether the district court had subjectmatter jurisdiction.', 'Because AFL lacks Article III standing, we vacate the district court’s judgment and remand with instructions to dismiss for lack of subject-matter jurisdiction.']",15.0
passed_filter_no_mcqa,reviewed,Apex_Bank_v_Cc_Serve_Corp,3.0, likelihood of confusion,"According to the opinion 'Apex Bank v. CC Serve Corp.', after this disposition, the Board remains free to reassess the ultimate issue using corrected factor analyses, namely","According to the opinion 'Apex Bank v. CC Serve Corp.', after this disposition, the Board remains free to reassess the ultimate issue using corrected factor analyses, namely likelihood of confusion",Synthesized Insight,"['“Likelihood of confusion is a question of law, based on findings of relevant underlying facts, namely findings under the DuPont factors.”', 'But we vacate the Board’s findings with respect to DuPont factors six and one and remand for the Board to consider the number and nature of similar marks used on similar goods and the appearance, sound, connotation, and commercial impression of the marks in light of its finding that the parties’ services are highly similar.']","Because the ultimate legal question depends on the underlying factor findings, vacating two factor findings means the ultimate confusion determination remains to be reassessed.","After this disposition, what ultimate issue remains open for the Board to reassess using corrected factor analyses?",likelihood of confusion,"['“Likelihood of confusion is a question of law, based on findings of relevant underlying facts, namely findings under the DuPont factors.”', 'But we vacate the Board’s findings with respect to DuPont factors six and one and remand for the Board to consider the number and nature of similar marks used on similar goods and the appearance, sound, connotation, and commercial impression of the marks in light of its finding that the parties’ services are highly similar.']","['“Likelihood of confusion is a question of law, based on findings of relevant underlying facts, namely findings under the DuPont factors.”', 'But we vacate the Board’s findings with respect to DuPont factors six and one and remand for the Board to consider the number and nature of similar marks used on similar goods and the appearance, sound, connotation, and commercial impression of the marks in light of its finding that the parties’ services are highly similar.']",13.0
passed_filter_no_mcqa,reviewed,Bruce_Cohen_v_Consilio_LLC,0.0, MFLSA claim,"According to the opinion 'Bruce Cohen v. Consilio, LLC', after the appeal, only the claim sent back for further proceedings was the","According to the opinion 'Bruce Cohen v. Consilio, LLC', after the appeal, only the claim sent back for further proceedings was the MFLSA claim",Reasoning Step,"['Accordingly, we vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim and remand for the district court to determine its jurisdiction.', 'We otherwise affirm.']","Because every other ruling was affirmed and only the MFLSA ruling was vacated, that was the sole claim returned to the district court.","After the appeal, which claim alone was sent back for further proceedings?",MFLSA claim,"['Accordingly, we vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim and remand for the district court to determine its jurisdiction.', 'We otherwise affirm.']","['Accordingly, we vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim and remand for the district court to determine its jurisdiction.', 'We otherwise affirm.']",3.0
prefilter_rejected,reviewed,Finesse_Wireless_LLC_v_Att_Mobility_LLC,0.0, limitation 1[a] unmet,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', given the court's view of Dr. Wells's express mapping, the conclusion that follows for ’134 claim limitation 1[a] is","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', given the court's view of Dr. Wells's express mapping, the conclusion that follows for ’134 claim limitation 1[a] is limitation 1[a] unmet",Multi-Fact Integration,"['The court acknowledged “[t]he ‘modeled PIM path is the only thing Dr. Wells expressly mapped to the ‘interference generating signals’” and “Dr. Wells also testified that the PIM Model is generated in the GROOT FPGA.”', 'As such, if the modeled PIM path is the claimed “interference generating signals,” then limitation 1[a] cannot be met because the accused radios’ receiver does not sample a passband of received signals that includes interference generating signals since those signals are not generated until after sampling occurs.']","Because the only expressly mapped interference-generating signal is generated only after sampling, the receiver cannot satisfy the requirement to sample a passband that includes it.","Given the court's view of Dr. Wells's express mapping, what conclusion follows for ’134 claim limitation 1[a]?",limitation 1[a] unmet,"['The court acknowledged “[t]he ‘modeled PIM path is the only thing Dr. Wells expressly mapped to the ‘interference generating signals’” and “Dr. Wells also testified that the PIM Model is generated in the GROOT FPGA.”', 'As such, if the modeled PIM path is the claimed “interference generating signals,” then limitation 1[a] cannot be met because the accused radios’ receiver does not sample a passband of received signals that includes interference generating signals since those signals are not generated until after sampling occurs.']","['The court acknowledged “[t]he ‘modeled PIM path is the only thing Dr. Wells expressly mapped to the ‘interference generating signals’” and “Dr. Wells also testified that the PIM Model is generated in the GROOT FPGA.”', 'As such, if the modeled PIM path is the claimed “interference generating signals,” then limitation 1[a] cannot be met because the accused radios’ receiver does not sample a passband of received signals that includes interference generating signals since those signals are not generated until after sampling occurs.']",1.0
prefilter_rejected,reviewed,Finesse_Wireless_LLC_v_Att_Mobility_LLC,3.0, no reasonable juror could find infringement,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the stated JMOL standard, the panel necessarily concluded on the ’134 infringement record that","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the stated JMOL standard, the panel necessarily concluded on the ’134 infringement record that no reasonable juror could find infringement",Reasoning Step,"['The Fifth Circuit reviews denials of JMOL de novo, reversing “only if, when viewing the evidence in the light most favorable to the verdict, the evidence points so strongly and overwhelmingly in favor of one party that the court believes that reasonable jurors could not arrive at any contrary conclusion.”', 'We reverse the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because the jury’s infringement verdict is not supported by substantial evidence.']",Applying the stated JMOL standard to the panel's reversal means the court concluded a reasonable jury could not sustain the infringement finding on that record.,"Under the stated JMOL standard, what did the panel necessarily conclude about reasonable jurors on the ’134 infringement record?",no reasonable juror could find infringement,"['The Fifth Circuit reviews denials of JMOL de novo, reversing “only if, when viewing the evidence in the light most favorable to the verdict, the evidence points so strongly and overwhelmingly in favor of one party that the court believes that reasonable jurors could not arrive at any contrary conclusion.”', 'We reverse the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because the jury’s infringement verdict is not supported by substantial evidence.']","['The Fifth Circuit reviews denials of JMOL de novo, reversing “only if, when viewing the evidence in the light most favorable to the verdict, the evidence points so strongly and overwhelmingly in favor of one party that the court believes that reasonable jurors could not arrive at any contrary conclusion.”', 'We reverse the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because the jury’s infringement verdict is not supported by substantial evidence.']",6.0
prefilter_rejected,reviewed,Finesse_Wireless_LLC_v_Att_Mobility_LLC,5.0, two unique signals,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the construction the panel accepted, the “three signals S1, S2 and S3” language could still satisfy the claim with","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the construction the panel accepted, the “three signals S1, S2 and S3” language could still satisfy the claim with two unique signals",Multi-Fact Integration,"['At summary judgment, the district court construed “three signals S1, S2 and S3” to be “separately identifiable,” but not “unique.”', 'The court also found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.', 'At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.']","If the three signals need only be separately identifiable and one may be a copy, then the construction allows satisfaction with only two unique inputs.","Under the construction the panel accepted, how many unique input signals could still satisfy the “three signals S1, S2 and S3” language?",two unique signals,"['At summary judgment, the district court construed “three signals S1, S2 and S3” to be “separately identifiable,” but not “unique.”', 'The court also found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.', 'At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.']","['At summary judgment, the district court construed “three signals S1, S2 and S3” to be “separately identifiable,” but not “unique.”', 'The court also found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.', 'At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.']",11.0
