target,probe,fact,inference_type,text_sentences,question,answer
 destroyed,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if finetuning instead minimized hyperspherical energy, pretrained semantic structures would likely be","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if finetuning instead minimized hyperspherical energy, pretrained semantic structures would likely be destroyed",Predicting Hypothetical,"['In contrast, OFT aims to preserve the same hyperspherical energy as the pretrained model so that the intrinsic pretrained structure will not be destroyed by finetuning.', 'In the case of finetuning diffusion models, minimizing hyperspherical energy could destroy the original semantic structures.', 'The minimum hyperspherical energy means all neurons are uniformly spaced around the hypersphere.', 'This is not a meaningful objective for finetuning, as it may destroy the pretraining information.']","If finetuning instead minimized hyperspherical energy, what would likely happen to pretrained semantic structures?",destroyed
 radius constraint,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors propose Constrained Orthogonal Finetuning (COFT), which improves finetuning stability by imposing an additional constraint that bounds the deviation of the Cayley-parameterized orthogonal matrix $\bm{R}$ from the identity via $\|\bm{R}-\bm{I}\|\leq\epsilon$, referred to as the","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors propose Constrained Orthogonal Finetuning (COFT), which improves finetuning stability by imposing an additional constraint that bounds the deviation of the Cayley-parameterized orthogonal matrix $\bm{R}$ from the identity via $\|\bm{R}-\bm{I}\|\leq\epsilon$, referred to as the radius constraint",Mathematical Understanding,"['To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere.', 'By jointly taking into consideration that smaller Euclidean distance between the finetuned model and the pretrained model implies better preservation of pretraining performance, we further propose an OFT variant -- Constrained Orthogonal Finetuning~(COFT) which constrains the finetuned model within the hypersphere of a fixed radius centered on the pretrained neurons.', 'which has an orthogonality constraint and an \x1b[1m\x1b[22m\x03b\x03f-deviation constraint to an identity matrix.', ""Therefore, we can move the constraint \\|\\bm{R}-\\bm{I}\\|\\leq\\epsilon inside the Cayley transform, and the equivalent constraint is \\|\\bm{Q}-\\bm{0}\\|\\leq\\epsilon' where \\bm{0} denotes an all-zero matrix and \\epsilon' is another error hyperparameter (different than \\epsilon).""]",What additional constraint does COFT introduce to improve finetuning stability?,radius constraint
 low-rank additive,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if one combined OFT with LoRA, the complementary update type from LoRA that would be added is","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if one combined OFT with LoRA, the complementary update type from LoRA that would be added is low-rank additive",Conceptual Synthesis,"['LoRA is the most relevant work to OFT, and it assumes a low-rank structure for the additive weight update during finetuning.', 'In contrast, OFT uses layer-shared orthogonal transformation to update neuron weights in a multiplicative manner, and it provably preserves the pair-wise angles among neurons in the same layer.', ""To address this, LoRA introduces an additional low-rank constraint for the weight update, i.e., \\text{rank}(\\bm{M} - \\bm{M}^0)=r' where r' is set to be some small number."", ""We can rewrite OFT's forward pass as \\thickmuskip=2mu \\medmuskip=2mu \\bm{z}=(\\bm{R}\\bm{W}^0)^\\top\\bm{x}=(\\bm{W}^0+(\\bm{R}-\\bm{I})\\bm{W}^0)^\\top\\bm{x} where \\thickmuskip=2mu \\medmuskip=2mu (\\bm{R}-\\bm{I})\\bm{W}^0 is analogous to LoRA's low-rank weight update.""]","If one combined OFT with LoRA, which complementary update type from LoRA would be added?",low-rank additive
 phase spectrum,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the 2D Fourier analogy identifies the spectrum analogous to neuron directions that preserve semantics as the","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the 2D Fourier analogy identifies the spectrum analogous to neuron directions that preserve semantics as the phase spectrum",Analogy,"['The intuition for why orthogonal transformation works for finetuning neurons partially comes from 2D Fourier transform, with which an image can be decomposed as magnitude and phase spectrum.', 'The phase spectrum, which is angular information between input and basis, preserves the major part of semantics.', 'For example, the phase spectrum of an image, along with a random magnitude spectrum, can still reconstruct the original image without losing its semantics.']","In the 2D Fourier analogy used by the paper, which spectrum is analogous to neuron directions that preserve semantics?",phase spectrum
 shared rotation,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT can change neuron directions while keeping pairwise angles intact by applying a","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT can change neuron directions while keeping pairwise angles intact by applying a shared rotation",Conceptual Synthesis,"['The intuition for why orthogonal transformation works for finetuning neurons partially comes from 2D Fourier transform ... The phase spectrum, which is angular information between input and basis, preserves the major part of semantics.', 'changing neuron directions is the key to semantically modifying the generated image ... To constrain the degree of freedom, we propose to preserve the angle between any pair of neurons ... it is natural to learn layer-shared orthogonal transformation for neurons in each layer such that the hyperspherical energy stays unchanged.', 'Therefore, we take advantage of an invariance property of hyperspherical energy -- the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.', 'The minimum can be achieved as long as \\bm{W} and \\bm{W}^0 differ only up to a rotation or reflection, \\emph{i.e.}, \\bm{W}=\\bm{R}\\bm{W}^0 in which \\bm{R}\\in\\mathbb{R}^{d\\times d} is an orthogonal matrix (The determinant $1$ or $-1$ means rotation or reflection, respectively).']",How can OFT change neuron directions while keeping pairwise angles intact?,shared rotation
 not preserved,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors explain that applying the same orthogonal transformation to all neurons in a layer preserves pairwise neuron angles; if each neuron instead received a different orthogonal transformation, the expected outcome is that the pairwise neuron angles are","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors explain that applying the same orthogonal transformation to all neurons in a layer preserves pairwise neuron angles; if each neuron instead received a different orthogonal transformation, the expected outcome is that the pairwise neuron angles are not preserved",Predicting Hypothetical,"['the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.', 'The central idea is to learn a layer-shared orthogonal transformation for neurons such that their pairwise angles are preserved.']",What is the expected outcome on pairwise neuron angles if each neuron receives a different orthogonal transformation instead of a shared one?,not preserved
 change of basis,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning,"" OFT is framed in linear-algebraic terms as a linear transformation on neuron coordinates corresponding to a","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning,"" OFT is framed in linear-algebraic terms as a linear transformation on neuron coordinates corresponding to a change of basis",Conceptual Synthesis,"['The central idea is to learn a layer-shared orthogonal transformation for neurons such that their pairwise angles are preserved.', 'OF T can also be viewed as adjusting the canonical coordinate system for the neurons in the same layer.', 'This is exactly the idea of OFT, that we only need to finetune the neural network by learning layer-shared orthogonal matrices to transform neurons in each layer.', 'In the inference stage, we can simply multiply the learned orthogonal matrix \\bm{R} into the pretrained weight matrix \\bm{W}^0 and obtain an equivalent weight matrix \\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0.']","In linear-algebra terms, what operation does OFT perform on neuron coordinates?",change of basis
 Euclidean distance,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', prior finetuning methods implicitly assume that a smaller value of $\|\mathbf{M}-\mathbf{M}^0\|$ between the finetuned model $\mathbf{M}$ and the pretrained model $\mathbf{M}^0$ indicates better preservation of the pretrained generative ability; the authors identify this implicit metric as the","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', prior finetuning methods implicitly assume that a smaller value of $\|\mathbf{M}-\mathbf{M}^0\|$ between the finetuned model $\mathbf{M}$ and the pretrained model $\mathbf{M}^0$ indicates better preservation of the pretrained generative ability; the authors identify this implicit metric as the Euclidean distance",Conceptual Synthesis,"['Existing finetuning methods implicitly assume that a smaller Euclidean distance between the finetuned model and the pretrained model indicates better preservation of the pretrained ability.', 'Due to the same reason, finetuning methods typically work with a very small learning rate.', 'The small learning rate implicitly encourages a small deviation from the pretrained model, and the standard finetuning essentially aims to train the model while implicitly minimizing $\\thickmuskip=2mu \\medmuskip=2mu \\| \\bm{M} - \\bm{M}^0\\|$ where $\\bm{M}$ is the finetuned model weights and $\\bm{M}^0$ is the pretrained model weights.', 'By jointly taking into consideration that smaller Euclidean distance between the finetuned model and the pretrained model implies better preservation of pretraining performance, we further propose an OFT variant -- Constrained Orthogonal Finetuning~(COFT) which constrains the finetuned model within the hypersphere of a fixed radius centered on the pretrained neurons.']",What misleading metric do prior finetuning methods implicitly rely upon according to the authors?,Euclidean distance
 matrix $\bm{Q}$,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', in COFT the Cayley parameter that is directly constrained to keep $\bm{R}$ near the identity $\bm{I}$ is the","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', in COFT the Cayley parameter that is directly constrained to keep $\bm{R}$ near the identity $\bm{I}$ is the matrix $\bm{Q}$",Conceptual Synthesis,"['[""We can move the constraint \\\\|\\\\bm{R}-\\\\bm{I}\\\\|\\\\leq\\\\epsilon inside the Cayley transform, and the equivalent constraint is \\\\|\\\\bm{Q}-\\\\bm{0}\\\\|\\\\leq\\\\epsilon\' where \\\\bm{0} denotes an all-zero matrix and \\\\epsilon\' is another error hyperparameter (different than \\\\epsilon)."", \'To achieve identity initialization for the orthogonal matrix \\\\bm{R}, we initialize \\\\bm{Q} as an all-zero matrix.\']', 'Specifically, we construct the orthogonal matrix with \\(\\bm{R}=(\\bm{I}+\\bm{Q})(I-\\bm{Q})^{-1}\\) where \\(\\bm{Q}\\) is a skew-symmetric matrix satisfying \\(\\bm{Q}=-\\bm{Q}^\\top\\).', 'The new constraint on the matrix \\(\\bm{Q}\\) can be easily enforced by projected gradient descent.']",Which Cayley parameter is directly constrained in COFT to keep R near identity?,matrix Q
 special orthogonal group,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the Cayley parameterization can only produce orthogonal matrices with $\det(\bm{R})=1$, which belong to the","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the Cayley parameterization can only produce orthogonal matrices with $\det(\bm{R})=1$, which belong to the special orthogonal group",Conceptual Synthesis,"['Specifically, we construct the orthogonal matrix with \\bm{R}=(\\bm{I}+\\bm{Q})(I-\\bm{Q})^{-1} where \\bm{Q} is a skew-symmetric matrix satisfying \\bm{Q}=-\\bm{Q}^\\top.', 'Such an efficiency comes at a small price -- the Cayley parameterization can only produce orthogonal matrices with determinant 1 which belongs to the special orthogonal group.']",What subset of the orthogonal group does the Cayley parameterization cover?,special orthogonal group
 the pretrained model,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', as the COFT parameter $\epsilon$ approaches zero, the finetuned model tends toward the behavior of","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', as the COFT parameter $\epsilon$ approaches zero, the finetuned model tends toward the behavior of the pretrained model",Conceptual Synthesis,"['Figure~\\ref{fig:eps_coft} provides an example on how \\epsilon affects the performance of COFT.', 'We can observe that \\epsilon controls the flexibility of finetuning.', 'With larger \\epsilon, the COFT-finetuned model resembles the OFT-finetuned model.', 'With smaller \\epsilon, the COFT-finetuned model behaves increasingly similar to the pretrained text-to-image diffusion model.', 'We can further limit the flexibility of original OFT by constraining the finetuned model to be within a small neighborhood of the pretrained model.', 'which has an orthogonality constraint and an \\epsilon-deviation constraint to an identity matrix.']","As the COFT parameter ε approaches zero, toward what behavior does the finetuned model tend?",the pretrained model
 phase spectrum,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the Fourier analogy motivating OFT argues that when an image is decomposed by the $2$-D Fourier transform, the component that preserves the major part of the image's semantics is the","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the Fourier analogy motivating OFT argues that when an image is decomposed by the $2$-D Fourier transform, the component that preserves the major part of the image's semantics is the phase spectrum",Conceptual Synthesis,"['The intuition for why orthogonal transformation works for finetuning neurons partially comes from 2D Fourier transform, with which an image can be decomposed as magnitude and phase spectrum.', 'The phase spectrum, which is angular information between input and basis, preserves the major part of semantics.', 'For example, the phase spectrum of an image, along with a random magnitude spectrum, can still reconstruct the original image without losing its semantics.']","In the Fourier analogy motivating OFT, which component corresponds to the semantic information the method targets?",phase spectrum
 hyperspherical energy,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the single structural quantity that must remain unchanged during finetuning to preserve semantic generation while allowing controllable changes is","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the single structural quantity that must remain unchanged during finetuning to preserve semantic generation while allowing controllable changes is hyperspherical energy",Conceptual Synthesis,"['Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.', 'We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models.', 'The central idea is to learn a layer-shared orthogonal transformation for neurons such that their pairwise angles are preserved.', 'Motivated by such an invariance, we propose Orthogonal Finetuning~(OFT) which adapts large text-to-image diffusion models to a downstream task without changing its hyperspherical energy.', 'Different from LoRA, OFT introduces a constraint for the pair-wise neuron similarity: \\thickmuskip=2mu \\medmuskip=2mu \\| \\text{HE}(\\bm{M})-\\text{HE}(\\bm{M}^0) \\|=0 where \\text{HE}(\\cdot) denotes hyperspherical energy of a weight matrix.']",What single structural quantity must remain unchanged during finetuning to preserve semantic generation while allowing controllable changes?,hyperspherical energy
 matrix multiplication,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors note that orthogonal matrices produced by multiple OFT finetuning tasks can be combined at inference time without additional overhead, so to combine two separately learned OFT finetunings without extra inference cost, you should use","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors note that orthogonal matrices produced by multiple OFT finetuning tasks can be combined at inference time without additional overhead, so to combine two separately learned OFT finetunings without extra inference cost, you should use matrix multiplication",Conceptual Synthesis,"['OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.', 'Unlike ControlNet, our OFT framework introduces no additional inference overhead to the finetuned model.', 'In the inference stage, we can simply multiply the learned orthogonal matrix \\bm{R} into the pretrained weight matrix \\bm{W}^0 and obtain an equivalent weight matrix \\bm{W}=\\bm{R}\\bm{W}^0.', 'More significantly, OFT does not introduce any additional computational overhead during test-time inference.', 'Thus the inference speed is the same as the pretrained model.']","To combine two separately learned OFT finetunings without extra inference cost, what operation should you apply to their matrices?",matrix multiplication
 orthogonality constraint,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the direct cause of OFT's stable, accurate convergence compared to its ablated variant is the","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the direct cause of OFT's stable, accurate convergence compared to its ablated variant is the orthogonality constraint",Conceptual Synthesis,"['We can observe that our standard OFT performs quite stably and achieves accurate control after the training is finished (epoch 20).', 'In comparison, OFT without the orthogonality constraint fails to generate any realistic image and achieve no control effect.', 'The experiment validates the importance of the orthogonality constraint in OFT.', 'To support our argument, we perform an experiment to demonstrate the effective regularization induced by the orthogonality constraint.', 'It may be more flexible to use some other angular transformation that rotates different neurons with different angles, but we find that orthogonal transformation is a sweet spot between flexibility and regularity.']","Which constraint on the finetuning transform is the direct cause of OFT’s stable, accurate convergence compared to its ablated variant?",orthogonality constraint
 unit normalization,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the component in the hyperspherical energy that ensures magnitude changes do not affect the energy and thereby isolates direction is","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the component in the hyperspherical energy that ensures magnitude changes do not affect the energy and thereby isolates direction is unit normalization",Conceptual Synthesis,"['where \\hat{\\bm{w}}_i:=\\bm{w}_i/\\|\\bm{w}_i\\| denotes the $i$-th normalized neuron, and the hyperspherical energy of a fully connected layer \\bm{W} is defined as \\text{HE}(\\bm{W}):= \\sum_{i\\neq j} \\|\\hat{\\bm{w}}_i-\\hat{\\bm{w}}_j\\|^{-1}.', 'This is motivated by the fact that re-scaling neurons does not change the hyperspherical energy (the magnitude will be normalized out).', 'Hyperspherical energy is defined as the sum of hyperspherical similarity (e.g., cosine similarity) between all pairwise neurons in the same layer, capturing the level of neuron uniformity on the unit hypersphere~\\cite{liu2021learning}.', 'SphereNet~\\cite{liu2017deep} shows that training a neural network with all neurons normalized onto a unit hypersphere yields comparable capacity and even better generalizability, implying that the direction of neurons can fully capture the most important information from data.']","In the hyperspherical energy, what component ensures magnitude changes don't affect the energy and thereby isolates direction?",unit normalization
 it would likely destroy pretrained semantics,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if during finetuning you minimized hyperspherical energy instead of preserving it,","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if during finetuning you minimized hyperspherical energy instead of preserving it, it would likely destroy pretrained semantics",Conceptual Synthesis,"['In the case of finetuning diffusion models, minimizing hyperspherical energy could destroy the original semantic structures.', 'This is not a meaningful objective for finetuning, as it may destroy the pretraining information.', 'First, while \\cite{liu2021orthogonal} is designed to minimize the hyperspherical energy, OFT aims to preserve the same hyperspherical energy as the pretrained model so that the intrinsic pretrained structure will not be destroyed by finetuning.', 'We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models.']","If, during finetuning, you minimized hyperspherical energy instead of preserving it, what would likely happen to pretrained semantics?",destroy pretrained semantics
 hyperspherical energy,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors propose using a structural measure rather than the Euclidean ($\ell_2$) distance to assess semantic preservation during finetuning:","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors propose using a structural measure rather than the Euclidean ($\ell_2$) distance to assess semantic preservation during finetuning: hyperspherical energy",Conceptual Synthesis,"['Existing finetuning methods implicitly assume that a smaller Euclidean distance between the finetuned model and the pretrained model indicates better preservation of the pretrained ability.', 'While this assumption may occasionally hold, we argue that the Euclidean difference to the pretrained model alone is unable to fully capture the degree of semantic preservation, and therefore a more structural measure to characterize the difference between the finetuned model and the pretrained model can greatly benefit the preservation of pretraining performance as well as finetuning stability.', 'Inspired by the empirical observation that hyperspherical similarity encodes semantic information well, we use hyperspherical energy to characterize the pairwise relational structure among neurons.', 'OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.', 'Hyperspherical energy is defined as the sum of hyperspherical similarity (e.g., cosine similarity) between all pairwise neurons in the same layer, capturing the level of neuron uniformity on the unit hypersphere.']",What structural measure do the authors propose instead of Euclidean distance to assess semantic preservation during finetuning?,hyperspherical energy
 depth-wise convolution,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors note that when the number of diagonal blocks equals the number of input channels ($r = C$), each block transforms a unique neuron channel, making OFT's transform most akin to a","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors note that when the number of diagonal blocks equals the number of input channels ($r = C$), each block transforms a unique neuron channel, making OFT's transform most akin to a depth-wise convolution",Analogy,"['Besides fully connected layers, OFT is also well suited for finetuning convolution layers, because the block-diagonal structure of \\bm{R} has interesting interpretations in convolution layers (unlike LoRA).', 'When we use the same number of blocks as the number of input channels, each block only transforms a unique neuron channel, similar to learning depth-wise convolution kernels.']","With as many diagonal blocks as input channels, OFT’s transform is most akin to what convolutional operation?",depth-wise convolution
 low-rank weight update,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT's forward pass can be rewritten as $\bm{z}=(\bm{R}\bm{W}^0)^\top\bm{x}=(\bm{W}^0+(\bm{R}-\bm{I})\bm{W}^0)^\top\bm{x}$, and thus $(\bm{R}-\bm{I})\bm{W}^0$ is analogous to LoRA's","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT's forward pass can be rewritten as $\bm{z}=(\bm{R}\bm{W}^0)^\top\bm{x}=(\bm{W}^0+(\bm{R}-\bm{I})\bm{W}^0)^\top\bm{x}$, and thus $(\bm{R}-\bm{I})\bm{W}^0$ is analogous to LoRA's low-rank weight update",Conceptual Synthesis,"['[""We can rewrite OFT\'s forward pass as \\\\bm{z}=(\\\\bm{R}\\\\bm{W}^0)^\\\\top\\\\bm{x}=(\\\\bm{W}^0+(\\\\bm{R}-\\\\bm{I})\\\\bm{W}^0)^\\\\top\\\\bm{x} where (\\\\bm{R}-\\\\bm{I})\\\\bm{W}^0 is analogous to LoRA\'s low-rank weight update."", \'Since \\\\bm{W}^0 is typically full-rank, OFT also performs low-rank weight update when \\\\bm{R}-\\\\bm{I} is low-rank.\']', ""LoRA introduces an additional low-rank constraint for the weight update, i.e., rank(\\bm{M} - \\bm{M}^0)=r' where r' is set to be some small number."", 'LoRA\\cite{hulora2022} is the most relevant work to OFT, and it assumes a low-rank structure for the additive weight update during finetuning.']","When R−I is low-rank, what kind of weight update does OFT emulate?",low-rank update
 OFT,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', under $r = r' = \alpha d$, the method that yields only linear-in-$d$ trainable parameter growth (parameter complexity $\mathcal{O}(d)$) is","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', under $r = r' = \alpha d$, the method that yields only linear-in-$d$ trainable parameter growth (parameter complexity $\mathcal{O}(d)$) is OFT",Conceptual Synthesis,"['[""If we consider both r and r\' to be dependent on the neuron dimension d (\\\\emph{e.g.}, r=r\'=\\\\alpha d where 0<\\\\alpha\\\\leq 1 is some constant), then the parameter complexity of LoRA becomes \\\\mathcal{O}(d^2+dn) and the parameter complexity of OFT becomes \\\\mathcal{O}(d).""]', 'For an $r$-block diagonal orthogonal matrix, the number of parameter is $\\thickmuskip=2mu \\medmuskip=2mu d(d/r-1)/2$, resulting in a complexity of $\\thickmuskip=2mu \\medmuskip=2mu \\mathcal{O}(d^2/r)$.', 'We can optionally share the block matrix to further reduce the number of parameters, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu\\bm{R}_i=\\bm{R}_j,\\forall i\\neq j$. This reduces the parameter complexity to $\\mathcal{O}(d^2/r^2)$.']","Under r=r'=αd, which method yields only linear-in-d trainable parameter growth?",OFT
 diagonal scaling matrix,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the re-scaled OFT variant adds an additional learnable component that increases flexibility without changing hyperspherical energy, modifying the forward pass to $\bm{z}=(\bm{R}\bm{W}^0\bm{D})^\top\bm{x}$:","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the re-scaled OFT variant adds an additional learnable component that increases flexibility without changing hyperspherical energy, modifying the forward pass to $\bm{z}=(\bm{R}\bm{W}^0\bm{D})^\top\bm{x}$: diagonal scaling matrix",Conceptual Synthesis,"['We propose a simple extension to the original OFT by additionally learning a magnitude scaling coefficient for each neuron.', 'This is motivated by the fact that re-scaling neurons does not change the hyperspherical energy (the magnitude will be normalized out).', 'Specifically, we use the forward pass: \\bm{z}=(\\bm{R}\\bm{W}^0\\bm{D})^\\top\\bm{x} where \\bm{D}=\\text{diag}(s_1,\\cdots,s_n)\\in\\mathbb{R}^{n\\times n} is a learnable diagonal matrix with all the diagonal element $s_1,\\cdots,s_n$ larger than zero.', ""In contrast to OFT's original forward pass in Eq.~\\eqref{eq:oft_general} where only $\\bm{R}$ is learnable, we have both the diagonal matrix $\\bm{D}$ and the orthogonal matrix $\\bm{R}$ learnable.""]","In re-scaled OFT, what added per-neuron component increases flexibility without changing hyperspherical energy?",diagonal scaling matrix
 neuron uniformity,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', hyperspherical energy conceptually measures the geometric property of a layer known as","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', hyperspherical energy conceptually measures the geometric property of a layer known as neuron uniformity",Conceptual Synthesis,"['Hyperspherical energy is defined as the sum of hyperspherical similarity (\\emph{e.g.}, cosine similarity) between all pairwise neurons in the same layer, capturing the level of neuron uniformity on the unit hypersphere.', 'The minimum hyperspherical energy means all neurons are uniformly spaced around the hypersphere.']","Conceptually, what geometric property of a layer does hyperspherical energy measure?",neuron uniformity
 flexibility,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the parameter $\epsilon$ in COFT primarily controls","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the parameter $\epsilon$ in COFT primarily controls flexibility",Conceptual Synthesis,"['We can observe that \\epsilon controls the flexibility of finetuning.', 'With larger \\epsilon, the COFT-finetuned model resembles the OFT-finetuned model.', 'With smaller \\epsilon, the COFT-finetuned model behaves increasingly similar to the pretrained text-to-image diffusion model.']","In COFT, what does the parameter ε primarily control?",flexibility
 multiply $\bm{R}$ and $\bm{W}^0,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the single step that folds OFT's finetuning into the base weights at inference time is to","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the single step that folds OFT's finetuning into the base weights at inference time is to multiply $\bm{R}$ and $\bm{W}^0",Conceptual Synthesis,"['In the inference stage, we can simply multiply the learned orthogonal matrix \\bm{R} into the pretrained weight matrix \\bm{W}^0 and obtain an equivalent weight matrix \\bm{W}=\\bm{R}\\bm{W}^0.', ""We can rewrite OFT's forward pass as \\thickmuskip=2mu \\medmuskip=2mu \\bm{z}=(\\bm{R}\\bm{W}^0)^\\top\\bm{x}=(\\bm{W}^0+(\\bm{R}-\\bm{I})\\bm{W}^0)^\\top\\bm{x}$ where $\\thickmuskip=2mu \\medmuskip=2mu (\\bm{R}-\\bm{I})\\bm{W}^0$ is analogous to LoRA's low-rank weight update."", 'Specifically, we use the forward pass: $\\thickmuskip=2mu \\medmuskip=2mu\\bm{z}=(\\bm{R}\\bm{W}^0\\bm{D})^\\top\\bm{x}$ where $\\thickmuskip=2mu \\medmuskip=2mu \\bm{D}=\\text{diag}(s_1,\\cdots,s_n)\\in\\mathbb{R}^{n\\times n}$ is a learnable diagonal matrix with all the diagonal element $s_1,\\cdots,s_n$ larger than zero.']",What single step folds OFT’s finetuning into the base weights at inference time?,multiply R and W0
 angles encode semantics,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT's updates are effective across tasks because they rest on the underlying premise about where semantics reside in the network:","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT's updates are effective across tasks because they rest on the underlying premise about where semantics reside in the network: angles encode semantics",Conceptual Synthesis,"['SphereNet shows that training a neural network with all neurons normalized onto a unit hypersphere yields comparable capacity and even better generalizability, implying that the direction of neurons can fully capture the most important information from data.', 'The results imply that the angles (directions) of neurons play the major role in storing the semantic information of the input images.', 'Inspired by the empirical observation that hyperspherical similarity encodes semantic information well, we use hyperspherical energy to characterize the pairwise relational structure among neurons.', 'The phase spectrum, which is angular information between input and basis, preserves the major part of semantics.', 'To constrain the degree of freedom, we propose to preserve the angle between any pair of neurons, largely based on the hypothesis that the angles between neurons are crucial for representing the knowledge of neural networks.']",What underlying premise about where semantics reside in the network makes OFT’s angle-preserving updates effective across tasks?,angles encode semantics
 their directions,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', to efficiently change image semantics during finetuning, one should primarily adjust neurons by changing","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', to efficiently change image semantics during finetuning, one should primarily adjust neurons by changing their directions",Conceptual Synthesis,"['The results imply that the angles (directions) of neurons play the major role in storing the semantic information of the input images.', 'In order to modify the semantic information of images, finetuning the neuron directions will likely be more effective.', 'This phenomenon suggests that changing the neuron directions is the key to semantically modifying the generated image (which is the goal of both subject-driven and controllable generation).', 'SphereNet~\\cite{liu2017deep} shows that training a neural network with all neurons normalized onto a unit hypersphere yields comparable capacity and even better generalizability, implying that the direction of neurons can fully capture the most important information from data.']","To efficiently change image semantics during finetuning, which part of the neurons should be primarily adjusted?",their directions
