target,probe,fact,inference_type,text_sentences,question,answer
 smoother interpolation,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', a property of BOFT that helps produce a smaller hypothesis class and better generalization is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', a property of BOFT that helps produce a smaller hypothesis class and better generalization is smoother interpolation",Conceptual Synthesis,"['Compared to the block-diagonal structure that OFT uses to trade off expressivity and regularity, BOFT uses the butterfly structure to construct a smoother interpolation between matrices from the full orthogonal group (expressivity) and identity matrices (regularity).', 'This enables us to find a smaller hypothesis class within the orthogonal group for downstream tasks.', 'Thanks to the matrix factorization, BOFT also comes with an intriguing weight interpolation (see Figure~\\ref{fig:boft_interpolation}).', 'Given the widespread use of the butterfly structure in many fast linear transforms, such as the discrete Fourier and discrete cosine transforms, we argue that our structured approach to parameter efficiency will introduce an implicit inductive bias that benefits generalizability and prevents overfitting.']",Which specific property of BOFT do the authors argue helps produce a smaller hypothesis class and better generalization?,smoother interpolation
 product of sparse orthogonals,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the single architectural idea that enables BOFT to produce a dense orthogonal finetuning update while remaining parameter-efficient is the","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the single architectural idea that enables BOFT to produce a dense orthogonal finetuning update while remaining parameter-efficient is the product of sparse orthogonals",Conceptual Synthesis,"['To finetune the pretrained weight matrix, OFT reparameterizes the new weight matrix as the product of a learnable orthogonal matrix and the frozen pretrained weight matrix.', 'To address this question, we propose to compose a dense orthogonal matrix with a product of multiple sparse orthogonal matrices.', 'With butterfly factorization, we are able to generate a $d$-dimensional dense matrix with a product of $\\mathcal{O}(\\log d)$ sparse matrices, each with $\\mathcal{O}(d)$ non-zero entries.', 'By ensuring that each sparse matrix is orthogonal, we arrive at an efficient orthogonal parameterization with only $\\mathcal{O}(d\\log d)$  parameters, which is a significant reduction from the original parameterization.']",What single architectural idea enables BOFT to produce a dense orthogonal finetuning update while remaining parameter-efficient?,product of sparse orthogonals
 their transposes,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the authors show that to approximate all orthogonal matrices of size $d$ it suffices to form products of butterfly matrices such as $\bm{B}_{d-1,1}(d)\,\bm{B}_{d-1,2}(d)\cdots\bm{B}_{1,1}(d)\,\bm{B}_{1,2}(d)$ by alternating multiplication of butterfly matrices with","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the authors show that to approximate all orthogonal matrices of size $d$ it suffices to form products of butterfly matrices such as $\bm{B}_{d-1,1}(d)\,\bm{B}_{d-1,2}(d)\cdots\bm{B}_{1,1}(d)\,\bm{B}_{1,2}(d)$ by alternating multiplication of butterfly matrices with their transposes",Conceptual Synthesis,"['BOFT is more expressive than OFT with the same block size.', 'For the butterfly matrix to approximate all orthogonal matrices of size d, we can multiply butterfly matrices with B_{d-1,1}(d) B_{d-1,2}^T(d) ... B_{1,1}(d) B_{1,2}^T(d), where B_{i,j}(d), ∀ i, ∀ j are butterfly matrices.', 'Theorem~\\ref{thm:exp_boft} suggests a simple generalization for BOFT -- the final orthogonal matrix is generalized to $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}^G(m_1,b_1,m_2,b_2,l)=\\bm{R}_{l,1}(m_1,b_1)\\bm{R}_{l,2}^T(m_2,b_2)\\cdots\\bm{R}_{1,1}(m_1,b_1)\\bm{R}_{1,2}^T(m_2,b_2)$ where $\\bm{R}_{i,j}^T(m,b)$ denotes the orthogonal matrix used in BOFT.', 'When $m_1=m_2=\\log d$, $b_1=b_2=2$ and $l=d-1$, then $\\bm{R}^G(m_1,b_1,m_2,b_2,l)$ can represent the entire orthogonal group.']",To span the full orthogonal group the construction alternates multiplication of butterfly matrices with what other factor?,their transposes
 near-linear,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the authors explain that conceptually converting parameter complexity from $O(d^2)$ to $O(d\log d)$ changes the parameter growth class from quadratic to","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the authors explain that conceptually converting parameter complexity from $O(d^2)$ to $O(d\log d)$ changes the parameter growth class from quadratic to near-linear",Mathematical Understanding,"['a d-dimensional dense orthogonal matrix requires O(d^2) parameters', 'we arrive at an efficient orthogonal parameterization with only O(d\\log d) parameters', 'If we use the butterfly matrix, \\emph{i.e.}, $m=\\log d,b=2$, BOFT uses $\\mathcal{O}(d\\log d)$ parameters.', 'In contrast, the original OFT with a full dense orthogonal matrix uses $\\mathcal{O}(d^2)$ parameters, and the block-diagonal OFT with the block number $r$ uses $\\mathcal{O}(bd)$.']","Conceptually, converting O(d^2) to O(d log d) changes the parameter growth from what to what?",quadratic to near-linear
 paired zeros,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the orthogonality constraint introduces a common sparsity-pattern effect between matrix entries, e.g., in a $2\times 2$ orthogonal matrix a zero at position $(1,1)$ implies a zero at position $(2,2)$, namely","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the orthogonality constraint introduces a common sparsity-pattern effect between matrix entries, e.g., in a $2\times 2$ orthogonal matrix a zero at position $(1,1)$ implies a zero at position $(2,2)$, namely paired zeros",Conceptual Synthesis,"['For example, for a 2\\times 2 orthogonal matrix, one zero at the (1,1) position will imply another zero at the (2,2) position (i.e., one missing edge could imply another missing edge).', 'Therefore, for each feasible set of edge connections, the orthogonality may sometimes add or remove some edges.', 'We note that orthogonality injects a delicate constraint to the edges between adjacent levels.', 'Because orthogonal matrices require less number of parameters than full matrices, the orthogonality constraint will bring in additional dependency among edges.']",What common sparsity-pattern effect does the orthogonality constraint introduce between matrix entries?,paired zeros
 $\bm{I}-\bm{Q}$ is invertible,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the authors employ the Cayley parameterization $\bm{R}=(\bm{I}+\bm{Q})(\bm{I}-\bm{Q})^{-1}$ where $\bm{Q}$ is skew-symmetric. For the Cayley parameterization to be valid, the implicit mathematical condition on $\bm{Q}$ that must hold is that","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the authors employ the Cayley parameterization $\bm{R}=(\bm{I}+\bm{Q})(\bm{I}-\bm{Q})^{-1}$ where $\bm{Q}$ is skew-symmetric. For the Cayley parameterization to be valid, the implicit mathematical condition on $\bm{Q}$ that must hold is that $\bm{I}-\bm{Q}$ is invertible",New Insight,"['we follow \\cite{qiu2023controlling,liu2021orthogonal} to employ Cayley parameterization, i.e., R=(I+Q)(I-Q)^{-1} where Q is a skew-symmetric matrix with Q=-Q^\\top.']",What implicit mathematical condition on Q must hold for the Cayley parameterization R=(I+Q)(I-Q)^{-1} to be valid?,I-Q invertible
 original OFT,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if BOFT($m$,$b$) is configured with $m=1$ and $b=d$, it reduces to the","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if BOFT($m$,$b$) is configured with $m=1$ and $b=d$, it reduces to the original OFT",Conceptual Synthesis,"['For convenience, we denote BOFT with R(m,\\frac{b}{2}) as BOFT(m,b), where b\\geq 2. When m=1, then BOFT(1,b) reduces to the block-diagonal OFT.', 'BOFT(1,d) reduces to the original OFT', 'By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework.', 'Therefore, the original OFT has to use the block size b=d to generate a dense orthogonal matrix, while BOFT can use any b to achieve this.']","If BOFT is configured with m=1 and b=d, which finetuning parameterization does it become?",original OFT
 computer networking,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', to find possibly more efficient information-transmission topologies, the authors suggest drawing inspiration from the research discipline of","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', to find possibly more efficient information-transmission topologies, the authors suggest drawing inspiration from the research discipline of computer networking",Conceptual Synthesis,"['Moreover, whether the butterfly network is the most efficient way to transmit information is also unknown.', 'Our information transmission framework further enables us to draw inspiration from a distinct research discipline -- computer networking, where the efficiency of a network topology for transmitting information is heavily studied.', 'The butterfly structure also becomes a popular computer network topology~\\cite{solihin2015fundamentals,li2011linear} used for efficient information exchange.', 'Butterfly structures are also found useful in fast matrix-vector multiplication~\\cite{michielssen1996multilevel,o2010algorithm}, data-sparse matrix approximation~\\cite{li2015butterfly}, and network transmission~\\cite{klasing1994broadcasting,li2003linear,rajasingh2016transmission}.']",From which research discipline do the authors suggest drawing inspiration to find possibly more efficient information-transmission topologies?,computer networking
 expressivity,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', holding the parameter count roughly fixed, increasing $m$ while decreasing $b$ tends to improve the BOFT transformation's high-level property known as","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', holding the parameter count roughly fixed, increasing $m$ while decreasing $b$ tends to improve the BOFT transformation's high-level property known as expressivity",Conceptual Synthesis,"['BOFT with smaller b and larger m is generally more parameter-efficient.', 'In general, the butterfly matrix represents a more structured subset of the orthogonal group (compared to the block-diagonal structure), which makes BOFT provably more expressive than OFT with the same block size.', 'For example, the expressiveness of BOFT($9$,$2$) is better than that of BOFT($1$,$16$) but has much less parameters.', 'For example, BOFT($6$,$4$) uses much less parameters but yields a similar approximation error to BOFT($2$,$16$).']","Holding parameter count roughly fixed, increasing m while decreasing b tends to improve what high-level property of the BOFT transformation?",expressivity
 spectral norm,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', when BOFT multiplies the pretrained weight matrix $\bm{W}^0$ on the left by an orthogonal matrix $\bm{R}$, the property of $\bm{W}^0$ that is preserved is its","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', when BOFT multiplies the pretrained weight matrix $\bm{W}^0$ on the left by an orthogonal matrix $\bm{R}$, the property of $\bm{W}^0$ that is preserved is its spectral norm",Conceptual Synthesis,"['Both OFT and BOFT multiply an orthogonal matrix R to the left and obtain the finetuned weights R U \\Sigma V^\\top, which does not affect the largest singular value (i.e., the spectral norm of W^0).', 'Such a preservation has been shown to greatly benefit training stability and generalization.', 'Orthogonal finetuning generally yields better spectral property than LoRA, because it perfectly preserves the spectral norm of the pretrained weight matrix \\bm{W}^0.']",Which property of the pretrained weight matrix W^0 is preserved when BOFT multiplies it on the left by an orthogonal R?,spectral norm
 butterfly and transpose,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', Theorem 1 states that any orthogonal matrix of size $d$ can be approximated by a product formed by repeatedly applying a particular structured matrix and a second operation to instances of that matrix in alternating order. The two operations are","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', Theorem 1 states that any orthogonal matrix of size $d$ can be approximated by a product formed by repeatedly applying a particular structured matrix and a second operation to instances of that matrix in alternating order. The two operations are butterfly and transpose",Conceptual Synthesis,"['For the butterfly matrix to approximate all orthogonal matrices of size d, we can multiply butterfly matrices with B_{d-1,1}(d)B^\\top_{d-1,2}(d)\\cdots B_{1,1}(d)B^\\top_{1,2}(d), where B_{i,j}(d),\\forall i,\\forall j are butterfly matrices.', 'Theorem~\\ref{thm:exp_boft} suggests a simple generalization for BOFT -- the final orthogonal matrix is generalized to \\thickmuskip=2mu \\medmuskip=2mu \\bm{R}^G(m_1,b_1,m_2,b_2,l)=\\bm{R}_{l,1}(m_1,b_1)\\bm{R}_{l,2}^T(m_2,b_2)\\cdots\\bm{R}_{1,1}(m_1,b_1)\\bm{R}_{1,2}^T(m_2,b_2)$ where $\\bm{R}_{i,j}^T(m,b)$ denotes the orthogonal matrix used in BOFT.', 'When $m_1=m_2=\\log d$, $b_1=b_2=2$ and $l=d-1$, then $\\bm{R}^G(m_1,b_1,m_2,b_2,l)$ can represent the entire orthogonal group.']","According to Theorem 1, which two operations on butterfly matrices must be alternated to approximate arbitrary orthogonal matrices?",butterfly and transpose
 spectral norm preservation,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if BOFT's sparse factors were not constrained to be orthogonal, the stability benefit tied to SVD that would likely disappear is","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if BOFT's sparse factors were not constrained to be orthogonal, the stability benefit tied to SVD that would likely disappear is spectral norm preservation",Predicting Hypothetical,"['Orthogonal finetuning generally yields better spectral property than LoRA, because it perfectly preserves the spectral norm of the pretrained weight matrix $\\bm{W}^0$.', 'Both OFT and BOFT multiply an orthogonal matrix $\\bm{R}$ to the left and obtain the finetuned weights $\\bm{R}\\bm{U}\\bm{\\Sigma}\\bm{V}^\\top$, which does not affect the largest singular value (\\emph{i.e.}, the spectral norm of $\\bm{W}^0$).', 'Such a preservation has been shown to greatly benefit training stability and generalization~\\cite{miyato2018spectral,yoshida2017spectral}.']","If BOFT’s sparse factors were not constrained to be orthogonal, which stability benefit tied to SVD would likely disappear?",spectral norm preservation
 skew symmetry,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', in the Cayley parameterization $\bm{R}=(\bm{I}+\bm{Q})(\bm{I}-\bm{Q})^{-1}$, the property of $\bm{Q}$ that guarantees $\bm{R}$ stays orthogonal during finetuning is","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', in the Cayley parameterization $\bm{R}=(\bm{I}+\bm{Q})(\bm{I}-\bm{Q})^{-1}$, the property of $\bm{Q}$ that guarantees $\bm{R}$ stays orthogonal during finetuning is skew symmetry",Conceptual Synthesis,"['To ensure the orthogonality of $\\bm{R}$ throughout the finetuning process, we follow \\cite{qiu2023controlling,liu2021orthogonal} to employ Cayley parameterization, \\emph{i.e.}, $\\bm{R}=(\\bm{I}+\\bm{Q})(\\bm{I}-\\bm{Q})^{-1}$ where $\\bm{Q}$ is a skew-symmetric matrix with $\\bm{Q}=-\\bm{Q}^\\top$.', 'In BOFT, we initialize all the butterfly components with identity matrices (\\emph{i.e.}, the skew-symmetric matrix is initialized as zeros in Cayley transform).']","In the Cayley form R=(I+Q)(I−Q)^{-1}, what specific property of Q guarantees R stays orthogonal during finetuning?",skew symmetry
 butterfly factorization,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', using the paper's information transmission view, the specific design choice that lets BOFT keep $\bm{R}$ dense while greatly reducing trainable parameters versus a full orthogonal matrix is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', using the paper's information transmission view, the specific design choice that lets BOFT keep $\bm{R}$ dense while greatly reducing trainable parameters versus a full orthogonal matrix is butterfly factorization",Conceptual Synthesis,"['we take a novel route to compose a dense orthogonal matrix with multiple factorized sparse matrices.', 'Specifically, the butterfly graph in the Cooley-Tukey algorithm inherently induces a way to perform sparse matrix factorization, called butterfly factorization.', 'With butterfly factorization, we are able to generate a $d$-dimensional dense matrix with a product of $\\mathcal{O}(\\log d)$ sparse matrices, each with $\\mathcal{O}(d)$ non-zero entries.', 'If we use the butterfly matrix, \\emph{i.e.}, $m=\\log d,b=2$, BOFT uses $\\mathcal{O}(d\\log d)$ parameters.', 'In contrast, the original OFT with a full dense orthogonal matrix uses $\\mathcal{O}(d^2)$ parameters, and the block-diagonal OFT with the block number $r$ uses $\\mathcal{O}(bd)$.']","Using the paper’s transmission view, what specific design choice lets BOFT keep R dense while greatly reducing trainable parameters versus a full orthogonal matrix?",butterfly factorization
 mixing depth,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', conceptually $m$ in $R(m,b)$ controls the degree of cross-dimension information exchange and specifically controls","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', conceptually $m$ in $R(m,b)$ controls the degree of cross-dimension information exchange and specifically controls mixing depth",Conceptual Synthesis,"['The orthogonal matrix $\\bm{R}(m,b)\\in\\mathbb{R}^{d\\times d}$ is composed of a product of multiple orthogonal butterfly components.', 'representing the dense matrix $\\bm{R}$ with multiple matrices $\\bm{B}_m\\bm{B}_{m-1}\\cdots\\bm{B}_1$ can also be interpreted as performing sequential information exchange based on the graphs induced by $\\bm{B}_i, \\forall i$.', 'The information flows following $\\bm{B}_1$ first and $\\bm{B}_n$ in the end.', 'When m=1, then BOFT(1,b) reduces to the block-diagonal OFT~\\cite{qiu2023controlling} with the block size b.', 'BOFT(\\log \\frac{2d}{b},b) uses the block butterfly matrix \\bm{B}^{\\frac{b}{2}}(d) as \\bm{R}, and yields a dense orthogonal matrix \\bm{R}.']","Conceptually, what does m in R(m,b) control regarding cross-dimension information exchange?",mixing depth
 butterfly network,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the transmission analogy identifies the topology that enables dense reachability with only $\mathcal{O}(d\log d)$ connections as the","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the transmission analogy identifies the topology that enables dense reachability with only $\mathcal{O}(d\log d)$ connections as the butterfly network",Conceptual Synthesis,"['To achieve parameter efficiency in our information transmission framework, we draw inspiration from the butterfly structures in the Cooley-Tukey fast Fourier transform algorithm~\\cite{cooley1965algorithm} in which information from different nodes can be exchanged efficiently~\\cite{klasing1994broadcasting}.', 'We draw inspiration from an interesting topology from the Cooley-Tukey algorithm, called butterfly graphs~\\cite{cooley1965algorithm}, which can densely connect $d$ source nodes and $d$ receiver nodes efficiently with $\\mathcal{O}(d\\log d)$ edges.', 'For example, the topology in Figure~\\ref{fig:info_trans} takes $10$ edges to achieve dense connectivity, while the butterfly network only takes $8$ edges.', 'The butterfly structure also becomes a popular computer network topology~\\cite{solihin2015fundamentals,li2011linear} used for efficient information exchange.']","In the transmission analogy, which topology enables dense reachability with only O(d log d) connections?",butterfly network
 butterfly structure,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if a task benefits from Fourier- or Hadamard-like mixing, the finetuning structure that aligns its inductive bias to such operations is the","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if a task benefits from Fourier- or Hadamard-like mixing, the finetuning structure that aligns its inductive bias to such operations is the butterfly structure",Conceptual Synthesis,"['Given the widespread use of the butterfly structure in many fast linear transforms, such as the discrete Fourier and discrete cosine transforms, we argue that our structured approach to parameter efficiency will introduce an implicit inductive bias that benefits generalizability and prevents overfitting.', 'The butterfly structure along with permutations can perfectly recover many classic fast linear transform~\\cite{dao2019learning,dao2019kaleidoscope} (\\emph{e.g.}, fast Fourier transform, Hadamard transform), but how well our orthogonal butterfly matrix can approximate a general orthogonal matrix remains unknown.', 'We argue that the structured inductive bias induced by butterfly factorization is beneficial to generalization, as it has a shared structured pattern of many classic linear transforms~\\cite{dao2019kaleidoscope}, such as discrete Fourier transform, discrete sine/cosine transform and Hadamard transform.', 'The butterfly structure is originally used in the Cooley-Tukey algorithm to perform fast Fourier transform.']","If a task benefits from Fourier- or Hadamard-like mixing, which finetuning structure aligns its inductive bias to such operations?",butterfly structure
 block size,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', to obtain a dense $\bm{R}$ using fewer sequential multiplications (smaller $m$) without abandoning parameter-efficiency, you should increase the","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', to obtain a dense $\bm{R}$ using fewer sequential multiplications (smaller $m$) without abandoning parameter-efficiency, you should increase the block size",Predicting Hypothetical,"['BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.', 'In general, BOFT($m$,$b$) takes $\\frac{1}{2}(b-1)dm$ effective trainable parameters for finetuning a linear layer of size $d\\times n$.', 'BOFT(1,d) reduces to the original OFT~\\cite{qiu2023controlling} with an unconstrained full orthogonal matrix.', 'Therefore, the original OFT has to use the block size b=d to generate a dense orthogonal matrix, while BOFT can use any b to achieve this.']","To obtain a dense R using fewer sequential multiplications (smaller m) without abandoning parameter-efficiency, which BOFT hyperparameter should you increase?",block size
 increase $m,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', when matching the expressivity of BOFT$(2,16)$ with fewer parameters, the more efficient adjustment is to","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', when matching the expressivity of BOFT$(2,16)$ with fewer parameters, the more efficient adjustment is to increase $m",Conceptual Synthesis,"['BOFT with smaller $b$ and larger $m$ is generally more parameter-efficient.', 'For example, BOFT($6$,$4$) uses much less parameters but yields a similar approximation error to BOFT($2$,$16$).', 'For example, the expressiveness of BOFT($9$,$2$) is better than that of BOFT($1$,$16$) but has much less parameters.', 'In general, BOFT($m$,$b$) takes $\\frac{1}{2}(b-1)dm$ effective trainable parameters for finetuning a linear layer of size $d\\times n$.']","When matching the expressivity of BOFT(2,16) with fewer parameters, which adjustment is more efficient: increase m or increase b?",increase m
 no change,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', given identity initialization of all components, BOFT's initial effect on the pretrained layer's outputs is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', given identity initialization of all components, BOFT's initial effect on the pretrained layer's outputs is no change",Conceptual Synthesis,"['Finetuning methods usually start with the exact pretrained model such that the finetuned model will not deviate too much from the pretrained one.', 'In BOFT, we initialize all the butterfly components with identity matrices (\\emph{i.e.}, the skew-symmetric matrix is initialized as zeros in Cayley transform).', 'Concretely, OFT optimizes an orthogonal matrix \\(\\bm{R}\\in\\mathbb{R}^{d\\times d}\\) for a pretrained linear layer \\(\\bm{W}^0\\in\\mathbb{R}^{d\\times n}\\), and modifies the forward pass from \\(\\bm{z}=(\\bm{W}^0)^\\top\\bm{x}\\) to \\(\\bm{z}=(\\bm{R}\\bm{W}^0)^\\top\\bm{x}\\), where \\(\\bm{x}\\in\\mathbb{R}^{d}\\) and \\(\\bm{z}\\in\\mathbb{R}^{n}\\) are the input and output vector, respectively.', 'To achieve zero initialization, OFT initializes \\(\\bm{R}\\) as an identity matrix.']","Given identity initialization of all components, what is BOFT’s initial effect on the pretrained layer’s outputs?",no change
 fixed block sparsity,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', when OFT transforms index-partitioned neuron dimensions separately, the inductive bias implicitly imposed is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', when OFT transforms index-partitioned neuron dimensions separately, the inductive bias implicitly imposed is fixed block sparsity",Conceptual Synthesis,"['To achieve parameter-efficiency, the block-diagonal structure is introduced by parameterizing the orthogonal matrix $\\bm{R}$ as $\\text{diag}(\\bm{R}_1,\\bm{R}_2,\\cdots,\\bm{R}_r)$ where $\\bm{R}_i\\in\\mathcal{R}^{b\\times b},\\forall i$ is a small orthogonal matrix and $br=d$.', 'However, the parameter efficiency also comes at a price -- the orthogonal matrix has a fixed sparsity pattern and the orthogonal transformation is applied independently in different blocks.', 'Despite the empirical effectiveness of the block-diagonal structure, it makes no sense to divide the dimensions of a neuron into $r$ groups based on their indices, which makes dense orthogonal matrices desirable.', 'The parameter-efficiency brought by the block-diagonal structure comes at a price -- it introduces an assumption that the dimensions of a neuron (\\emph{i.e.}, a column vector of the weight matrix $\\bm{W}^0$) are divided by $r$ groups and dimensions in different groups are transformed separately using different orthogonal matrices.', 'This block-diagonal sparsity pattern, despite saving parameters, may introduce some undesirable inductive biases (\\emph{e.g.}, the block-diagonal orthogonal matrix reduces expressiveness and cannot approximate classic linear transforms), and more importantly, how to find a good sparsity pattern remains a mystery.']",What inductive bias is implicitly imposed when OFT transforms index-partitioned neuron dimensions separately?,fixed block sparsity
" $\text{BOFT}(1,d","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the BOFT configuration that collapses the framework to the original OFT with a full dense orthogonal update is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the BOFT configuration that collapses the framework to the original OFT with a full dense orthogonal update is $\text{BOFT}(1,d",Conceptual Synthesis,"['When $\\thickmuskip=2mu \\medmuskip=2mu m=1$, then BOFT($1$,$b$) reduces to the block-diagonal OFT~\\cite{qiu2023controlling} with the block size $b$.', 'BOFT($1$,$d$) reduces to the original OFT~\\cite{qiu2023controlling} with an unconstrained full orthogonal matrix.', 'In contrast, the original OFT with a full dense orthogonal matrix uses \\mathcal{O}(d^2) parameters, and the block-diagonal OFT with the block number $r$ uses \\mathcal{O}(bd).', 'Therefore, the original OFT has to use the block size $b=d$ to generate a dense orthogonal matrix, while BOFT can use any $b$ to achieve this.']",Which BOFT configuration collapses the framework to the original OFT with a full dense orthogonal update?,"BOFT(1,d)"
 replace them with the identity,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', BOFT's multiplicative Dropout regularizes selected components as follows:","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', BOFT's multiplicative Dropout regularizes selected components as follows: replace them with the identity",Conceptual Synthesis,"['To address this, we propose a multiplicative Dropout for BOFT.', 'The multiplicative Dropout first randomly picks $p_1$ percent of the butterfly components and $p_2$ percent of the diagonal blocks in each butterfly component, and then replaces these blocks as identity matrices.']",What specific operation does BOFT’s dropout perform on selected components to regularize without breaking orthogonality?,replace with identity
 bijection between levels,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', in the transmission view, the structural requirement that forces at least $d$ edges between adjacent levels in each factor is the","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', in the transmission view, the structural requirement that forces at least $d$ edges between adjacent levels in each factor is the bijection between levels",Conceptual Synthesis,"['We note that orthogonality injects a delicate constraint to the edges between adjacent levels.', 'For example, for each matrix $\\bm{B}_i$ to be full-rank (a necessary condition of orthogonality), we need to have $d$ edges to form a bijection between all the nodes in the $i$-th level and all the nodes in the $(i=1)$-th level,', 'These $d$ edges is necessary for orthogonality and should not be counted into the number of edges, because these elements are not trainable (\\emph{e.g.}, for a $d\\times d$ orthogonal with $d$ non-zero entries, these entries can only be $\\pm 1$).']","In the transmission view, what structural requirement forces at least d edges between adjacent levels in each factor?",bijection between levels
