domain_group,document,v14_mcqa_row_index,short_cloze_row_index,old_cloze_probe,old_cloze_target,shortened_cloze_probe,shortened_cloze_target,contextualized_question,old_formatted_question,old_option_a,old_option_b,old_option_c,old_option_d,old_option_e,old_correct_label,fact,source_statement,rewrite_reason
legal,United_States_v_Jaison_Coleman,50,69,"According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court’s action was to",affirm the district court’s finding that Lisa consented to the police entering her home.,"According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court’s action was to affirm the",district court’s finding that Lisa consented to the police entering her home.,"In the case ""United States v. Jaison L. Coleman,"" what did the appellate court do with the district court’s finding that Lisa consented to the police entering her home?","According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court’s action was to
(A) hold that exigent circumstances, rather than consent, justified the officers’ warrantless entry into Lisa’s home.
(B) reverse the district court’s finding that Lisa voluntarily consented to the police entering her home.
(C) vacate Coleman’s conviction and remand for further proceedings on the suppression motion.
(D) affirm the district court’s finding that the officers acted within the scope of Lisa’s consent upon entering her home.
(E) affirm the district court’s finding that Lisa consented to the police entering her home.","hold that exigent circumstances, rather than consent, justified the officers’ warrantless entry into Lisa’s home.",reverse the district court’s finding that Lisa voluntarily consented to the police entering her home.,vacate Coleman’s conviction and remand for further proceedings on the suppression motion.,affirm the district court’s finding that the officers acted within the scope of Lisa’s consent upon entering her home.,affirm the district court’s finding that Lisa consented to the police entering her home.,(E),"According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court’s action was to affirm the district court’s finding that Lisa consented to the police entering her home.",All of this leads us to affirm the district court’s finding that Lisa consented to the police entering her home.,accepted: Shorter suffix is coherent and preserves the same fact.
legal,United_States_v_Justin_Cutbank,7,8,"According to the opinion in ""United States v. Justin Cutbank"", a district court may decline to instruct the jury about each item of evidence at the time that evidence is admitted",if the court provides an appropriate instruction at the close of trial.,"According to the opinion in ""United States v. Justin Cutbank"", a district court may decline to instruct the jury about each item of evidence at the time that evidence is admitted if the court provides an",appropriate instruction at the close of trial.,"According to the opinion in ""United States v. Justin Lyle Cutbank,"" when may a district court decline to instruct the jury about each item of evidence at the time that evidence is admitted?","According to the opinion in ""United States v. Justin Cutbank"", a district court may decline to instruct the jury about each item of evidence at the time that evidence is admitted
(A) if the evidence falls within a firmly rooted hearsay exception.
(B) so long as its probative value is not substantially outweighed by unfair prejudice under Rule 403.
(C) provided the declarant later testifies and is available for cross-examination.
(D) if the court provides an appropriate instruction at the close of trial.
(E) when the testimony is admitted only to explain the context for the officers’ actions.",if the evidence falls within a firmly rooted hearsay exception.,so long as its probative value is not substantially outweighed by unfair prejudice under Rule 403.,provided the declarant later testifies and is available for cross-examination.,if the court provides an appropriate instruction at the close of trial.,when the testimony is admitted only to explain the context for the officers’ actions.,(D),"According to the opinion in ""United States v. Justin Cutbank"", a district court may decline to instruct the jury about each item of evidence at the time that evidence is admitted if the court provides an appropriate instruction at the close of trial.",The court “need not instruct the jury regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial.” Id.,accepted: Shorter suffix is coherent and preserves the same fact.
legal,United_States_v_Justin_Cutbank,9,9,"In the case ""United States v. Justin Cutbank"", the defense tried to undermine C.F.’s testimony that she had seen the gun used during the incident “once or twice” before by",cross-examining her about prior statements she made to a police investigator.,"In the case ""United States v. Justin Cutbank"", the defense tried to undermine C.F.’s testimony that she had seen the gun used during the incident “once or twice” before by cross-examining her about",prior statements she made to a police investigator.,"In the case ""United States v. Justin Lyle Cutbank"", how did the defense try to undermine C.F.’s testimony that she had seen the gun used during the incident ""once or twice"" before?","In the case ""United States v. Justin Cutbank"", the defense tried to undermine C.F.’s testimony that she had seen the gun used during the incident “once or twice” before by
(A) impeaching her with evidence of prior convictions bearing on truthfulness.
(B) confronting her with D.F.’s account that she had never seen the weapon before the incident.
(C) cross-examining her about prior statements she made to a police investigator.
(D) attempting to read portions of the police report summarizing those statements into the record.
(E) introducing ballistic evidence to suggest the firearm recovered was not the one she described.",impeaching her with evidence of prior convictions bearing on truthfulness.,confronting her with D.F.’s account that she had never seen the weapon before the incident.,cross-examining her about prior statements she made to a police investigator.,attempting to read portions of the police report summarizing those statements into the record.,introducing ballistic evidence to suggest the firearm recovered was not the one she described.,(C),"In the case ""United States v. Justin Cutbank"", the defense tried to undermine C.F.’s testimony that she had seen the gun used during the incident “once or twice” before by cross-examining her about prior statements she made to a police investigator.",The defense sought to undermine C.F.’s testimony that she had seen the gun used during the incident “once or twice” before by cross-examining her about prior statements she made to a police investigator.,accepted: Shorter suffix is coherent and preserves the same fact.
legal,United_States_v_Justin_Cutbank,16,29,"In the case ""United States v. Justin Cutbank"", the district court concluded that testimony from D.F. and C.F. that they had previously seen Cutbank with a sawed-off Marlin .22 caliber rifle would be",intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.,"In the case ""United States v. Justin Cutbank"", the district court concluded that testimony from D.F. and C.F. that they had previously seen Cutbank with a sawed-off Marlin .22 caliber rifle would be intrinsic evidence relevant to proving the possession charge and demonstrating",continuous possession of the firearm before the incident.,"In the case ""United States v. Justin Lyle Cutbank,"" the district court considered Cutbank's pretrial motion to exclude testimony from D.F. and C.F. that they had previously seen him with a sawed-off Marlin .22 caliber rifle. According to the opinion, what type of evidence did the district court conclude that testimony would be?","In the case ""United States v. Justin Cutbank"", the district court concluded that testimony from D.F. and C.F. that they had previously seen Cutbank with a sawed-off Marlin .22 caliber rifle would be
(A) hearsay too unreliable and substantially more prejudicial than probative under Rule 403 to be admitted as substantive proof that he possessed the rifle.
(B) inadmissible propensity evidence violating Rule 404(b) because it would invite the jury to infer that Cutbank acted in conformity with a character for possessing illegal firearms.
(C) impeachment evidence relevant only if Cutbank testified and denied ever having possessed that firearm, rather than substantive evidence bearing on the charged possession.
(D) intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.
(E) extrinsic Rule 404(b) evidence admissible only for the limited purpose of showing knowledge, intent, or absence of mistake, and only with an appropriate limiting instruction.",hearsay too unreliable and substantially more prejudicial than probative under Rule 403 to be admitted as substantive proof that he possessed the rifle.,inadmissible propensity evidence violating Rule 404(b) because it would invite the jury to infer that Cutbank acted in conformity with a character for possessing illegal firearms.,"impeachment evidence relevant only if Cutbank testified and denied ever having possessed that firearm, rather than substantive evidence bearing on the charged possession.",intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.,"extrinsic Rule 404(b) evidence admissible only for the limited purpose of showing knowledge, intent, or absence of mistake, and only with an appropriate limiting instruction.",(D),"In the case ""United States v. Justin Cutbank"", the district court concluded that testimony from D.F. and C.F. that they had previously seen Cutbank with a sawed-off Marlin .22 caliber rifle would be intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.",The district court agreed with the government that this would be intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.,accepted: Shorter suffix is coherent and preserves the same fact.
legal,United_States_v_Justin_Cutbank,21,36,"In the case ""United States v. Justin Cutbank"", Cutbank sought a pretrial jury instruction to limit how the jury could use D.F.'s statements to police because of hearsay and Confrontation Clause concerns, and the government's argument was that those statements would establish the context for",police officer actions and their knowledge at the time,"In the case ""United States v. Justin Cutbank"", Cutbank sought a pretrial jury instruction to limit how the jury could use D.F.'s statements to police because of hearsay and Confrontation Clause concerns, and the government's argument was that those statements would establish the context for police officer",actions and their knowledge at the time,"In the case ""United States v. Justin Lyle Cutbank,"" Cutbank sought a pretrial jury instruction to limit how the jury could use D.F.'s statements to police because of hearsay and Confrontation Clause concerns. According to the government's argument, those statements would establish the context for what actions?","In the case ""United States v. Justin Cutbank"", Cutbank sought a pretrial jury instruction to limit how the jury could use D.F.'s statements to police because of hearsay and Confrontation Clause concerns, and the government's argument was that those statements would establish the context for
(A) police officer actions and their knowledge at the time
(B) Cutbank’s ownership or control of the sawed-off rifle
(C) Cutbank’s motive and intent in later possessing the firearm
(D) D.F.’s credibility and the consistency of her later testimony
(E) the officers’ probable cause for the stop and arrest",police officer actions and their knowledge at the time,Cutbank’s ownership or control of the sawed-off rifle,Cutbank’s motive and intent in later possessing the firearm,D.F.’s credibility and the consistency of her later testimony,the officers’ probable cause for the stop and arrest,(A),"In the case ""United States v. Justin Cutbank"", Cutbank sought a pretrial jury instruction to limit how the jury could use D.F.'s statements to police because of hearsay and Confrontation Clause concerns, and the government's argument was that those statements would establish the context for police officer actions and their knowledge at the time","The government argued the statements would establish the context for police officer actions and their knowledge at the time, that the officers’ testimony would not overstep hearsay rules, and that a later instruction from the bench, if needed, would be customary and sufficient.",accepted: Shorter suffix is coherent and preserves the same fact.
legal,United_States_v_Justin_Cutbank,26,39,"According to the opinion in ""United States v. Justin Cutbank"", when reviewing whether the district court should have given a limiting instruction at the time evidence was admitted, the court said it need not instruct the jury",regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial,"According to the opinion in ""United States v. Justin Cutbank"", when reviewing whether the district court should have given a limiting instruction at the time evidence was admitted, the court said it need not instruct the jury regarding each item of evidence at the time the evidence is admitted",if the court provides an appropriate instruction at the close of trial,"According to the opinion in ""United States v. Justin Lyle Cutbank,"" when reviewing whether the district court should have given a limiting instruction at the time evidence was admitted, what did the court say it need not instruct the jury about at that moment if an appropriate instruction is given at the close of trial?","According to the opinion in ""United States v. Justin Cutbank"", when reviewing whether the district court should have given a limiting instruction at the time evidence was admitted, the court said it need not instruct the jury
(A) regarding each item of evidence at the time the evidence is admitted whenever counsel raises a hearsay or Confrontation Clause objection
(B) until D.F. herself testified to the events and the Confrontation Clause concern had been cured by cross-examination
(C) regarding the limited purpose of admitted evidence before deliberations begin if the final charge otherwise correctly states the burden of proof
(D) regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial
(E) regarding D.F.’s statements to police as substantive evidence once the government offered them merely to explain the officers’ actions",regarding each item of evidence at the time the evidence is admitted whenever counsel raises a hearsay or Confrontation Clause objection,until D.F. herself testified to the events and the Confrontation Clause concern had been cured by cross-examination,regarding the limited purpose of admitted evidence before deliberations begin if the final charge otherwise correctly states the burden of proof,regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial,regarding D.F.’s statements to police as substantive evidence once the government offered them merely to explain the officers’ actions,(D),"According to the opinion in ""United States v. Justin Cutbank"", when reviewing whether the district court should have given a limiting instruction at the time evidence was admitted, the court said it need not instruct the jury regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial",The court “need not instruct the jury regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial.” Id.,accepted: Shorter suffix is coherent and preserves the same fact.
legal,United_States_v_Justin_Cutbank,27,45,"In the case ""United States v. Justin Cutbank"", on appeal Cutbank cited no authority refuting the district court’s pretrial ruling that testimony about his prior possession of the sawed-off rifle was",intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.,"In the case ""United States v. Justin Cutbank"", on appeal Cutbank cited no authority refuting the district court’s pretrial ruling that testimony about his prior possession of the sawed-off rifle was intrinsic evidence relevant to proving the possession charge and demonstrating",continuous possession of the firearm before the incident.,"In the case ""United States v. Justin Lyle Cutbank,"" what did Cutbank fail to cite any authority refuting on appeal regarding testimony that he had possessed the sawed-off rifle before the incident?","In the case ""United States v. Justin Cutbank"", on appeal Cutbank cited no authority refuting the district court’s pretrial ruling that testimony about his prior possession of the sawed-off rifle was
(A) extrinsic Rule 404(b) evidence admissible only to show motive, opportunity, and identity during the charged incident.
(B) impermissible character evidence offered primarily to show Cutbank’s propensity to possess illegal weapons.
(C) intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.
(D) impeachment evidence concerning prior inconsistent statements about whether anyone had seen the rifle before.
(E) testimonial hearsay whose admission was cured by the witnesses’ later appearance for cross-examination at trial.","extrinsic Rule 404(b) evidence admissible only to show motive, opportunity, and identity during the charged incident.",impermissible character evidence offered primarily to show Cutbank’s propensity to possess illegal weapons.,intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.,impeachment evidence concerning prior inconsistent statements about whether anyone had seen the rifle before.,testimonial hearsay whose admission was cured by the witnesses’ later appearance for cross-examination at trial.,(C),"In the case ""United States v. Justin Cutbank"", on appeal Cutbank cited no authority refuting the district court’s pretrial ruling that testimony about his prior possession of the sawed-off rifle was intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.","On appeal, Cutback cites no authority refuting the court’s pretrial ruling that this was intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.",accepted: Shorter suffix is coherent and preserves the same fact.
legal,United_States_v_Justin_Cutbank,30,56,"According to the opinion in ""United States v. Justin Cutbank"", the court will reverse an erroneous evidentiary ruling only if",the jury may have been substantially swayed by the improperly admitted evidence.,"According to the opinion in ""United States v. Justin Cutbank"", the court will reverse an erroneous evidentiary ruling only if the jury may have been",substantially swayed by the improperly admitted evidence.,"According to the opinion in ""United States v. Justin Lyle Cutbank,"" what does the quoted harmless-error standard require before the court will reverse an erroneous evidentiary ruling?","According to the opinion in ""United States v. Justin Cutbank"", the court will reverse an erroneous evidentiary ruling only if
(A) the district court abused its discretion by admitting unauthenticated extrinsic impeachment evidence.
(B) the jury may have been substantially swayed by the improperly admitted evidence.
(C) the remaining evidence was insufficient to sustain the conviction without the challenged testimony.
(D) the government could not prove beyond a reasonable doubt that the error did not contribute to the verdict.
(E) the error affected the defendant’s substantial rights under plain-error review.",the district court abused its discretion by admitting unauthenticated extrinsic impeachment evidence.,the jury may have been substantially swayed by the improperly admitted evidence.,the remaining evidence was insufficient to sustain the conviction without the challenged testimony.,the government could not prove beyond a reasonable doubt that the error did not contribute to the verdict.,the error affected the defendant’s substantial rights under plain-error review.,(B),"According to the opinion in ""United States v. Justin Cutbank"", the court will reverse an erroneous evidentiary ruling only if the jury may have been substantially swayed by the improperly admitted evidence.","Finally, as Cutback acknowledges, “this court will not reverse an erroneous evidentiary ruling if the error was harmless. . . . In other words, we will reverse only if the jury may have been substantially swayed by the improperly admitted evidence.” United States v. DeMarce, 564 F.3d 989, 997 (8th Cir. 2009) (quotation omitted).",accepted: Shorter suffix is coherent and preserves the same fact.
legal,United_States_v_Justin_Cutbank,32,51,"In the case ""United States v. Justin Cutbank"", the government’s brief described one of Cutbank’s appellate claims concerning the district court’s handling of his cross-examination of C.F. on her testimony about gun possession as a claim that the district court",‘thwarted’ his efforts to cross-examine C.F. on her testimony regarding the gun possession,"In the case ""United States v. Justin Cutbank"", the government’s brief described one of Cutbank’s appellate claims concerning the district court’s handling of his cross-examination of C.F. on her testimony about gun possession as a claim that the district court ‘thwarted’ his efforts to",cross-examine C.F. on her testimony regarding the gun possession,"In the case ""United States v. Justin Lyle Cutbank,"" the government’s brief described one of Cutbank’s appellate claims concerning the district court’s handling of his cross-examination of C.F. on her testimony about gun possession. According to the government’s brief, what did Cutbank claim the district court did to his efforts to cross-examine C.F.?","In the case ""United States v. Justin Cutbank"", the government’s brief described one of Cutbank’s appellate claims concerning the district court’s handling of his cross-examination of C.F. on her testimony about gun possession as a claim that the district court
(A) ‘violated’ the Confrontation Clause by barring meaningful cross-examination of C.F. about prior inconsistent statements
(B) ‘committed plain error’ by admitting C.F.’s testimony about prior gun possession without adequate foundation
(C) ‘abused’ its broad evidentiary discretion by excluding the police report as impeachment evidence
(D) ‘thwarted’ his efforts to cross-examine C.F. on her testimony regarding the gun possession
(E) ‘erred’ in sustaining the government’s foundation objections to defense counsel’s use of the police report",‘violated’ the Confrontation Clause by barring meaningful cross-examination of C.F. about prior inconsistent statements,‘committed plain error’ by admitting C.F.’s testimony about prior gun possession without adequate foundation,‘abused’ its broad evidentiary discretion by excluding the police report as impeachment evidence,‘thwarted’ his efforts to cross-examine C.F. on her testimony regarding the gun possession,‘erred’ in sustaining the government’s foundation objections to defense counsel’s use of the police report,(D),"In the case ""United States v. Justin Cutbank"", the government’s brief described one of Cutbank’s appellate claims concerning the district court’s handling of his cross-examination of C.F. on her testimony about gun possession as a claim that the district court ‘thwarted’ his efforts to cross-examine C.F. on her testimony regarding the gun possession","Although Cutback on appeal did not refer to this ruling, the government’s brief argued that Cutback’s “next claim is that the district court ‘thwarted’ his efforts to cross-examine C.F. on her testimony regarding the gun possession.”",accepted: Shorter suffix is coherent and preserves the same fact.
legal,United_States_v_Justin_Cutbank,40,67,"In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted, without objection,",the PSR’s factual statements regarding Cutback’s prior felony convictions.,"In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted, without objection, the PSR’s factual statements regarding",Cutback’s prior felony convictions.,"In the case ""United States v. Justin Lyle Cutbank,"" during sentencing on the felon-in-possession conviction, what did the district court adopt without objection regarding Cutbank’s prior felony convictions?","In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted, without objection,
(A) the PSR’s recommendation of a four-level enhancement under § 2K2.1(b)(6)(B).
(B) the PSR’s factual statements regarding Cutback’s prior felony convictions.
(C) the PSR’s calculation of a Criminal History Category of VI and a 292-to-365-month range.
(D) the plea agreement’s stipulation to a three-level reduction for acceptance of responsibility.
(E) the PSR’s factual statements regarding the circumstances of the firearm’s seizure.",the PSR’s recommendation of a four-level enhancement under § 2K2.1(b)(6)(B).,the PSR’s factual statements regarding Cutback’s prior felony convictions.,the PSR’s calculation of a Criminal History Category of VI and a 292-to-365-month range.,the plea agreement’s stipulation to a three-level reduction for acceptance of responsibility.,the PSR’s factual statements regarding the circumstances of the firearm’s seizure.,(B),"In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted, without objection, the PSR’s factual statements regarding Cutback’s prior felony convictions.","At sentencing, the district court adopted, without objection, the PSR’s factual statements regarding Cutback’s prior felony convictions.",accepted: Shorter suffix is coherent and preserves the same fact.
legal,United_States_v_Justin_Cutbank,43,75,"According to the opinion in ""United States v. Justin Cutbank"", before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as",failing to calculate (or improperly calculating) the Guidelines range,"According to the opinion in ""United States v. Justin Cutbank"", before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as failing to",calculate (or improperly calculating) the Guidelines range,"According to the opinion in ""United States v. Justin Lyle Cutbank,"" what example of a significant procedural sentencing error must a court of appeals check for before reviewing the substantive reasonableness of a sentence?","According to the opinion in ""United States v. Justin Cutbank"", before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as
(A) revisiting the jury's finding of three prior violent felony convictions
(B) admitting testimonial hearsay in violation of the Confrontation Clause
(C) failing to calculate (or improperly calculating) the Guidelines range
(D) requiring proof beyond a reasonable doubt for every Guidelines adjustment
(E) automatically imposing the statutory maximum once ACCA applies",revisiting the jury's finding of three prior violent felony convictions,admitting testimonial hearsay in violation of the Confrontation Clause,failing to calculate (or improperly calculating) the Guidelines range,requiring proof beyond a reasonable doubt for every Guidelines adjustment,automatically imposing the statutory maximum once ACCA applies,(C),"According to the opinion in ""United States v. Justin Cutbank"", before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as failing to calculate (or improperly calculating) the Guidelines range","“Before a court of appeals can consider the substantive reasonableness of a sentence, it must first ensure that the district court committed no significant procedural error, such as failing to calculate (or improperly calculating) the Guidelines range.” Rosales-Mireles v. United States, 585 U.S. 129, 143-44 (2018).",accepted: Shorter suffix is coherent and preserves the same fact.
legal,Williams_v_GoAuto_Insurance,7,1,"According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to",the United States District Court for the Middle District of Louisiana.,"According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to the United States District Court for the",Middle District of Louisiana.,"In the case ""Williams v. GoAuto Insurance Company"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court. To what court did GoAuto remove the case?","According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to
(A) the United States District Court for the Middle District of Louisiana.
(B) the United States Court of Appeals for the Fifth Circuit.
(C) the United States District Court for the Southern District of Texas.
(D) the United States District Court for the Western District of Louisiana.
(E) the United States District Court for the Eastern District of Louisiana.",the United States District Court for the Middle District of Louisiana.,the United States Court of Appeals for the Fifth Circuit.,the United States District Court for the Southern District of Texas.,the United States District Court for the Western District of Louisiana.,the United States District Court for the Eastern District of Louisiana.,(A),"According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to the United States District Court for the Middle District of Louisiana.",GoAuto removed the case to the United States District Court for the Middle District of Louisiana.,accepted: Shorter suffix is coherent and preserves the same fact.
legal,Williams_v_GoAuto_Insurance,17,30,"According to the opinion in ""Williams v. GoAuto Insurance"", under La. Rev. Stat. § 9:3550(G)(3)(a)(iv), copies of the notice of cancellation must be sent to all persons shown by the premium finance agreement to have",an interest in any loss which may occur thereunder,"According to the opinion in ""Williams v. GoAuto Insurance"", under La. Rev. Stat. § 9:3550(G)(3)(a)(iv), copies of the notice of cancellation must be sent to all persons shown by the premium finance agreement to have an",interest in any loss which may occur thereunder,"According to the opinion in ""Williams v. GoAuto Insurance Company"", under La. Rev. Stat. § 9:3550(G)(3)(a)(iv), copies of the notice of cancellation must be sent to all persons shown by the premium finance agreement to have what in any loss which may occur under the policy?","According to the opinion in ""Williams v. GoAuto Insurance"", under La. Rev. Stat. § 9:3550(G)(3)(a)(iv), copies of the notice of cancellation must be sent to all persons shown by the premium finance agreement to have
(A) an interest in any loss which may occur thereunder
(B) an insurable interest in the policy proceeds
(C) a security interest in the insured property
(D) a right to receive any unearned premiums upon cancellation
(E) a valid power of attorney under the finance agreement",an interest in any loss which may occur thereunder,an insurable interest in the policy proceeds,a security interest in the insured property,a right to receive any unearned premiums upon cancellation,a valid power of attorney under the finance agreement,(A),"According to the opinion in ""Williams v. GoAuto Insurance"", under La. Rev. Stat. § 9:3550(G)(3)(a)(iv), copies of the notice of cancellation must be sent to all persons shown by the premium finance agreement to have an interest in any loss which may occur thereunder","(iv) Copies of the notice of cancellation were sent to all persons shown by the premium finance agreement to have an interest in any loss which may occur thereunder, specifying the names and addresses of any governmental agencies, holders of a security interest in the insured property, or third parties to whom the insurance premium finance company has sent notice of cancellation. La. Rev. Stat. § 9:3550(G)(3)(a)(i)–(iv).",accepted: Shorter suffix is coherent and preserves the same fact.
legal,Williams_v_GoAuto_Insurance,18,33,"According to the opinion in ""Williams v. GoAuto Insurance"", one function served by strict adherence to Louisiana’s statute for cancelling financed insurance policies is that",it provides a clear method of fixing the exact time and date of cancellation,"According to the opinion in ""Williams v. GoAuto Insurance"", one function served by strict adherence to Louisiana’s statute for cancelling financed insurance policies is that it provides a clear method of",fixing the exact time and date of cancellation,"According to the opinion in ""Williams v. GoAuto Insurance Company"", Louisiana courts said strict adherence to the statute for cancelling financed insurance policies serves two functions. What is the first function, as described in the opinion?","According to the opinion in ""Williams v. GoAuto Insurance"", one function served by strict adherence to Louisiana’s statute for cancelling financed insurance policies is that
(A) it satisfies due process by guaranteeing the insured a pre-cancellation opportunity to be heard
(B) it establishes the insurer’s good-faith basis for denying coverage after a premium default
(C) it creates a presumption that the insured knowingly waived coverage by failing to pay
(D) it provides a clear method of fixing the exact time and date of cancellation
(E) it documents which governmental agencies, lienholders, and third parties were notified of cancellation",it satisfies due process by guaranteeing the insured a pre-cancellation opportunity to be heard,it establishes the insurer’s good-faith basis for denying coverage after a premium default,it creates a presumption that the insured knowingly waived coverage by failing to pay,it provides a clear method of fixing the exact time and date of cancellation,"it documents which governmental agencies, lienholders, and third parties were notified of cancellation",(D),"According to the opinion in ""Williams v. GoAuto Insurance"", one function served by strict adherence to Louisiana’s statute for cancelling financed insurance policies is that it provides a clear method of fixing the exact time and date of cancellation","Strict adherence to the statute “serves two functions: (1) it provides a clear method of fixing the exact time and date of cancellation, and (2) it grants a minimum time during which the default may be cured.”",accepted: Shorter suffix is coherent and preserves the same fact.
legal,Williams_v_GoAuto_Insurance,19,32,"According to the opinion in ""Williams v. GoAuto Insurance"", where Louisiana courts held that strict adherence to the statutory cancellation requirements is needed when a premium finance company seeks to cancel an insurance policy, the finance company must exercise",its power of attorney to cancel an insurance policy.,"According to the opinion in ""Williams v. GoAuto Insurance"", where Louisiana courts held that strict adherence to the statutory cancellation requirements is needed when a premium finance company seeks to cancel an insurance policy, the finance company must exercise its",power of attorney to cancel an insurance policy.,"In the case ""Williams v. GoAuto Insurance Company"", Louisiana courts said that strict adherence to the statutory cancellation requirements is needed when a premium finance company seeks to cancel an insurance policy. What must the finance company exercise in order to cancel the policy under that rule?","According to the opinion in ""Williams v. GoAuto Insurance"", where Louisiana courts held that strict adherence to the statutory cancellation requirements is needed when a premium finance company seeks to cancel an insurance policy, the finance company must exercise
(A) its power of attorney to cancel an insurance policy.
(B) its contractual option to accelerate the unpaid premium balance.
(C) its security interest in the insured property upon default.
(D) its right of subrogation to recover amounts owed under the policy.
(E) its authority as the insurer's agent to terminate coverage.",its power of attorney to cancel an insurance policy.,its contractual option to accelerate the unpaid premium balance.,its security interest in the insured property upon default.,its right of subrogation to recover amounts owed under the policy.,its authority as the insurer's agent to terminate coverage.,(A),"According to the opinion in ""Williams v. GoAuto Insurance"", where Louisiana courts held that strict adherence to the statutory cancellation requirements is needed when a premium finance company seeks to cancel an insurance policy, the finance company must exercise its power of attorney to cancel an insurance policy.",Louisiana courts require strict adherence to these statutory requirements when a finance company exercises its power of attorney to cancel an insurance policy.”,accepted: Shorter suffix is coherent and preserves the same fact.
legal,Williams_v_GoAuto_Insurance,24,40,"According to the opinion in ""Williams v. GoAuto Insurance"", APAC’s request for cancellation states that copies of the notices are enclosed and",the affidavit proof of mailing is available upon request.,"According to the opinion in ""Williams v. GoAuto Insurance"", APAC’s request for cancellation states that copies of the notices are enclosed and the",affidavit proof of mailing is available upon request.,"In the case ""Williams v. GoAuto Insurance Company"", APAC’s request for cancellation states that copies of the notices are enclosed. What proof does the request say is available upon request?","According to the opinion in ""Williams v. GoAuto Insurance"", APAC’s request for cancellation states that copies of the notices are enclosed and
(A) a valid power of attorney is on file with APAC.
(B) the insured’s default has not been timely cured.
(C) copies were sent to all persons shown by the Premium Finance Agreement to have an interest in the policy.
(D) the certified-mail return receipt is attached for verification.
(E) the affidavit proof of mailing is available upon request.",a valid power of attorney is on file with APAC.,the insured’s default has not been timely cured.,copies were sent to all persons shown by the Premium Finance Agreement to have an interest in the policy.,the certified-mail return receipt is attached for verification.,the affidavit proof of mailing is available upon request.,(E),"According to the opinion in ""Williams v. GoAuto Insurance"", APAC’s request for cancellation states that copies of the notices are enclosed and the affidavit proof of mailing is available upon request.",Copies of the notices are enclosed and the affidavit proof of mailing is available upon request.,accepted: Shorter suffix is coherent and preserves the same fact.
