document,row_1based_before_drop,target,probe,fact,reason,candidate_target,score,candidate_source_ok,v12_raw_knowledge_statement
arxiv/FeatLLM,215,directly embedding them.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in-context learning incorporates few-shot training samples into the input prompt without tuning by","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in-context learning incorporates few-shot training samples into the input prompt without tuning by directly embedding them.",target_not_exact_source_span,directly embeds,0.837,True,In-context learning directly embeds few-shot training samples into the input prompt without tuning.
arxiv/FeatLLM,266,their informativeness.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors use a simple experiment to investigate what property of the rule-based features generated by FeatLLM for practical tasks","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors use a simple experiment to investigate what property of the rule-based features generated by FeatLLM for practical tasks their informativeness.
",target_not_exact_source_span,the informativeness,1.050,True,We conduct a simple experiment to investigate the informativeness of rule-based features generated by \textsf{FeatLLM} in solving practical tasks.
arxiv/FeatLLM,286,the number of ensembles and the number of rules per class extracted during each LLM query.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors conducted experiments to investigate how affect performance.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors conducted experiments to investigate how affect performance. the number of ensembles and the number of rules per class extracted during each LLM query.
",target_not_exact_source_span,We conducted experiments to investigate the impact of these hyper-parameters on performance.,0.433,True,We conducted experiments to investigate the impact of these hyper-parameters on performance.
arxiv/GSPO,103," $\nabla_{\theta} \log \pi_{\theta} (y_{i,t} | x, y_{i,<t})$.","According to the paper **""Group Sequence Policy Optimization""**, in the final line of the GSPO-token gradient derivation in Equation \eqref{equ:gspo-token_grad}, the expression multiplied by $\widehat{A}_{i,t}$ inside the token-level sum over $t$ is","According to the paper **""Group Sequence Policy Optimization""**, in the final line of the GSPO-token gradient derivation in Equation \eqref{equ:gspo-token_grad}, the expression multiplied by $\widehat{A}_{i,t}$ inside the token-level sum over $t$ is $\nabla_{\theta} \log \pi_{\theta} (y_{i,t} | x, y_{i,<t})$.",target_not_exact_source_span,"(y_{i,t} | x, y_{i,<t})",1.100,True,"The gradient of GSPO-token can be derived as:

\begin{align}
\nabla_{\theta} \mathcal{J}_\text{GSPO-token}(\theta)
=&\ 
\nabla_{\theta} \mathbb{E}_{ x \sim \mathcal{D},\, \{y_i\}_{i=1}^G \sim \pi_{\theta_\text{old}}( \cdot | x) }
\left[ 
\frac{1}{G} \sum_{i=1}^{G}
\frac{1}{|y_i|} \sum_{t=1}^{|y_i|} 
s_{i,t}(\theta) \widehat{A}_{i,t}
\right] \\
=&\ 
\mathbb{E}_{ x \sim \mathcal{D},\, \{y_i\}_{i=1}^G \sim \pi_{\theta_\text{old}}( \cdot | x) }
\left[ 
\frac{1}{G} \sum_{i=1}^{G} s_i (\theta) \cdot \frac{1}{|y_i|} \sum_{t=1}^{|y_i|} 
\widehat{A}_{i,t} \frac{ \nabla_{\theta} \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }
\right] \\
=&\ 
\mathbb{E}_{ x \sim \mathcal{D},\, \{y_i\}_{i=1}^G \sim \pi_{\theta_\text{old}}( \cdot | x) }
\left[ 
\frac{1}{G} \sum_{i=1}^{G}  \left( \frac{ \pi_{\theta} (y_i | x) }{ \pi_{\theta_\text{old}} (y_i | x)} \right)^{\frac{1}{|y_i|}}
\cdot \frac{1}{|y_i|} \sum_{t=1}^{|y_i|}
\widehat{A}_{i,t} \nabla_{\theta} \log \pi_{\theta} (y_{i,t} | x, y_{i,<t})  
\right].
\label{equ:gspo-token_grad}
\end{align}"
arxiv/LongRoPE,23, $>1000k$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when discussing why extending a pre-trained LLM context window is particularly challenging, the authors say the extension introduces more than 90% new positions from 4k to","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when discussing why extending a pre-trained LLM context window is particularly challenging, the authors say the extension introduces more than 90% new positions from 4k to $>1000k$.",target_not_exact_source_span,$>$1000k,1.100,True,This is particularly challenging when an extension from 4k to  $>$1000k introduces more than 90\% new positions.
arxiv/LongRoPE,40,incorporating multidimensional non-uniformities into positional interpolation.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", information in the original RoPE can be effectively retained during positional interpolation by","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", information in the original RoPE can be effectively retained during positional interpolation by incorporating multidimensional non-uniformities into positional interpolation.",target_not_exact_source_span,considering these non-uniformities into positional interpolation,0.909,True,"\textbf{(2)} By considering these non-uniformities into positional interpolation, we can effectively retain information in the original RoPE,  particularly key dimensions and token positions."
arxiv/LongRoPE,53,the searched 256k length.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after the progressive extension strategy searches for a 256k length on the pretrained LLM, the model is fine-tuned under","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after the progressive extension strategy searches for a 256k length on the pretrained LLM, the model is fine-tuned under the searched 256k length.",target_not_exact_source_span,searching for a 256k length,0.806,True,The strategy begins by searching for a 256k length on the pre-trained LLM and fine-tuning it under this length.
arxiv/LongRoPE,74, $\theta^{2/d}$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the unified formulation for positional interpolation methods used to extend the context window from $L$ to $L'$, $\beta$ is defined, when $\lambda$ denotes the actual rescale factor related to $s$, as","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the unified formulation for positional interpolation methods used to extend the context window from $L$ to $L'$, $\beta$ is defined, when $\lambda$ denotes the actual rescale factor related to $s$, as $\theta^{2/d}$.",target_not_exact_source_span,$\beta=\theta^{2/d}$,1.100,True,"Let $\beta=\theta^{2/d}$, and $\lambda$ denote the actual rescale factor related to $s$, we   unify these positional interpolation methods as follows:

\begin{equation}	
	\fontsize{7.5}{7.5} \selectfont
	\label{eq:unified_rope}
	\begin{aligned}
		\left[cos\left(\frac{n}{\lambda(\beta)^0}\right), sin \left(\frac{n}{\lambda(\beta)^0}\right), cos\left(\frac{n}{\lambda(\beta)^1}\right), \cdot\cdot\cdot,  sin \left(\frac{n}{\lambda(\beta)^{d/2-1}}\right) \right]   
	\end{aligned}
\end{equation}"
arxiv/LongRoPE,148, $1/\lambda_i$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the search space design for optimizing RoPE rescale factors, \hat{\lambda}_{i} is defined in terms of \lambda_i as","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the search space design for optimizing RoPE rescale factors, \hat{\lambda}_{i} is defined in terms of \lambda_i as $1/\lambda_i$.",target_not_exact_source_span,$\hat{\lambda}_{i}=1/\lambda_i$.,0.850,True,"To simply search space design, we search $\lambda_i$ and $\hat{n}$ instead of searching for $\mathbb{I}(\hat{\lambda}_{i},\hat{n})$, where  $\hat{\lambda}_{i}=1/\lambda_i$."
arxiv/LongRoPE,151,"$\{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}$","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in their positional interpolation search space, the authors empirically allow $\hat{n}$ to search from","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in their positional interpolation search space, the authors empirically allow $\hat{n}$ to search from $\{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}$",target_not_exact_source_span,"\{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}.",1.100,True,"Empirically, we allow $\hat{n}$ to search from \{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}."
arxiv/LongRoPE,152, $4\times10^{167}$,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of the evolution-based search space for positional interpolation solutions, a $s=4\times$ extension leads to the following number of choices:","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of the evolution-based search space for positional interpolation solutions, a $s=4\times$ extension leads to the following number of choices: $4\times10^{167}$",target_not_exact_source_span,$400^{128/2}\times14$=4$\times10^{167}$,0.600,True,"For example, a $s=4\times$ extension leads to  $400^{128/2}\times14$=4$\times10^{167}$ choices."
arxiv/LongRoPE,166,only RoPE configurations satisfying the constraint.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after imposing the monotonicity constraint, which RoPE configurations are applied to the LLM for perplexity evaluation","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after imposing the monotonicity constraint, which RoPE configurations are applied to the LLM for perplexity evaluation only RoPE configurations satisfying the constraint.",target_not_exact_source_span,Only RoPE that satisfies this constraint,0.856,True,"Only RoPE that satisfies this constraint is applied to LLM for perplexity evaluation, significantly reducing the search costs."
arxiv/LongRoPE,207, ${\frac{1}{\lambda}_{i}}$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimization problem for rescaling RoPE rotation angles, $\mathbb{I}(\hat{\lambda}_{i},\hat{n})$ when $n\geq\hat{n}$ is","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimization problem for rescaling RoPE rotation angles, $\mathbb{I}(\hat{\lambda}_{i},\hat{n})$ when $n\geq\hat{n}$ is ${\frac{1}{\lambda}_{i}}$.",target_not_exact_source_span,{\frac{1}{\lambda}_{i}}&\mbox{\,1.100,True,"The optimization problem is then formulated as follows:

\begin{equation}
\begin{gathered}
		\label{eq:problem}

\underset {\mathbf{x}\in\mathbf{X}; \, |\mathbf{x}|\ge L'}{ \operatorname {arg\,min} } \,  \mathcal{L}\, \left( \text{LLM} (\text{RoPE}, \mathbf{X})\right),	\text{where \;} 
\\
\scalebox{0.93}{
$\underset {\begin{subarray}{l} i=0,\cdot\cdot,\frac{d}{2}-1;\\ n\in[ 0,|\mathbf{x}|);\end{subarray}}{\text{RoPE}_(n)}= {\left[\cdot\cdot,cos\left(\mathbb{I}(\hat{\lambda}_{i}, \hat{n})\times\frac{n}{\beta^i}\right),  sin\left(\mathbb{I}(\hat{\lambda}_{i}, \hat{n})\times\frac{n}{\beta^i}\right),\cdot\cdot\right] }$}\\
	\text{where \;} \mathbb{I}(\hat{\lambda}_{i},\hat{n})=\begin{cases}
	1&\mbox{\;  $n<\hat{n}$}\\
{\frac{1}{\lambda}_{i}}&\mbox{\; $n\geq\hat{n}$}
\end{cases}
	\end{gathered}
\end{equation}"
arxiv/LongRoPE,214,the initial $\hat{n}$-1 token positions.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the rescale factor $\hat\lambda_i$ does not take effect for","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the rescale factor $\hat\lambda_i$ does not take effect for the initial $\hat{n}$-1 token positions.",target_not_exact_source_span,initial $\hat{n}$-1 token positions,1.031,True,"For initial $\hat{n}$-1 token positions, the rescale factor $\hat\lambda_{i}$ will not take effect, and the original RoPE rotary angle $\frac{n}{\beta^i}$ is used."
arxiv/LongRoPE,223,$1/\lambda_i$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the search space design for RoPE rescale factors, when the authors search $\lambda_i$ and $\hat{n}$ instead of $\mathbb{I}(\hat{\lambda}_{i},\hat{n})$, $\hat{\lambda}_{i}$ is defined as","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the search space design for RoPE rescale factors, when the authors search $\lambda_i$ and $\hat{n}$ instead of $\mathbb{I}(\hat{\lambda}_{i},\hat{n})$, $\hat{\lambda}_{i}$ is defined as $1/\lambda_i$.",target_not_exact_source_span,$\hat{\lambda}_{i}=1/\lambda_i$.,0.850,True,"To simply search space design, we search $\lambda_i$ and $\hat{n}$ instead of searching for $\mathbb{I}(\hat{\lambda}_{i},\hat{n})$, where  $\hat{\lambda}_{i}=1/\lambda_i$."
arxiv/LongRoPE,226," $\{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}$","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the set of values that $\hat{n}$ is allowed to search from empirically in the positional interpolation search space is","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the set of values that $\hat{n}$ is allowed to search from empirically in the positional interpolation search space is $\{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}$",target_not_exact_source_span,"\{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}.",1.100,True,"Empirically, we allow $\hat{n}$ to search from \{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}."
arxiv/LongRoPE,229, $4\times10^{167}$ choices.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of the evolution-based search space for positional interpolation solutions, a $s=4\times$ extension leads to","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of the evolution-based search space for positional interpolation solutions, a $s=4\times$ extension leads to $4\times10^{167}$ choices.",target_not_exact_source_span,$400^{128/2}\times14$=4$\times10^{167}$ choices.,0.782,True,"For example, a $s=4\times$ extension leads to  $400^{128/2}\times14$=4$\times10^{167}$ choices."
arxiv/LongRoPE,234,by randomly mutating the three rescale factors.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the remaining $P-3$ individuals are generated","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the remaining $P-3$ individuals are generated by randomly mutating the three rescale factors.",target_not_exact_source_span,randomly mutate the three rescale factors,1.020,True,"For the remaining $P$-3 individuals, we randomly mutate the three rescale factors with a probability of $p$."
arxiv/LongRoPE,242,only RoPE configurations satisfying the constraint.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", which RoPE configurations are applied to the LLM for perplexity evaluation after imposing $\lambda_i \le \lambda_{i+1}$","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", which RoPE configurations are applied to the LLM for perplexity evaluation after imposing $\lambda_i \le \lambda_{i+1}$ only RoPE configurations satisfying the constraint.
",target_not_exact_source_span,Only RoPE that satisfies this constraint,0.856,True,"Only RoPE that satisfies this constraint is applied to LLM for perplexity evaluation, significantly reducing the search costs."
arxiv/LongRoPE,295,$P=64$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", for target window sizes within 256k, LongRoPE uses population size","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", for target window sizes within 256k, LongRoPE uses population size $P=64$.",target_not_exact_source_span,$P$=64,1.100,True,"For target window size within 256k, we use:  $P$=64, $N_1$=$N_2$=16, $p$=0.3, $\mathcal{T}$=40, and select top-32 for mutation/crossover in each iteration."
arxiv/LongRoPE,296,$N_1=N_2=16$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", for target window sizes within 256k, LongRoPE uses mutation and crossover sizes","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", for target window sizes within 256k, LongRoPE uses mutation and crossover sizes $N_1=N_2=16$.",target_not_exact_source_span,$N_1$=$N_2$=16,1.100,True,"For target window size within 256k, we use:  $P$=64, $N_1$=$N_2$=16, $p$=0.3, $\mathcal{T}$=40, and select top-32 for mutation/crossover in each iteration."
arxiv/OFT,84, the original control signal,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the control consistency metric, the estimated control signal is compared with:","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the control consistency metric for controllable generation, the control signal estimated from the generated image is compared with the original control signal.
",target_not_exact_source_span,the origin control signal.,1.062,True,This core idea is to estimate the control signal from the generated image and then compare it with the origin control signal.
arxiv/OFT,157, $\| \bm{M} - \bm{M}^0\|$,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", according to the discussion of conventional finetuning with a small learning rate, standard finetuning is essentially aiming to minimize the quantity between the finetuned model weights $\bm{M}$ and the pretrained model weights $\bm{M}^0$:","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", according to the discussion of conventional finetuning with a small learning rate, standard finetuning is essentially aiming to minimize the quantity between the finetuned model weights $\bm{M}$ and the pretrained model weights $\bm{M}^0$: $\| \bm{M} - \bm{M}^0\|$",target_not_exact_source_span,\bm{M} - \bm{M}^0\|$,1.100,True,"The small learning rate implicitly encourages a small deviation from the pretrained model, and the standard finetuning essentially aims to train the model while implicitly minimizing $\thickmuskip=2mu \medmuskip=2mu \| \bm{M} - \bm{M}^0\|$ where $\bm{M}$ is the finetuned model weights and $\bm{M}^0$ is the pretrained model weights."
arxiv/OFT,162, $\text{rank}(\bm{M} - \bm{M}^0)=r'$.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when discussing LoRA as compared with standard finetuning, the low-rank constraint imposed on the weight update is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when discussing LoRA as compared with standard finetuning, the low-rank constraint imposed on the weight update is $\text{rank}(\bm{M} - \bm{M}^0)=r'$.",target_not_exact_source_span,\text{rank}(\bm{M} - \bm{M}^0)=r'$,1.100,True,"To address this, LoRA introduces an additional low-rank constraint for the weight update, \emph{i.e.}, $\thickmuskip=2mu \medmuskip=2mu \text{rank}(\bm{M} - \bm{M}^0)=r'$ where $r'$ is set to be some small number."
arxiv/OFT,165, $\| \text{HE}(\bm{M})-\text{HE}(\bm{M}^0) \|=0$,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT introduces the constraint on pair-wise neuron similarity between the updated weight matrix $\bm{M}$ and the pretrained weight matrix $\bm{M}^0$ as","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT introduces the constraint on pair-wise neuron similarity between the updated weight matrix $\bm{M}$ and the pretrained weight matrix $\bm{M}^0$ as $\| \text{HE}(\bm{M})-\text{HE}(\bm{M}^0) \|=0$",target_not_exact_source_span,\text{HE}(\bm{M})-\text{HE}(\bm{M}^0) \|=0$,1.100,True,"Different from LoRA, OFT introduces a constraint for the pair-wise neuron similarity: $\thickmuskip=2mu \medmuskip=2mu \| \text{HE}(\bm{M})-\text{HE}(\bm{M}^0) \|=0$ where $\text{HE}(\cdot)$ denotes hyperspherical energy of a weight matrix."
arxiv/OFT,166," $\bm{W}=\{\bm{w}_1,\cdots,\bm{w}_n\}\in\mathbb{R}^{d\times n}$","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the illustrative example of a fully connected layer used to explain OFT, the notation the authors use for that layer is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the illustrative example of a fully connected layer used to explain OFT, the notation the authors use for that layer is $\bm{W}=\{\bm{w}_1,\cdots,\bm{w}_n\}\in\mathbb{R}^{d\times n}$",target_not_exact_source_span,"\bm{W}=\{\bm{w}_1,\cdots,\bm{w}_n\}\in\mathbb{R}^{d\times n}$",1.100,True,"As an illustrative example, we consider a fully connected layer $\thickmuskip=2mu \medmuskip=2mu \bm{W}=\{\bm{w}_1,\cdots,\bm{w}_n\}\in\mathbb{R}^{d\times n}$ where $\bm{w}_i\in\mathbb{R}^{d}$ is the $i$-th neuron ($\bm{W}^0$ is the pretrained weights)."
arxiv/OFT,167,$\mathbb{R}^{d}$.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the illustrative fully connected layer example, each neuron $\bm{w}_i$ belongs to","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the illustrative fully connected layer example, each neuron $\bm{w}_i$ belongs to $\mathbb{R}^{d}$.",target_not_exact_source_span,$\bm{w}_i\in\mathbb{R}^{d}$,0.700,True,"As an illustrative example, we consider a fully connected layer $\thickmuskip=2mu \medmuskip=2mu \bm{W}=\{\bm{w}_1,\cdots,\bm{w}_n\}\in\mathbb{R}^{d\times n}$ where $\bm{w}_i\in\mathbb{R}^{d}$ is the $i$-th neuron ($\bm{W}^0$ is the pretrained weights)."
arxiv/OFT,168, $\bm{z}=\bm{W}^\top\bm{x}$,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the illustrative example of a fully connected layer with weight matrix $\bm{W}\in\mathbb{R}^{d\times n}$ and input vector $\bm{x}\in\mathbb{R}^d$, the output vector $\bm{z}\in\mathbb{R}^n$ is computed as","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the illustrative example of a fully connected layer with weight matrix $\bm{W}\in\mathbb{R}^{d\times n}$ and input vector $\bm{x}\in\mathbb{R}^d$, the output vector $\bm{z}\in\mathbb{R}^n$ is computed as $\bm{z}=\bm{W}^\top\bm{x}$",target_not_exact_source_span,\bm{z}=\bm{W}^\top\bm{x}$,1.100,True,The output vector $\thickmuskip=2mu \medmuskip=2mu \bm{z}\in\mathbb{R}^n$ of this fully connected layer is computed by $\thickmuskip=2mu \medmuskip=2mu \bm{z}=\bm{W}^\top\bm{x}$ where $\thickmuskip=2mu \medmuskip=2mu \bm{x}\in\mathbb{R}^d$ is the input vector.
arxiv/OFT,169,$\bm{x}\in\mathbb{R}^d$.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the fully connected layer example used to explain OFT, the notation for the input vector is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the fully connected layer example used to explain OFT, the notation for the input vector is $\bm{x}\in\mathbb{R}^d$.",target_not_exact_source_span,\bm{x}\in\mathbb{R}^d$,1.100,True,The output vector $\thickmuskip=2mu \medmuskip=2mu \bm{z}\in\mathbb{R}^n$ of this fully connected layer is computed by $\thickmuskip=2mu \medmuskip=2mu \bm{z}=\bm{W}^\top\bm{x}$ where $\thickmuskip=2mu \medmuskip=2mu \bm{x}\in\mathbb{R}^d$ is the input vector.
arxiv/OFT,171, $\text{HE}(\bm{W}):= \sum_{i\neq j} \|\hat{\bm{w}}_i-\hat{\bm{w}}_j\|^{-1}$,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the hyperspherical energy of a fully connected layer $\bm{W}$ in terms of its normalized neurons $\hat{\bm{w}}_i$ is defined as","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the hyperspherical energy of a fully connected layer $\bm{W}$ in terms of its normalized neurons $\hat{\bm{w}}_i$ is defined as $\text{HE}(\bm{W}):= \sum_{i\neq j} \|\hat{\bm{w}}_i-\hat{\bm{w}}_j\|^{-1}$",target_not_exact_source_span,\text{HE}(\bm{W}):= \sum_{i\neq j} \|\hat{\bm{w}}_i-\hat{\bm{w}}_j\|^{-1}$.,1.100,True,"OFT can be interpreted as minimizing the hyperspherical energy difference between the finetuned model and the pretrained model:

\begin{equation}\label{eq:oft_principle}
\footnotesize
\min_{\bm{W}} \left\| \text{HE}(\bm{W})-\text{HE}(\bm{W}^0)\right\|~~\Leftrightarrow~~\min_{\bm{W}} \bigg{\|} \sum_{i\neq j} \|\hat{\bm{w}}_i-\hat{\bm{w}}_j\|^{-1}-\sum_{i\neq j} \|\hat{\bm{w}}^0_i-\hat{\bm{w}}^0_j\|^{-1}\bigg{\|}
\end{equation}

where $\thickmuskip=2mu \medmuskip=2mu \hat{\bm{w}}_i:=\bm{w}_i/\|\bm{w}_i\|$ denotes the $i$-th normalized neuron, and the hyperspherical energy of a fully connected layer $\bm{W}$ is defined as $\thickmuskip=2mu \medmuskip=2mu \text{HE}(\bm{W}):= \sum_{i\neq j} \|\hat{\bm{w}}_i-\hat{\bm{w}}_j\|^{-1}$."
arxiv/OFT,174, $\bm{W}=\bm{R}\bm{W}^0$,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when the minimum of the hyperspherical energy matching objective is achieved up to a rotation or reflection, the equation gives the relationship between the fully connected layer weights $\bm{W}$ and the pretrained weights $\bm{W}^0$ as","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when the minimum of the hyperspherical energy matching objective is achieved up to a rotation or reflection, the equation gives the relationship between the fully connected layer weights $\bm{W}$ and the pretrained weights $\bm{W}^0$ as $\bm{W}=\bm{R}\bm{W}^0$",target_not_exact_source_span,\bm{W}=\bm{R}\bm{W}^0$,1.100,True,"The minimum can be achieved as long as $\bm{W}$ and $\bm{W}^0$ differ only up to a rotation or reflection, \emph{i.e.}, $\thickmuskip=2mu \medmuskip=2mu \bm{W}=\bm{R}\bm{W}^0$ in which $\thickmuskip=2mu \medmuskip=2mu \bm{R}\in\mathbb{R}^{d\times d}$ is an orthogonal matrix (The determinant $1$ or $-1$ means rotation or reflection, respectively)."
arxiv/OFT,179, $\bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x}$,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", for a pretrained fully connected layer in OFT, the new forward pass expression after replacing the original weights with the orthogonally finetuned weights is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", for a pretrained fully connected layer in OFT, the new forward pass expression after replacing the original weights with the orthogonally finetuned weights is $\bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x}$",target_not_exact_source_span,"\bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x},~~~\text{s.t.}~\bm{R}^\top\bm{R}=\bm{R}\bm{R}^\top=\bm{I}",0.750,True,"Formally, OFT seeks to optimize the orthogonal matrix $\thickmuskip=2mu \medmuskip=2mu \bm{R}\in\mathbb{R}^{d \times d}$ for a pretrained fully connected layer $\thickmuskip=2mu \medmuskip=2mu\bm{W}^0\in\mathbb{R}^{d\times n}$, changing the forward pass from $\thickmuskip=2mu \medmuskip=2mu\bm{z}=(\bm{W}^0)^\top\bm{x}$ to

\begin{equation}\label{eq:oft_general}
    \footnotesize
    \bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x},~~~\text{s.t.}~\bm{R}^\top\bm{R}=\bm{R}\bm{R}^\top=\bm{I}
\end{equation}

where $\bm{W}$ denotes the OFT-finetuned weight matrix and $\bm{I}$ is an identity matrix."
