source,domain,paraphrase_idx,source_chunks,source_tokens,paraphrase_chunks,paraphrase_tokens,delta_chunks,delta_tokens,longer_tokens,longer_chunks,path
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,0,2,4108,2,4408,0,300,True,False,data/medical/paraphrased/Acute_neurological_Behets_disease_complicated_by_a_syndrome/0.txt
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,1,2,4108,2,4460,0,352,True,False,data/medical/paraphrased/Acute_neurological_Behets_disease_complicated_by_a_syndrome/1.txt
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,2,2,4108,2,4359,0,251,True,False,data/medical/paraphrased/Acute_neurological_Behets_disease_complicated_by_a_syndrome/2.txt
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,3,2,4108,2,4427,0,319,True,False,data/medical/paraphrased/Acute_neurological_Behets_disease_complicated_by_a_syndrome/3.txt
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,4,2,4108,2,4553,0,445,True,False,data/medical/paraphrased/Acute_neurological_Behets_disease_complicated_by_a_syndrome/4.txt
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,5,2,4108,2,4424,0,316,True,False,data/medical/paraphrased/Acute_neurological_Behets_disease_complicated_by_a_syndrome/5.txt
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,6,2,4108,2,4483,0,375,True,False,data/medical/paraphrased/Acute_neurological_Behets_disease_complicated_by_a_syndrome/6.txt
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,7,2,4108,2,4498,0,390,True,False,data/medical/paraphrased/Acute_neurological_Behets_disease_complicated_by_a_syndrome/7.txt
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,8,2,4108,2,4491,0,383,True,False,data/medical/paraphrased/Acute_neurological_Behets_disease_complicated_by_a_syndrome/8.txt
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,0,1,3889,1,4078,0,189,True,False,data/medical/paraphrased/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/0.txt
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,1,1,3889,1,4016,0,127,True,False,data/medical/paraphrased/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/1.txt
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,2,1,3889,1,4014,0,125,True,False,data/medical/paraphrased/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/2.txt
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,3,1,3889,1,4074,0,185,True,False,data/medical/paraphrased/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/3.txt
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,4,1,3889,1,4026,0,137,True,False,data/medical/paraphrased/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/4.txt
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,5,1,3889,1,4011,0,122,True,False,data/medical/paraphrased/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/5.txt
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,6,1,3889,1,4041,0,152,True,False,data/medical/paraphrased/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/6.txt
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,7,1,3889,1,3988,0,99,True,False,data/medical/paraphrased/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/7.txt
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,8,1,3889,1,4024,0,135,True,False,data/medical/paraphrased/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/8.txt
medical,Central_hypoventilation_and_choking_episodes_revealing_Chiar,0,1,3813,2,4404,1,591,True,True,data/medical/paraphrased/Central_hypoventilation_and_choking_episodes_revealing_Chiar/0.txt
medical,Central_hypoventilation_and_choking_episodes_revealing_Chiar,1,1,3813,2,4393,1,580,True,True,data/medical/paraphrased/Central_hypoventilation_and_choking_episodes_revealing_Chiar/1.txt
medical,Central_hypoventilation_and_choking_episodes_revealing_Chiar,2,1,3813,2,4338,1,525,True,True,data/medical/paraphrased/Central_hypoventilation_and_choking_episodes_revealing_Chiar/2.txt
medical,Central_hypoventilation_and_choking_episodes_revealing_Chiar,3,1,3813,2,4358,1,545,True,True,data/medical/paraphrased/Central_hypoventilation_and_choking_episodes_revealing_Chiar/3.txt
medical,Central_hypoventilation_and_choking_episodes_revealing_Chiar,4,1,3813,2,4351,1,538,True,True,data/medical/paraphrased/Central_hypoventilation_and_choking_episodes_revealing_Chiar/4.txt
medical,Central_hypoventilation_and_choking_episodes_revealing_Chiar,5,1,3813,2,4415,1,602,True,True,data/medical/paraphrased/Central_hypoventilation_and_choking_episodes_revealing_Chiar/5.txt
medical,Central_hypoventilation_and_choking_episodes_revealing_Chiar,6,1,3813,2,4359,1,546,True,True,data/medical/paraphrased/Central_hypoventilation_and_choking_episodes_revealing_Chiar/6.txt
medical,Central_hypoventilation_and_choking_episodes_revealing_Chiar,7,1,3813,2,4381,1,568,True,True,data/medical/paraphrased/Central_hypoventilation_and_choking_episodes_revealing_Chiar/7.txt
medical,Central_hypoventilation_and_choking_episodes_revealing_Chiar,8,1,3813,2,4374,1,561,True,True,data/medical/paraphrased/Central_hypoventilation_and_choking_episodes_revealing_Chiar/8.txt
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,0,1,3952,2,4296,1,344,True,True,data/medical/paraphrased/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/0.txt
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,1,1,3952,2,4264,1,312,True,True,data/medical/paraphrased/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/1.txt
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,2,1,3952,2,4330,1,378,True,True,data/medical/paraphrased/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/2.txt
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,3,1,3952,2,4270,1,318,True,True,data/medical/paraphrased/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/3.txt
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,4,1,3952,2,4318,1,366,True,True,data/medical/paraphrased/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/4.txt
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,5,1,3952,2,4231,1,279,True,True,data/medical/paraphrased/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/5.txt
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,6,1,3952,2,4300,1,348,True,True,data/medical/paraphrased/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/6.txt
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,7,1,3952,2,4319,1,367,True,True,data/medical/paraphrased/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/7.txt
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,8,1,3952,2,4247,1,295,True,True,data/medical/paraphrased/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/8.txt
medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,0,1,3820,2,4254,1,434,True,True,data/medical/paraphrased/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/0.txt
medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,1,1,3820,2,4277,1,457,True,True,data/medical/paraphrased/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/1.txt
medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,2,1,3820,2,4278,1,458,True,True,data/medical/paraphrased/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/2.txt
medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,3,1,3820,2,4335,1,515,True,True,data/medical/paraphrased/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/3.txt
medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,4,1,3820,2,4263,1,443,True,True,data/medical/paraphrased/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/4.txt
medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,5,1,3820,2,4208,1,388,True,True,data/medical/paraphrased/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/5.txt
medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,6,1,3820,2,4250,1,430,True,True,data/medical/paraphrased/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/6.txt
medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,7,1,3820,2,4335,1,515,True,True,data/medical/paraphrased/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/7.txt
medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,8,1,3820,2,4370,1,550,True,True,data/medical/paraphrased/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/8.txt
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,0,1,3962,2,4229,1,267,True,True,data/medical/paraphrased/Immunemediated_necrotising_myopathy_following_semaglutide_tr/0.txt
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,1,1,3962,2,4224,1,262,True,True,data/medical/paraphrased/Immunemediated_necrotising_myopathy_following_semaglutide_tr/1.txt
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,2,1,3962,2,4315,1,353,True,True,data/medical/paraphrased/Immunemediated_necrotising_myopathy_following_semaglutide_tr/2.txt
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,3,1,3962,2,4213,1,251,True,True,data/medical/paraphrased/Immunemediated_necrotising_myopathy_following_semaglutide_tr/3.txt
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,4,1,3962,2,4243,1,281,True,True,data/medical/paraphrased/Immunemediated_necrotising_myopathy_following_semaglutide_tr/4.txt
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,5,1,3962,2,4191,1,229,True,True,data/medical/paraphrased/Immunemediated_necrotising_myopathy_following_semaglutide_tr/5.txt
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,6,1,3962,2,4259,1,297,True,True,data/medical/paraphrased/Immunemediated_necrotising_myopathy_following_semaglutide_tr/6.txt
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,7,1,3962,2,4287,1,325,True,True,data/medical/paraphrased/Immunemediated_necrotising_myopathy_following_semaglutide_tr/7.txt
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,8,1,3962,2,4282,1,320,True,True,data/medical/paraphrased/Immunemediated_necrotising_myopathy_following_semaglutide_tr/8.txt
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,0,1,4023,2,4248,1,225,True,True,data/medical/paraphrased/Management_of_atypical_complicated_abdominal_masses_in_the_s/0.txt
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,1,1,4023,2,4278,1,255,True,True,data/medical/paraphrased/Management_of_atypical_complicated_abdominal_masses_in_the_s/1.txt
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,2,1,4023,2,4182,1,159,True,True,data/medical/paraphrased/Management_of_atypical_complicated_abdominal_masses_in_the_s/2.txt
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,3,1,4023,2,4190,1,167,True,True,data/medical/paraphrased/Management_of_atypical_complicated_abdominal_masses_in_the_s/3.txt
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,4,1,4023,2,4230,1,207,True,True,data/medical/paraphrased/Management_of_atypical_complicated_abdominal_masses_in_the_s/4.txt
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,5,1,4023,2,4268,1,245,True,True,data/medical/paraphrased/Management_of_atypical_complicated_abdominal_masses_in_the_s/5.txt
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,6,1,4023,2,4239,1,216,True,True,data/medical/paraphrased/Management_of_atypical_complicated_abdominal_masses_in_the_s/6.txt
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,7,1,4023,2,4170,1,147,True,True,data/medical/paraphrased/Management_of_atypical_complicated_abdominal_masses_in_the_s/7.txt
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,8,1,4023,2,4221,1,198,True,True,data/medical/paraphrased/Management_of_atypical_complicated_abdominal_masses_in_the_s/8.txt
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,0,1,3817,2,4321,1,504,True,True,data/medical/paraphrased/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/0.txt
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,1,1,3817,2,4236,1,419,True,True,data/medical/paraphrased/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/1.txt
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,2,1,3817,2,4348,1,531,True,True,data/medical/paraphrased/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/2.txt
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,3,1,3817,2,4348,1,531,True,True,data/medical/paraphrased/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/3.txt
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,4,1,3817,2,4291,1,474,True,True,data/medical/paraphrased/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/4.txt
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,5,1,3817,2,4372,1,555,True,True,data/medical/paraphrased/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/5.txt
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,6,1,3817,2,4332,1,515,True,True,data/medical/paraphrased/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/6.txt
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,7,1,3817,2,4273,1,456,True,True,data/medical/paraphrased/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/7.txt
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,8,1,3817,2,4260,1,443,True,True,data/medical/paraphrased/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/8.txt
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,0,1,3775,1,3936,0,161,True,False,data/medical/paraphrased/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/0.txt
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,1,1,3775,1,3883,0,108,True,False,data/medical/paraphrased/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/1.txt
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,2,1,3775,1,3822,0,47,True,False,data/medical/paraphrased/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/2.txt
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,3,1,3775,1,3912,0,137,True,False,data/medical/paraphrased/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/3.txt
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,4,1,3775,1,3837,0,62,True,False,data/medical/paraphrased/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/4.txt
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,5,1,3775,1,3933,0,158,True,False,data/medical/paraphrased/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/5.txt
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,6,1,3775,1,3962,0,187,True,False,data/medical/paraphrased/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/6.txt
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,7,1,3775,1,3897,0,122,True,False,data/medical/paraphrased/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/7.txt
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,8,1,3775,1,3775,0,0,False,False,data/medical/paraphrased/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/8.txt
medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,0,1,3685,1,3861,0,176,True,False,data/medical/paraphrased/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/0.txt
medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,1,1,3685,1,3848,0,163,True,False,data/medical/paraphrased/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/1.txt
medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,2,1,3685,1,3806,0,121,True,False,data/medical/paraphrased/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/2.txt
medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,3,1,3685,1,3856,0,171,True,False,data/medical/paraphrased/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/3.txt
medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,4,1,3685,1,3939,0,254,True,False,data/medical/paraphrased/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/4.txt
medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,5,1,3685,1,3874,0,189,True,False,data/medical/paraphrased/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/5.txt
medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,6,1,3685,1,3885,0,200,True,False,data/medical/paraphrased/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/6.txt
medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,7,1,3685,1,3822,0,137,True,False,data/medical/paraphrased/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/7.txt
medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,8,1,3685,1,3823,0,138,True,False,data/medical/paraphrased/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/8.txt
medical,Pancreatopleural_fistula_in_childhood,0,1,4077,1,3232,0,-845,False,False,data/medical/paraphrased/Pancreatopleural_fistula_in_childhood/0.txt
medical,Pancreatopleural_fistula_in_childhood,1,1,4077,1,3205,0,-872,False,False,data/medical/paraphrased/Pancreatopleural_fistula_in_childhood/1.txt
medical,Pancreatopleural_fistula_in_childhood,2,1,4077,1,3233,0,-844,False,False,data/medical/paraphrased/Pancreatopleural_fistula_in_childhood/2.txt
medical,Pancreatopleural_fistula_in_childhood,3,1,4077,1,3199,0,-878,False,False,data/medical/paraphrased/Pancreatopleural_fistula_in_childhood/3.txt
medical,Pancreatopleural_fistula_in_childhood,4,1,4077,1,3183,0,-894,False,False,data/medical/paraphrased/Pancreatopleural_fistula_in_childhood/4.txt
medical,Pancreatopleural_fistula_in_childhood,5,1,4077,1,3195,0,-882,False,False,data/medical/paraphrased/Pancreatopleural_fistula_in_childhood/5.txt
medical,Pancreatopleural_fistula_in_childhood,6,1,4077,1,3211,0,-866,False,False,data/medical/paraphrased/Pancreatopleural_fistula_in_childhood/6.txt
medical,Pancreatopleural_fistula_in_childhood,7,1,4077,1,3182,0,-895,False,False,data/medical/paraphrased/Pancreatopleural_fistula_in_childhood/7.txt
medical,Pancreatopleural_fistula_in_childhood,8,1,4077,1,3201,0,-876,False,False,data/medical/paraphrased/Pancreatopleural_fistula_in_childhood/8.txt
medical,TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,0,1,4042,2,4372,1,330,True,True,data/medical/paraphrased/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy/0.txt
medical,TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,1,1,4042,2,4418,1,376,True,True,data/medical/paraphrased/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy/1.txt
medical,TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,2,1,4042,2,4376,1,334,True,True,data/medical/paraphrased/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy/2.txt
medical,TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,3,1,4042,2,4317,1,275,True,True,data/medical/paraphrased/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy/3.txt
medical,TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,4,1,4042,2,4346,1,304,True,True,data/medical/paraphrased/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy/4.txt
medical,TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,5,1,4042,2,4354,1,312,True,True,data/medical/paraphrased/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy/5.txt
medical,TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,6,1,4042,2,4387,1,345,True,True,data/medical/paraphrased/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy/6.txt
medical,TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,7,1,4042,2,4371,1,329,True,True,data/medical/paraphrased/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy/7.txt
medical,TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,8,1,4042,2,4416,1,374,True,True,data/medical/paraphrased/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy/8.txt
