document,row_1based_pre_sanity_v13,decision,reason,target,probe,fact
arxiv/ByteLatent,214,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion," scaling trends, and downstream task evaluations","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors study the effectiveness of \textsc{BLT} models along two directions:","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors study the effectiveness of \textsc{BLT} models along two directions: scaling trends, and downstream task evaluations
"
arxiv/ByteLatent,218,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion," $500,000$","According to the paper ``Byte Latent Transformer: Patches Scale Better Than Tokens,'' the number of hashes used with a single hash function and n-gram sizes ranging from 3 to 8 for all \textsc{BLT} models is","According to the paper ``Byte Latent Transformer: Patches Scale Better Than Tokens,'' the number of hashes used with a single hash function and n-gram sizes ranging from 3 to 8 for all \textsc{BLT} models is $500,000$
"
arxiv/ByteLatent,231,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, the compute-optimal training regime.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the scaling study compares trends while addressing limitations of previous research on byte-level models under","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the scaling study compares trends while addressing limitations of previous research on byte-level models under the compute-optimal training regime.
"
arxiv/ByteLatent,232,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,matching 8B models.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the scaling study trains on non-trivial amounts of training data.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the scaling study trains on non-trivial amounts of training data. matching 8B models.
"
arxiv/ByteLatent,246,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, {\textsc BLT},"According to the paper, the authors say that their scaling results validate an assumption about the optimal ratio of parameters to training compute for BPE, and that this assumption also applies to, or at least does not differ much from,","According to the paper, the authors say that their scaling results validate an assumption about the optimal ratio of parameters to training compute for BPE, and that this assumption also applies to, or at least does not differ much from, {\textsc BLT}
"
arxiv/ByteLatent,249,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, {\textsc BLT} space-patching,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors approximate SpaceByte in their comparison with Llama 3 using a method without n-gram embeddings and cross-attention:","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors approximate SpaceByte in their comparison with Llama 3 using a method without n-gram embeddings and cross-attention: {\textsc BLT} space-patching
"
arxiv/ByteLatent,253,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, the Llama-2 tokenizer.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors note that, for tokenizer-based models trained on the same training data, models trained with the Llama-3 tokenizer outperform those trained with","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors note that, for tokenizer-based models trained on the same training data, models trained with the Llama-3 tokenizer outperform those trained with the Llama-2 tokenizer.
"
arxiv/ByteLatent,257,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, 50\%.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors state that inference flop are inversely proportional to the average patch size, so using a patch size of 8 bytes would lead to nearly","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors state that inference flop are inversely proportional to the average patch size, so using a patch size of 8 bytes would lead to nearly 50\%.
"
arxiv/ByteLatent,258,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,larger patch sizes.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", as model and data size scale, models with seem to perform better.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", as model and data size scale, models with seem to perform better. larger patch sizes.
"
arxiv/ByteLatent,275,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, inference flops.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" despite underperforming the Llama 3 tokenizer on all but one task, {\textsc BLT}-Space with its larger average patch size of 6 bytes achieves a significant reduction in","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" despite underperforming the Llama 3 tokenizer on all but one task, {\textsc BLT}-Space with its larger average patch size of 6 bytes achieves a significant reduction in inference flops.
"
arxiv/ByteLatent,281,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, the amount of training data,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" when {\textsc{BLT}} models simultaneously increase model size and patch size while maintaining the same training and inference flop budget, what can also be kept constant is","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" when {\textsc{BLT}} models simultaneously increase model size and patch size while maintaining the same training and inference flop budget, what can also be kept constant is the amount of training data
"
arxiv/ByteLatent,303,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, roughly double,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" increasing the total parameters 20x from 400M to 8B causes $\textsc{BLT}$'s local model parameters to","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" increasing the total parameters 20x from 400M to 8B causes $\textsc{BLT}$'s local model parameters to roughly double
"
arxiv/ByteLatent,307,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, Llama 2 model.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" at the larger model scale, the {\textsc{BLT}}-Entropy ps=8 configuration increased from 1.6x to 1.7x the size of the","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" at the larger model scale, the {\textsc{BLT}}-Entropy ps=8 configuration increased from 1.6x to 1.7x the size of the Llama 2 model.
"
arxiv/ByteLatent,323,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, the CUTE benchmark.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the benchmark the authors use to assess character-level understanding of \textsc{BLT} is","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the benchmark the authors use to assess character-level understanding of \textsc{BLT} is the CUTE benchmark.
"
arxiv/ByteLatent,346,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, byte-level entropy transformer models,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors train models to study how entropy model size and context window length affect scaling performance:","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors train models to study how entropy model size and context window length affect scaling performance: byte-level entropy transformer models
"
arxiv/ByteLatent,347,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, 50m parameters.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors observe diminishing returns in scaling performance once the byte-level entropy model exceeds","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors observe diminishing returns in scaling performance once the byte-level entropy model exceeds 50m parameters.
"
arxiv/ByteLatent,374,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, cross-attention.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors state that the gains are largely complementary because they provide improvements on different datasets, specifically with","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors state that the gains are largely complementary because they provide improvements on different datasets, specifically with cross-attention.
"
arxiv/ByteLatent,379,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,out-of-vocabulary words.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", character language modeling has been popular since early neural models because character models can flexibly model without back-off methods.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", character language modeling has been popular since early neural models because character models can flexibly model without back-off methods. out-of-vocabulary words.
"
arxiv/ByteLatent,392,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, neural models,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the development of transformer models using attention together with subword tokenization significantly improved the performance on language modeling and benchmark tasks of","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the development of transformer models using attention together with subword tokenization significantly improved the performance on language modeling and benchmark tasks of neural models
"
arxiv/ByteLatent,409,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, improved robustness to noise,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", ByT5 exhibited the following improvement despite not using any kind of patching operations:","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", ByT5 exhibited the following improvement despite not using any kind of patching operations: improved robustness to noise
"
arxiv/ByteLatent,420,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, arithmetic coding.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" sequences are compressed to achieve compression rates beyond what BPE can achieve using","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" sequences are compressed to achieve compression rates beyond what BPE can achieve using arithmetic coding.
"
arxiv/ByteLatent,421,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, equal-info windows technique.,"According to the paper ``Byte Latent Transformer: Patches Scale Better Than Tokens,'' when training on sequences compressed using arithmetic coding, the technique used to outperform byte-level baselines on language modeling tasks is","According to the paper ``Byte Latent Transformer: Patches Scale Better Than Tokens,'' when training on sequences compressed using arithmetic coding, the technique used to outperform byte-level baselines on language modeling tasks is equal-info windows technique.
"
arxiv/ByteLatent,422,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, subword baselines.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" Lester et al. use arithmetic coding and an equal-info windows technique on compressed sequences for language modeling tasks, and although they outperform byte-level baselines, they underperform","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" Lester et al. use arithmetic coding and an equal-info windows technique on compressed sequences for language modeling tasks, and although they outperform byte-level baselines, they underperform subword baselines.
"
arxiv/ByteLatent,424,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, patches.,"According to the paper, MegaByte, a decoder-only causal LLM that uses fixed static grouping and concatenation of representations on the decoder side, converts bytes into","According to the paper, MegaByte, a decoder-only causal LLM that uses fixed static grouping and concatenation of representations on the decoder side, converts bytes into patches.
"
arxiv/ByteLatent,426,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, 1B parameter scale.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors say that on a dataset of approximately 400B bytes, MegaByte can match tokenizer-based models at the","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the authors say that on a dataset of approximately 400B bytes, MegaByte can match tokenizer-based models at the 1B parameter scale.
"
arxiv/ByteLatent,427,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, ~400B bytes.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" MegaByte can match tokenizer-based models at the 1B parameter scale on a dataset of","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" MegaByte can match tokenizer-based models at the 1B parameter scale on a dataset of ~400B bytes.
"
arxiv/ByteLatent,428,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, static patching.,"In the paper, the authors' ablations of MegaByte across all their experiments find that the approach lagging behind current state-of-the-art compute optimally trained tokenizer-based models in a flop-controlled setting is","In the paper, the authors' ablations of MegaByte across all their experiments find that the approach lagging behind current state-of-the-art compute optimally trained tokenizer-based models in a flop-controlled setting is static patching.
"
arxiv/ByteLatent,443,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, wall-clock time.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors note that their implementations may not yet be at parity with tokenizer-based models in terms of what measure, and may benefit from further optimizations:","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors note that their implementations may not yet be at parity with tokenizer-based models in terms of what measure, and may benefit from further optimizations: wall-clock time.
"
arxiv/ByteLatent,445,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, a separately trained entropy model,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", {\textsc{BLT}} uses for patching","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", {\textsc{BLT}} uses for patching a separately trained entropy model
"
arxiv/ByteLatent,447,still_dropped_hard_criteria,hard drop from reviewer/judge list,Byte Latent Transformer.,"According to the paper, the paper presents a new architecture called","According to the paper, the paper presents a new architecture called Byte Latent Transformer.
"
arxiv/ByteLatent,449,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,patches.,"According to the paper, the Byte Latent Transformer (BLT) dynamically and learnably groups bytes into","According to the paper, the Byte Latent Transformer (BLT) dynamically and learnably groups bytes into patches.
"
arxiv/ByteLatent,454,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, 50\% reductions.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the authors' extensive scaling study, {	extsc BLT} can achieve","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the authors' extensive scaling study, {	extsc BLT} can achieve 50\% reductions.
"
arxiv/ByteLatent,455,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,a new dimension.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", by allowing simultaneous increases in model and patch size within a fixed inference budget, BLT unlocks for scaling.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", by allowing simultaneous increases in model and patch size within a fixed inference budget, BLT unlocks for scaling. a new dimension.
"
arxiv/ByteLatent,462,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, traditional tokenization-based approaches.,"According to the paper ``Byte Latent Transformer: Patches Scale Better Than Tokens,'' the reported results position \textsc{BLT} as an alternative to","According to the paper ``Byte Latent Transformer: Patches Scale Better Than Tokens,'' the reported results position \textsc{BLT} as an alternative to traditional tokenization-based approaches.
"
arxiv/ByteLatent,471,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion," x_i + \sum_{n = 3,...,8}E_{n}^{hash}(\text{Hash}(g_{i,n}))","According to the paper **""Byte Latent Transformer: Patches Scale Better Than Tokens""**, the augmented embedding is defined as","According to the paper **""Byte Latent Transformer: Patches Scale Better Than Tokens""**, the augmented embedding is defined as x_i + \sum_{n = 3,...,8}E_{n}^{hash}(\text{Hash}(g_{i,n}))
"
arxiv/ByteLatent,472,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion," \text{RollPolyHash}(g_{i,n})","According to the paper **""Byte Latent Transformer: Patches Scale Better Than Tokens""**, when defining the augmented embedding \(e_i = x_i + \sum_{n = 3,...,8}E_{n}^{hash}(\text{Hash}(g_{i,n}))\), the function applied to \(g_{i,n}\) before taking the modulo in \(\text{Hash}(g_{i,n}) = \cdots \% |E_{n}^{hash}|\) is","According to the paper **""Byte Latent Transformer: Patches Scale Better Than Tokens""**, when defining the augmented embedding \(e_i = x_i + \sum_{n = 3,...,8}E_{n}^{hash}(\text{Hash}(g_{i,n}))\), the function applied to \(g_{i,n}\) before taking the modulo in \(\text{Hash}(g_{i,n}) = \cdots \% |E_{n}^{hash}|\) is \text{RollPolyHash}(g_{i,n})"
arxiv/DPO,5,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, reinforcement learning from human feedback (RLHF).,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", existing methods often use to fine-tune the unsupervised LM so that it aligns with human preferences via","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", existing methods often use to fine-tune the unsupervised LM so that it aligns with human preferences via reinforcement learning from human feedback (RLHF).
"
arxiv/DPO,11,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, significant hyperparameter tuning.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the DPO algorithm eliminates the need for fine-tuning and avoids","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the DPO algorithm eliminates the need for fine-tuning and avoids significant hyperparameter tuning.
"
arxiv/DPO,13,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,existing methods.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", according to the experiments in the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO can fine-tune language models to align with human preferences as well as or better than","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", according to the experiments in the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO can fine-tune language models to align with human preferences as well as or better than existing methods.
"
arxiv/DPO,20,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion," goals, priorities, and skillsets.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model,"" the authors note that large unsupervised language models are trained on data generated by humans with a wide variety of","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model,"" the authors note that large unsupervised language models are trained on data generated by humans with a wide variety of goals, priorities, and skillsets.
"
arxiv/DPO,35,still_dropped_hard_criteria,hard drop from reviewer/judge list, a language model.,"According to the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, the authors directly optimize a model to adhere to human preferences, without explicit reward modeling or reinforcement learning, namely","According to the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, the authors directly optimize a model to adhere to human preferences, without explicit reward modeling or reinforcement learning, namely a language model.
"
arxiv/DPO,37,still_dropped_hard_criteria,hard drop from reviewer/judge list, Direct Preference Optimization,"In the paper, the authors propose the algorithm that implicitly optimizes the same objective as existing RLHF algorithms, namely reward maximization with a KL-divergence constraint, while remaining simple to implement and straightforward to train:","In the paper, the authors propose the algorithm that implicitly optimizes the same objective as existing RLHF algorithms, namely reward maximization with a KL-divergence constraint, while remaining simple to implement and straightforward to train: Direct Preference Optimization
"
arxiv/DPO,45,still_dropped_hard_criteria,hard drop from reviewer/judge list,a reward model.,"According to the paper, existing methods use the preference model to define a preference loss to train what, before training a policy that optimizes the learned objective:","According to the paper, existing methods use the preference model to define a preference loss to train what, before training a policy that optimizes the learned objective: a reward model.
"
arxiv/DPO,50,still_dropped_hard_criteria,hard drop from reviewer/judge list, Direct Preference Optimization (DPO).,"According to the paper, the name of the authors' main contribution, which they describe as a simple RL-free algorithm for training language models from preferences, is","According to the paper, the name of the authors' main contribution, which they describe as a simple RL-free algorithm for training language models from preferences, is Direct Preference Optimization (DPO).
"
arxiv/DPO,78,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, the latent scoring function.,"In the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, various algorithms for preference-based RL generally first explicitly estimate a quantity before subsequently optimizing it:","In the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, various algorithms for preference-based RL generally first explicitly estimate a quantity before subsequently optimizing it: the latent scoring function.
"
arxiv/DPO,79,still_dropped_hard_criteria,hard drop from reviewer/judge list, the reward model.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in preference-based RL, the latent scoring function that methods generally first explicitly estimate before subsequently optimizing it is","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in preference-based RL, the latent scoring function that methods generally first explicitly estimate before subsequently optimizing it is the reward model.
"
arxiv/DPO,91,still_dropped_hard_criteria,hard drop from reviewer/judge list,a reward model,"According to the paper, assuming access to a static dataset of comparisons $\mathcal{D}=\bigl\{x^{(i)}, y_w^{(i)}, y_l^{(i)}\bigr\}_{i=1}^N$ sampled from $p^*$, the kind of model that can be parametrized and have its parameters estimated via maximum likelihood is","According to the paper, assuming access to a static dataset of comparisons $\mathcal{D}=\bigl\{x^{(i)}, y_w^{(i)}, y_l^{(i)}\bigr\}_{i=1}^N$ sampled from $p^*$, the kind of model that can be parametrized and have its parameters estimated via maximum likelihood is a reward model
"
arxiv/DPO,93,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, binary classification.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the negative log-likelihood loss $\mathcal{L}_R(r_{\phi}, \mathcal{D})$ for the reward model defines the problem as a classification problem,","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the negative log-likelihood loss $\mathcal{L}_R(r_{\phi}, \mathcal{D})$ for the reward model defines the problem as a classification problem, binary classification.
"
arxiv/DPO,132,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, the preferred completions $y_w$,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", and using the intuition given for the DPO loss $\mathcal{L}_\text{DPO}$ on preferred and dispreferred completions $(y_w, y_l)$, the gradient increases the likelihood of","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", and using the intuition given for the DPO loss $\mathcal{L}_\text{DPO}$ on preferred and dispreferred completions $(y_w, y_l)$, the gradient increases the likelihood of the preferred completions $y_w$
"
arxiv/DPO,134,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, $\beta$,"In the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, the authors state that in the DPO objective, examples are weighted according to how much higher the implicit reward model $\hat{r}_\theta$ rates the dispreferred completions, and this weighting is scaled by","In the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, the authors state that in the DPO objective, examples are weighted according to how much higher the implicit reward model $\hat{r}_\theta$ rates the dispreferred completions, and this weighting is scaled by $\beta$
"
arxiv/DPO,159,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion," $r(x, y) - \beta\log\sum_{y}\pi_\text{ref}(y\mid x)\exp\left(\frac{1}{\beta}r(x, y)\right)$.","According to the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, the projection $f(r; \pi_\text{ref}, \beta)$ is defined in terms of the reward function $r(x, y)$, the reference model $\pi_\text{ref}(y \mid x)$, and the parameter $\beta$ as","According to the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, the projection $f(r; \pi_\text{ref}, \beta)$ is defined in terms of the reward function $r(x, y)$, the reference model $\pi_\text{ref}(y \mid x)$, and the parameter $\beta$ as $r(x, y) - \beta\log\sum_{y}\pi_\text{ref}(y\mid x)\exp\left(\frac{1}{\beta}r(x, y)\right)$.
"
arxiv/DPO,161,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, normalizes the reward function.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the operator $f$ does what to the reward function when it is defined as a projection using $\pi_\text{ref}$ and $\beta$","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the operator $f$ does what to the reward function when it is defined as a projection using $\pi_\text{ref}$ and $\beta$ normalizes the reward function.
"
arxiv/DPO,163,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, the equivalence class.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the fact that the added normalization term depends only on the prefix x implies that f(r; \pi_\text{ref}, \beta)(x, y) is a reward function in what class of r(x, y):","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the fact that the added normalization term depends only on the prefix x implies that f(r; \pi_\text{ref}, \beta)(x, y) is a reward function in what class of r(x, y): the equivalence class.
"
arxiv/DPO,177,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, a learned value function,"In the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, the normalization term in $f(r_{\phi}, \pi_\text{ref}, \beta)$ can be accommodated for, even though this approach can be difficult to optimize, through","In the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, the normalization term in $f(r_{\phi}, \pi_\text{ref}, \beta)$ can be accommodated for, even though this approach can be difficult to optimize, through a learned value function
"
arxiv/DPO,181,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, a reward function.,"In the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, the authors discuss how prior work normalized rewards using a human completion baseline and contrast this with the DPO reparameterization. The DPO reparameterization yields, without requiring any baselines,","In the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, the authors discuss how prior work normalized rewards using a human completion baseline and contrast this with the DPO reparameterization. The DPO reparameterization yields, without requiring any baselines, a reward function.
"
arxiv/DPO,251,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, reference completions.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when evaluating different methods on the test split of the TL;DR summarization dataset, the average win rate is computed against the evaluation set,","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when evaluating different methods on the test split of the TL;DR summarization dataset, the average win rate is computed against the evaluation set, reference completions.
"
arxiv/DPO,309,still_dropped_hard_criteria,hard drop from reviewer/judge list,\textit{Direct Preference Optimization},"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the name of the resulting algorithm introduced by the authors is","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the name of the resulting algorithm introduced by the authors is \textit{Direct Preference Optimization}
"
arxiv/DPO,314,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, \pi_{\theta}(y \mid x),"According to the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, in the RL fine-tuning objective, the outputs \(y\) are sampled from","According to the paper **""Direct Preference Optimization: Your Language Model is Secretly a Reward Model""**, in the RL fine-tuning objective, the outputs \(y\) are sampled from \pi_{\theta}(y \mid x)
"
arxiv/DPO,318,still_dropped_hard_criteria,hard drop from reviewer/judge list," \begin{equation}\label{eq:lag_p}
     \sum_{y}\underbrace{\pi_\text{ref}(y\mid x)\exp\left(\frac{1}{\beta}r(x, y)\right)}_{=\pi(y\mid x)\text{, using Thm.~\ref{thm:main} reparam.}} = 1,
\end{equation}","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the reward function selected by the DPO reparameterization satisfies","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the reward function selected by the DPO reparameterization satisfies \begin{equation}\label{eq:lag_p}
     \sum_{y}\underbrace{\pi_\text{ref}(y\mid x)\exp\left(\frac{1}{\beta}r(x, y)\right)}_{=\pi(y\mid x)\text{, using Thm.~\ref{thm:main} reparam.}} = 1,
\end{equation}"
arxiv/FeatLLM,2,still_dropped_hard_criteria,hard drop from reviewer/judge list, tabular learning.,"According to the paper, Large Language Models (LLMs), with their ability to tackle challenging and unseen reasoning problems, are said to hold immense potential for","According to the paper, Large Language Models (LLMs), with their ability to tackle challenging and unseen reasoning problems, are said to hold immense potential for tabular learning.
"
arxiv/FeatLLM,11,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, prompt size limitations.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" the proposed \textsf{FeatLLM} framework overcomes","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" the proposed \textsf{FeatLLM} framework overcomes prompt size limitations.
"
