document,v14_filtered_row,section,target,probe,fact,raw_knowledge_statement
Finesse_Wireless_LLC_v_Att_Mobility_LLC,41,I. JMOL of Noninfringement,the modeled PIM path,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" at the JMOL stage, Appellants argued that Dr. Wells' infringement theory failed because he identified the claimed ""interference generating signals"" as a signal generated only after sampling by the accused radios' receiver, and according to that argument, Dr. Wells mapped the ""interference generating signals"" to","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" at the JMOL stage, Appellants argued that Dr. Wells' infringement theory failed because he identified the claimed ""interference generating signals"" as a signal generated only after sampling by the accused radios' receiver, and according to that argument, Dr. Wells mapped the ""interference generating signals"" to the modeled PIM path","At JMOL, Appellants argued Dr. Wells mapped “interference generating signals” to the modeled PIM path and there can be no infringement because the accused radios’ receiver does not sample a passband of received signals that includes interference generating signals since those signals are not generated until after sampling occurs. J.A. 19–20."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,42,I. JMOL of Noninfringement,limitation 1[a] cannot be met,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" if the modeled PIM path is treated as the claimed ""interference generating signals,"" then","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" if the modeled PIM path is treated as the claimed ""interference generating signals,"" then limitation 1[a] cannot be met","As such, if the modeled PIM path is the claimed “interference generating signals,” then limitation 1[a] cannot be met because the accused radios’ receiver does not sample a passband of received signals that includes interference generating signals since those signals are not generated until after sampling occurs. See J.A. 28303."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,44,I. JMOL of Noninfringement,the modeled PIM path is not the “interference generating signals.”,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court held there was sufficient evidence for the jury to find the RF ADC in the accused radios sampled both the “signals of interest” and “interference generating signals” because it was persuaded by Finesse’s argument that","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court held there was sufficient evidence for the jury to find the RF ADC in the accused radios sampled both the “signals of interest” and “interference generating signals” because it was persuaded by Finesse’s argument that the modeled PIM path is not the “interference generating signals.”","The court, however, held there was sufficient evidence for the jury to find the RF ADC in the accused radios samples both the “signals of interest” and “interference generating signals” because it was persuaded by Finesse’s argument that the modeled PIM path is not the “interference generating signals.” J.A. 7–16, 19–22."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,45,I. JMOL of Noninfringement,the DL(TX) reference,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Finesse argued on appeal that Dr. Wells’s infringement testimony based on the Nokia document’s red-path legend identified the claimed “signals of interest” as","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Finesse argued on appeal that Dr. Wells’s infringement testimony based on the Nokia document’s red-path legend identified the claimed “signals of interest” as the DL(TX) reference","On appeal, Finesse argues Dr. Wells identified the two signals on the red path as the DL(TX) reference for “signals of interest” and the modeled PIM path for “interference generating signals” because he was relying on the Nokia document’s legend, which says “Red – DL (TX) reference & modeled PIM path,” when he was really referring to x1 and x2. Oral Arg. at 31:01–32:20 (citing J.A. 26421); see also Finesse Br. 30–31."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,46,I. JMOL of Noninfringement,x1 and x2,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Finesse argued on appeal that, when Dr. Wells relied on the Nokia document legend stating ""Red – DL (TX) reference & modeled PIM path,"" he was really referring to","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Finesse argued on appeal that, when Dr. Wells relied on the Nokia document legend stating ""Red – DL (TX) reference & modeled PIM path,"" he was really referring to x1 and x2","On appeal, Finesse argues Dr. Wells identified the two signals on the red path as the DL(TX) reference for “signals of interest” and the modeled PIM path for “interference generating signals” because he was relying on the Nokia document’s legend, which says “Red – DL (TX) reference & modeled PIM path,” when he was really referring to x1 and x2. Oral Arg. at 31:01–32:20 (citing J.A. 26421); see also Finesse Br. 30–31."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,48,I. JMOL of Noninfringement,confusing and unclear,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after Dr. Jonathan Wells was made aware of his alleged misimpression about the signal mapping in the accused radios, the court characterized his testimony as","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after Dr. Jonathan Wells was made aware of his alleged misimpression about the signal mapping in the accused radios, the court characterized his testimony as confusing and unclear",Dr. Wells’ testimony was confusing and unclear even after he was made aware of his alleged misimpression. See J.A. 15010–19.
Finesse_Wireless_LLC_v_Att_Mobility_LLC,50,I. JMOL of Noninfringement,the DL(TX) reference and modeled PIM path,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Dr. Jonathan Wells repeatedly testified that, in his infringement theory regarding the accused radios, the claimed “signals of interest” and “interference generating signals” corresponded to","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Dr. Jonathan Wells repeatedly testified that, in his infringement theory regarding the accused radios, the claimed “signals of interest” and “interference generating signals” corresponded to the DL(TX) reference and modeled PIM path","Even if Dr. Wells did testify x1 and x2 are the “signals of interest” and “interference generating signals,” he repeatedly testified the DL(TX) reference and modeled PIM path correspond to the claimed signals, and offered no clear or detailed explanation for his contradictory testimony. See J.A. 15010–19."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,52,I. JMOL of Noninfringement,an expert’s self-contradictory testimony,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" a court may conclude that the evidence is insufficient to satisfy the burden of proof when the party bearing that burden, such as Finesse, relies on","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" a court may conclude that the evidence is insufficient to satisfy the burden of proof when the party bearing that burden, such as Finesse, relies on an expert’s self-contradictory testimony","When the party with the burden of proof, such as Finesse, rests its case on an expert’s self-contradictory testimony, we may conclude the evidence is insufficient to satisfy that standard. Johns Hopkins Univ. v. Datascope Corp., 543 F.3d 1342, 1349 (Fed. Cir. 2008) (despite expert opining the accused device contacts the vessel in three dimensions, “no reasonable jury could have found that the [accused] device literally met this limitation based on [expert’s] opinion, given his contradictory testimony that the device only contacts the vessel in two places”)."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,58,I. JMOL of Noninfringement,“unique.”,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" at summary judgment the district court construed the phrase “three signals S1, S2 and S3” in the ’775 patent to be “separately identifiable” and said that, under that construction, those three signals did not have to be","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" at summary judgment the district court construed the phrase “three signals S1, S2 and S3” in the ’775 patent to be “separately identifiable” and said that, under that construction, those three signals did not have to be “unique.”","At summary judgment, the district court construed “three signals S1, S2 and S3” to be “separately identifiable,” but not “unique.” J.A. 115."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,62,I. JMOL of Noninfringement,three separately identifiable signals,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" regarding the ’775 patent and Dr. Wells’s trial testimony about the accused radios, he said the accused radios multiply","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" regarding the ’775 patent and Dr. Wells’s trial testimony about the accused radios, he said the accused radios multiply three separately identifiable signals","Specifically, Dr. Wells testified the accused radios multiply three separately identifiable signals and equated the three distinct multiplications listed in the Nokia document to the seven claimed multiplications. J.A. 14965–69 at 97:21– 101:11; J.A. 14970 at 102:5–15 (citing J.A. 28416–17)."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,64,I. JMOL of Noninfringement,three separately identifiable signals,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the district court had construed the ’775 patent phrase ""three signals S1, S2 and S3"" during the infringement dispute to require","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the district court had construed the ’775 patent phrase ""three signals S1, S2 and S3"" during the infringement dispute to require three separately identifiable signals","The court found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals. J.A. 38."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,65,I. JMOL of Noninfringement,three distinct multiplications are produced,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" according to the district court’s JMOL ruling on the ’775 patent, when two unique signals are used,","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" according to the district court’s JMOL ruling on the ’775 patent, when two unique signals are used, three distinct multiplications are produced","The court also found only three distinct multiplications are produced when two unique signals are used, and that was sufficient to show infringement because each of those three distinct multiplications corresponds to two or three of the seven claimed multiplications. J.A. 38–39."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,69,I. JMOL of Noninfringement,passive IMPs that the claimed method also addresses,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when Finesse responded to the examiner’s obviousness rejection over Filipovic by arguing that Filipovic was limited to mitigating active IMPs and not","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when Finesse responded to the examiner’s obviousness rejection over Filipovic by arguing that Filipovic was limited to mitigating active IMPs and not passive IMPs that the claimed method also addresses","The examiner rejected a claim reciting “digitally multiplying two or three signals” as obvious over Filipovic and secondary references, J.A. 1006–07, but Finesse overcame that rejection in part by explaining “Filipovic is limited to mitigating active IMPs” and not passive IMPs that the claimed method also addresses. J.A. 985; see also J.A. 941 (Notice of Allowance)."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,74,I. JMOL of Noninfringement,modulus and complex conjugate operations,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when addressing the ’775 patent and Dr. Wells’s reliance on the Nokia document at J.A. 26485–86 to show that the accused radios performed the claimed seven multiplications, the document involved","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when addressing the ’775 patent and Dr. Wells’s reliance on the Nokia document at J.A. 26485–86 to show that the accused radios performed the claimed seven multiplications, the document involved modulus and complex conjugate operations",But the document involves modulus and complex conjugate operations and does not show the accused radios perform the seven claimed multiplications. J.A. 26485–86.
Finesse_Wireless_LLC_v_Att_Mobility_LLC,77,I. JMOL of Noninfringement,their complex conjugate and modulus,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the opinion addressing infringement of the ’775 patent, the court criticized Finesse’s mapping of the claimed signals because the Nokia document did not disclose multiplying x1 and x2 directly; instead, it disclosed multiplying","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the opinion addressing infringement of the ’775 patent, the court criticized Finesse’s mapping of the claimed signals because the Nokia document did not disclose multiplying x1 and x2 directly; instead, it disclosed multiplying their complex conjugate and modulus","And because the document does not disclose multiplying x1 and x2, but their complex conjugate and modulus, Finesse’s mapping is flawed because it requires, for example, S3 to be mapped onto the signal x2, its complex conjugate x2', and its modulus |x2|. Id. at 17."
Finesse_Wireless_LLC_v_Att_Mobility_LLC,84,I. JMOL of Noninfringement,The Fifth Circuit,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court that reviews a district court's denial of a motion for a new trial for abuse of discretion is","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court that reviews a district court's denial of a motion for a new trial for abuse of discretion is The Fifth Circuit",The Fifth Circuit reviews a denial of a new trial for abuse of discretion. Id. (citing Fifth Circuit law).
Foad_Farahi_v_FBI,3,III,counterterrorism investigations.,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", the Court noted that it has deferred to the executive in FOIA cases involving national security concerns. In the Exemption 7(A) cases it specifically referenced, the requested records related to","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", the Court noted that it has deferred to the executive in FOIA cases involving national security concerns. In the Exemption 7(A) cases it specifically referenced, the requested records related to counterterrorism investigations.",This Court has “consistently reiterated the principle of deference to the executive in the FOIA context when national security concerns are implicated”—including specifically in Exemption 7(A) cases seeking records related to counterterrorism investigations.
Foad_Farahi_v_FBI,4,IV,a possible security risk or violation of federal law.,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the opinion explains that, according to the quoted standard from Campbell, the required connection must link an individual or incident to","In the case ""Foad Farahi v. Federal Bureau of Investigation"", the opinion explains that, according to the quoted standard from Campbell, the required connection must link an individual or incident to a possible security risk or violation of federal law.","Still, its declarations must “establish a rational ‘nexus between the investigation and one of the agency’s law enforcement duties,’” as well as a “connection between an ‘individual or incident and a possible security risk or violation of federal law.’” Campbell, 164 F.3d at 32 (quoting Pratt v. Webster, 673 F.2d 408, 420–21 (D.C. Cir. 1982))"
Foad_Farahi_v_FBI,9,Header,FOIA’s Exemption 7(A),"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", after the court concluded that releasing the requested FBI records could interfere with pending or reasonably anticipated enforcement proceedings, the records were protected from disclosure by","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", after the court concluded that releasing the requested FBI records could interfere with pending or reasonably anticipated enforcement proceedings, the records were protected from disclosure by FOIA’s Exemption 7(A)",The court therefore held that the records were protected against disclosure by FOIA’s Exemption 7(A).
Foad_Farahi_v_FBI,11,I,enforcement proceedings,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", under the Freedom of Information Act, Exemption 7(A) applies to records compiled for law enforcement purposes when disclosure could reasonably be expected to interfere with","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", under the Freedom of Information Act, Exemption 7(A) applies to records compiled for law enforcement purposes when disclosure could reasonably be expected to interfere with enforcement proceedings",Exemption 7(A) covers records “compiled for law enforcement purposes” if their disclosure “could reasonably be expected to interfere with enforcement proceedings.” Id. § 552(b)(7)(A).
Foad_Farahi_v_FBI,12,I,Citizens for Resp. & Ethics in Wash. v. DOJ,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the D.C. Circuit cited the holding that, under FOIA Exemption 7(A), enforcement proceedings must be ""pending or reasonably anticipated"" in","In the case ""Foad Farahi v. Federal Bureau of Investigation"", the D.C. Circuit cited the holding that, under FOIA Exemption 7(A), enforcement proceedings must be ""pending or reasonably anticipated"" in Citizens for Resp. & Ethics in Wash. v. DOJ","We have held that such proceedings must be “pending or reasonably anticipated.” Citizens for Resp. & Ethics in Wash. v. DOJ, 746 F.3d 1082, 1096 (D.C. Cir. 2014) (“CREW”) (quoting Mapother v. DOJ, 3 F.3d 1533, 1540 (D.C. Cir. 1993))."
Foad_Farahi_v_FBI,36,IV,violations of national security and international terrorism,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the public Hardy declaration stated that the withheld records were compiled in furtherance of investigations of","In the case ""Foad Farahi v. Federal Bureau of Investigation"", the public Hardy declaration stated that the withheld records were compiled in furtherance of investigations of violations of national security and international terrorism",The public Hardy declaration explained that the withheld records were compiled “in furtherance of investigations of violations of national security and international terrorism to include pending law enforcement proceedings and the subject’s association with individuals directly involved in such violations.” J.A. 42.
Foad_Farahi_v_FBI,52,IV,to confirm that nothing had changed while its initial summary-judgment motion was pending.,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the government said it submitted the Bender declaration in defending its invocation of FOIA Exemption 7(A) not to establish the pendency of enforcement proceedings from the beginning, but only","In the case ""Foad Farahi v. Federal Bureau of Investigation"", the government said it submitted the Bender declaration in defending its invocation of FOIA Exemption 7(A) not to establish the pendency of enforcement proceedings from the beginning, but only to confirm that nothing had changed while its initial summary-judgment motion was pending.","The government submitted the Bender declaration not to establish the pendency of enforcement proceedings from scratch, but only to confirm that nothing had changed while its initial summary-judgment motion was pending."
Foad_Farahi_v_FBI,53,IV,the government’s initial motion for summary judgment,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", when the district court concluded that the FBI ""seemingly"" met its burden to show pending enforcement proceedings, it was denying without prejudice","In the case ""Foad Farahi v. Federal Bureau of Investigation"", when the district court concluded that the FBI ""seemingly"" met its burden to show pending enforcement proceedings, it was denying without prejudice the government’s initial motion for summary judgment","Moreover, in denying the government’s initial motion for summary judgment without prejudice, the district court had already concluded the FBI “seemingly” met its burden to show pending enforcement proceedings."
Foad_Farahi_v_FBI,56,IV,that the investigation remains ongoing,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", when discussing whether enforcement proceedings were still pending or reasonably anticipated under FOIA Exemption 7(A), the court said the breadth of the FBI’s underlying investigation made plausible the representation","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", when discussing whether enforcement proceedings were still pending or reasonably anticipated under FOIA Exemption 7(A), the court said the breadth of the FBI’s underlying investigation made plausible the representation that the investigation remains ongoing",The breadth of the FBI’s underlying investigation also makes plausible its representation that the investigation remains ongoing.
Foad_Farahi_v_FBI,64,V,“[a]ny reasonably segregable portion of a record”,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", under the Freedom of Information Act, 5 U.S.C. § 552(b), an agency must disclose from a record, even when the FOIA request includes protected material,","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", under the Freedom of Information Act, 5 U.S.C. § 552(b), an agency must disclose from a record, even when the FOIA request includes protected material, “[a]ny reasonably segregable portion of a record”","Even if a FOIA request encompasses protected records, the agency still must take “reasonable steps” to “segregate and release nonexempt information.” U.S.C. § 552(a)(8)(A)(ii); see also id. § 552(b) (agency must disclose “[a]ny reasonably segregable portion of a record”)."
Foad_Farahi_v_FBI,72,V,an ex parte declaration is the only way to decide the dispute without disclosing the very material sought to be kept secret,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", during the court's segregability analysis, the opinion states that the handicap caused by ex parte declarations is inherent in FOIA cases where, as here,","In the case ""Foad Farahi v. Federal Bureau of Investigation"", during the court's segregability analysis, the opinion states that the handicap caused by ex parte declarations is inherent in FOIA cases where, as here, an ex parte declaration is the only way to decide the dispute without disclosing the very material sought to be kept secret","For another, while ex parte declarations no doubt handicap FOIA plaintiffs, that problem “is inherent in those FOIA cases where, as here, an ex parte declaration is the only way to decide the dispute without disclosing the very material sought to be kept secret.” Perioperative Servs., 57 F.4th at 1067 (cleaned up)."
Jimenez_v_Bondi,6,II. Discussion,their political opinion.,"In the case ""Jimenez v. Bondi,"" the petitioners appealed the BIA’s denial of their applications for asylum and withholding of removal, and they argued that the BIA wrongly found they had not established that their past persecution was based on","In the case ""Jimenez v. Bondi,"" the petitioners appealed the BIA’s denial of their applications for asylum and withholding of removal, and they argued that the BIA wrongly found they had not established that their past persecution was based on their political opinion.",They argue that the BIA erred by finding that they did not establish: (1) past persecution; (2) past persecution on account of their political opinion; and (3) a well-founded fear of future persecution that the government is unable or unwilling to protect them.
Jimenez_v_Bondi,7,II. Discussion,just restrictions or threats to life and liberty.,"In the case ""Jimenez v. Bondi,"" the opinion quotes Wiransane v. Ashcroft for the proposition that persecution under the INA is not limited to threats alone and must entail more than","In the case ""Jimenez v. Bondi,"" the opinion quotes Wiransane v. Ashcroft for the proposition that persecution under the INA is not limited to threats alone and must entail more than just restrictions or threats to life and liberty.","Persecution is undefined in the INA, but “we have held that a finding of persecution requires the infliction of suffering or harm upon those who differ (in race, religion, or political opinion) in a way regarded as offensive and must entail more than just restrictions or threats to life and liberty.” Wiransane v. Ashcroft, 366 F.3d 889, 893 (10th Cir. 2004) (citation modified) (emphasis added)."
Jimenez_v_Bondi,8,II. Discussion,past persecution.,"In the case ""Jimenez v. Bondi,"" the court reviewed the BIA’s determination that Petitioners had not shown the level of mistreatment needed for relief under the INA, and their harm, even when considered in the aggregate, failed to amount to","In the case ""Jimenez v. Bondi,"" the court reviewed the BIA’s determination that Petitioners had not shown the level of mistreatment needed for relief under the INA, and their harm, even when considered in the aggregate, failed to amount to past persecution.","Given these facts and circumstances, we find substantial evidence to support the BIA’s finding that Petitioners’ harm, even in the aggregate, does not amount to past persecution as defined in the INA."
Jimenez_v_Bondi,13,II. Discussion,the Colombian government.,"In the case ""Jimenez v. Bondi,"" the petitioners argued that seeking help from the government would have been futile and dangerous because their persecutors were closely aligned and associated with","In the case ""Jimenez v. Bondi,"" the petitioners argued that seeking help from the government would have been futile and dangerous because their persecutors were closely aligned and associated with the Colombian government.",Petitioners seemingly argue that contacting the government for help would have been futile and dangerous because their persecutors are closely aligned and associated with the Colombian government.
Jimenez_v_Bondi,17,Header,the BIA,"In the case ""Jimenez v. Bondi,"" before the United States Court of Appeals for the Tenth Circuit, the petitioners said that the adjudicatory body that denied their applications for asylum and withholding of removal erred, namely","In the case ""Jimenez v. Bondi,"" before the United States Court of Appeals for the Tenth Circuit, the petitioners said that the adjudicatory body that denied their applications for asylum and withholding of removal erred, namely the BIA",Petitioners only appeal whether the BIA erred in denying their applications for asylum and withholding of removal.
Jimenez_v_Bondi,33,I. Background,a base for narco-trafficking and prostitution.,"In the case ""Jimenez v. Bondi,"" after Jimenez investigated a property in Colombia in connection with a client’s dispute, he learned that the property had been closed for being used as a day-rental for migrants and","In the case ""Jimenez v. Bondi,"" after Jimenez investigated a property in Colombia in connection with a client’s dispute, he learned that the property had been closed for being used as a day-rental for migrants and a base for narco-trafficking and prostitution.",Jimenez investigated further and learned that the property was closed for being used as a day-rental for migrants and a base for narco-trafficking and prostitution.
Jimenez_v_Bondi,35,I. Background,“death to snitches from Liberal Party.”,"According to the opinion in ""Jimenez v. Bondi,"" the threatening brochure that Wilson Leonardo Canon Jimenez received at his factory later that month stated,","According to the opinion in ""Jimenez v. Bondi,"" the threatening brochure that Wilson Leonardo Canon Jimenez received at his factory later that month stated, “death to snitches from Liberal Party.”","Later that month, Jimenez received a threatening brochure at his factory that stated, “death to snitches from Liberal Party.”"
Jimenez_v_Bondi,51,I. Background,asylum and withholding of removal,"According to the opinion in ""Jimenez v. Bondi,"" after Petitioners were charged as inadmissible and directed to be removed to Colombia, they applied for","According to the opinion in ""Jimenez v. Bondi,"" after Petitioners were charged as inadmissible and directed to be removed to Colombia, they applied for asylum and withholding of removal",Petitioners applied for asylum and withholding of removal with the minor children proceeding as rider respondents and derivative beneficiaries of Jimenez’s application for asylum.
Jimenez_v_Bondi,55,I. Background,their right to counsel.,"In the case ""Jimenez v. Bondi,"" after the IJ denied Petitioners’ asylum and withholding claims and Petitioners raised due process arguments on appeal to the BIA, they argued the IJ violated","In the case ""Jimenez v. Bondi,"" after the IJ denied Petitioners’ asylum and withholding claims and Petitioners raised due process arguments on appeal to the BIA, they argued the IJ violated their right to counsel.",The BIA also rejected Petitioners’ due process arguments that the IJ violated their right to counsel.
Jimenez_v_Bondi,56,II. Discussion,asylum and withholding of removal,"In the case ""Jimenez v. Bondi,"" petitioners appealed the BIA’s decision denying their applications for relief, and the BIA denied their applications for","In the case ""Jimenez v. Bondi,"" petitioners appealed the BIA’s decision denying their applications for relief, and the BIA denied their applications for asylum and withholding of removal",Petitioners appeal the BIA’s decision denying their applications for asylum and withholding of removal.
Jimenez_v_Bondi,60,II. Discussion,the administrative record on which the order of removal is based.,"In the case ""Jimenez v. Bondi,"" the Tenth Circuit explained that its review of the Board’s denial of asylum relief is limited by 8 U.S.C. § 1252(b)(4)(A) to","In the case ""Jimenez v. Bondi,"" the Tenth Circuit explained that its review of the Board’s denial of asylum relief is limited by 8 U.S.C. § 1252(b)(4)(A) to the administrative record on which the order of removal is based.",“Our review of the Board’s denial of asylum relief is limited to ‘the administrative record on which the order of removal is based.’” Id. (quoting § 1252(b)(4)(A)).
Jimenez_v_Bondi,65,II. Discussion,the Attorney General,"According to the opinion in ""Jimenez v. Bondi,"" asylum is described as a discretionary form of relief for eligible noncitizens, and that relief may be granted by","According to the opinion in ""Jimenez v. Bondi,"" asylum is described as a discretionary form of relief for eligible noncitizens, and that relief may be granted by the Attorney General","“[A]sylum is a discretionary form of relief which may be granted by the Attorney General to eligible noncitizens.” Singh, 130 F.4th at 857 (citation omitted)."
Jimenez_v_Bondi,71,II. Discussion,"the infliction of suffering or harm upon those who differ (in race, religion, or political opinion) in a way regarded as offensive and must entail more than just restrictions or threats to life and liberty","In the case ""Jimenez v. Bondi,"" the opinion quotes the standard for persecution under the INA, which is undefined in the statute, and under that quoted standard, a finding of persecution requires","In the case ""Jimenez v. Bondi,"" the opinion quotes the standard for persecution under the INA, which is undefined in the statute, and under that quoted standard, a finding of persecution requires the infliction of suffering or harm upon those who differ (in race, religion, or political opinion) in a way regarded as offensive and must entail more than just restrictions or threats to life and liberty","Persecution is undefined in the INA, but “we have held that a finding of persecution requires the infliction of suffering or harm upon those who differ (in race, religion, or political opinion) in a way regarded as offensive and must entail more than just restrictions or threats to life and liberty.” Wiransane v. Ashcroft, 366 F.3d 889, 893 (10th Cir. 2004) (citation modified) (emphasis added)."
Jimenez_v_Bondi,73,II. Discussion,the multiple threats against them,"According to the opinion in ""Jimenez v. Bondi,"" in arguing that certain harms amounted to past persecution, Petitioners asserted that persecution was established by","According to the opinion in ""Jimenez v. Bondi,"" in arguing that certain harms amounted to past persecution, Petitioners asserted that persecution was established by the multiple threats against them","To begin, Petitioners assert that the multiple threats against them establish persecution."
Jimenez_v_Bondi,74,II. Discussion,persecution.,"In the case ""Jimenez v. Bondi,"" Petitioners argued that the multiple threats against them established","In the case ""Jimenez v. Bondi,"" Petitioners argued that the multiple threats against them established persecution.","To begin, Petitioners assert that the multiple threats against them establish persecution."
Jimenez_v_Bondi,84,II. Discussion,“the threats were contingent on compliance with a demand”,"According to the opinion in ""Jimenez v. Bondi,"" the court cited Carias-Mejia v. Garland as an example of a case rejecting a persecution claim, and in that cited case the petitioner's threats with machetes and being robbed six times were still found insufficient to constitute persecution because","According to the opinion in ""Jimenez v. Bondi,"" the court cited Carias-Mejia v. Garland as an example of a case rejecting a persecution claim, and in that cited case the petitioner's threats with machetes and being robbed six times were still found insufficient to constitute persecution because “the threats were contingent on compliance with a demand”","See, e.g., Chhetri v. Rosen, 844 F. App’x 23, 27 (10th Cir. 2021) (“four telephone threats and one vague, in-person threat made to [petitioner’s] father” did not constitute persecution); Carias-Mejia v. Garland, 860 F. App’x 121, 124 (10th Cir. 2021) (threats with machetes and being robbed six times was insufficient to constitute persecution because “the threats were contingent on compliance with a demand”)."
Jimenez_v_Bondi,87,II. Discussion,their political opinion.,"In the case ""Jimenez v. Bondi,"" the Petitioners argued that the nexus requirement was satisfied because Don Rafa persecuted them for","In the case ""Jimenez v. Bondi,"" the Petitioners argued that the nexus requirement was satisfied because Don Rafa persecuted them for their political opinion.","Rather, in arguing the nexus requirement, Petitioners allege that they were persecuted by Don Rafa because of their political opinion."
Jimenez_v_Bondi,101,II. Discussion,whether the government stopped or tried to stop the persecutors,"In the case ""Jimenez v. Bondi,"" when the court described two types of information that weigh heavily in the unable-or-unwilling analysis for assessing a government’s response to persecution, the first type of information was","In the case ""Jimenez v. Bondi,"" when the court described two types of information that weigh heavily in the unable-or-unwilling analysis for assessing a government’s response to persecution, the first type of information was whether the government stopped or tried to stop the persecutors","“Two types of information weigh heavily when considering a government’s response to persecution: (1) whether the government stopped or tried to stop the persecutors . . . , and (2) whether the government offered protection to the applicant, such as by placing the applicant in protective custody.” Id."
Jimenez_v_Bondi,102,II. Discussion,"whether the government offered protection to the applicant, such as by placing the applicant in protective custody","According to the opinion in ""Jimenez v. Bondi,"" in the unable-or-unwilling analysis of a government's response to persecution, which looks at evidence about how the government responded to the applicant's past persecution, the second type of information that weighs heavily is","According to the opinion in ""Jimenez v. Bondi,"" in the unable-or-unwilling analysis of a government's response to persecution, which looks at evidence about how the government responded to the applicant's past persecution, the second type of information that weighs heavily is whether the government offered protection to the applicant, such as by placing the applicant in protective custody","“Two types of information weigh heavily when considering a government’s response to persecution: (1) whether the government stopped or tried to stop the persecutors . . . , and (2) whether the government offered protection to the applicant, such as by placing the applicant in protective custody.” Id."
