target,probe,fact,question,text_sentences,inference_type,answer
 model capacity,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors conjecture that mixing code and math tokens in one-stage training harmed math reasoning without tool use for their $1.3\text{B}$ model because of","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors conjecture that mixing code and math tokens in one-stage training harmed math reasoning without tool use for their $1.3\text{B}$ model because of model capacity",Why do the authors conjecture that mixing code and math tokens in one-stage training harmed math reasoning without tool use for their 1.3B model?,"['One conjecture is that DeepSeek-LLM 1.3B, due to its limited scale, lacks the capacity to fully assimilate both code and mathematical data simultaneously.', 'However, combining code tokens and math tokens for one-stage training compromises mathematical reasoning without tool use.', 'We apply math training to a general pre-trained language model with 1.3B parameters, which shares the same framework as the DeepSeek LLMs \\citep{deepseek-llm}, denoted as DeepSeek-LLM 1.3B.', 'In addition, restricted by the model scale, DeepSeekMath~is worse than GPT-4 on few-shot capability.']",Conceptual Synthesis,model capacity limit
 group-relative advantage,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', conceptually, $\hat{A}_{i,t}$ denotes the advantage term computed for token $t$ of output $i$ within the GRPO objective:","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', conceptually, $\hat{A}_{i,t}$ denotes the advantage term computed for token $t$ of output $i$ within the GRPO objective: group-relative advantage","Conceptually, what role does \hat{A}_{i,t} play in the GRPO objective?","['where ε and β are hyper-parameters, and \\hat{A}_{i,t} is the advantage calculated based on relative rewards of the outputs inside each group only, which will be detailed in the following subsections.', 'Outcome supervision provides the normalized reward at the end of each output o_i and sets the advantages \\hat{A}_{i, t} of all tokens in the output as the normalized reward, i.e., \\hat{A}_{i, t} = \\widetilde{r}_i = \\frac{r_i- {\\rm mean}(\\mathbf{r})}{{\\rm std}(\\mathbf{r})}.', 'To address this, as shown in Figure \\ref{fig:grpo}, we propose Group Relative Policy Optimization (GRPO), which obviates the need for additional value function approximation as in PPO, and instead uses the average reward of multiple sampled outputs, produced in response to the same question, as the baseline.', 'Compute \\hat{A}_{i,t} for the $t$-th token of $o_i$ through group relative advantage estimation.']",Conceptual Synthesis,group-relative advantage
" data, the reward function, and the algorithm","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the unified paradigm states that the gradient coefficient and thus the learning signal are determined by three components:","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the unified paradigm states that the gradient coefficient and thus the learning signal are determined by three components: data, the reward function, and the algorithm","In the unified paradigm, which three components determine the gradient coefficient and thus the learning signal?","['There exist three key components: 1) Data Source D, which determines the training data; 2) Reward Function π_{rf}, which is the source of the training reward signal; 3) Algorithm A: which processes the training data and the reward signal to the gradient coefficient GC that determines the magnitude of the penalty or reinforcement for the data.', 'Generally, the gradient with respect to the parameter θ of a training method can be written as: (Equation)', 'As summarized in Equation \\ref{eq:objective}, there exist three key components: Data Source, Algorithm, and Reward Function.', 'Algorithms process the data and reward signal to the gradient coefficient to update the model parameter.']",Conceptual Synthesis,"data, reward, algorithm"
 removal of the value function,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the core design change in GRPO that removes the substantial memory and computation burden present in PPO is estimating the baseline from group scores rather than training an additional model, specifically the","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the core design change in GRPO that removes the substantial memory and computation burden present in PPO is estimating the baseline from group scores rather than training an additional model, specifically the removal of the value function",What core design change in GRPO removes the substantial memory and computation burden present in PPO?,"['As the value function employed in PPO is typically another model of comparable size as the policy model, it brings a substantial memory and computational burden.', 'we propose Group Relative Policy Optimization (GRPO), which obviates the need for additional value function approximation as in PPO, and instead uses the average reward of multiple sampled outputs, produced in response to the same question, as the baseline.', 'GRPO foregoes the critic model, instead estimating the baseline from group scores, significantly reducing training resources.', 'We introduce Group Relative Policy Optimization (GRPO), an efficient and effective reinforcement learning algorithm. GRPO foregoes the critic model, instead estimating the baseline from group scores, significantly reducing training resources compared to Proximal Policy Optimization (PPO).']",Conceptual Synthesis,no value function
 uncertainty-aware rewards,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', if the reward model exhibits significant uncertainty or noise, the paper proposes that GRPO should be adapted to use","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', if the reward model exhibits significant uncertainty or noise, the paper proposes that GRPO should be adapted to use uncertainty-aware rewards","How should GRPO be adapted if the reward model exhibits significant uncertainty or noise, according to the paper's proposed directions?","['To this end, we will explore the reinforcement learning algorithm that is robust against noisy reward signals.', 'The uncertainty could potentially act as a linking bridge between the weak reward model and the weak-to-strong learning algorithms;', 'How to reflect the uncertainty of reward model.']",Conceptual Synthesis,uncertainty-aware rewards
 relative comparison,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', if GRPO is run with group size $G=1$, the key advantage described in the paper that would be lost is","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', if GRPO is run with group size $G=1$, the key advantage described in the paper that would be lost is relative comparison","If GRPO is run with group size G = 1, which key advantage described in the paper would be lost?","['GRPO samples a group of outputs {o_1, o_2, \\cdots, o_G} from the old policy π_{θ_{old}} and then optimizes the policy model by maximizing the following objective', 'These rewards are normalized by subtracting the group average and dividing by the group standard deviation.', 'where $\\varepsilon$ and $\\beta$ are hyper-parameters, and $\\hat{A}_{i,t}$  is the advantage calculated based on relative rewards of the outputs inside each group only, which will be detailed in the following subsections.', 'The group relative way that GRPO leverages to calculate the advantages, aligns well with the comparative nature of rewards models,  as reward models are typically trained on datasets of comparisons between outputs on the same question.']",Predicting Hypothetical,relative comparison
 larger model scale,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors' negative finding about arXiv data effectiveness is accompanied by caveats, and they explicitly mention that the conclusion about arXiv's usefulness might change with","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors' negative finding about arXiv data effectiveness is accompanied by caveats, and they explicitly mention that the conclusion about arXiv's usefulness might change with larger model scale",The authors' negative finding about arXiv data effectiveness is accompanied by caveats. Which condition do they explicitly mention that might change the conclusion about arXiv's usefulness?,"['Whether the benefits of arXiv papers would manifest themselves at a larger model scale.', 'Thus, further exploration is required, which we leave for future studies.', 'However, this conclusion has its limitations and should be taken with a grain of salt.', 'We experiment with models of different sizes, including DeepSeek-LLM 1.3B and DeepSeek-Coder-Base-v1.5 7B \\citep{deepseek-coder}, using arXiv corpora that underwent varied processing pipelines:']",Conceptual Synthesis,larger model scale
 outputs on the same question,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the group-relative advantage computation leverages comparisons between","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the group-relative advantage computation leverages comparisons between outputs on the same question",The group-relative advantage computation relies on a property of the reward model's training data; what implicit property of the reward signals does GRPO assume to make within-group normalization meaningful?,"['The group relative way that GRPO leverages to calculate the advantages, aligns well with the comparative nature of rewards models, as reward models are typically trained on datasets of comparisons between outputs on the same question.', 'To address this, as shown in Figure \\ref{fig:grpo}, we propose Group Relative Policy Optimization (GRPO), which obviates the need for additional value function approximation as in PPO, and instead uses the average reward of multiple sampled outputs, produced in response to the same question, as the baseline.', 'where $\\varepsilon$ and $\\beta$ are hyper-parameters, and $\\hat{A}_{i,t}$  is the advantage calculated based on relative rewards of the outputs inside each group only, which will be detailed in the following subsections.']",Conceptual Synthesis,rewards comparable
 boosts top-k correctness,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors observe that reinforcement learning (RL) improves $\text{Maj@}K$ but not $\text{Pass@}K$, and they interpret this change as indicating the model's outputs shift in a way that ultimately","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors observe that reinforcement learning (RL) improves $\text{Maj@}K$ but not $\text{Pass@}K$, and they interpret this change as indicating the model's outputs shift in a way that ultimately boosts top-k correctness","The paper observes that RL improves Maj@K but not Pass@K. According to the authors' interpretation, what specific change in the model's outputs accounts for the observed improvement?","['As shown in Figure \\ref{fig:maj-pass}, RL enhances Maj@K’s performance but not Pass@K.', 'it seems that the improvement is attributed to boosting the correct response from TopK rather than the enhancement of fundamental capabilities.', 'We think this is a potential reason that our RL pipeline only improves the Maj@K performance.']",Conceptual Synthesis,boosts top-k correctness
 larger model scale,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors mention a plausible scenario where arXiv tokens might still benefit mathematical reasoning: when models are trained at","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors mention a plausible scenario where arXiv tokens might still benefit mathematical reasoning: when models are trained at larger model scale",What plausible scenario do the authors mention where arXiv tokens might still benefit mathematical reasoning?,"['We have not yet studied: ... Whether the benefits of arXiv papers would manifest themselves at a larger model scale.', 'Thus, further exploration is required, which we leave for future studies.', 'We experiment with models of different sizes, including DeepSeek-LLM 1.3B and DeepSeek-Coder-Base-v1.5 7B \\citep{deepseek-coder}, using arXiv corpora that underwent varied processing pipelines:', 'When trained on a arXiv-only corpus, both models display no notable improvements or even deterioration across various mathematical benchmarks of different complexities employed in this study.']",Conceptual Synthesis,larger model scale
 a direct KL penalty,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', GRPO uses a different KL regularization mechanism than the per-token KL penalty used in PPO, specifically","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', GRPO uses a different KL regularization mechanism than the per-token KL penalty used in PPO, specifically a direct KL penalty",What specific regularization modification does GRPO apply instead of the per-token KL penalty used in PPO?,"['Also note that, instead of adding KL penalty in the reward, GRPO regularizes by directly adding the KL divergence between the trained policy and the reference policy to the loss, avoiding complicating the calculation of \\hat{A}_{i,t}.', 'And different from the KL penalty term used in (\\ref{eq:PPO-reward}), we estimate the KL divergence with the following unbiased estimator', 'Thus, in PPO, a value function needs to be trained alongside the policy model and to mitigate over-optimization of the reward model, the standard approach is to add a per-token KL penalty from a reference model in the reward at each token \\citep{ouyang2022training}, i.e.,', 'where $r_\\varphi$  is the reward model, $\\pi_{ref}$ is the reference model, which is usually the initial SFT model, and $\\beta$  is the coefficient of the KL penalty.']",Conceptual Synthesis,direct KL penalty
 grading on a curve,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', in everyday terms, GRPO's group-relative baseline most resembles the classroom grading scheme called","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', in everyday terms, GRPO's group-relative baseline most resembles the classroom grading scheme called grading on a curve","In everyday terms, GRPO’s group-relative baseline most resembles what classroom grading scheme?","['and instead uses the average reward of multiple sampled outputs, produced in response to the same question, as the baseline.', 'Subsequently, these rewards are normalized by subtracting the group average and dividing by the group standard deviation.', 'GRPO foregoes the critic model, instead estimating the baseline from group scores, significantly reducing training resources.', 'A reward model is then used to score the outputs, yielding G rewards  \\mathbf{r}=\\{r_1, r_2, \\cdots, r_G\\} correspondingly.']",Analogy,grading on a curve
 division by zero,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', under outcome supervision the normalized reward is defined as $\widetilde{r}_i = \frac{r_i - \mathrm{mean}(\mathbf{r})}{\mathrm{std}(\mathbf{r})}$; if all group rewards are identical, the normalization leads to","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', under outcome supervision the normalized reward is defined as $\widetilde{r}_i = \frac{r_i - \mathrm{mean}(\mathbf{r})}{\mathrm{std}(\mathbf{r})}$; if all group rewards are identical, the normalization leads to division by zero","Under outcome supervision, if all group rewards are identical, what problem occurs during normalization?","['Outcome supervision provides the normalized reward at the end of each output $o_i$  and sets the advantages  $\\hat{A}_{i, t}$  of all tokens in the output as the normalized reward, i.e., $\\hat{A}_{i, t} = \\widetilde{r}_i = \\frac{r_i- {\\rm mean}(\\mathbf{r})}{{\\rm std}(\\mathbf{r})}$, and then optimizes the policy by maximizing the objective defined in equation (\\ref{eq:GRPO-obj}).']",Predicting Hypothetical,division by zero
 large policy shifts,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the clip term in GRPO's PPO-style objective primarily guards against the risk of","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the clip term in GRPO's PPO-style objective primarily guards against the risk of large policy shifts",The clip term in GRPO’s PPO-style objective primarily guards against what update risk?,"['$\\varepsilon$ is a clipping-related hyper-parameter introduced in PPO for stabilizing training.', 'min \\left[ \\frac{\\pi_\\theta(o_{t} | q, o_{<t})}{\\pi_{\\theta_{old}}(o_{t} | q, o_{<t})} A_{t}, \\text{clip} \\left( \\frac{\\pi_\\theta(o_{t} | q, o_{<t})}{\\pi_{\\theta_{old}}(o_{t} | q, o_{<t})}, 1 - \\varepsilon, 1 + \\varepsilon \\right)  A_{t} \\right]']",Mathematical Understanding,large policy shifts
 group average baseline,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', mechanistically, the baseline choice in GRPO that both aligns with comparative rewards and cuts PPO's memory cost is the","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', mechanistically, the baseline choice in GRPO that both aligns with comparative rewards and cuts PPO's memory cost is the group average baseline","Mechanistically, what baseline choice in GRPO both aligns with comparative rewards and cuts PPO’s memory cost?","['GRPO foregoes the critic model, instead estimating the baseline from group scores, significantly reducing training resources compared to Proximal Policy Optimization (PPO).', 'and instead uses the average reward of multiple sampled outputs, produced in response to the same question, as the baseline.', 'As the value function employed in PPO is typically another model of comparable size as the policy model, it brings a substantial memory and computational burden.', 'The group relative way that GRPO leverages to calculate the advantages, aligns well with the comparative nature of rewards models,  as reward models are typically trained on datasets of comparisons between outputs on the same question.']",Conceptual Synthesis,group average baseline
 more robust output distribution,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the behavioral change that likely explains RL's out-of-domain gains despite narrow training data is a","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the behavioral change that likely explains RL's out-of-domain gains despite narrow training data is a more robust output distribution",What behavioral change likely explains RL’s out-of-domain gains despite narrow training data?,"['[\'We demonstrate that GRPO significantly enhances the performance of our instruction-tuned model DeepSeekMath-Instruct, by solely using the instruction-tuning data. Furthermore, we observe enhancements in the out-of-domain performance during the reinforcement learning process.\', ""These findings indicate that RL enhances the model\'s overall performance by rendering the output distribution more robust, in other words, \\\\textbf{it seems that the improvement is attributed to boosting the correct response from TopK rather than the enhancement of fundamental capabilities.}""]', 'As shown in Figure \\ref{fig:maj-pass}, RL enhances Maj@K’s performance but not Pass@K.', 'Crucially, DeepSeekMath-RL 7B is only trained on chain-of-thought-format instruction tuning data of GSM8K and MATH, starting from DeepSeekMath-Instruct 7B. Despite the constrained scope of its training data, it outperforms DeepSeekMath-Instruct 7B across all evaluation metrics, showcasing the effectiveness of reinforcement learning.']",Conceptual Synthesis,more robust outputs
 data curation and GRPO,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors distill their strategy into two primary levers and conclude that the combined approach chiefly driving DeepSeekMath's math gains over prior open models is","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors distill their strategy into two primary levers and conclude that the combined approach chiefly driving DeepSeekMath's math gains over prior open models is data curation and GRPO","Distilling the paper's strategy into two levers, what combined approach chiefly drives DeepSeekMath’s math gains over prior open models?","['The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.', 'We introduce Group Relative Policy Optimization (GRPO), an efficient and effective reinforcement learning algorithm.', 'By implementing a meticulously designed data selection pipeline, we successfully construct the DeepSeekMath Corpus, a high-quality dataset of 120B tokens from web pages filtered for mathematical content, which is almost 7 times the size of the math web pages used by Minerva \\citep{minerva} and 9 times the size of the recently released OpenWebMath \\citep{openwebmath}.', 'Our extensive ablation study shows web pages offer significant potential for high-quality mathematical data, while arXiv may not as beneficial as we expected.', 'We introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), which can notably improve mathematical reasoning capabilities with less memory consumption.']",Conceptual Synthesis,data curation and GRPO
 fundamental capabilities,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', RL does not actually enhance the base model's","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', RL does not actually enhance the base model's fundamental capabilities","Without voting or multiple samples, which kind of RL gain is least helpful to a user?","['[\'As shown in Figure \\\\ref{fig:maj-pass}, RL enhances Maj@K’s performance but not Pass@K.\', ""These findings indicate that RL enhances the model\'s overall performance by rendering the output distribution more robust, in other words, \\\\textbf{it seems that the improvement is attributed to boosting the correct response from TopK rather than the enhancement of fundamental capabilities.}""]', 'We think this is a potential reason that our RL pipeline only improves the Maj@K performance.', 'The reward model must be effectively generalized to handle out-of-distribution questions and advanced decoding outputs; otherwise, reinforcement learning may merely stabilize the distribution of LLMs rather than improve their fundamental capabilities;']",Conceptual Synthesis,Maj@K improvements
 worse performance on Chinese benchmarks,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors explain that because their pre-training corpus includes multilingual content rather than being English-only as in prior work, restricting the corpus to English would likely lead to","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors explain that because their pre-training corpus includes multilingual content rather than being English-only as in prior work, restricting the corpus to English would likely lead to worse performance on Chinese benchmarks","If the corpus were English-only like prior work, what would likely happen to Chinese benchmark scores?","['The DeepSeekMath~Corpus encompasses data in multiple languages, predominantly featuring English and Chinese as the two most represented languages.', 'As shown in Table \\ref{tab:corpora_comparison}, training on the DeepSeekMath~Corpus enhances mathematical reasoning performance in both English and Chinese. In contrast, existing mathematical corpora, which are primarily English-centric, show limited improvement and may even hinder performance in Chinese mathematical reasoning.', ""Notably, DeepSeekMath-Base is superior on Chinese benchmarks, likely because we don't follow previous works \\citep{minerva,llemma} to collect English-only math pre-training data, and also include high-quality non-English ones."", 'In addition, the DeepSeekMath Corpus is multilingual, so we notice an improvement in Chinese mathematical benchmarks \\citep{wei2023cmath,agieval}.']",Predicting Hypothetical,worse Chinese performance
 mixed code and math,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', if your priority is program-aided math without forgetting, the training recipe that best fits is","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', if your priority is program-aided math without forgetting, the training recipe that best fits is mixed code and math","If your priority is program-aided math without forgetting, which training recipe best fits?","['mixing code tokens and math tokens effectively mitigates the issue of catastrophic forgetting that arises from two-stage training, and also synergizes coding (Table \\ref{tab:code-math-general-eval}) and program-aided mathematical reasoning (Table \\ref{tab:code-math}).', 'Code training benefits program-aided mathematical reasoning, both under the two-stage training and one-stage training settings.', 'Math training following code training degrades coding performance. We investigate whether code tokens, when mixed with math tokens for one-stage training, would still improve mathematical reasoning and also alleviate the problem of catastrophic forgetting.', 'Additionally, by including code tokens for continual training, DeepSeekMath-Base 7B effectively maintains the performance of DeepSeek-Coder-Base-v1.5 on the two coding benchmarks.']",Conceptual Synthesis,mixed code and math
