review_id,domain_group,document,mcqa_row_index,question_stem,target,correct_label,option_a,option_b,option_c,option_d,option_e,distractors,formatted_question,contextualized_question,fact,source_facts,text_sentences,derivation,question,answer,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target,validation_error,fixed_formatted_question,fixed_formatted_question_5shot,fixed_distractors
legal/America_First_Legal_Foundation_v_Jamieson_Greer/0,legal,America_First_Legal_Foundation_v_Jamieson_Greer,0,"In the context of the case 'America First Legal Foundation v. Jamieson Greer', what Article III element was identified as absent due to the DOJ's refusal to disclose records instead of the OSC?",causation,(B),ripeness,causation,imminence,injury in fact,redressability,"[""redressability"", ""injury in fact"", ""imminence"", ""ripeness""]","In the context of the case 'America First Legal Foundation v. Jamieson Greer', what Article III element was identified as absent due to the DOJ's refusal to disclose records instead of the OSC?
(A) ripeness
(B) causation
(C) imminence
(D) injury in fact
(E) redressability","In the context of the case 'America First Legal Foundation v. Jamieson Greer', what Article III element was identified as absent due to the DOJ's refusal to disclose records instead of the OSC?","According to the opinion 'America First Legal Foundation v. Jamieson Greer', given that DOJ—not OSC—refused to disclose the records, the missing Article III element between AFL’s records injury and OSC was causation","['To have Article III standing, the plaintiff must have suffered an injury caused by the defendant and likely to be redressed by a favorable decision.', 'For one thing, any informational injury from DOJ’s refusal to disclose agency records is plainly traceable to DOJ—not OSC.']","['To have Article III standing, the plaintiff must have suffered an injury caused by the defendant and likely to be redressed by a favorable decision.', 'For one thing, any informational injury from DOJ’s refusal to disclose agency records is plainly traceable to DOJ—not OSC.']","If the records injury is traceable to DOJ rather than OSC, then the required causal link to this defendant is missing.","Given that DOJ—not OSC—refused to disclose the records, which Article III element was missing between AFL’s records injury and OSC?",causation,accept,,,,,,,,,,,,,,
legal/Apex_Bank_v_Cc_Serve_Corp/0,legal,Apex_Bank_v_Cc_Serve_Corp,0,"In the case of 'Apex Bank v. CC Serve Corp.', what is the consequence for the protection of ASPIRE if the remand reveals that the broader third-party-mark evidence indicates its relative weakness?",narrow scope of protection,(E),broad scope of protection,favorable sixth-DuPont-factor weighting,heightened presumption of distinctiveness,greater protection based on service similarity,narrow scope of protection,"[""broad scope of protection"", ""heightened presumption of distinctiveness"", ""favorable sixth-DuPont-factor weighting"", ""greater protection based on service similarity""]","In the case of 'Apex Bank v. CC Serve Corp.', what is the consequence for the protection of ASPIRE if the remand reveals that the broader third-party-mark evidence indicates its relative weakness?
(A) broad scope of protection
(B) favorable sixth-DuPont-factor weighting
(C) heightened presumption of distinctiveness
(D) greater protection based on service similarity
(E) narrow scope of protection","In the case of 'Apex Bank v. CC Serve Corp.', what is the consequence for the protection of ASPIRE if the remand reveals that the broader third-party-mark evidence indicates its relative weakness?","According to the opinion 'Apex Bank v. CC Serve Corp.', if the broader third-party-mark evidence on remand shows ASPIRE is relatively weak, then under the court’s stated rule ASPIRE will receive a narrow scope of protection","['“Evidence of third-party use of similar marks on similar goods is relevant to show that a mark is relatively weak and entitled to only a narrow scope of protection.”', 'We thus vacate the Board’s finding with respect to the sixth DuPont factor and remand for reconsideration of the appropriate scope of third-party marks eligible for consideration in view of the Board’s factual finding that the parties’ services are highly similar.']","['“Evidence of third-party use of similar marks on similar goods is relevant to show that a mark is relatively weak and entitled to only a narrow scope of protection.”', 'We thus vacate the Board’s finding with respect to the sixth DuPont factor and remand for reconsideration of the appropriate scope of third-party marks eligible for consideration in view of the Board’s factual finding that the parties’ services are highly similar.']","If the remand expands the third-party-use evidence and that evidence shows weakness, the stated rule says the mark’s protection should correspondingly narrow.","If the broader third-party-mark evidence on remand shows ASPIRE is relatively weak, what protection consequence follows under the court’s stated rule?",narrow scope of protection,accept,,,,,,,,,,,,,,
legal/Apex_Bank_v_Cc_Serve_Corp/1,legal,Apex_Bank_v_Cc_Serve_Corp,1,"In the case of Apex Bank v. CC Serve Corp., what aspect of the ASPIRE mark is likely to be reassessed on remand, potentially impacting the analysis of its initial commercial impression?",commercial strength or weakness,(C),normal scope of protection,conceptual strength or weakness,commercial strength or weakness,inherent distinctiveness,"appearance, sound, and meaning","[""conceptual strength or weakness"", ""normal scope of protection"", ""inherent distinctiveness"", ""appearance, sound, and meaning""]","In the case of Apex Bank v. CC Serve Corp., what aspect of the ASPIRE mark is likely to be reassessed on remand, potentially impacting the analysis of its initial commercial impression?
(A) normal scope of protection
(B) conceptual strength or weakness
(C) commercial strength or weakness
(D) inherent distinctiveness
(E) appearance, sound, and meaning","In the case of Apex Bank v. CC Serve Corp., what aspect of the ASPIRE mark is likely to be reassessed on remand, potentially impacting the analysis of its initial commercial impression?","According to the opinion 'Apex Bank v. CC Serve Corp.', on remand, the feature of the ASPIRE mark that could change and thereby alter the first-factor analysis was its commercial strength or weakness","['The Board found that “[CC Serve] has not shown that its mark has any particular commercial strength, but [Apex] has not shown that [CC Serve]’s mark is commercially or conceptually weak such that it is entitled to a narrow scope of protection,” and determined that CC Serve’s mark is entitled to the “normal scope of protection accorded inherently distinctive marks.” J.A. 51.', 'Because commercial impression informs the analysis under the first DuPont factor, we must similarly vacate the Board’s analysis here because reconsideration of the sixth DuPont factor may result in a different determination of the mark’s commercial strength or weakness and affect the overall commercial impression.']","['The Board found that “[CC Serve] has not shown that its mark has any particular commercial strength, but [Apex] has not shown that [CC Serve]’s mark is commercially or conceptually weak such that it is entitled to a narrow scope of protection,” and determined that CC Serve’s mark is entitled to the “normal scope of protection accorded inherently distinctive marks.” J.A. 51.', 'Because commercial impression informs the analysis under the first DuPont factor, we must similarly vacate the Board’s analysis here because reconsideration of the sixth DuPont factor may result in a different determination of the mark’s commercial strength or weakness and affect the overall commercial impression.']",The court vacated factor one because a new strength-or-weakness determination under factor six could alter the premise supporting the prior commercial-impression analysis.,What feature of the ASPIRE mark could change on remand and thereby alter the first-factor analysis?,commercial strength or weakness,accept,,,,,,,,,,,,,,
legal/Apex_Bank_v_Cc_Serve_Corp/2,legal,Apex_Bank_v_Cc_Serve_Corp,2,"In the context of the case 'Apex Bank v. CC Serve Corp.', what specific range of services is required for the Board to consider when evaluating third-party Aspire marks under the sixth DuPont factor, following the affirmed factor-two finding?","credit card, banking, and financing services",(D),"banking and financing services, but not credit card services",the specific services identified in each third-party Aspire registration,credit card services limited to the issuance and administration of cards,"credit card, banking, and financing services","all consumer financial services, including investment and insurance products","[""credit card services limited to the issuance and administration of cards"", ""banking and financing services, but not credit card services"", ""the specific services identified in each third-party Aspire registration"", ""all consumer financial services, including investment and insurance products""]","In the context of the case 'Apex Bank v. CC Serve Corp.', what specific range of services is required for the Board to consider when evaluating third-party Aspire marks under the sixth DuPont factor, following the affirmed factor-two finding?
(A) banking and financing services, but not credit card services
(B) the specific services identified in each third-party Aspire registration
(C) credit card services limited to the issuance and administration of cards
(D) credit card, banking, and financing services
(E) all consumer financial services, including investment and insurance products","In the context of the case 'Apex Bank v. CC Serve Corp.', what specific range of services is required for the Board to consider when evaluating third-party Aspire marks under the sixth DuPont factor, following the affirmed factor-two finding?","According to the opinion 'Apex Bank v. CC Serve Corp.', given the affirmed factor-two finding, when the Board reassesses third-party Aspire marks under the sixth DuPont factor, it must use the same scope of services as the services at issue in the factor-two analysis: credit card, banking, and financing services","['The Board determined that because the dictionary definitions for “banking,” “bank,” and “finance” encompass extending credit or providing funds through the issuance of credit cards, Apex and CC Serve’s services are “legally identical, in part.” J.A. 27–28.', 'When the Board has already made a factual finding that the services are highly similar—in fact, partially legally identical—in its analysis of the second DuPont factor, J.A. 27–28, the Board should retain the same scope in its consideration of similarity under the other factors.']","['The Board determined that because the dictionary definitions for “banking,” “bank,” and “finance” encompass extending credit or providing funds through the issuance of credit cards, Apex and CC Serve’s services are “legally identical, in part.” J.A. 27–28.', 'When the Board has already made a factual finding that the services are highly similar—in fact, partially legally identical—in its analysis of the second DuPont factor, J.A. 27–28, the Board should retain the same scope in its consideration of similarity under the other factors.']","Because the Board must keep the same similarity scope across factors after finding the services highly similar and partly legally identical, factor six must extend beyond credit cards alone to the broader financial-service categories already used in factor two.","Given the affirmed factor-two finding, what scope of services must the Board use when reassessing third-party Aspire marks under the sixth DuPont factor?","credit card, banking, and financing services",accept,,,,,,,,,,,,,,
legal/Apex_Bank_v_Cc_Serve_Corp/3,legal,Apex_Bank_v_Cc_Serve_Corp,3,"In the case of 'Apex Bank v. CC Serve Corp.', what key issue is left for the Board to reevaluate after the findings on two DuPont factors were vacated?",likelihood of confusion,(A),likelihood of confusion,abandonment of the cited mark,priority of use,genericness of the applied-for mark,acquired distinctiveness,"[""abandonment of the cited mark"", ""priority of use"", ""genericness of the applied-for mark"", ""acquired distinctiveness""]","In the case of 'Apex Bank v. CC Serve Corp.', what key issue is left for the Board to reevaluate after the findings on two DuPont factors were vacated?
(A) likelihood of confusion
(B) abandonment of the cited mark
(C) priority of use
(D) genericness of the applied-for mark
(E) acquired distinctiveness","In the case of 'Apex Bank v. CC Serve Corp.', what key issue is left for the Board to reevaluate after the findings on two DuPont factors were vacated?","According to the opinion 'Apex Bank v. CC Serve Corp.', after vacating the Board's findings on two DuPont factors, the ultimate trademark issue left for reassessment was likelihood of confusion","['“Likelihood of confusion is a question of law, based on findings of relevant underlying facts, namely findings under the DuPont factors.”', 'But we vacate the Board’s findings with respect to DuPont factors six and one and remand for the Board to consider the number and nature of similar marks used on similar goods and the appearance, sound, connotation, and commercial impression of the marks in light of its finding that the parties’ services are highly similar.']","['“Likelihood of confusion is a question of law, based on findings of relevant underlying facts, namely findings under the DuPont factors.”', 'But we vacate the Board’s findings with respect to DuPont factors six and one and remand for the Board to consider the number and nature of similar marks used on similar goods and the appearance, sound, connotation, and commercial impression of the marks in light of its finding that the parties’ services are highly similar.']","Because the ultimate legal question depends on the underlying factor findings, vacating two factor findings means the ultimate confusion determination remains to be reassessed.","After this disposition, what ultimate issue remains open for the Board to reassess using corrected factor analyses?",likelihood of confusion,accept,,,,,,,,,,,,,,
legal/Bruce_Cohen_v_Consilio_LLC/0,legal,Bruce_Cohen_v_Consilio_LLC,0,"In the case of Bruce Cohen v. Consilio LLC, what type of legal document would Cohen have needed to submit in order to appropriately address his request for Consilio to withdraw the 2019 policy?",an amended complaint,(D),a motion for a preliminary injunction,a supplemental opposition brief,a supplemental complaint,an amended complaint,a renewed motion for summary judgment,"[""a supplemental complaint"", ""a supplemental opposition brief"", ""a motion for a preliminary injunction"", ""a renewed motion for summary judgment""]","In the case of Bruce Cohen v. Consilio LLC, what type of legal document would Cohen have needed to submit in order to appropriately address his request for Consilio to withdraw the 2019 policy?
(A) a motion for a preliminary injunction
(B) a supplemental opposition brief
(C) a supplemental complaint
(D) an amended complaint
(E) a renewed motion for summary judgment","In the case of Bruce Cohen v. Consilio LLC, what type of legal document would Cohen have needed to submit in order to appropriately address his request for Consilio to withdraw the 2019 policy?","According to the opinion 'Bruce Cohen v. Consilio, LLC', to properly present his new request that Consilio withdraw the 2019 policy, Cohen would have needed to file an amended complaint","['In his complaint, Cohen sought certain specific forms of injunctive relief, only to later change course and request different relief—withdrawing the 2019 policy—in his summary judgment briefing.', 'Thus, the issue is not properly before us. See InfoDeli, LLC, 136 F.4th at 801 n.6 (8th Cir. 2025) (explaining that “[n]ew claims are properly raised through amended complaints, not opposition briefs”); see also Fed. R. Civ. P. 15(a).']","['In his complaint, Cohen sought certain specific forms of injunctive relief, only to later change course and request different relief—withdrawing the 2019 policy—in his summary judgment briefing.', 'Thus, the issue is not properly before us. See InfoDeli, LLC, 136 F.4th at 801 n.6 (8th Cir. 2025) (explaining that “[n]ew claims are properly raised through amended complaints, not opposition briefs”); see also Fed. R. Civ. P. 15(a).']","Since Cohen changed the requested injunctive relief in briefing and new claims must be raised by amendment, he needed to amend his pleading to properly present that request.",What filing would Cohen have needed to properly present his new request that Consilio withdraw the 2019 policy?,an amended complaint,accept,,,,,,,,,,,,,,
legal/Bruce_Cohen_v_Consilio_LLC/1,legal,Bruce_Cohen_v_Consilio_LLC,1,"In the context of the case 'Bruce Cohen v. Consilio, LLC', what is the implication for Cohen’s MFLSA claim if the district court determines that Consilio’s overtime policy has ended and there is no reasonable expectation of its wrongful conduct recurring?",moot,(B),not moot under the voluntary-cessation doctrine,moot,dismissible for lack of standing,entitled to judgment as a matter of law,ripe for adjudication,"[""not moot under the voluntary-cessation doctrine"", ""dismissible for lack of standing"", ""ripe for adjudication"", ""entitled to judgment as a matter of law""]","In the context of the case 'Bruce Cohen v. Consilio, LLC', what is the implication for Cohen’s MFLSA claim if the district court determines that Consilio’s overtime policy has ended and there is no reasonable expectation of its wrongful conduct recurring?
(A) not moot under the voluntary-cessation doctrine
(B) moot
(C) dismissible for lack of standing
(D) entitled to judgment as a matter of law
(E) ripe for adjudication","In the context of the case 'Bruce Cohen v. Consilio, LLC', what is the implication for Cohen’s MFLSA claim if the district court determines that Consilio’s overtime policy has ended and there is no reasonable expectation of its wrongful conduct recurring?","According to the opinion 'Bruce Cohen v. Consilio, LLC', if the district court finds on remand that Consilio’s overtime policy ended and its wrongful conduct cannot reasonably be expected to recur, then Cohen’s MFLSA claim is moot","['However, if Consilio’s policy is no longer in place and it is “absolutely clear” that its wrongful conduct will not recur, Cohen’s MFLSA claim may in fact be moot.']","['However, if Consilio’s policy is no longer in place and it is “absolutely clear” that its wrongful conduct will not recur, Cohen’s MFLSA claim may in fact be moot.']",The opinion expressly ties the end of the policy plus no reasonable chance of recurrence to mootness of the MFLSA claim.,"If the district court finds on remand that Consilio’s overtime policy ended and its wrongful conduct cannot reasonably be expected to recur, what follows for Cohen’s MFLSA claim?",moot,accept,,,,,,,,,,,,,,
legal/Bruce_Cohen_v_Consilio_LLC/2,legal,Bruce_Cohen_v_Consilio_LLC,2,"In the case of Bruce Cohen v. Consilio, LLC, what jurisdictional issue did the court identify as a concern after Cohen received full payment and only penalties payable to the Commissioner remained?",mootness,(B),standing,mootness,redressability,injury in fact,ripeness,"[""standing"", ""redressability"", ""injury in fact"", ""ripeness""]","In the case of Bruce Cohen v. Consilio, LLC, what jurisdictional issue did the court identify as a concern after Cohen received full payment and only penalties payable to the Commissioner remained?
(A) standing
(B) mootness
(C) redressability
(D) injury in fact
(E) ripeness","In the case of Bruce Cohen v. Consilio, LLC, what jurisdictional issue did the court identify as a concern after Cohen received full payment and only penalties payable to the Commissioner remained?","According to the opinion 'Bruce Cohen v. Consilio, LLC', after Cohen was fully paid and only Commissioner-payable penalties remained, the continuing-personal-interest jurisdictional concern was mootness","['The parties agree that any statutory penalties imposed—unlike overtime wages and liquidated damages—are payable to the Commissioner, not to Cohen.', 'But “a plaintiff must demonstrate standing for each claim he seeks to press and for each form of relief that is sought.” Town of Chester v. Laroe Ests., Inc., 581 U.S. 433, 439 (2017) (quoting Davis v. Fed. Election Comm’n, 554 U.S. 724, 734 (2008)).', 'And, as we have explained, “[t]he requisite personal interest that must exist at the commencement of the litigation (standing) must continue throughout its existence (mootness)[.]” Sisney v. Kaemingk, 15 F.4th 1181, 1194 (8th Cir. 2021) (quoting Arizonans for Off. Eng. v. Arizona, 520 U.S. 43, 68 n.22 (1997)).', 'At this stage of the proceedings, we have a serious concern regarding our jurisdiction to decide this issue.']","['The parties agree that any statutory penalties imposed—unlike overtime wages and liquidated damages—are payable to the Commissioner, not to Cohen.', 'But “a plaintiff must demonstrate standing for each claim he seeks to press and for each form of relief that is sought.” Town of Chester v. Laroe Ests., Inc., 581 U.S. 433, 439 (2017) (quoting Davis v. Fed. Election Comm’n, 554 U.S. 724, 734 (2008)).', 'And, as we have explained, “[t]he requisite personal interest that must exist at the commencement of the litigation (standing) must continue throughout its existence (mootness)[.]” Sisney v. Kaemingk, 15 F.4th 1181, 1194 (8th Cir. 2021) (quoting Arizonans for Off. Eng. v. Arizona, 520 U.S. 43, 68 n.22 (1997)).', 'At this stage of the proceedings, we have a serious concern regarding our jurisdiction to decide this issue.']","Once Cohen had no remaining personal payment claim and only government-payable penalties remained, the court’s immediate jurisdictional concern was whether the case had become moot.","After Cohen was fully paid and only Commissioner-payable penalties remained, what jurisdictional issue did the court identify as the immediate concern?",mootness,accept,,,,,,,,,,,,,,
legal/Bruce_Cohen_v_Consilio_LLC/3,legal,Bruce_Cohen_v_Consilio_LLC,3,"In the case of Bruce Cohen v. Consilio LLC, what was the outcome of the appellate review regarding the MWTA claim, considering Cohen's full-payment stipulation and lack of statutory basis for penalties?",dismissal affirmed,(A),dismissal affirmed,vacatur for reconsideration,penalties claim remanded,reversal and remand,partial reversal ordered,"[""reversal and remand"", ""vacatur for reconsideration"", ""penalties claim remanded"", ""partial reversal ordered""]","In the case of Bruce Cohen v. Consilio LLC, what was the outcome of the appellate review regarding the MWTA claim, considering Cohen's full-payment stipulation and lack of statutory basis for penalties?
(A) dismissal affirmed
(B) vacatur for reconsideration
(C) penalties claim remanded
(D) reversal and remand
(E) partial reversal ordered","In the case of Bruce Cohen v. Consilio LLC, what was the outcome of the appellate review regarding the MWTA claim, considering Cohen's full-payment stipulation and lack of statutory basis for penalties?","According to the opinion 'Bruce Cohen v. Consilio, LLC', given Cohen’s full-payment stipulation and his failure to identify any statutory basis for penalties, the appellate result for the MWTA claim was dismissal affirmed","['Cohen stipulated that he received all pay Consilio owes him, and he points to no statutory authority allowing for civil penalties under this statute.', 'With no meaningful argument in support of reversal, we will not disturb the district court’s order dismissing this claim.']","['Cohen stipulated that he received all pay Consilio owes him, and he points to no statutory authority allowing for civil penalties under this statute.', 'With no meaningful argument in support of reversal, we will not disturb the district court’s order dismissing this claim.']","Because Cohen showed neither unpaid compensation nor a statutory basis for penalties, the court left the MWTA dismissal undisturbed.","Given Cohen’s full-payment stipulation and his failure to identify any statutory basis for penalties, what was the appellate result for the MWTA claim?",dismissal affirmed,accept,,,,,,,,,,,,,,
legal/Bruce_Cohen_v_Consilio_LLC/4,legal,Bruce_Cohen_v_Consilio_LLC,4,"In the case of Bruce Cohen v. Consilio LLC, what specific fact regarding Consilio's policy needed to be clarified on remand due to its potential impact on the court's jurisdiction over the MFLSA claim?",whether Consilio’s policy remains,(B),whether Consilio previously maintained a violative overtime policy,whether Consilio’s policy remains,whether Cohen was entitled to summary judgment as a matter of law,whether Cohen had been paid all overtime wages and liquidated damages,whether there were no genuine issues of material fact on the MFLSA claim,"[""whether Cohen had been paid all overtime wages and liquidated damages"", ""whether there were no genuine issues of material fact on the MFLSA claim"", ""whether Consilio previously maintained a violative overtime policy"", ""whether Cohen was entitled to summary judgment as a matter of law""]","In the case of Bruce Cohen v. Consilio LLC, what specific fact regarding Consilio's policy needed to be clarified on remand due to its potential impact on the court's jurisdiction over the MFLSA claim?
(A) whether Consilio previously maintained a violative overtime policy
(B) whether Consilio’s policy remains
(C) whether Cohen was entitled to summary judgment as a matter of law
(D) whether Cohen had been paid all overtime wages and liquidated damages
(E) whether there were no genuine issues of material fact on the MFLSA claim","In the case of Bruce Cohen v. Consilio LLC, what specific fact regarding Consilio's policy needed to be clarified on remand due to its potential impact on the court's jurisdiction over the MFLSA claim?","According to the opinion 'Bruce Cohen v. Consilio, LLC', on remand the district court had to resolve the jurisdictionally relevant disputed fact: whether Consilio’s policy remains","['Summary judgment is proper if there are no genuine issues of material fact and the moving party is entitled to judgment as a matter of law.', 'Prior to Consilio’s motion for summary judgment, the parties agreed that Cohen had been paid all overtime wages and liquidated damages, but whether Consilio’s violative overtime policy is still in place remains in dispute.', 'Accordingly, we vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim and remand for the district court to determine its jurisdiction.']","['Summary judgment is proper if there are no genuine issues of material fact and the moving party is entitled to judgment as a matter of law.', 'Prior to Consilio’s motion for summary judgment, the parties agreed that Cohen had been paid all overtime wages and liquidated damages, but whether Consilio’s violative overtime policy is still in place remains in dispute.', 'Accordingly, we vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim and remand for the district court to determine its jurisdiction.']","Since the payments eliminated one part of the dispute but the continued existence of the policy remained contested and mattered to jurisdiction, the remand had to resolve that factual dispute.",What specific disputed fact had to be resolved on remand because it could determine the court’s jurisdiction over the MFLSA claim?,whether Consilio’s policy remains,accept,,,,,,,,,,,,,,
legal/Bruce_Cohen_v_Consilio_LLC/5,legal,Bruce_Cohen_v_Consilio_LLC,5,"In the case of Bruce Cohen v. Consilio LLC, which specific claim was remanded for further proceedings after the appeal?",MFLSA claim,(B),MWTA claim,MFLSA claim,FLSA overtime claim,request to withdraw the 2019 policy,unjust-enrichment claim,"[""MWTA claim"", ""FLSA overtime claim"", ""request to withdraw the 2019 policy"", ""unjust-enrichment claim""]","In the case of Bruce Cohen v. Consilio LLC, which specific claim was remanded for further proceedings after the appeal?
(A) MWTA claim
(B) MFLSA claim
(C) FLSA overtime claim
(D) request to withdraw the 2019 policy
(E) unjust-enrichment claim","In the case of Bruce Cohen v. Consilio LLC, which specific claim was remanded for further proceedings after the appeal?","According to the opinion 'Bruce Cohen v. Consilio, LLC', after the court vacated one summary-judgment ruling and otherwise affirmed, the only claim returned for further proceedings was the MFLSA claim","['Accordingly, we vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim and remand for the district court to determine its jurisdiction.', 'We otherwise affirm.']","['Accordingly, we vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim and remand for the district court to determine its jurisdiction.', 'We otherwise affirm.']","Because every other ruling was affirmed and only the MFLSA ruling was vacated, that was the sole claim returned to the district court.","After the appeal, which claim alone was sent back for further proceedings?",MFLSA claim,accept,,,,,,,,,,,,,,
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/0,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,0,"In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what independent defect was identified that undermined the claim of infringement regarding the '775 claims, despite Finesse's perspective on the non-uniqueness of S1, S2, and S3?",no proof of seven multiplications,(C),no proof of seven unique input signals,no proof of a specific S1-S2-S3 ordering in the accused radios,no proof of seven multiplications,"no proof that S1, S2, and S3 were all unique",no proof of three separately identifiable signals,"[""no proof of three separately identifiable signals"", ""no proof of seven unique input signals"", ""no proof that S1, S2, and S3 were all unique"", ""no proof of a specific S1-S2-S3 ordering in the accused radios""]","In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what independent defect was identified that undermined the claim of infringement regarding the '775 claims, despite Finesse's perspective on the non-uniqueness of S1, S2, and S3?
(A) no proof of seven unique input signals
(B) no proof of a specific S1-S2-S3 ordering in the accused radios
(C) no proof of seven multiplications
(D) no proof that S1, S2, and S3 were all unique
(E) no proof of three separately identifiable signals","In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what independent defect was identified that undermined the claim of infringement regarding the '775 claims, despite Finesse's perspective on the non-uniqueness of S1, S2, and S3?","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', even accepting Finesse's non-uniqueness view of S1, S2, and S3, an independent defect still defeated infringement of the '775 claims: no proof of seven multiplications","['At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.', 'We agree, however, that no reasonable jury could have found the accused radios perform the seven claimed multiplications.']","['At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.', 'We agree, however, that no reasonable jury could have found the accused radios perform the seven claimed multiplications.']","Even if Finesse wins the signal-uniqueness issue, infringement still fails unless the record shows the separate requirement of seven claimed multiplications.","Even accepting Finesse's non-uniqueness view of S1, S2, and S3, what independent defect still defeats infringement of the ’775 claims?",no proof of seven multiplications,accept,,,,,,,,,,,,,,
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/2,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,2,"In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what was the reason that Finesse’s new appellate clarification of the multiplication mapping could not maintain the jury’s verdict under the court’s established standard?",not presented to the jury,(C),raised too late to avoid appellate waiver,contrary to the court’s claim construction,not presented to the jury,merely cumulative of trial testimony already rejected,measured under a clear-and-convincing standard,"[""contrary to the court\u2019s claim construction"", ""raised too late to avoid appellate waiver"", ""measured under a clear-and-convincing standard"", ""merely cumulative of trial testimony already rejected""]","In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what was the reason that Finesse’s new appellate clarification of the multiplication mapping could not maintain the jury’s verdict under the court’s established standard?
(A) raised too late to avoid appellate waiver
(B) contrary to the court’s claim construction
(C) not presented to the jury
(D) merely cumulative of trial testimony already rejected
(E) measured under a clear-and-convincing standard","In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what was the reason that Finesse’s new appellate clarification of the multiplication mapping could not maintain the jury’s verdict under the court’s established standard?","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', Finesse’s new appellate clarification of the multiplication mapping could not preserve the jury’s ’775 verdict under the court’s stated standard because it was not presented to the jury","['A factual finding is supported by substantial evidence if a reasonable jury could have found in favor of the prevailing party in light of the evidence presented at trial.', 'Finesse attempts to clarify the mapping on appeal, but that evidence was never presented to the jury.']","['A factual finding is supported by substantial evidence if a reasonable jury could have found in favor of the prevailing party in light of the evidence presented at trial.', 'Finesse attempts to clarify the mapping on appeal, but that evidence was never presented to the jury.']","Because substantial-evidence review looks to what the jury heard at trial, a new appellate explanation cannot supply missing proof.",Why could Finesse’s new appellate clarification of the multiplication mapping not preserve the jury’s ’775 verdict under the court’s stated standard?,not presented to the jury,accept,,,,,,,,,,,,,,
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/4,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,4,"In the context of the court's opinion in 'Finesse Wireless LLC v. AT&T Mobility LLC', what conclusion can be drawn regarding the fulfillment of the claim limitation related to Dr. Wells's express mapping?",limitation 1[a] unmet,(D),limitation 1[a] met,limitation 1[a] remains genuinely disputed,limitation 1[a] satisfied by Dr. Wells's GROOT FPGA mapping,limitation 1[a] unmet,limitation 1[a] met because the modeled PIM path is part of the sampled passband,"[""limitation 1[a] met"", ""limitation 1[a] remains genuinely disputed"", ""limitation 1[a] met because the modeled PIM path is part of the sampled passband"", ""limitation 1[a] satisfied by Dr. Wells's GROOT FPGA mapping""]","In the context of the court's opinion in 'Finesse Wireless LLC v. AT&T Mobility LLC', what conclusion can be drawn regarding the fulfillment of the claim limitation related to Dr. Wells's express mapping?
(A) limitation 1[a] met
(B) limitation 1[a] remains genuinely disputed
(C) limitation 1[a] satisfied by Dr. Wells's GROOT FPGA mapping
(D) limitation 1[a] unmet
(E) limitation 1[a] met because the modeled PIM path is part of the sampled passband","In the context of the court's opinion in 'Finesse Wireless LLC v. AT&T Mobility LLC', what conclusion can be drawn regarding the fulfillment of the claim limitation related to Dr. Wells's express mapping?","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', given the court's view of Dr. Wells's express mapping, the conclusion that follows for ’134 claim limitation 1[a] is limitation 1[a] unmet","['The court acknowledged “[t]he ‘modeled PIM path is the only thing Dr. Wells expressly mapped to the ‘interference generating signals’” and “Dr. Wells also testified that the PIM Model is generated in the GROOT FPGA.”', 'As such, if the modeled PIM path is the claimed “interference generating signals,” then limitation 1[a] cannot be met because the accused radios’ receiver does not sample a passband of received signals that includes interference generating signals since those signals are not generated until after sampling occurs.']","['The court acknowledged “[t]he ‘modeled PIM path is the only thing Dr. Wells expressly mapped to the ‘interference generating signals’” and “Dr. Wells also testified that the PIM Model is generated in the GROOT FPGA.”', 'As such, if the modeled PIM path is the claimed “interference generating signals,” then limitation 1[a] cannot be met because the accused radios’ receiver does not sample a passband of received signals that includes interference generating signals since those signals are not generated until after sampling occurs.']","Because the only expressly mapped interference-generating signal is generated only after sampling, the receiver cannot satisfy the requirement to sample a passband that includes it.","Given the court's view of Dr. Wells's express mapping, what conclusion follows for ’134 claim limitation 1[a]?",limitation 1[a] unmet,accept,,,,,,,,,,,,,,
