domain,probe_index,target_words,probe,target,fact,raw_knowledge_statement,contextualized_question
Finesse_Wireless_LLC_v_Att_Mobility_LLC,16,10,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court reversed the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because", the jury’s infringement verdict is not supported by substantial evidence.,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court reversed the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because the jury’s infringement verdict is not supported by substantial evidence.",We reverse the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because the jury’s infringement verdict is not supported by substantial evidence.,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" why did the court reverse the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,30,22,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" AT&T Mobility LLC and Nokia of America Corporation appealed", the United States District Court for the Eastern District of Texas’ denial of judgment as a matter of law (JMOL) of noninfringement,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" AT&T Mobility LLC and Nokia of America Corporation appealed the United States District Court for the Eastern District of Texas’ denial of judgment as a matter of law (JMOL) of noninfringement","AT&T Mobility LLC (AT&T) and Nokia of America Corporation (Nokia; collectively, Appellants) appeal the United States District Court for the Eastern District of Texas’ denial of judgment as a matter of law (JMOL) of noninfringement for the asserted claims of U.S. Patent Nos. 7,346,134 and 9,548,775.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" AT&T Mobility LLC and Nokia of America Corporation appealed a denial of judgment as a matter of law of noninfringement regarding the asserted claims of U.S. Patent Nos. 7,346,134 and 9,548,775. Which court issued that denial?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,32,9,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion states that Finesse Wireless LLC’s ’134 and ’775 patents generally relate to", methods for mitigating intermodulation product (IMP) interference in radios.,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion states that Finesse Wireless LLC’s ’134 and ’775 patents generally relate to methods for mitigating intermodulation product (IMP) interference in radios.","Finesse Wireless LLC (Finesse) owns the ’134 and ’775 patents, which generally relate to methods for mitigating intermodulation product (IMP) interference in radios.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Finesse Wireless LLC owns the ’134 and ’775 patents. According to the opinion, what do those patents generally relate to?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,39,10,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when reviewing a district court’s denial of JMOL, the applicable law is"," the law of the regional circuit, here the Fifth Circuit.","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when reviewing a district court’s denial of JMOL, the applicable law is the law of the regional circuit, here the Fifth Circuit.","We review a district court’s denial of JMOL under the law of the regional circuit, here the Fifth Circuit.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" what body of law governs appellate review of a district court’s denial of JMOL?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,46,18,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion quotes representative claim 1 of the ’134 patent, which describes a method for reducing intermodulation product interference, and states that performing phase and amplitude adjustment of the estimations comprises", performing sub-sample phase shifts to make a phase adjustment on the estimations of the intermodulation product interfering signals.,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion quotes representative claim 1 of the ’134 patent, which describes a method for reducing intermodulation product interference, and states that performing phase and amplitude adjustment of the estimations comprises performing sub-sample phase shifts to make a phase adjustment on the estimations of the intermodulation product interfering signals.","[a] over-sampling, at a desired frequency, a passband of received signals to create a bit stream, wherein the received signals include signals of interest and interference generating signals, the interference generating signals capable of generating intermodulation products inband of the signals of interest; [b] isolating signals of interest in the bit stream using one or more decimating filters; [c] isolating source signals that generate one or more intermodulation products inband of the signal of interest using one or more decimating filters; [d] computing an estimate of each of the one or more intermodulation products from the source signals that generate the one or more intermodulation products; [e] cancelling out one or more inband intermodulation products using the estimate of the intermodulation products; and [f] performing phase and amplitude adjustment on estimations of the intermodulation product interfering signals in a closed loop manner, wherein performing phase and amplitude adjustment of the estimations comprises performing sub-sample phase shifts to make a phase adjustment on the estimations of the intermodulation product interfering signals. Id. at 28:2–26 (emphases added).","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC"", the opinion quotes representative claim 1 of the ’134 patent, which describes a method for reducing intermodulation product interference. According to that claim, what does performing phase and amplitude adjustment of the estimations comprise?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,51,9,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" even after Dr. Jonathan Wells did not testify that x1 and x2 mapped onto the claimed ""signals of interest"" and ""interference generating signals,"" he continued to identify as ""the two signals"" on the red path", the downlink TX reference and the modeled PIM path.,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" even after Dr. Jonathan Wells did not testify that x1 and x2 mapped onto the claimed ""signals of interest"" and ""interference generating signals,"" he continued to identify as ""the two signals"" on the red path the downlink TX reference and the modeled PIM path.","Dr. Wells did not testify that x1 and x2 map onto the “signals of interest” and “interference generating signals” and instead continued to testify “the – two signals are the downlink TX reference and the modeled PIM path.” J.A. 15010 at 142:19–20; see also J.A. 15011 at 143:20–22 (“[T]he red path is the downlink TX reference and the modeled PIM path. It’s the two signals.”), 15017 at 149:7–9 (“[Q.] But you identify the interference generating signal as the modeled PIM path? Correct? A. Yes, that’s right. . . . the second signal on that red path.”), 15017 at 149:12–13 (“[T]he red path is the downlink TX reference and the modeled PIM path.”).","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC"", what did Dr. Jonathan Wells continue to identify as ""the two signals"" on the red path, even after he did not testify that x1 and x2 mapped onto the claimed ""signals of interest"" and ""interference generating signals""?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,53,17,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during cross-examination of Dr. Jonathan Wells about his infringement mapping of the Nokia technical document, when he was asked to clarify whether he was testifying that ""x1 is the modeled PIM path,"" he said x1 and x2 are", the two inputs here that are represented by those two signals that are on the red path.,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during cross-examination of Dr. Jonathan Wells about his infringement mapping of the Nokia technical document, when he was asked to clarify whether he was testifying that ""x1 is the modeled PIM path,"" he said x1 and x2 are the two inputs here that are represented by those two signals that are on the red path.","When asked to clarify whether he was testifying “x1 is the modeled PIM path,” he responded, “I’m saying that x1 and x2 are the two inputs here that are represented by those two signals that are on the red path.” J.A. 15018 at 150:16–18.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Dr. Jonathan Wells was cross-examined about his infringement mapping of the Nokia technical document. When he was asked to clarify whether he was testifying that ""x1 is the modeled PIM path,"" what did he say x1 and x2 are?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,59,10,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court held there was sufficient evidence for the jury to find the RF ADC in the accused radios sampled both the “signals of interest” and “interference generating signals” because it was persuaded by Finesse’s argument that", the modeled PIM path is not the “interference generating signals.”,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court held there was sufficient evidence for the jury to find the RF ADC in the accused radios sampled both the “signals of interest” and “interference generating signals” because it was persuaded by Finesse’s argument that the modeled PIM path is not the “interference generating signals.”","The court, however, held there was sufficient evidence for the jury to find the RF ADC in the accused radios samples both the “signals of interest” and “interference generating signals” because it was persuaded by Finesse’s argument that the modeled PIM path is not the “interference generating signals.” J.A. 7–16, 19–22.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC"", the court addressed whether there was sufficient evidence that the RF ADC in the accused radios sampled both the claimed “signals of interest” and “interference generating signals” under limitation 1[a] of the ’134 patent. According to the argument by Finesse that persuaded the court, what was not the claimed “interference generating signals”?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,62,16,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Finesse characterized Dr. Wells as", “laboring under the misimpression that x1 and x2 correspond to DL[(TX) reference] and modeled PIM [path].”,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Finesse characterized Dr. Wells as “laboring under the misimpression that x1 and x2 correspond to DL[(TX) reference] and modeled PIM [path].”",Finesse claims Dr. Wells was “laboring under the misimpression that x1 and x2 correspond to DL[(TX) reference] and modeled PIM [path].” Oral Arg. at 35:10–19.,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" how did Finesse characterize Dr. Wells’s understanding of the alleged correspondence between x1 and x2 and the DL(TX) reference and modeled PIM path?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,66,9,"In the Federal Circuit’s opinion in Finesse Wireless LLC v. AT&T Mobility LLC, the court said Dr. Jonathan Wells offered testimony about whether x1 and x2, or instead the DL(TX) reference and modeled PIM path, corresponded to the claimed signals, with", no clear or detailed explanation for his contradictory testimony.,"In the Federal Circuit’s opinion in Finesse Wireless LLC v. AT&T Mobility LLC, the court said Dr. Jonathan Wells offered testimony about whether x1 and x2, or instead the DL(TX) reference and modeled PIM path, corresponded to the claimed signals, with no clear or detailed explanation for his contradictory testimony.","Even if Dr. Wells did testify x1 and x2 are the “signals of interest” and “interference generating signals,” he repeatedly testified the DL(TX) reference and modeled PIM path correspond to the claimed signals, and offered no clear or detailed explanation for his contradictory testimony. See J.A. 15010–19.","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" what did the Federal Circuit say Dr. Jonathan Wells offered to explain his contradictory testimony about whether x1 and x2, or instead the DL(TX) reference and modeled PIM path, corresponded to the claimed signals?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,69,10,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion’s description of the ’775 patent at the Abstract states that the claimed method for reducing IMP interference in a receiver digitally multiplies", three signals in seven multiplications to generate IMP cancellation signals,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion’s description of the ’775 patent at the Abstract states that the claimed method for reducing IMP interference in a receiver digitally multiplies three signals in seven multiplications to generate IMP cancellation signals",The ’775 patent claims a method for reducing IMP interference in a receiver by digitally multiplying three signals in seven multiplications to generate IMP cancellation signals. ’775 patent at Abstract.,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" according to the opinion's description of the ’775 patent at the Abstract, the claimed method for reducing IMP interference in a receiver digitally multiplies how many signals to generate IMP cancellation signals?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,71,10,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in representative claim 1 of the ’775 patent describing a method for performing interference cancellation in a co-located transmitter and receiver, the transmitter filter is coupled", between the HPA and an antenna used by the transmitter,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in representative claim 1 of the ’775 patent describing a method for performing interference cancellation in a co-located transmitter and receiver, the transmitter filter is coupled between the HPA and an antenna used by the transmitter","1. A method for performing interference cancellation

in a receiver, with a transmitter and the receiver being co-located with each other, the method comprising: [a] generating intermodulation product (IMP) cancellation signals (ICSs) to cancel passive IMPs in the receiver, continuously and near real time, using copies of transmitter signals of the transmitter, [b] wherein the passive IMPs are generated in passive transmitter components of the transmitter and receiver components of the receiver after a high powered amplifier (HPA) and transmitter filter of the transmitter, [c] wherein the transmitter filter is coupled between the HPA and an antenna used by the transmitter, [d] wherein generating the ICSs is based on a power series description of a non-linear process for generating the IMPs, and includes generating an n-th order ICS by, given three signals S1, S2 and S3, digitally multiplying and filtering S1×S1×S2 and S1×S2×S2 and S1×S2×S3 and S1×S1×S3 and S2×S2×S3 and S1×S3×S3 and S2×S3×S3, where n is an integer. Id. at 16:54–17:6 (emphases added).","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in representative claim 1 of the ’775 patent describing a method for performing interference cancellation in a co-located transmitter and receiver, where is the transmitter filter coupled?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,79,11,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the district court’s JMOL ruling on the ’775 patent, the court found that satisfying its construction of ""three separately identifiable signals"" was"," using two signals, plus a copy of one of those signals","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the district court’s JMOL ruling on the ’775 patent, the court found that satisfying its construction of ""three separately identifiable signals"" was using two signals, plus a copy of one of those signals","The court found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals. J.A. 38.","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the district court’s JMOL ruling on the ’775 patent, what did the court find was sufficient to satisfy its construction of ""three separately identifiable signals""?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,82,13,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Appellants argued that during prosecution of the ’775 patent, Finesse amended the claims to require “three signals” rather than “two or three signals” in order to overcome", the Filipovic prior art reference that teaches generating cancellation signals using two inputs.,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Appellants argued that during prosecution of the ’775 patent, Finesse amended the claims to require “three signals” rather than “two or three signals” in order to overcome the Filipovic prior art reference that teaches generating cancellation signals using two inputs.","Specifically, Appellants argue Finesse surrendered claim scope over two signals when it amended the claims during prosecution to recite “three signals,” instead of “two or three signals,” to overcome the Filipovic prior art reference that teaches generating cancellation signals using two inputs. J.A. 1021– 22 (original claims); J.A. 1006–10 (obviousness rejection); J.A. 967–86 (response to rejection).","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC"", Appellants argued that during prosecution of the ’775 patent, Finesse amended the claims to require “three signals” rather than “two or three signals.” According to that argument, what prior art reference was Finesse trying to overcome with that amendment?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,94,11,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit found Finesse’s appellate mapping of the ’775 patent’s claimed signals flawed because the Nokia document disclosed operations involving a signal’s complex conjugate and modulus rather than simply multiplying x1 and x2, and in the example the court gave, Finesse’s mapping required S3 to be mapped onto"," the signal x2, its complex conjugate x2', and its modulus |x2|.","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit found Finesse’s appellate mapping of the ’775 patent’s claimed signals flawed because the Nokia document disclosed operations involving a signal’s complex conjugate and modulus rather than simply multiplying x1 and x2, and in the example the court gave, Finesse’s mapping required S3 to be mapped onto the signal x2, its complex conjugate x2', and its modulus |x2|.","And because the document does not disclose multiplying x1 and x2, but their complex conjugate and modulus, Finesse’s mapping is flawed because it requires, for example, S3 to be mapped onto the signal x2, its complex conjugate x2', and its modulus |x2|. Id. at 17.","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit found Finesse’s appellate mapping of the ’775 patent’s claimed signals flawed because the Nokia document disclosed operations involving a signal’s complex conjugate and modulus rather than simply multiplying x1 and x2. In the example the court gave, what did Finesse’s mapping require S3 to be mapped onto?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,99,10,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court reversed the district court’s denial of JMOL of noninfringement as to the asserted claims of the ’775 patent because", the jury’s infringement verdict is not supported by substantial evidence.,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court reversed the district court’s denial of JMOL of noninfringement as to the asserted claims of the ’775 patent because the jury’s infringement verdict is not supported by substantial evidence.",We reverse the district court’s denial of JMOL of noninfringement for the asserted claims of the ’775 patent because the jury’s infringement verdict is not supported by substantial evidence.,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" why did the court reverse the district court’s denial of JMOL of noninfringement as to the asserted claims of the ’775 patent?"
Finesse_Wireless_LLC_v_Att_Mobility_LLC,100,12,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the damages section, the appellate court stated that it reviews a district court’s", denial of a motion for a new trial under regional circuit law,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the damages section, the appellate court stated that it reviews a district court’s denial of a motion for a new trial under regional circuit law","We review a district court’s denial of a motion for a new trial under regional circuit law. Wi-LAN, Inc., 811 F.3d at 461.","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" what district court ruling did the appellate court state it reviews under regional circuit law in the damages section?"
Foad_Farahi_v_FBI,6,9,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the opinion explains that, according to the quoted standard from Campbell, the required connection must link an individual or incident to", a possible security risk or violation of federal law.,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the opinion explains that, according to the quoted standard from Campbell, the required connection must link an individual or incident to a possible security risk or violation of federal law.","Still, its declarations must “establish a rational ‘nexus between the investigation and one of the agency’s law enforcement duties,’” as well as a “connection between an ‘individual or incident and a possible security risk or violation of federal law.’” Campbell, 164 F.3d at 32 (quoting Pratt v. Webster, 673 F.2d 408, 420–21 (D.C. Cir. 1982))","In the case ""Foad Farahi v. Federal Bureau of Investigation,"" the opinion explains what the FBI's declarations must show for Exemption 7(A) to apply. According to the quoted standard from Campbell, what must the required connection link an individual or incident to?"
Foad_Farahi_v_FBI,9,9,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", the FBI publicly alleged in Farahi's immigration proceedings that he supported charities that financed terrorism, and the charities identified were", the Holy Land Foundation and the Global Relief Foundation.,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", the FBI publicly alleged in Farahi's immigration proceedings that he supported charities that financed terrorism, and the charities identified were the Holy Land Foundation and the Global Relief Foundation.","And he supported “charities that financed terrorism,” including the Holy Land Foundation and the Global Relief Foundation.","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation,"" the FBI publicly alleged in Farahi's immigration proceedings that he supported charities that financed terrorism. Which charities were identified?"
Foad_Farahi_v_FBI,17,9,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the D.C. Circuit cited the holding that, under FOIA Exemption 7(A), enforcement proceedings must be ""pending or reasonably anticipated"" in", Citizens for Resp. & Ethics in Wash. v. DOJ,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the D.C. Circuit cited the holding that, under FOIA Exemption 7(A), enforcement proceedings must be ""pending or reasonably anticipated"" in Citizens for Resp. & Ethics in Wash. v. DOJ","We have held that such proceedings must be “pending or reasonably anticipated.” Citizens for Resp. & Ethics in Wash. v. DOJ, 746 F.3d 1082, 1096 (D.C. Cir. 2014) (“CREW”) (quoting Mapother v. DOJ, 3 F.3d 1533, 1540 (D.C. Cir. 1993)).","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation,"" which case did the D.C. Circuit cite for the holding that, under FOIA Exemption 7(A), enforcement proceedings must be ""pending or reasonably anticipated""?"
Foad_Farahi_v_FBI,26,11,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", after the FBI moved for summary judgment in Farahi's FOIA suit and supported that motion with a declaration from David Hardy, the Section Chief of the FBI's Record/Information Dissemination Section, the Hardy declaration stated that release of the withheld records could reasonably be expected to", interfere with enforcement proceedings that were then pending or reasonably anticipated,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", after the FBI moved for summary judgment in Farahi's FOIA suit and supported that motion with a declaration from David Hardy, the Section Chief of the FBI's Record/Information Dissemination Section, the Hardy declaration stated that release of the withheld records could reasonably be expected to interfere with enforcement proceedings that were then pending or reasonably anticipated","Among other things, the Hardy declaration asserted that the withheld records were compiled for law enforcement proceedings and that their release could reasonably be expected to interfere with enforcement proceedings that were then pending or reasonably anticipated.","In the case ""Foad Farahi v. Federal Bureau of Investigation,"" the FBI moved for summary judgment in Farahi's FOIA suit and supported that motion with a declaration from David Hardy, the Section Chief of the FBI's Record/Information Dissemination Section. According to the Hardy declaration, what could release of the withheld records reasonably be expected to do?"
Foad_Farahi_v_FBI,29,9,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", after addressing the FBI's summary-judgment motion in November 2022, the district court ordered the FBI to update its assessment of", whether enforcement proceedings were still pending or reasonably anticipated.,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", after addressing the FBI's summary-judgment motion in November 2022, the district court ordered the FBI to update its assessment of whether enforcement proceedings were still pending or reasonably anticipated.","However, given the significant passage of time, the court ordered the FBI to update its assessment of whether enforcement proceedings were still pending or reasonably anticipated.","In the case ""Foad Farahi v. Federal Bureau of Investigation,"" after addressing the FBI's summary-judgment motion in November 2022, what did the district court order the FBI to update its assessment of because of the significant passage of time?"
Foad_Farahi_v_FBI,40,9,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", in the FOIA context, the government may withhold records in their entirety rather than release nonexempt portions", “when nonexempt portions ‘are inextricably intertwined with exempt portions.’”,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", in the FOIA context, the government may withhold records in their entirety rather than release nonexempt portions “when nonexempt portions ‘are inextricably intertwined with exempt portions.’”","The government may withhold records in their entirety “when nonexempt portions ‘are inextricably intertwined with exempt portions.’” Juarez v. DOJ, 518 F.3d 54, 61 (D.C. Cir. 2008) (quoting Mead Data Cent., Inc. v. U.S. Dep’t of Air Force, 566 F.2d 242, 260 (D.C. Cir. 1977)).","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation,"" in the FOIA context, when may the government withhold records in their entirety rather than release nonexempt portions?"
Foad_Farahi_v_FBI,54,18,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the court's discussion of FOIA Exemption 7(A) and the public Hardy declaration concluded that disclosure of information about the ongoing investigation could interfere with it", by tipping off the targets about the scope of the investigation—a widely accepted justification in Exemption 7(A) cases.,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the court's discussion of FOIA Exemption 7(A) and the public Hardy declaration concluded that disclosure of information about the ongoing investigation could interfere with it by tipping off the targets about the scope of the investigation—a widely accepted justification in Exemption 7(A) cases.",The public Hardy declaration explained that disclosure of information regarding an ongoing investigation could reasonably be expected to interfere with it by tipping off the targets about the scope of the investigation—a widely accepted justification in Exemption 7(A) cases.,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the court discussed FOIA Exemption 7(A) and relied on the public Hardy declaration in concluding that disclosure could interfere with an ongoing investigation. According to that declaration, how could disclosure of information about the ongoing investigation interfere with it?"
Foad_Farahi_v_FBI,66,13,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the government said it submitted the Bender declaration in defending its invocation of FOIA Exemption 7(A) not to establish the pendency of enforcement proceedings from the beginning, but only", to confirm that nothing had changed while its initial summary-judgment motion was pending.,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the government said it submitted the Bender declaration in defending its invocation of FOIA Exemption 7(A) not to establish the pendency of enforcement proceedings from the beginning, but only to confirm that nothing had changed while its initial summary-judgment motion was pending.","The government submitted the Bender declaration not to establish the pendency of enforcement proceedings from scratch, but only to confirm that nothing had changed while its initial summary-judgment motion was pending.","In the case ""Foad Farahi v. Federal Bureau of Investigation,"" the court discussed the government's use of the Bender declaration in defending its invocation of FOIA Exemption 7(A). According to the opinion, what purpose did the government give for submitting the Bender declaration, instead of using it to establish the pendency of enforcement proceedings from the beginning?"
Foad_Farahi_v_FBI,77,13,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", Farahi briefly objected that the government did not adequately justify", how it defined the categories of documents used to explain its withholding decisions.,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", Farahi briefly objected that the government did not adequately justify how it defined the categories of documents used to explain its withholding decisions.",Farahi briefly objects that the government did not adequately justify how it defined the categories of documents used to explain its withholding decisions.,"In the case ""Foad Farahi v. Federal Bureau of Investigation,"" what does Farahi briefly object that the government did not adequately justify in explaining its withholding decisions?"
Foad_Farahi_v_FBI,79,16,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", when an agency withholds documents on a category-by-category basis, it must use categories that are", “sufficiently distinct to allow a court to determine whether the specific claimed exemptions are properly applied”,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", when an agency withholds documents on a category-by-category basis, it must use categories that are “sufficiently distinct to allow a court to determine whether the specific claimed exemptions are properly applied”","When an agency withholds documents on a category-by-category basis, it must use categories that are “sufficiently distinct to allow a court to determine whether the specific claimed exemptions are properly applied” to each category. CREW, 746 F.4th at 1088 (quoting Gallant v. NLRB, 26 F.3d 168, 173 (D.C. Cir. 1994)).","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation,"" when an agency withholds documents on a category-by-category basis, how must it define the categories it uses so a court can assess the claimed exemptions?"
Foad_Farahi_v_FBI,83,12,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", in its second order, the district court said that the FBI had provided in Bender’s supplemental ex parte submission", a “detailed justification” for why the protected records were not reasonably segregable.,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", in its second order, the district court said that the FBI had provided in Bender’s supplemental ex parte submission a “detailed justification” for why the protected records were not reasonably segregable.","In its second order, the district court explained that the FBI had provided a “detailed justification” for why the protected records were not reasonably segregable in Bender’s supplemental ex parte submission. J.A. 139 (cleaned up).","In the case ""Foad Farahi v. Federal Bureau of Investigation,"" what did the district court say, in its second order, that the FBI had provided in Bender’s supplemental ex parte submission to explain why the protected records were not reasonably segregable?"
Foad_Farahi_v_FBI,97,22,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", during the court's segregability analysis, the opinion states that the handicap caused by ex parte declarations is inherent in FOIA cases where, as here,", an ex parte declaration is the only way to decide the dispute without disclosing the very material sought to be kept secret,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", during the court's segregability analysis, the opinion states that the handicap caused by ex parte declarations is inherent in FOIA cases where, as here, an ex parte declaration is the only way to decide the dispute without disclosing the very material sought to be kept secret","For another, while ex parte declarations no doubt handicap FOIA plaintiffs, that problem “is inherent in those FOIA cases where, as here, an ex parte declaration is the only way to decide the dispute without disclosing the very material sought to be kept secret.” Perioperative Servs., 57 F.4th at 1067 (cleaned up).","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation,"" in the FOIA cases discussed during the court's segregability analysis, what is the only way to decide the dispute without disclosing the very material sought to be kept secret?"
Jimenez_v_Bondi,17,10,"In the case ""Jimenez v. Bondi,"" the petitioners argued that even if they could not establish past persecution, they had a well-founded fear of future persecution because", the Colombian government is unable or unwilling to protect them.,"In the case ""Jimenez v. Bondi,"" the petitioners argued that even if they could not establish past persecution, they had a well-founded fear of future persecution because the Colombian government is unable or unwilling to protect them.","Petitioners argue that even if they cannot establish past persecution, 4 they have a well-founded fear of future persecution, in part because the Colombian government is unable or unwilling to protect them.","In the case ""Jimenez v. Bondi"", the petitioners argue that even if they cannot establish past persecution, they have a well-founded fear of future persecution. According to that argument, which government do they contend is unable or unwilling to protect them?"
Jimenez_v_Bondi,27,11,"In the case ""Jimenez v. Bondi,"" the petitioners challenged the denial of asylum and withholding of removal in the Tenth Circuit and failed to demonstrate", that the Colombian government is unwilling or unable to help them.,"In the case ""Jimenez v. Bondi,"" the petitioners challenged the denial of asylum and withholding of removal in the Tenth Circuit and failed to demonstrate that the Colombian government is unwilling or unable to help them.","Petitioners fail to demonstrate that they suffered persecution, that their alleged persecution had a nexus to a statutorily protected ground, or that the Colombian government is unwilling or unable to help them.","According to the opinion in ""Jimenez v. Bondi,"" the petitioners challenged the denial of asylum and withholding of removal in the Tenth Circuit. What did they fail to demonstrate about the Colombian government?"
