probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described in the background section as an",idiopathic inflammatory myopathy,(D),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described in the background section as an
(A) acute mast-cell-mediated hypersensitivity reaction
(B) inherited muscular dystrophy syndrome
(C) systemic vasculitic disorder
(D) idiopathic inflammatory myopathy
(E) idiopathic inflammatory neuropathy",acute mast-cell-mediated hypersensitivity reaction,inherited muscular dystrophy syndrome,systemic vasculitic disorder,idiopathic inflammatory myopathy,idiopathic inflammatory neuropathy,"[""idiopathic inflammatory neuropathy"", ""acute mast-cell-mediated hypersensitivity reaction"", ""inherited muscular dystrophy syndrome"", ""systemic vasculitic disorder""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described in the background section as an idiopathic inflammatory myopathy","Dermatomyositis is an idiopathic inflammatory myopathy typically involving skin and muscles but can also affect the gastrointestinal tract, joints, lungs and heart.",Background
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the background section lists several characteristic cutaneous features of dermatomyositis, including",Gottron’s papules,(A),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the background section lists several characteristic cutaneous features of dermatomyositis, including
(A) Gottron’s papules
(B) erythema nodosum
(C) proximal weakness
(D) interstitial lung disease
(E) malar rash",Gottron’s papules,erythema nodosum,proximal weakness,interstitial lung disease,malar rash,"[""proximal weakness"", ""interstitial lung disease"", ""malar rash"", ""erythema nodosum""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the background section lists several characteristic cutaneous features of dermatomyositis, including Gottron’s papules","Characteristic cutaneous features include Gottron’s papules, shawl sign, heliotrope eruption and periungual telangiectasias.",Background
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described as having a bimodal distribution, with peak onset in children",aged 5–14 years,(E),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described as having a bimodal distribution, with peak onset in children
(A) aged 2–10 years
(B) aged 12–18 years
(C) aged 6 months–5 years
(D) aged 10–19 years and in adults aged 45–64 years
(E) aged 5–14 years",aged 2–10 years,aged 12–18 years,aged 6 months–5 years,aged 10–19 years and in adults aged 45–64 years,aged 5–14 years,"[""aged 2\u201310 years"", ""aged 12\u201318 years"", ""aged 6 months\u20135 years"", ""aged 10\u201319 years and in adults aged 45\u201364 years""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described as having a bimodal distribution, with peak onset in children aged 5–14 years","It has a bimodal distribution, with a peak onset in children aged 5–14 years and in adults aged 45–64 years.",Background
"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors describe the patient’s unusual presentation of dermatomyositis as",non-histamine and non-bradykinin-mediated neck swelling,(B),"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors describe the patient’s unusual presentation of dermatomyositis as
(A) superior vena cava obstruction with neck swelling
(B) non-histamine and non-bradykinin-mediated neck swelling
(C) idiopathic angioedema with dysphagia and skin changes
(D) a probable deep neck space infection with cervical oedema
(E) histamine- and bradykinin-mediated angioedematous neck swelling",superior vena cava obstruction with neck swelling,non-histamine and non-bradykinin-mediated neck swelling,idiopathic angioedema with dysphagia and skin changes,a probable deep neck space infection with cervical oedema,histamine- and bradykinin-mediated angioedematous neck swelling,"[""histamine- and bradykinin-mediated angioedematous neck swelling"", ""a probable deep neck space infection with cervical oedema"", ""idiopathic angioedema with dysphagia and skin changes"", ""superior vena cava obstruction with neck swelling""]","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors describe the patient’s unusual presentation of dermatomyositis as non-histamine and non-bradykinin-mediated neck swelling",This case highlights non-histamine and non-bradykinin-mediated neck swelling as an unusual presentation of dermatomyositis that manifested with dysphagia and significant muscle involvement requiring prompt treatment.,Abstract
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", in the cited study of 121 patients diagnosed with dermatomyositis, pseudoangioedema was present in",8 out of 121 patients diagnosed with dermatomyositis,(E),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", in the cited study of 121 patients diagnosed with dermatomyositis, pseudoangioedema was present in
(A) 14 out of 121 patients diagnosed with dermatomyositis
(B) 10 out of 121 patients diagnosed with dermatomyositis
(C) 5 out of 121 patients diagnosed with dermatomyositis
(D) approximately 1 in 20 patients diagnosed with dermatomyositis
(E) 8 out of 121 patients diagnosed with dermatomyositis",14 out of 121 patients diagnosed with dermatomyositis,10 out of 121 patients diagnosed with dermatomyositis,5 out of 121 patients diagnosed with dermatomyositis,approximately 1 in 20 patients diagnosed with dermatomyositis,8 out of 121 patients diagnosed with dermatomyositis,"[""10 out of 121 patients diagnosed with dermatomyositis"", ""5 out of 121 patients diagnosed with dermatomyositis"", ""14 out of 121 patients diagnosed with dermatomyositis"", ""approximately 1 in 20 patients diagnosed with dermatomyositis""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", in the cited study of 121 patients diagnosed with dermatomyositis, pseudoangioedema was present in 8 out of 121 patients diagnosed with dermatomyositis","Pseudoangioedema is uncommon in dermatomyositis, with one study finding it was present in only 8 out of 121 patients diagnosed with dermatomyositis.",Background
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient initially presented with progressive neck swelling and was thought to have Ludwig’s angina, and CT of the neck showed diffuse oedema involving the strap muscles with inflammation extending to",the retropharyngeal space,(B),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient initially presented with progressive neck swelling and was thought to have Ludwig’s angina, and CT of the neck showed diffuse oedema involving the strap muscles with inflammation extending to
(A) the prevertebral space
(B) the retropharyngeal space
(C) the submandibular space
(D) the superior mediastinum
(E) the parapharyngeal space",the prevertebral space,the retropharyngeal space,the submandibular space,the superior mediastinum,the parapharyngeal space,"[""the parapharyngeal space"", ""the prevertebral space"", ""the submandibular space"", ""the superior mediastinum""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient initially presented with progressive neck swelling and was thought to have Ludwig’s angina, and CT of the neck showed diffuse oedema involving the strap muscles with inflammation extending to the retropharyngeal space","The initial impression was Ludwig’s angina and he underwent a CT scan of his neck, which displayed diffuse neck oedema involving the strap muscles and inflammation extending to the retropharyngeal space (figure 1).",Case presentation
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the man's C-reactive protein (CRP) level on presentation was",55.6 mg/L,(E),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the man's C-reactive protein (CRP) level on presentation was
(A) 9.1 mg/L
(B) 5.6 mg/L
(C) 105.6 mg/L
(D) 56.5 mg/L
(E) 55.6 mg/L",9.1 mg/L,5.6 mg/L,105.6 mg/L,56.5 mg/L,55.6 mg/L,"[""56.5\u2009mg/L"", ""9.1\u2009mg/L"", ""5.6\u2009mg/L"", ""105.6\u2009mg/L""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the man's C-reactive protein (CRP) level on presentation was 55.6 mg/L",His white cell count was 9.1×109/L and C-reactive protein (CRP) was 55.6 mg/L on presentation.,Case presentation
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after transfer for persistent swelling with no clear cause, the ENT procedure performed to evaluate the patient was a",flexible nasendoscopy.,(D),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after transfer for persistent swelling with no clear cause, the ENT procedure performed to evaluate the patient was a
(A) direct rigid laryngoscopy under general anaesthesia.
(B) bronchoscopy with bronchoalveolar lavage.
(C) barium swallow study.
(D) flexible nasendoscopy.
(E) contrast-enhanced CT scan of the neck.",direct rigid laryngoscopy under general anaesthesia.,bronchoscopy with bronchoalveolar lavage.,barium swallow study.,flexible nasendoscopy.,contrast-enhanced CT scan of the neck.,"[""contrast-enhanced CT scan of the neck."", ""direct rigid laryngoscopy under general anaesthesia."", ""bronchoscopy with bronchoalveolar lavage."", ""barium swallow study.""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after transfer for persistent swelling with no clear cause, the ENT procedure performed to evaluate the patient was a flexible nasendoscopy.","A flexible nasendoscopy performed by ENT showed no significant anatomical abnormalities in the soft palate, vallecula, larynx or post-cricoid space, but notably, there were increased secretions and coughing during the examination.",Case presentation
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an ENT flexible nasendoscopy was performed in a man in his 40s with progressive neck swelling, and although the soft palate, vallecula, larynx, and post-cricoid space looked normal, the notable findings were",increased secretions and coughing during the examination.,(D),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an ENT flexible nasendoscopy was performed in a man in his 40s with progressive neck swelling, and although the soft palate, vallecula, larynx, and post-cricoid space looked normal, the notable findings were
(A) supraglottic oedema with pooling of saliva in the pyriform fossae.
(B) posterior pharyngeal wall oedema and retropharyngeal bulging.
(C) bilateral vocal cord paresis and inspiratory stridor during the examination.
(D) increased secretions and coughing during the examination.
(E) marked uvular enlargement and tongue-base swelling.",supraglottic oedema with pooling of saliva in the pyriform fossae.,posterior pharyngeal wall oedema and retropharyngeal bulging.,bilateral vocal cord paresis and inspiratory stridor during the examination.,increased secretions and coughing during the examination.,marked uvular enlargement and tongue-base swelling.,"[""posterior pharyngeal wall oedema and retropharyngeal bulging."", ""supraglottic oedema with pooling of saliva in the pyriform fossae."", ""bilateral vocal cord paresis and inspiratory stridor during the examination."", ""marked uvular enlargement and tongue-base swelling.""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an ENT flexible nasendoscopy was performed in a man in his 40s with progressive neck swelling, and although the soft palate, vallecula, larynx, and post-cricoid space looked normal, the notable findings were increased secretions and coughing during the examination.","A flexible nasendoscopy performed by ENT showed no significant anatomical abnormalities in the soft palate, vallecula, larynx or post-cricoid space, but notably, there were increased secretions and coughing during the examination.",Case presentation
"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient was reviewed after presenting with progressive neck swelling and facial erythema, and on that review examination his neck was described as","an erythematous, swollen and non-tender neck",(A),"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient was reviewed after presenting with progressive neck swelling and facial erythema, and on that review examination his neck was described as
(A) an erythematous, swollen and non-tender neck
(B) an oedematous neck with cervical lymphadenopathy
(C) an erythematous, swollen and tender neck
(D) a warm, indurated and fluctuant neck
(E) an angioedematous, swollen and tender neck","an erythematous, swollen and non-tender neck",an oedematous neck with cervical lymphadenopathy,"an erythematous, swollen and tender neck","a warm, indurated and fluctuant neck","an angioedematous, swollen and tender neck","[""an erythematous, swollen and tender neck"", ""a warm, indurated and fluctuant neck"", ""an oedematous neck with cervical lymphadenopathy"", ""an angioedematous, swollen and tender neck""]","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient was reviewed after presenting with progressive neck swelling and facial erythema, and on that review examination his neck was described as an erythematous, swollen and non-tender neck","On review, he was noted to have generalised erythema of the face including over the nasolabial folds and an erythematous, swollen and non-tender neck.",Case presentation
"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s being reviewed for progressive neck swelling that had raised concern for angioedema had the facial skin finding on examination of",generalised erythema of the face including over the nasolabial folds,(B),"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s being reviewed for progressive neck swelling that had raised concern for angioedema had the facial skin finding on examination of
(A) violaceous periorbital erythema with prominent eyelid oedema
(B) generalised erythema of the face including over the nasolabial folds
(C) generalised erythema of the face sparing the nasolabial folds
(D) diffuse urticarial swelling of the face with associated lip oedema
(E) malar erythema over the cheeks and bridge of the nose with nasolabial sparing",violaceous periorbital erythema with prominent eyelid oedema,generalised erythema of the face including over the nasolabial folds,generalised erythema of the face sparing the nasolabial folds,diffuse urticarial swelling of the face with associated lip oedema,malar erythema over the cheeks and bridge of the nose with nasolabial sparing,"[""generalised erythema of the face sparing the nasolabial folds"", ""violaceous periorbital erythema with prominent eyelid oedema"", ""diffuse urticarial swelling of the face with associated lip oedema"", ""malar erythema over the cheeks and bridge of the nose with nasolabial sparing""]","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s being reviewed for progressive neck swelling that had raised concern for angioedema had the facial skin finding on examination of generalised erythema of the face including over the nasolabial folds","On review, he was noted to have generalised erythema of the face including over the nasolabial folds and an erythematous, swollen and non-tender neck.",Case presentation
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the evaluation of a man in his 40s with progressive neck swelling and proximal muscle weakness, the creatine kinase level requested was found the next day to be significantly elevated at",16 184 U/L,(C),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the evaluation of a man in his 40s with progressive neck swelling and proximal muscle weakness, the creatine kinase level requested was found the next day to be significantly elevated at
(A) 4 000 U/L
(B) 684 U/L
(C) 16 184 U/L
(D) 6 184 U/L
(E) 1 618 U/L",4 000 U/L,684 U/L,16 184 U/L,6 184 U/L,1 618 U/L,"[""1\u2009618\u2009U/L"", ""6\u2009184\u2009U/L"", ""684\u2009U/L"", ""4\u2009000\u2009U/L""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the evaluation of a man in his 40s with progressive neck swelling and proximal muscle weakness, the creatine kinase level requested was found the next day to be significantly elevated at 16 184 U/L",A creatine kinase level was requested and was found on the next day to be significantly elevated at 16 184 U/L.,Case presentation
"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s being evaluated for progressive neck swelling and suspected angioedema reported that he was not taking several medications, including",angiotensin-converting enzyme inhibitors,(E),"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s being evaluated for progressive neck swelling and suspected angioedema reported that he was not taking several medications, including
(A) beta-adrenergic receptor blockers
(B) angiotensin II receptor blockers
(C) proton-pump inhibitors
(D) histamine H1-receptor antagonists
(E) angiotensin-converting enzyme inhibitors",beta-adrenergic receptor blockers,angiotensin II receptor blockers,proton-pump inhibitors,histamine H1-receptor antagonists,angiotensin-converting enzyme inhibitors,"[""angiotensin II receptor blockers"", ""histamine H1-receptor antagonists"", ""beta-adrenergic receptor blockers"", ""proton-pump inhibitors""]","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s being evaluated for progressive neck swelling and suspected angioedema reported that he was not taking several medications, including angiotensin-converting enzyme inhibitors","He denied being on any medication including angiotensin-converting enzyme inhibitors, dipeptidyl peptidase-4 inhibitors or non-steroidal anti-inflammatory drugs and had no personal or family history of angioedema.",Case presentation
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the creatine kinase level requested for a man in his 40s with 3 weeks of progressive neck swelling and proximal muscle weakness",was found on the next day to be significantly elevated at 16 184 U/L.,(E),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the creatine kinase level requested for a man in his 40s with 3 weeks of progressive neck swelling and proximal muscle weakness
(A) was found on the next day to be markedly elevated at 6,184 U/L, with a positive urine myoglobin screen.
(B) was reported the same day to be within the normal range, arguing against an inflammatory myopathy.
(C) was found on the next day to be only mildly elevated at 1,618 U/L.
(D) was normal, while complement studies showed low C4 and reduced C1 esterase inhibitor levels consistent with acquired angioedema.
(E) was found on the next day to be significantly elevated at 16 184 U/L.","was found on the next day to be markedly elevated at 6,184 U/L, with a positive urine myoglobin screen.","was reported the same day to be within the normal range, arguing against an inflammatory myopathy.","was found on the next day to be only mildly elevated at 1,618 U/L.","was normal, while complement studies showed low C4 and reduced C1 esterase inhibitor levels consistent with acquired angioedema.",was found on the next day to be significantly elevated at 16 184 U/L.,"[""was reported the same day to be within the normal range, arguing against an inflammatory myopathy."", ""was found on the next day to be only mildly elevated at 1,618 U/L."", ""was found on the next day to be markedly elevated at 6,184 U/L, with a positive urine myoglobin screen."", ""was normal, while complement studies showed low C4 and reduced C1 esterase inhibitor levels consistent with acquired angioedema.""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the creatine kinase level requested for a man in his 40s with 3 weeks of progressive neck swelling and proximal muscle weakness was found on the next day to be significantly elevated at 16 184 U/L.",A creatine kinase level was requested and was found on the next day to be significantly elevated at 16 184 U/L.,Case presentation
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a myositis antibody panel performed using the Euroimmun Euroline immunoassay during the workup of suspected autoimmune inflammatory myopathy consisted of",16 antigens,(B),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a myositis antibody panel performed using the Euroimmun Euroline immunoassay during the workup of suspected autoimmune inflammatory myopathy consisted of
(A) 12 antigens
(B) 16 antigens
(C) 18 antigens
(D) 35 antigens
(E) 15 antigens",12 antigens,16 antigens,18 antigens,35 antigens,15 antigens,"[""15 antigens"", ""18 antigens"", ""12 antigens"", ""35 antigens""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a myositis antibody panel performed using the Euroimmun Euroline immunoassay during the workup of suspected autoimmune inflammatory myopathy consisted of 16 antigens",A myositis antibody panel consisting of 16 antigens linked to autoimmune inflammatory myopathy was performed via Euroimmun Euroline immunoassay.,Investigations
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the signal intensity reported for the patient's strongly positive anti-small ubiquitin-like modifier activating enzyme subunit 1 (SAE1) antibody result on the myositis antibody panel was",173,(C),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the signal intensity reported for the patient's strongly positive anti-small ubiquitin-like modifier activating enzyme subunit 1 (SAE1) antibody result on the myositis antibody panel was
(A) 137
(B) 35
(C) 173
(D) 160
(E) 163",137,35,173,160,163,"[""163"", ""137"", ""35"", ""160""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the signal intensity reported for the patient's strongly positive anti-small ubiquitin-like modifier activating enzyme subunit 1 (SAE1) antibody result on the myositis antibody panel was 173","This was strongly positive for anti-small ubiquitin-like modifier activating enzyme subunit 1 (SAE1) antibodies, signal intensity 173 (normal range <35).",Investigations
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s undergoing evaluation for progressive neck swelling and suspected angioedema had a positive anti-nuclear antibody (ANA) with a speckled pattern and a titre of",1:1280.,(D),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s undergoing evaluation for progressive neck swelling and suspected angioedema had a positive anti-nuclear antibody (ANA) with a speckled pattern and a titre of
(A) 1:320.
(B) 1:640.
(C) 1:160.
(D) 1:1280.
(E) 1:2560.",1:320.,1:640.,1:160.,1:1280.,1:2560.,"[""1:160."", ""1:320."", ""1:640."", ""1:2560.""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s undergoing evaluation for progressive neck swelling and suspected angioedema had a positive anti-nuclear antibody (ANA) with a speckled pattern and a titre of 1:1280.",The patient had a positive anti-nuclear antibody (ANA) with titre 1:1280 with a speckled pattern.,Investigations
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the tuberculosis screening test with an indeterminate result despite negative acid-fast bacilli on three sputum samples was",QuantiFERON-TB Gold,(B),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the tuberculosis screening test with an indeterminate result despite negative acid-fast bacilli on three sputum samples was
(A) GeneXpert MTB/RIF assay
(B) QuantiFERON-TB Gold
(C) T-SPOT.TB assay
(D) Mantoux tuberculin skin test
(E) Ziehl–Neelsen sputum smear microscopy",GeneXpert MTB/RIF assay,QuantiFERON-TB Gold,T-SPOT.TB assay,Mantoux tuberculin skin test,Ziehl–Neelsen sputum smear microscopy,"[""T-SPOT.TB assay"", ""Mantoux tuberculin skin test"", ""GeneXpert MTB/RIF assay"", ""Ziehl\u2013Neelsen sputum smear microscopy""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the tuberculosis screening test with an indeterminate result despite negative acid-fast bacilli on three sputum samples was QuantiFERON-TB Gold","He had an indeterminate QuantiFERON-TB Gold; however, acid-fast bacilli for Mycobacterium tuberculosis on three sputum samples were negative.",Investigations
"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after evaluation for progressive neck swelling and suspected dermatomyositis, the patient’s immunosuppression screen showed",varicella zoster virus (VZV) IgG negative,(C),"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after evaluation for progressive neck swelling and suspected dermatomyositis, the patient’s immunosuppression screen showed
(A) varicella zoster virus (VZV) IgG positive
(B) Epstein-Barr virus (EBV) viral capsid antigen IgG negative
(C) varicella zoster virus (VZV) IgG negative
(D) cytomegalovirus (CMV) IgG positive with immunoglobulin M (IgM) negative
(E) QuantiFERON-TB Gold positive",varicella zoster virus (VZV) IgG positive,Epstein-Barr virus (EBV) viral capsid antigen IgG negative,varicella zoster virus (VZV) IgG negative,cytomegalovirus (CMV) IgG positive with immunoglobulin M (IgM) negative,QuantiFERON-TB Gold positive,"[""varicella zoster virus (VZV) IgG positive"", ""cytomegalovirus (CMV) IgG positive with immunoglobulin M (IgM) negative"", ""QuantiFERON-TB Gold positive"", ""Epstein-Barr virus (EBV) viral capsid antigen IgG negative""]","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after evaluation for progressive neck swelling and suspected dermatomyositis, the patient’s immunosuppression screen showed varicella zoster virus (VZV) IgG negative","In terms of his immunosuppression screen, he was hepatitis B surface antigen (HBsAg), hepatitis C core antibody (HBcAb), hepatitis B e antibody (HBeAb), hepatitis C virus (HCV) negative, HIV negative, varicella zoster virus (VZV) IgG negative and cytomegalovirus (CMV) IgG/immunoglobulin M (IgM) negative.",Investigations
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", chest CT showed multiple non-cavitating pulmonary nodules in a mid-to-lower zone distribution, and the largest pulmonary nodule reported on that scan measured",15 mm in the right lower lobe,(B),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", chest CT showed multiple non-cavitating pulmonary nodules in a mid-to-lower zone distribution, and the largest pulmonary nodule reported on that scan measured
(A) 18 mm in the left lower lobe
(B) 15 mm in the right lower lobe
(C) 20 mm in the right upper lobe
(D) 12 mm in the right middle lobe
(E) 15 mm in the left lower lobe",18 mm in the left lower lobe,15 mm in the right lower lobe,20 mm in the right upper lobe,12 mm in the right middle lobe,15 mm in the left lower lobe,"[""15\u2009mm in the left lower lobe"", ""12\u2009mm in the right middle lobe"", ""18\u2009mm in the left lower lobe"", ""20\u2009mm in the right upper lobe""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", chest CT showed multiple non-cavitating pulmonary nodules in a mid-to-lower zone distribution, and the largest pulmonary nodule reported on that scan measured 15 mm in the right lower lobe","CT of his chest showed multiple non-cavitating pulmonary nodules with a mid to lower zone distribution (largest measuring 15 mm in the right lower lobe), patchy areas of peribronchial consolidation likely from aspiration pneumonitis, but no radiological evidence of pulmonary fibrosis.",Investigations
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the abdominal CT performed in the workup, there was",no enlargement of abdomino-pelvic lymph nodes,(B),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the abdominal CT performed in the workup, there was
(A) evidence of primary or metastatic malignancy in the abdomen or pelvis
(B) no enlargement of abdomino-pelvic lymph nodes
(C) enlargement of abdomino-pelvic lymph nodes
(D) radiological evidence of pulmonary fibrosis
(E) hepatosplenomegaly with retroperitoneal adenopathy",evidence of primary or metastatic malignancy in the abdomen or pelvis,no enlargement of abdomino-pelvic lymph nodes,enlargement of abdomino-pelvic lymph nodes,radiological evidence of pulmonary fibrosis,hepatosplenomegaly with retroperitoneal adenopathy,"[""enlargement of abdomino-pelvic lymph nodes"", ""evidence of primary or metastatic malignancy in the abdomen or pelvis"", ""radiological evidence of pulmonary fibrosis"", ""hepatosplenomegaly with retroperitoneal adenopathy""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the abdominal CT performed in the workup, there was no enlargement of abdomino-pelvic lymph nodes",CT of his abdomen showed no enlargement of abdomino-pelvic lymph nodes and no evidence of primary or metastatic malignancy in the abdomen or pelvis.,Investigations
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", abdominal CT performed during the workup for the patient’s neck swelling and suspected dermatomyositis showed",no evidence of primary or metastatic malignancy in the abdomen or pelvis,(C),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", abdominal CT performed during the workup for the patient’s neck swelling and suspected dermatomyositis showed
(A) multiple non-cavitating pulmonary nodules with patchy peribronchial consolidation suggestive of aspiration pneumonitis
(B) radiological evidence of interstitial lung disease with established pulmonary fibrosis
(C) no evidence of primary or metastatic malignancy in the abdomen or pelvis
(D) hepatosplenomegaly with inflammatory visceral involvement but no discrete intra-abdominal mass
(E) enlarged abdomino-pelvic lymph nodes raising concern for occult lymphoma or metastatic disease",multiple non-cavitating pulmonary nodules with patchy peribronchial consolidation suggestive of aspiration pneumonitis,radiological evidence of interstitial lung disease with established pulmonary fibrosis,no evidence of primary or metastatic malignancy in the abdomen or pelvis,hepatosplenomegaly with inflammatory visceral involvement but no discrete intra-abdominal mass,enlarged abdomino-pelvic lymph nodes raising concern for occult lymphoma or metastatic disease,"[""enlarged abdomino-pelvic lymph nodes raising concern for occult lymphoma or metastatic disease"", ""multiple non-cavitating pulmonary nodules with patchy peribronchial consolidation suggestive of aspiration pneumonitis"", ""radiological evidence of interstitial lung disease with established pulmonary fibrosis"", ""hepatosplenomegaly with inflammatory visceral involvement but no discrete intra-abdominal mass""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", abdominal CT performed during the workup for the patient’s neck swelling and suspected dermatomyositis showed no evidence of primary or metastatic malignancy in the abdomen or pelvis",CT of his abdomen showed no enlargement of abdomino-pelvic lymph nodes and no evidence of primary or metastatic malignancy in the abdomen or pelvis.,Investigations
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a video fluoroscopic (barium) swallow study performed after the patient was found to have severe pharyngeal dysphagia showed",severe pyriform fossae residue,(E),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a video fluoroscopic (barium) swallow study performed after the patient was found to have severe pharyngeal dysphagia showed
(A) bilateral obturator myositis
(B) cricopharyngeal achalasia
(C) patchy peribronchial consolidation
(D) severe vallecular residue
(E) severe pyriform fossae residue",bilateral obturator myositis,cricopharyngeal achalasia,patchy peribronchial consolidation,severe vallecular residue,severe pyriform fossae residue,"[""severe vallecular residue"", ""cricopharyngeal achalasia"", ""patchy peribronchial consolidation"", ""bilateral obturator myositis""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a video fluoroscopic (barium) swallow study performed after the patient was found to have severe pharyngeal dysphagia showed severe pyriform fossae residue",This led to severe pyriform fossae residue and post-swallow penetration of thin and mildly thick fluids to the vocal cords.,Investigations
