doc,row_1based,status,current_target,rubric_target,current_probe,rubric_probe,current_fact,rubric_fact
BOFT,160,content_diff,the orthogonality.,the orthogonality.,"According to the paper, for each feasible set of edge connections in the information transmission framework, what may sometimes add or remove some edges is","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", for each feasible set of edge connections in the information transmission framework, what may sometimes add or remove some edges is","According to the paper, for each feasible set of edge connections in the information transmission framework, what may sometimes add or remove some edges is the orthogonality.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", for each feasible set of edge connections in the information transmission framework, what may sometimes add or remove some edges is the orthogonality."
BOFT,167,content_diff,butterfly graphs,butterfly graphs,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors draw inspiration from the topology used in the Cooley-Tukey algorithm to densely connect $d$ source nodes and $d$ receiver nodes efficiently with $\mathcal{O}(d\log d)$ edges:","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the topology used in the Cooley-Tukey algorithm that the authors draw inspiration from to densely connect $d$ source nodes and $d$ receiver nodes efficiently with $\mathcal{O}(d\log d)$ edges is","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors draw inspiration from the topology used in the Cooley-Tukey algorithm to densely connect $d$ source nodes and $d$ receiver nodes efficiently with $\mathcal{O}(d\log d)$ edges: butterfly graphs","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the topology used in the Cooley-Tukey algorithm that the authors draw inspiration from to densely connect $d$ source nodes and $d$ receiver nodes efficiently with $\mathcal{O}(d\log d)$ edges is butterfly graphs"
BOFT,170,content_diff,fast Fourier transform.,fast Fourier transform.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the Cooley-Tukey algorithm originally uses the butterfly structure to perform the","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the Cooley-Tukey algorithm originally uses the butterfly structure to perform","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the Cooley-Tukey algorithm originally uses the butterfly structure to perform the fast Fourier transform.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the Cooley-Tukey algorithm originally uses the butterfly structure to perform fast Fourier transform."
BOFT,171,content_diff,the frequency domain.,the frequency domain.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the discussion of the butterfly structure and its analogy to the Fourier transform for the information transmission problem, a local change can cause a global change in the spatial domain when it occurs in","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of the butterfly structure and its analogy to the Fourier transform for the information transmission problem, a local change can cause a global change in the spatial domain when it occurs in","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the discussion of the butterfly structure and its analogy to the Fourier transform for the information transmission problem, a local change can cause a global change in the spatial domain when it occurs in the frequency domain.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of the butterfly structure and its analogy to the Fourier transform for the information transmission problem, a local change can cause a global change in the spatial domain when it occurs in the frequency domain."
BOFT,175,content_diff,\mathbb{R}^{k\times k},\mathbb{R}^{k\times k}.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the authors define the butterfly factor $\bm{B}^F(k)$ for $k\geq 2$ as a block matrix built from diagonal blocks, the ambient space of $\bm{B}^F(k)$ is","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the authors define the butterfly factor $\bm{B}^F(k)$ for $k\geq 2$ as a block matrix built from diagonal blocks, the ambient space of $\bm{B}^F(k)$ is","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the authors define the butterfly factor $\bm{B}^F(k)$ for $k\geq 2$ as a block matrix built from diagonal blocks, the ambient space of $\bm{B}^F(k)$ is\mathbb{R}^{k\times k}","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the authors define the butterfly factor $\bm{B}^F(k)$ for $k\geq 2$ as a block matrix built from diagonal blocks, the ambient space of $\bm{B}^F(k)$ is \mathbb{R}^{k\times k}."
BOFT,176,content_diff,\mathbb{R}^{\frac{k}{2}},\mathbb{R}^{\frac{k}{2}}.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the definition of the butterfly factor $\bm{B}^F(k)$, the vectors $\bm{d}_i$ belong to","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the definition of the butterfly factor $\bm{B}^F(k)$, the vectors $\bm{d}_i$ belong to","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the definition of the butterfly factor $\bm{B}^F(k)$, the vectors $\bm{d}_i$ belong to\mathbb{R}^{\frac{k}{2}}","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the definition of the butterfly factor $\bm{B}^F(k)$, the vectors $\bm{d}_i$ belong to \mathbb{R}^{\frac{k}{2}}."
BOFT,178,content_diff,two $\frac{d}{2}$-dimensional butterfly matrices.,two $\frac{d}{2}$-dimensional butterfly matrices.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the recursive definition of the $d$-dimensional butterfly matrix $\bm{B}(d)$ for $d=2^N$ in the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", $\bm{B}_1(\frac{d}{2})$ and $\bm{B}_2(\frac{d}{2})$ are","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the recursive definition of the $d$-dimensional butterfly matrix $\bm{B}(d)$ for $d=2^N$, $\bm{B}_1(\frac{d}{2})$ and $\bm{B}_2(\frac{d}{2})$ are","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the recursive definition of the $d$-dimensional butterfly matrix $\bm{B}(d)$ for $d=2^N$ in the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", $\bm{B}_1(\frac{d}{2})$ and $\bm{B}_2(\frac{d}{2})$ are two $\frac{d}{2}$-dimensional butterfly matrices.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the recursive definition of the $d$-dimensional butterfly matrix $\bm{B}(d)$ for $d=2^N$, $\bm{B}_1(\frac{d}{2})$ and $\bm{B}_2(\frac{d}{2})$ are two $\frac{d}{2}$-dimensional butterfly matrices."
BOFT,180,content_diff,"\text{diag}(\bm{B}^F_1(k),\cdots,\bm{B}^F_{d/k}(k))","\text{diag}(\bm{B}^F_1(k),\cdots,\bm{B}^F_{d/k}(k)).","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors define the butterfly component $\tilde{\bm{B}}(d,k)$ as a block-diagonal matrix of size $d\times d$ with block size $k$ as","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors define the butterfly component $\tilde{\bm{B}}(d,k)$ as a block-diagonal matrix of size $d\times d$ with block size $k$ as","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors define the butterfly component $\tilde{\bm{B}}(d,k)$ as a block-diagonal matrix of size $d\times d$ with block size $k$ as\text{diag}(\bm{B}^F_1(k),\cdots,\bm{B}^F_{d/k}(k))","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors define the butterfly component $\tilde{\bm{B}}(d,k)$ as a block-diagonal matrix of size $d\times d$ with block size $k$ as \text{diag}(\bm{B}^F_1(k),\cdots,\bm{B}^F_{d/k}(k))."
BOFT,182,content_diff,orthogonal.,orthogonal.,"In the paper, when parameterizing a matrix using the butterfly matrix $\bm{B}(d)$, all multiplicative factors $\tilde{\bm{B}}(d,k), \forall k$ must satisfy the property of being","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when parameterizing a matrix using the butterfly matrix $\bm{B}(d)$, all multiplicative factors $\tilde{\bm{B}}(d,k), \forall k$ must satisfy the property of being","In the paper, when parameterizing a matrix using the butterfly matrix $\bm{B}(d)$, all multiplicative factors $\tilde{\bm{B}}(d,k), \forall k$ must satisfy the property of being orthogonal.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when parameterizing a matrix using the butterfly matrix $\bm{B}(d)$, all multiplicative factors $\tilde{\bm{B}}(d,k), \forall k$ must satisfy the property of being orthogonal."
BOFT,183,content_diff,Cayley transform,Cayley transform,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors use the transform that guarantees that the block-diagonal matrix $\tilde{\bm{B}}(d,2)$ with block size $2$ is orthogonal when parameterizing each block:","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the transform that guarantees that the block-diagonal matrix $\tilde{\bm{B}}(d,2)$ with block size $2$ is orthogonal when parameterizing each block is","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors use the transform that guarantees that the block-diagonal matrix $\tilde{\bm{B}}(d,2)$ with block size $2$ is orthogonal when parameterizing each block: Cayley transform","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the transform that guarantees that the block-diagonal matrix $\tilde{\bm{B}}(d,2)$ with block size $2$ is orthogonal when parameterizing each block is Cayley transform"
BOFT,189,content_diff,"a block butterfly component $\tilde{\bm{B}}^b(d,k)$","a block butterfly component $\tilde{\bm{B}}^b(d,k)$","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the authors generalize the butterfly matrices following \cite{chen2022pixelated} so that each entry in $\bm{d}_i,\forall i$ becomes a $b\times b$ matrix, they define","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the authors generalize the butterfly matrices following \cite{chen2022pixelated} so that each entry in $\bm{d}_i,\forall i$ becomes a $b\times b$ matrix, they define","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the authors generalize the butterfly matrices following \cite{chen2022pixelated} so that each entry in $\bm{d}_i,\forall i$ becomes a $b\times b$ matrix, they definea block butterfly component $\tilde{\bm{B}}^b(d,k)$","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the authors generalize the butterfly matrices following \cite{chen2022pixelated} so that each entry in $\bm{d}_i,\forall i$ becomes a $b\times b$ matrix, they define a block butterfly component $\tilde{\bm{B}}^b(d,k)$"
BOFT,194,content_diff,"\big(\bm{R}(m,b)\cdot\bm{W}^0\big)^\top\bm{x}","\big(\bm{R}(m,b)\cdot\bm{W}^0\big)^\top\bm{x}","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the BOFT forward pass output $\bm{z}$ is expressed in terms of the orthogonal matrix $\bm{R}(m,b)$, the base weight matrix $\bm{W}^0$, and the input $\bm{x}$ as","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the BOFT forward pass output $\bm{z}$ is expressed in terms of the orthogonal matrix $\bm{R}(m,b)$, the base weight matrix $\bm{W}^0$, and the input $\bm{x}$ as","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the BOFT forward pass output $\bm{z}$ is expressed in terms of the orthogonal matrix $\bm{R}(m,b)$, the base weight matrix $\bm{W}^0$, and the input $\bm{x}$ as\big(\bm{R}(m,b)\cdot\bm{W}^0\big)^\top\bm{x}","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the BOFT forward pass output $\bm{z}$ is expressed in terms of the orthogonal matrix $\bm{R}(m,b)$, the base weight matrix $\bm{W}^0$, and the input $\bm{x}$ as \big(\bm{R}(m,b)\cdot\bm{W}^0\big)^\top\bm{x}"
BOFT,195,content_diff,"\prod_{i=1}^m \tilde{\bm{B}}^b_{(d,i)}","\prod_{i=1}^m \tilde{\bm{B}}^b_{(d,i)}","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the BOFT forward pass, the orthogonal matrix $\bm{R}(m,b)$ is defined in terms of the butterfly components $\tilde{\bm{B}}^b_{(d,i)}$ as","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the BOFT forward pass, the orthogonal matrix $\bm{R}(m,b)$ is defined in terms of the butterfly components $\tilde{\bm{B}}^b_{(d,i)}$ as","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the BOFT forward pass, the orthogonal matrix $\bm{R}(m,b)$ is defined in terms of the butterfly components $\tilde{\bm{B}}^b_{(d,i)}$ as\prod_{i=1}^m \tilde{\bm{B}}^b_{(d,i)}","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the BOFT forward pass, the orthogonal matrix $\bm{R}(m,b)$ is defined in terms of the butterfly components $\tilde{\bm{B}}^b_{(d,i)}$ as \prod_{i=1}^m \tilde{\bm{B}}^b_{(d,i)}"
BOFT,198,content_diff,\mathbb{R}^{d\times d},\mathbb{R}^{d\times d}.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the orthogonal matrix $\bm{R}(m,b)$, given that it is composed of a product of multiple orthogonal butterfly components, belongs to the space","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the orthogonal matrix $\bm{R}(m,b)$, given that it is composed of a product of multiple orthogonal butterfly components, belongs to the space","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the orthogonal matrix $\bm{R}(m,b)$, given that it is composed of a product of multiple orthogonal butterfly components, belongs to the space\mathbb{R}^{d\times d}","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the orthogonal matrix $\bm{R}(m,b)$, given that it is composed of a product of multiple orthogonal butterfly components, belongs to the space \mathbb{R}^{d\times d}."
BOFT,201,content_diff,m=1,m=1.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the case in which BOFT reduces to the block-diagonal OFT with block size $b$ is","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the case in which BOFT reduces to the block-diagonal OFT with block size $b$ is","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the case in which BOFT reduces to the block-diagonal OFT with block size $b$ ism=1","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the case in which BOFT reduces to the block-diagonal OFT with block size $b$ is m=1."
BOFT,203,content_diff,the original OFT.,the original OFT.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of the BOFT parameterization of the orthogonal matrix $\bm{R}(m,b)$ in the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT($1$,$d$) reduces to","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of the BOFT parameterization of the orthogonal matrix $\bm{R}(m,b)$, BOFT($1$,$d$) reduces to","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of the BOFT parameterization of the orthogonal matrix $\bm{R}(m,b)$ in the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT($1$,$d$) reduces to the original OFT.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of the BOFT parameterization of the orthogonal matrix $\bm{R}(m,b)$, BOFT($1$,$d$) reduces to the original OFT."
BOFT,205,content_diff,$\frac{1}{2}(b-1)dm$,$\frac{1}{2}(b-1)dm$,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT($m$,$b$) takes the following number of effective trainable parameters for finetuning a linear layer of size $d\times n$:","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT($m$,$b$) takes the following number of effective trainable parameters for finetuning a linear layer of size $d\times n$","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT($m$,$b$) takes the following number of effective trainable parameters for finetuning a linear layer of size $d\times n$: $\frac{1}{2}(b-1)dm$","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT($m$,$b$) takes the following number of effective trainable parameters for finetuning a linear layer of size $d\times n$ $\frac{1}{2}(b-1)dm$"
BOFT,213,content_diff,the exact pretrained model,the exact pretrained model,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", finetuning methods usually start from an initialization that keeps the finetuned model from deviating too much:","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", finetuning methods usually start from an initialization that keeps the finetuned model from deviating too much, namely","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", finetuning methods usually start from an initialization that keeps the finetuned model from deviating too much: the exact pretrained model","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", finetuning methods usually start from an initialization that keeps the finetuned model from deviating too much, namely the exact pretrained model"
BOFT,218,content_diff,LoRA,LoRA,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors note that conventional Dropout naturally works for the method contrasted with BOFT's multiplicative weight update, namely","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors note that conventional Dropout naturally works for the method contrasted with BOFT's multiplicative weight update, namely","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors note that conventional Dropout naturally works for the method contrasted with BOFT's multiplicative weight update, namely LoRA","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors note that conventional Dropout naturally works for the method contrasted with BOFT's multiplicative weight update, namely LoRA"
BOFT,223,content_diff,Hadamard transform.,Hadamard transform.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors note that the butterfly structure along with permutations can perfectly recover many classic fast linear transforms, including the fast Fourier transform and the","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors note that the butterfly structure along with permutations can perfectly recover many classic fast linear transforms, including the fast Fourier transform and the","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors note that the butterfly structure along with permutations can perfectly recover many classic fast linear transforms, including the fast Fourier transform and the Hadamard transform.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors note that the butterfly structure along with permutations can perfectly recover many classic fast linear transforms, including the fast Fourier transform and the Hadamard transform."
BOFT,233,content_diff,the orthogonal matrix used in BOFT.,the orthogonal matrix used in BOFT.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the generalized BOFT formulation of the final orthogonal matrix $\bm{R}^G(m_1,b_1,m_2,b_2,l)$, $\bm{R}_{i,j}^T(m,b)$ denotes","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the generalized BOFT formulation of the final orthogonal matrix $\bm{R}^G(m_1,b_1,m_2,b_2,l)$, $\bm{R}_{i,j}^T(m,b)$ denotes","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the generalized BOFT formulation of the final orthogonal matrix $\bm{R}^G(m_1,b_1,m_2,b_2,l)$, $\bm{R}_{i,j}^T(m,b)$ denotes the orthogonal matrix used in BOFT.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the generalized BOFT formulation of the final orthogonal matrix $\bm{R}^G(m_1,b_1,m_2,b_2,l)$, $\bm{R}_{i,j}^T(m,b)$ denotes the orthogonal matrix used in BOFT."
BOFT,238,content_diff,The trade-off between expressivity and regularity,The trade-off between expressivity and regularity,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors identify the key to the generalizability of model finetuning in their discussion of BOFT as","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors identify the key to the generalizability of model finetuning in their discussion of BOFT as","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors identify the key to the generalizability of model finetuning in their discussion of BOFT as The trade-off between expressivity and regularity","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors identify the key to the generalizability of model finetuning in their discussion of BOFT as The trade-off between expressivity and regularity"
BOFT,249,content_diff,$\bm{R}$,$\bm{R}$,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" BOFT is viewed as learning the bilinear similarity matrix","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT is viewed as learning the bilinear similarity matrix","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" BOFT is viewed as learning the bilinear similarity matrix $\bm{R}$","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT is viewed as learning the bilinear similarity matrix $\bm{R}$"
BOFT,258,content_diff,BOFT.,BOFT.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the method in which sparse matrix factorization may also bring some implicit inductive bias is","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the method in which sparse matrix factorization may also bring some implicit inductive bias is","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the method in which sparse matrix factorization may also bring some implicit inductive bias is BOFT.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the method in which sparse matrix factorization may also bring some implicit inductive bias is BOFT."
BOFT,41,only_current,parameter-efficient.,,"According to the paper, when generating a dense orthogonal matrix to address the limitations of the block-diagonal sparsity pattern, the authors aim to preserve a design that is",,"According to the paper, when generating a dense orthogonal matrix to address the limitations of the block-diagonal sparsity pattern, the authors aim to preserve a design that is parameter-efficient.",
BOFT,78,only_current,parameter efficiency.,,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors study orthogonal finetuning through a novel information transmission framework focused on",,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors study orthogonal finetuning through a novel information transmission framework focused on parameter efficiency.",
BOFT,87,only_current,parameter-efficiency.,,"According to the paper, BOFT outperforms current state-of-the-art methods by a considerable margin, validating its superior generalization ability and",,"According to the paper, BOFT outperforms current state-of-the-art methods by a considerable margin, validating its superior generalization ability and parameter-efficiency.",
BOFT,241,only_current,Orthogonal finetuning.,,"According to the paper, in the discussion of spectral properties, the finetuning approach said to generally yield better spectral property than LoRA because it perfectly preserves the spectral norm of the pretrained weight matrix $\bm{W}^0$ is",,"According to the paper, in the discussion of spectral properties, the finetuning approach said to generally yield better spectral property than LoRA because it perfectly preserves the spectral norm of the pretrained weight matrix $\bm{W}^0$ is Orthogonal finetuning.",
ByteLatent,9,content_diff,8B parameters.,8B parameters.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the first flop controlled scaling study described by the authors of ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the byte-level models reach up to","In the first flop controlled scaling study described by the authors of ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the byte-level models reach up to","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the first flop controlled scaling study described by the authors of ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the byte-level models reach up to 8B parameters.","In the first flop controlled scaling study described by the authors of ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the byte-level models reach up to 8B parameters."
ByteLatent,21,content_diff,\textit{more} efficient allocation of compute,\textit{more} efficient allocation of compute,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors describe a dynamic, learnable method for grouping bytes into patches and claim that, relative to tokenization-based models, this approach results in","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors describe a dynamic, learnable method for grouping bytes into patches and claim that, relative to tokenization-based models, this approach results in","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors describe a dynamic, learnable method for grouping bytes into patches and claim that, relative to tokenization-based models, this approach results in\textit{more} efficient allocation of compute","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors describe a dynamic, learnable method for grouping bytes into patches and claim that, relative to tokenization-based models, this approach results in \textit{more} efficient allocation of compute"
ByteLatent,27,content_diff,the first word of a new sentence.,the first word of a new sentence.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", predicting the ending of most words is easier than choosing","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", predicting the ending of most words is easier than choosing","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", predicting the ending of most words is easier than choosing the first word of a new sentence.",Predicting the ending of most words is easier than choosing the first word of a new sentence.
ByteLatent,40,content_diff,Segmenting bytes into \textit{patches},Segmenting bytes into \textit{patches},"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the section on patching of the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" what allows {\textsc BLT} to dynamically allocate compute based on context is","In the section on patching of the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" what allows {\textsc BLT} to dynamically allocate compute based on context is","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the section on patching of the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" what allows {\textsc BLT} to dynamically allocate compute based on context is Segmenting bytes into \textit{patches}","In the section on patching of the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" what allows {\textsc BLT} to dynamically allocate compute based on context is Segmenting bytes into \textit{patches}"
ByteLatent,56,content_diff,a latent transformer step.,a latent transformer step.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the Space patching strategy described in ""Byte Latent Transformer: Patches Scale Better Than Tokens"", every word is allocated","In the Space patching strategy described in ""Byte Latent Transformer: Patches Scale Better Than Tokens"", every word is allocated","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the Space patching strategy described in ""Byte Latent Transformer: Patches Scale Better Than Tokens"", every word is allocated a latent transformer step.","In the Space patching strategy described in ""Byte Latent Transformer: Patches Scale Better Than Tokens"", every word is allocated a latent transformer step."
ByteLatent,58,content_diff,hard predictions.,hard predictions.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in Space patching, computation is focused on predictions that often follow spaces, which are described as","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in Space patching, computation is focused on predictions that often follow spaces, which are described as","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in Space patching, computation is focused on predictions that often follow spaces, which are described as hard predictions.","In Space patching, computation is focused on hard predictions that often follow spaces."
ByteLatent,68,content_diff,withing the patch.,withing the patch,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the second entropy-based approach can be interpreted as identifying points that break approximate monotonically decreasing entropy","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the second entropy-based approach can be interpreted as identifying points that break approximate monotonically decreasing entropy","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the second entropy-based approach identifies points that break approximate monotonically decreasing entropy withing the patch.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the second entropy-based approach can be interpreted as identifying points that break approximate monotonically decreasing entropy withing the patch"
ByteLatent,72,content_diff,entropy-based patch boundaries,entropy-based patch boundaries,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the comparison with \citet{nawrot-etal-2023-efficient} about identifying patch boundaries during dataloading in the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the classifier is trained to predict","In the comparison with \citet{nawrot-etal-2023-efficient} about identifying patch boundaries during dataloading in the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the classifier is trained to predict","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the comparison with \citet{nawrot-etal-2023-efficient} about identifying patch boundaries during dataloading in the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the classifier is trained to predict entropy-based patch boundaries","In the comparison with \citet{nawrot-etal-2023-efficient} about identifying patch boundaries during dataloading in the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the classifier is trained to predict entropy-based patch boundaries"
ByteLatent,86,content_diff,the rest of the sequence,the rest of the sequence,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when BLT decides during generation whether the current step in the byte sequence is at a patch boundary, that decision must be made independent of","According to the paper **""Byte Latent Transformer: Patches Scale Better Than Tokens""**, when BLT decides during generation whether the current step in the byte sequence is at a patch boundary, that decision must be made independent of","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when BLT decides during generation whether the current step in the byte sequence is at a patch boundary, that decision must be made independent of the rest of the sequence","According to the paper **""Byte Latent Transformer: Patches Scale Better Than Tokens""**, when BLT decides during generation whether the current step in the byte sequence is at a patch boundary, that decision must be made independent of the rest of the sequence"
