probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", immune-mediated necrotising myopathy (IMNM) is described as a distinct myopathy with aggressive proximal muscle weakness, necrotising myofibres, and",a paucity of lymphocytic infiltrates on histology.,(B),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", immune-mediated necrotising myopathy (IMNM) is described as a distinct myopathy with aggressive proximal muscle weakness, necrotising myofibres, and
(A) prominent endomysial lymphocytic infiltrates on histology.
(B) a paucity of lymphocytic infiltrates on histology.
(C) perifascicular atrophy with perivascular inflammatory infiltrates on biopsy.
(D) marked creatine kinase elevation that improves rapidly after drug discontinuation.
(E) anti-HMGCR and anti-SRP autoantibody positivity in serum.",prominent endomysial lymphocytic infiltrates on histology.,a paucity of lymphocytic infiltrates on histology.,perifascicular atrophy with perivascular inflammatory infiltrates on biopsy.,marked creatine kinase elevation that improves rapidly after drug discontinuation.,anti-HMGCR and anti-SRP autoantibody positivity in serum.,"[""prominent endomysial lymphocytic infiltrates on histology."", ""perifascicular atrophy with perivascular inflammatory infiltrates on biopsy."", ""anti-HMGCR and anti-SRP autoantibody positivity in serum."", ""marked creatine kinase elevation that improves rapidly after drug discontinuation.""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", immune-mediated necrotising myopathy (IMNM) is described as a distinct myopathy with aggressive proximal muscle weakness, necrotising myofibres, and a paucity of lymphocytic infiltrates on histology.",Immune-mediated necrotising myopathy (IMNM) is a distinct entity of myopathy characterised by aggressive proximal muscle weakness with necrotising myofibres and a paucity of lymphocytic infiltrates on histology.,Background
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background section notes that certain metabolic-disease medications are discussed in relation to immune-mediated necrotising myopathy, and HMGCR autoantibody positivity is strongly associated with",the use of statins,(C),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background section notes that certain metabolic-disease medications are discussed in relation to immune-mediated necrotising myopathy, and HMGCR autoantibody positivity is strongly associated with
(A) drug-induced rhabdomyolysis after GLP-1 receptor agonist use
(B) long-standing type 2 diabetes mellitus
(C) the use of statins
(D) anti-signal recognition particle (SRP) autoantibody positivity
(E) active treatment with tirzepatide",drug-induced rhabdomyolysis after GLP-1 receptor agonist use,long-standing type 2 diabetes mellitus,the use of statins,anti-signal recognition particle (SRP) autoantibody positivity,active treatment with tirzepatide,"[""active treatment with tirzepatide"", ""anti-signal recognition particle (SRP) autoantibody positivity"", ""drug-induced rhabdomyolysis after GLP-1 receptor agonist use"", ""long-standing type 2 diabetes mellitus""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background section notes that certain metabolic-disease medications are discussed in relation to immune-mediated necrotising myopathy, and HMGCR autoantibody positivity is strongly associated with the use of statins","In particular, the use of statins which are commonly used in metabolic disorders is strongly associated with HMGCR autoantibody positivity.",Background
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", several patients developed muscle findings in the setting of statin use and were sometimes classified as toxic myopathy or polymyositis before the HMGCR autoantibody association was recognized, and they developed",features of necrotising myopathy,(C),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", several patients developed muscle findings in the setting of statin use and were sometimes classified as toxic myopathy or polymyositis before the HMGCR autoantibody association was recognized, and they developed
(A) features of drug-induced rhabdomyolysis
(B) features of polymyositis with prominent lymphocytic infiltrates
(C) features of necrotising myopathy
(D) features of steroid-induced myopathy
(E) features of inclusion body myositis",features of drug-induced rhabdomyolysis,features of polymyositis with prominent lymphocytic infiltrates,features of necrotising myopathy,features of steroid-induced myopathy,features of inclusion body myositis,"[""features of drug-induced rhabdomyolysis"", ""features of polymyositis with prominent lymphocytic infiltrates"", ""features of inclusion body myositis"", ""features of steroid-induced myopathy""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", several patients developed muscle findings in the setting of statin use and were sometimes classified as toxic myopathy or polymyositis before the HMGCR autoantibody association was recognized, and they developed features of necrotising myopathy","In the case of statins, there were several patients who developed features of necrotising myopathy and were often classified as toxic myopathy or polymyositis prior to the discovery of HMGCR autoantibody association.",Background
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", in the discussion of statin-associated necrotising myopathy, patients with these features were often classified as",toxic myopathy or polymyositis,(C),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", in the discussion of statin-associated necrotising myopathy, patients with these features were often classified as
(A) immune-mediated necrotising myopathy or anti-SRP syndrome
(B) metabolic myopathy or muscular dystrophy
(C) toxic myopathy or polymyositis
(D) drug-induced rhabdomyolysis or steroid myopathy
(E) dermatomyositis or inclusion body myositis",immune-mediated necrotising myopathy or anti-SRP syndrome,metabolic myopathy or muscular dystrophy,toxic myopathy or polymyositis,drug-induced rhabdomyolysis or steroid myopathy,dermatomyositis or inclusion body myositis,"[""drug-induced rhabdomyolysis or steroid myopathy"", ""dermatomyositis or inclusion body myositis"", ""immune-mediated necrotising myopathy or anti-SRP syndrome"", ""metabolic myopathy or muscular dystrophy""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", in the discussion of statin-associated necrotising myopathy, patients with these features were often classified as toxic myopathy or polymyositis","In the case of statins, there were several patients who developed features of necrotising myopathy and were often classified as toxic myopathy or polymyositis prior to the discovery of HMGCR autoantibody association.",Background
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", in prior cases of statin-associated necrotising myopathy in which patients had persistent myopathy and creatine kinase elevation despite stopping the statin, followed by improvement with immunosuppression, the autoantibody eventually identified as a hallmark characteristic of the disease was",HMGCR autoantibody,(D),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", in prior cases of statin-associated necrotising myopathy in which patients had persistent myopathy and creatine kinase elevation despite stopping the statin, followed by improvement with immunosuppression, the autoantibody eventually identified as a hallmark characteristic of the disease was
(A) acetylcholine receptor autoantibody
(B) Mi-2 autoantibody
(C) Jo-1 autoantibody
(D) HMGCR autoantibody
(E) SRP autoantibody",acetylcholine receptor autoantibody,Mi-2 autoantibody,Jo-1 autoantibody,HMGCR autoantibody,SRP autoantibody,"[""SRP autoantibody"", ""Jo-1 autoantibody"", ""Mi-2 autoantibody"", ""acetylcholine receptor autoantibody""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", in prior cases of statin-associated necrotising myopathy in which patients had persistent myopathy and creatine kinase elevation despite stopping the statin, followed by improvement with immunosuppression, the autoantibody eventually identified as a hallmark characteristic of the disease was HMGCR autoantibody","These features, followed by improvement with immunosuppression, were suggestive of an autoimmune myopathy and eventually led to the identification of HMGCR autoantibody as a hallmark characteristic of the disease.",Background
"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s had been undergoing outpatient evaluation for transaminase elevation",3 years prior to her clinical deterioration,(D),"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s had been undergoing outpatient evaluation for transaminase elevation
(A) shortly after initiating semaglutide therapy
(B) 2 years prior to her clinical deterioration
(C) 6 months prior to her clinical deterioration
(D) 3 years prior to her clinical deterioration
(E) during routine follow-up for hepatic steatosis",shortly after initiating semaglutide therapy,2 years prior to her clinical deterioration,6 months prior to her clinical deterioration,3 years prior to her clinical deterioration,during routine follow-up for hepatic steatosis,"[""2 years prior to her clinical deterioration"", ""6 months prior to her clinical deterioration"", ""shortly after initiating semaglutide therapy"", ""during routine follow-up for hepatic steatosis""]","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s had been undergoing outpatient evaluation for transaminase elevation 3 years prior to her clinical deterioration","3 years prior to her clinical deterioration, she had been undergoing outpatient evaluation for transaminase elevation.",Case presentation
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s presented with progressive proximal muscle weakness, dysphagia, and dysphonia, and her baseline functional status was",fully independent in her activities of daily living.,(D),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s presented with progressive proximal muscle weakness, dysphagia, and dysphonia, and her baseline functional status was
(A) independent in basic activities of daily living but required assistance with instrumental tasks.
(B) ambulatory with a cane but limited by obesity-related deconditioning.
(C) residing in assisted living because of chronic functional impairment after pulmonary embolism.
(D) fully independent in her activities of daily living.
(E) partially dependent in her activities of daily living.",independent in basic activities of daily living but required assistance with instrumental tasks.,ambulatory with a cane but limited by obesity-related deconditioning.,residing in assisted living because of chronic functional impairment after pulmonary embolism.,fully independent in her activities of daily living.,partially dependent in her activities of daily living.,"[""partially dependent in her activities of daily living."", ""independent in basic activities of daily living but required assistance with instrumental tasks."", ""ambulatory with a cane but limited by obesity-related deconditioning."", ""residing in assisted living because of chronic functional impairment after pulmonary embolism.""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s presented with progressive proximal muscle weakness, dysphagia, and dysphonia, and her baseline functional status was fully independent in her activities of daily living.",She was previously in good health and fully independent in her activities of daily living.,Case presentation
"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the abdominal ultrasound during an earlier evaluation for elevated liver enzymes showed diffusely increased echotexture most likely representing hepatic steatosis, as well as",hepatomegaly,(B),"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the abdominal ultrasound during an earlier evaluation for elevated liver enzymes showed diffusely increased echotexture most likely representing hepatic steatosis, as well as
(A) ascites
(B) hepatomegaly
(C) mild intrahepatic biliary ductal dilatation
(D) cholelithiasis
(E) splenomegaly",ascites,hepatomegaly,mild intrahepatic biliary ductal dilatation,cholelithiasis,splenomegaly,"[""splenomegaly"", ""mild intrahepatic biliary ductal dilatation"", ""ascites"", ""cholelithiasis""]","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the abdominal ultrasound during an earlier evaluation for elevated liver enzymes showed diffusely increased echotexture most likely representing hepatic steatosis, as well as hepatomegaly",Abdominal ultrasound showed hepatomegaly with diffusely increased echotexture most likely representing hepatic steatosis.,Case presentation
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the liver biopsy performed during an earlier evaluation for elevated transaminases showed",steatohepatitis,(E),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the liver biopsy performed during an earlier evaluation for elevated transaminases showed
(A) simple steatosis
(B) bridging fibrosis
(C) autoimmune hepatitis
(D) primary biliary cholangitis
(E) steatohepatitis",simple steatosis,bridging fibrosis,autoimmune hepatitis,primary biliary cholangitis,steatohepatitis,"[""simple steatosis"", ""autoimmune hepatitis"", ""primary biliary cholangitis"", ""bridging fibrosis""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the liver biopsy performed during an earlier evaluation for elevated transaminases showed steatohepatitis","A liver biopsy showed steatohepatitis consistent with non-alcoholic fatty liver disease (NAFLD)/NAFLD Activity Score grade 4/8, stage 0.",Case presentation
"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the liver biopsy performed during evaluation of mildly elevated transaminases showed steatohepatitis consistent with non-alcoholic fatty liver disease (NAFLD), with a NAFLD Activity Score",grade 4/8,(E),"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the liver biopsy performed during evaluation of mildly elevated transaminases showed steatohepatitis consistent with non-alcoholic fatty liver disease (NAFLD), with a NAFLD Activity Score
(A) grade 3/8
(B) grade 2/4
(C) grade 0/8
(D) grade 5/8
(E) grade 4/8",grade 3/8,grade 2/4,grade 0/8,grade 5/8,grade 4/8,"[""grade 3/8"", ""grade 5/8"", ""grade 0/8"", ""grade 2/4""]","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the liver biopsy performed during evaluation of mildly elevated transaminases showed steatohepatitis consistent with non-alcoholic fatty liver disease (NAFLD), with a NAFLD Activity Score grade 4/8","A liver biopsy showed steatohepatitis consistent with non-alcoholic fatty liver disease (NAFLD)/NAFLD Activity Score grade 4/8, stage 0.",Case presentation
"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", semaglutide was started in the setting of persistent fatty liver and obesity",2.5 years after the diagnosis of NAFLD,(D),"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", semaglutide was started in the setting of persistent fatty liver and obesity
(A) 6 months after starting a low-calorie diet and regular exercise programme
(B) shortly after the liver biopsy confirmed steatohepatitis
(C) after she was newly diagnosed with type 2 diabetes mellitus
(D) 2.5 years after the diagnosis of NAFLD
(E) 1 year after the diagnosis of NAFLD",6 months after starting a low-calorie diet and regular exercise programme,shortly after the liver biopsy confirmed steatohepatitis,after she was newly diagnosed with type 2 diabetes mellitus,2.5 years after the diagnosis of NAFLD,1 year after the diagnosis of NAFLD,"[""1 year after the diagnosis of NAFLD"", ""shortly after the liver biopsy confirmed steatohepatitis"", ""6 months after starting a low-calorie diet and regular exercise programme"", ""after she was newly diagnosed with type 2 diabetes mellitus""]","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", semaglutide was started in the setting of persistent fatty liver and obesity 2.5 years after the diagnosis of NAFLD","Due to persistent fatty liver and obesity 2.5 years after the diagnosis of NAFLD, she was initiated on semaglutide.",Case presentation
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was hospitalised 2 days after her first semaglutide dose with acute renal failure and severe metabolic acidosis, and her renal function improved","with hydration, without the need for haemofiltration or haemodialysis.",(B),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was hospitalised 2 days after her first semaglutide dose with acute renal failure and severe metabolic acidosis, and her renal function improved
(A) after withdrawal of semaglutide and initiation of high-dose corticosteroids for suspected myositis.
(B) with hydration, without the need for haemofiltration or haemodialysis.
(C) with insulin infusion for presumed euglycaemic ketoacidosis, without the need for renal replacement therapy.
(D) following bicarbonate infusion and a brief period of invasive mechanical ventilation.
(E) only after urgent haemofiltration, without progression to maintenance haemodialysis.",after withdrawal of semaglutide and initiation of high-dose corticosteroids for suspected myositis.,"with hydration, without the need for haemofiltration or haemodialysis.","with insulin infusion for presumed euglycaemic ketoacidosis, without the need for renal replacement therapy.",following bicarbonate infusion and a brief period of invasive mechanical ventilation.,"only after urgent haemofiltration, without progression to maintenance haemodialysis.","[""only after urgent haemofiltration, without progression to maintenance haemodialysis."", ""following bicarbonate infusion and a brief period of invasive mechanical ventilation."", ""after withdrawal of semaglutide and initiation of high-dose corticosteroids for suspected myositis."", ""with insulin infusion for presumed euglycaemic ketoacidosis, without the need for renal replacement therapy.""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was hospitalised 2 days after her first semaglutide dose with acute renal failure and severe metabolic acidosis, and her renal function improved with hydration, without the need for haemofiltration or haemodialysis.","Subsequently, the patient’s renal function improved with hydration, without the need for haemofiltration or haemodialysis.",Case presentation
"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was started on semaglutide for persistent fatty liver and obesity, and within hours of her first injection she developed nausea and vomiting after receiving a first dose of semaglutide",0.25 mg subcutaneously,(B),"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was started on semaglutide for persistent fatty liver and obesity, and within hours of her first injection she developed nausea and vomiting after receiving a first dose of semaglutide
(A) 2.4 mg subcutaneously
(B) 0.25 mg subcutaneously
(C) 1.0 mg subcutaneously
(D) 0.5 mg subcutaneously
(E) 3 mg orally",2.4 mg subcutaneously,0.25 mg subcutaneously,1.0 mg subcutaneously,0.5 mg subcutaneously,3 mg orally,"[""0.5 mg subcutaneously"", ""1.0 mg subcutaneously"", ""2.4 mg subcutaneously"", ""3 mg orally""]","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was started on semaglutide for persistent fatty liver and obesity, and within hours of her first injection she developed nausea and vomiting after receiving a first dose of semaglutide 0.25 mg subcutaneously","Within hours after receiving her first dose of semaglutide (0.25 mg subcutaneously), she experienced nausea and vomiting.",Case presentation
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had an earlier work-up for mild transaminase elevation, and her viral hepatitis serology, anti-nuclear, anti-mitochondrial, and anti-smooth muscle tests were negative, and her",liver-kidney microsomal antibodies were all negative.,(D),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had an earlier work-up for mild transaminase elevation, and her viral hepatitis serology, anti-nuclear, anti-mitochondrial, and anti-smooth muscle tests were negative, and her
(A) thyroid peroxidase and tissue transglutaminase antibody tests were all negative.
(B) anti-neutrophil cytoplasmic and anti-double-stranded DNA antibodies were all negative.
(C) abdominal ultrasound showed hepatomegaly with diffusely increased echotexture most likely representing hepatic steatosis.
(D) liver-kidney microsomal antibodies were all negative.
(E) alkaline phosphatase, albumin, bilirubin and platelet counts were all within normal limits.",thyroid peroxidase and tissue transglutaminase antibody tests were all negative.,anti-neutrophil cytoplasmic and anti-double-stranded DNA antibodies were all negative.,abdominal ultrasound showed hepatomegaly with diffusely increased echotexture most likely representing hepatic steatosis.,liver-kidney microsomal antibodies were all negative.,"alkaline phosphatase, albumin, bilirubin and platelet counts were all within normal limits.","[""alkaline phosphatase, albumin, bilirubin and platelet counts were all within normal limits."", ""abdominal ultrasound showed hepatomegaly with diffusely increased echotexture most likely representing hepatic steatosis."", ""anti-neutrophil cytoplasmic and anti-double-stranded DNA antibodies were all negative."", ""thyroid peroxidase and tissue transglutaminase antibody tests were all negative.""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had an earlier work-up for mild transaminase elevation, and her viral hepatitis serology, anti-nuclear, anti-mitochondrial, and anti-smooth muscle tests were negative, and her liver-kidney microsomal antibodies were all negative.","Her viral hepatitis serology, anti-nuclear, anti-mitochondrial, anti-smooth muscle and liver-kidney microsomal antibodies were all negative.",Case presentation
"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after receiving her first semaglutide dose and subsequently developing nausea, vomiting, poor oral intake, dyspnoea, acute renal failure, and severe metabolic acidosis, the patient was hospitalised",2 days later,(E),"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after receiving her first semaglutide dose and subsequently developing nausea, vomiting, poor oral intake, dyspnoea, acute renal failure, and severe metabolic acidosis, the patient was hospitalised
(A) 1 week later
(B) 12 weeks later
(C) within hours of the first dose
(D) 24 hours later
(E) 2 days later",1 week later,12 weeks later,within hours of the first dose,24 hours later,2 days later,"[""within hours of the first dose"", ""24\u2009hours later"", ""1\u2009week later"", ""12\u2009weeks later""]","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after receiving her first semaglutide dose and subsequently developing nausea, vomiting, poor oral intake, dyspnoea, acute renal failure, and severe metabolic acidosis, the patient was hospitalised 2 days later","Symptoms persisted, and she was hospitalised 2 days later for nausea, vomiting, poor oral intake, dyspnoea, acute renal failure and severe metabolic acidosis.",Case presentation
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", at the time of discharge after the 5-day hospitalization that followed her first semaglutide dose, her gastrointestinal symptoms had",resolved but she was deconditioned.,(A),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", at the time of discharge after the 5-day hospitalization that followed her first semaglutide dose, her gastrointestinal symptoms had
(A) resolved but she was deconditioned.
(B) resolved, though she remained in acute renal failure requiring haemodialysis.
(C) resolved and her muscle strength had returned to baseline.
(D) partially improved but she still required anti-emetics.
(E) persisted alongside a rash and cola-coloured urine.",resolved but she was deconditioned.,"resolved, though she remained in acute renal failure requiring haemodialysis.",resolved and her muscle strength had returned to baseline.,partially improved but she still required anti-emetics.,persisted alongside a rash and cola-coloured urine.,"[""partially improved but she still required anti-emetics."", ""resolved, though she remained in acute renal failure requiring haemodialysis."", ""resolved and her muscle strength had returned to baseline."", ""persisted alongside a rash and cola-coloured urine.""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", at the time of discharge after the 5-day hospitalization that followed her first semaglutide dose, her gastrointestinal symptoms had resolved but she was deconditioned.","At the time of discharge, her gastrointestinal symptoms had resolved but she was deconditioned.",Case presentation
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient denied significant consumption of supplements associated with IMNM such as",mushrooms or red yeast rice,(A),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient denied significant consumption of supplements associated with IMNM such as
(A) mushrooms or red yeast rice
(B) fish oil or plant sterols
(C) anabolic steroids or testosterone boosters
(D) creatine or whey protein
(E) ginkgo biloba or St John's wort",mushrooms or red yeast rice,fish oil or plant sterols,anabolic steroids or testosterone boosters,creatine or whey protein,ginkgo biloba or St John's wort,"[""creatine or whey protein"", ""fish oil or plant sterols"", ""ginkgo biloba or St John's wort"", ""anabolic steroids or testosterone boosters""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient denied significant consumption of supplements associated with IMNM such as mushrooms or red yeast rice","She denied any prior use of statins, significant consumption of other supplements associated with IMNM such as mushrooms or red yeast rice, or any other nutritional supplements.",Case presentation
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during the hospitalization that followed her first semaglutide dose, when she was admitted with nausea, vomiting, poor oral intake, dyspnoea, acute renal failure, and severe metabolic acidosis, she developed",paroxysmal atrial fibrillation,(B),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during the hospitalization that followed her first semaglutide dose, when she was admitted with nausea, vomiting, poor oral intake, dyspnoea, acute renal failure, and severe metabolic acidosis, she developed
(A) rhabdomyolysis with cola-coloured urine
(B) paroxysmal atrial fibrillation
(C) acute pancreatitis
(D) atrial flutter with rapid ventricular response
(E) worsening renal failure requiring haemodialysis",rhabdomyolysis with cola-coloured urine,paroxysmal atrial fibrillation,acute pancreatitis,atrial flutter with rapid ventricular response,worsening renal failure requiring haemodialysis,"[""atrial flutter with rapid ventricular response"", ""worsening renal failure requiring haemodialysis"", ""rhabdomyolysis with cola-coloured urine"", ""acute pancreatitis""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during the hospitalization that followed her first semaglutide dose, when she was admitted with nausea, vomiting, poor oral intake, dyspnoea, acute renal failure, and severe metabolic acidosis, she developed paroxysmal atrial fibrillation","During this hospitalisation, she also developed paroxysmal atrial fibrillation, but her serum troponin levels were normal.",Case presentation
"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was admitted to an outside hospital 4 months after her single semaglutide dose because of worsening weakness and dysphagia, and on that admission her creatine kinase (CK) was 3992 U/L, with a normal range of",12–191 U/L,(D),"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was admitted to an outside hospital 4 months after her single semaglutide dose because of worsening weakness and dysphagia, and on that admission her creatine kinase (CK) was 3992 U/L, with a normal range of
(A) 10–40 U/L
(B) 1.0–7.5 U/L
(C) 12–391 U/L
(D) 12–191 U/L
(E) 44–147 U/L",10–40 U/L,1.0–7.5 U/L,12–391 U/L,12–191 U/L,44–147 U/L,"[""12\u2013391\u2009U/L"", ""10\u201340\u2009U/L"", ""44\u2013147\u2009U/L"", ""1.0\u20137.5\u2009U/L""]","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was admitted to an outside hospital 4 months after her single semaglutide dose because of worsening weakness and dysphagia, and on that admission her creatine kinase (CK) was 3992 U/L, with a normal range of 12–191 U/L","This prompted her to present to an outside hospital where she was found to have an elevated CK of 3992 U/L (normal range: 12–191 U/L), present on admission.",Case presentation
"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient returned to an outside hospital 4 months after her initial and only dose of semaglutide because of worsening weakness and dysphagia, and her creatine kinase (CK) level on admission at that outside hospital was",3992 U/L,(A),"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient returned to an outside hospital 4 months after her initial and only dose of semaglutide because of worsening weakness and dysphagia, and her creatine kinase (CK) level on admission at that outside hospital was
(A) 3992 U/L
(B) 4192 U/L
(C) 2992 U/L
(D) 1000 U/L
(E) 191 U/L",3992 U/L,4192 U/L,2992 U/L,1000 U/L,191 U/L,"[""2992\u2009U/L"", ""4192\u2009U/L"", ""1000\u2009U/L"", ""191\u2009U/L""]","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient returned to an outside hospital 4 months after her initial and only dose of semaglutide because of worsening weakness and dysphagia, and her creatine kinase (CK) level on admission at that outside hospital was 3992 U/L","This prompted her to present to an outside hospital where she was found to have an elevated CK of 3992 U/L (normal range: 12–191 U/L), present on admission.",Case presentation
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after the patient developed progressive weakness, dysphagia, and dysphonia, physical examination showed significant weakness that was most evident in the",proximal muscle groups,(C),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after the patient developed progressive weakness, dysphagia, and dysphonia, physical examination showed significant weakness that was most evident in the
(A) extraocular muscle groups
(B) distal muscle groups
(C) proximal muscle groups
(D) bulbar muscle groups
(E) respiratory muscle groups",extraocular muscle groups,distal muscle groups,proximal muscle groups,bulbar muscle groups,respiratory muscle groups,"[""distal muscle groups"", ""bulbar muscle groups"", ""respiratory muscle groups"", ""extraocular muscle groups""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after the patient developed progressive weakness, dysphagia, and dysphonia, physical examination showed significant weakness that was most evident in the proximal muscle groups","Physical examination revealed significant weakness, most evident in the proximal muscle groups (table 1).",Case presentation
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after 4 months of progressive weakness and dysphagia and treatment with 5 days of intravenous methylprednisolone at an outside hospital, she was transferred to a tertiary hospital for",rheumatology evaluation,(B),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after 4 months of progressive weakness and dysphagia and treatment with 5 days of intravenous methylprednisolone at an outside hospital, she was transferred to a tertiary hospital for
(A) inpatient rehabilitation
(B) rheumatology evaluation
(C) endocrinology assessment
(D) muscle biopsy and electromyography
(E) neurology evaluation",inpatient rehabilitation,rheumatology evaluation,endocrinology assessment,muscle biopsy and electromyography,neurology evaluation,"[""neurology evaluation"", ""muscle biopsy and electromyography"", ""endocrinology assessment"", ""inpatient rehabilitation""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after 4 months of progressive weakness and dysphagia and treatment with 5 days of intravenous methylprednisolone at an outside hospital, she was transferred to a tertiary hospital for rheumatology evaluation","She was then transferred to a tertiary hospital for rheumatology evaluation where she was found to be afebrile, normotensive and otherwise in no distress.",Case presentation
