seed_local_id,seed_arxiv_id,seed_title,cited_arxiv_id,cited_title,cited_year,semantic_scholar_paper_id,openalex_id
FeatLLM,2404.09491,Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,2305.09696,Generative Table Pre-training Empowers Models for Tabular Prediction,2023,4e1cac32403c6caff15aa8c2a3560031bb05c6d4,
FeatLLM,2404.09491,Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,2305.10403,PaLM 2 Technical Report,2023,b6d6c33298b852cf63edac233deca70530d69a2a,
FeatLLM,2404.09491,Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,2307.03172,Lost in the Middle: How Language Models Use Long Contexts,2023,1733eb7792f7a43dd21f51f4d1017a1bffd217b5,
FeatLLM,2404.09491,Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,2307.07870,Large Language Models as Superpositions of Cultural Perspectives,2023,6f0469df2b16aabd5b6c15843faf8fc306379673,
FeatLLM,2404.09491,Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,2309.06490,Leveraging Large Language Models for Automated Dialogue Analysis,2023,6cdc91a8a6eaf655e0a228f3fb075d91de3a703e,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,1506.02438,High-Dimensional Continuous Control Using Generalized Advantage Estimation,2015,d316c82c12cf4c45f9e85211ef3d1fa62497bff8,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,1612.03651,FastText.zip: Compressing text classification models,2016,5feb32a73dd1bd9e13f84a7b3344497a5545106b,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,1707.06347,Proximal Policy Optimization Algorithms,2017,dce6f9d4017b1785979e7520fd0834ef8cf02f4b,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2009.03300,Measuring Massive Multitask Language Understanding,2020,814a4f680b9ba6baba23b93499f4b48af1a27678,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2009.03393,Generative Language Modeling for Automated Theorem Proving,2020,5fe0a4af3bd1479d5e39fbda2215c86bce54722b,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2103.03874,Measuring Mathematical Problem Solving With the MATH Dataset,2021,57d1e7ac339e783898f2c3b1af55737cbeee9fc5,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2103.10360,GLM: General Language Model Pretraining with Autoregressive Blank Infilling,2021,50796b0f3edf9cb5ff1e447c298b33755378aa4f,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2107.03374,Evaluating Large Language Models Trained on Code,2021,acbdbf49f9bc3f151b93d9ca9a06009f4f6eb269,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2108.07732,Program Synthesis with Large Language Models,2021,a38e0f993e4805ba8a9beae4c275c91ffcec01df,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2109.00110,MiniF2F: a cross-system benchmark for formal Olympiad-level mathematics,2021,7ba98b00a224094c09676090f5d6d69498f5b299,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2110.14168,Training Verifiers to Solve Math Word Problems,2021,d6045d2ccc9c09ca1671348de86d07da6bc28eea,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,2022,1b6e810ce0afd0dd093f789d2b2742d047e316d5,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2203.02155,Training language models to follow instructions with human feedback,2022,d766bffc357127e0dc86dd69561d5aeb520d6f4c,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2203.16487,Speculative Decoding: Exploiting Speculative Execution for Accelerating Seq2seq Generation,2022,218c5c69f3cf0c158e9b6af239a2cc62a688c6de,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2206.14858,Solving Quantitative Reasoning Problems with Language Models,2022,ab0e3d3e4d42369de5933a3b4c237780b41c0d77,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2210.03057,Language Models are Multilingual Chain-of-Thought Reasoners,2022,62f0db3a5ad5c795ec18fc7a6e7b01836809df57,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2210.09261,Challenging BIG-Bench Tasks and Whether Chain-of-Thought Can Solve Them,2022,663a41c866d49ce052801fbc88947d39764cad29,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2210.12283,"Draft, Sketch, and Prove: Guiding Formal Theorem Provers with Informal Proofs",2022,7de36d6b14aadc8cdb6ad1340b9ca64b15375bca,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2211.12588,Program of Thoughts Prompting: Disentangling Computation from Reasoning for Numerical Reasoning Tasks,2022,6c943670dca38bfc7c8b477ae7c2d1fba1ad3691,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2211.17192,Fast Inference from Transformers via Speculative Decoding,2022,d8e9f8c8a37cb4cd26b92ad0d942d641cd512644,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2304.05302,RRHF: Rank Responses to Align Language Models with Human Feedback without tears,2023,748698bd4387afd08594e0dc8150c2afa210d9ae,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2304.06364,AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,2023,68c834c19cd126bbd6d25a3572d7205cfed76271,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2305.10601,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,2023,2f3822eb380b5e753a6d579f31dfc3ec4c4a0820,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2023,0d1c76d45afa012ded7ab741194baf142117c495,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2305.20050,Let's Verify Step by Step,2023,be8db99310602d66bba64bcf41a572c45816fbfc,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2306.16636,CMATH: Can Your Language Model Pass Chinese Elementary School Math Test?,2023,5efec343015f9329c5cd56e2259f68f03c2ef8b5,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2306.17492,Preference Ranking Optimization for Human Alignment,2023,19db2d61f20a6c439cc79f28ef4c9e4bf26cd20e,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2307.09288,Llama 2: Open Foundation and Fine-Tuned Chat Models,2023,104b0bb1da562d53cbda87aec79ef6a2827d191a,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2308.01825,Scaling Relationship on Learning Mathematical Reasoning with Large Language Models,2023,91206346edbe28abb606d7b3425cd455d4019d4f,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2308.09583,WizardMath: Empowering Mathematical Reasoning for Large Language Models via Reinforced Evol-Instruct,2023,dd18782960f9ee4c66b79e1518b342ad3f8d19e7,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2309.02144,Making Large Language Models Better Reasoners with Alignment,2023,74b4b993babe99bc5f5c589c27fef0f1baba606b,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2309.05653,MAmmoTH: Building Math Generalist Models through Hybrid Instruction Tuning,2023,a3dd7d33dfaa9e02e43d92e900cba01f52d8c4b9,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2309.06180,Efficient Memory Management for Large Language Model Serving with PagedAttention,2023,83b90f4a0ae4cc214eb3cc140ccfef9cd99fac05,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2309.12284,MetaMath: Bootstrap Your Own Mathematical Questions for Large Language Models,2023,77b1f1c6d1658d120456b9046667cf009ceb39ce,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2309.16609,Qwen Technical Report,2023,5fc1a3a49e8f1d106118b69d1d6be3b6caa23da0,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2309.17452,ToRA: A Tool-Integrated Reasoning Agent for Mathematical Problem Solving,2023,b272513916b45c8517d289d7abee4a53e6832187,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2310.06786,OpenWebMath: An Open Dataset of High-Quality Mathematical Web Text,2023,e92d6b93371c5dc6f3f6fb917f925d6c2fae5492,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2310.06825,Mistral 7B,2023,db633c6b1c286c0386f0078d8a2e6224e03a6227,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2310.10631,Llemma: An Open Language Model For Mathematics,2023,b16c7d45183b9d595ab64301be019741b1528860,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2312.00738,SeaLLMs - Large Language Models for Southeast Asia,2023,7ab0976f5b60842eb00e3702a92fd1720aaef369,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2312.08935,Math-Shepherd: Verify and Reinforce LLMs Step-by-step without Human Annotations,2023,4ba57555bef02f988f2ed3bab2f102733dc55221,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2312.09390,Weak-to-Strong Generalization: Eliciting Strong Capabilities With Weak Supervision,2023,6b97aa78bcdb88548c44e7e1671c0ed37ed37976,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2312.17120,MathPile: A Billion-Token-Scale Pretraining Corpus for Math,2023,6a80042b1832953a597155ac2dcbdddda7028d6f,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2401.02954,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,2024,7260442ef9c0448f07ce3803efd49cebaffcebe9,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2401.07851,Unlocking Efficiency in Large Language Model Inference: A Comprehensive Survey of Speculative Decoding,2024,0cee098244c9978032702862a43a09f468f691a4,
GRPO,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2401.14196,DeepSeek-Coder: When the Large Language Model Meets Programming - The Rise of Code Intelligence,2024,1f2a20a6efaf83214861dddae4a38a83ae18fe32,
GSPO,2507.18071,Group Sequence Policy Optimization,1707.06347,Proximal Policy Optimization Algorithms,2017,dce6f9d4017b1785979e7520fd0834ef8cf02f4b,
GSPO,2507.18071,Group Sequence Policy Optimization,2306.03350,Click: Controllable Text Generation with Sequence Likelihood Contrastive Learning,2023,168d3bfab5cf0ed356c51eb6eaa18654d575a419,
GSPO,2507.18071,Group Sequence Policy Optimization,2402.03300,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,2024,35b142ea69598e6241f0011312128031df55895c,
GSPO,2507.18071,Group Sequence Policy Optimization,2501.12948,DeepSeek-R1 incentivizes reasoning in LLMs through reinforcement learning,2025,2eed1fad9bbf887d4395de40f20144c4fafefd7f,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,1803.05457,"Think you have Solved Question Answering? Try ARC, the AI2 Reasoning Challenge",2018,88bb0a28bb58d847183ec505dda89b63771bb495,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,1806.07572,Neural Tangent Kernel: Convergence and Generalization in Neural Networks,2018,7a84a692327534fd227fa1e07fcb3816b633c591,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,1904.00420,Single Path One-Shot Neural Architecture Search with Uniform Sampling,2019,79e523beb1e1411a241edde0464b07c2ebc231d1,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,1905.07830,HellaSwag: Can a Machine Really Finish Your Sentence?,2019,8b0f27bb594b1eaaf493eaf1e2ee723a2b0a19ad,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,1911.05507,Compressive Transformers for Long-Range Sequence Modelling,2019,f51497f463566581874c941353dd9d80069c5b77,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2006.10739,Fourier Features Let Networks Learn High Frequency Functions in Low Dimensional Domains,2020,a0dc3135c40e150f0271002a96b7c9680b6cac40,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2009.03300,Measuring Massive Multitask Language Understanding,2020,814a4f680b9ba6baba23b93499f4b48af1a27678,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2101.00027,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,2020,db1afe3b3cd4cd90e41fbba65d3075dd5aebb61e,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2104.09864,RoFormer: Enhanced Transformer with Rotary Position Embedding,2021,66c10bf1f11bc1b2d92204d8f8391d087f6de1c4,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2109.07958,TruthfulQA: Measuring How Models Mimic Human Falsehoods,2021,77d956cdab4508d569ae5741549b78e715fd0749,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2112.04426,Improving language models by retrieving from trillions of tokens,2021,002c256d30d6be4b23d365a8de8ae0e67e4c9641,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2301.08984,SuperScaler: Supporting Flexible DNN Parallelization via a Unified Abstraction,2023,f6ba3fab410cf2182fde171beeeec57bffa3e90b,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2304.03442,Generative Agents: Interactive Simulacra of Human Behavior,2023,5278a8eb2ba2429d4029745caf4e661080073c81,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2305.16300,Landmark Attention: Random-Access Infinite Context Length for Transformers,2023,60b35c6d68acced19b0c66edcfc0ee0a2c11efed,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2306.07174,Augmenting Language Models with Long-Term Memory,2023,80980cd10d19f021c14a6b7eee871b6a5d328024,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2307.03170,Focused Transformer: Contrastive Training for Context Scaling,2023,b069c32fcd77160f944ab3ba71ab6f0cfb782c68,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2307.08691,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning,2023,823ca4778e1027f2f0b356df051d762dcecaaba0,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2309.00071,YaRN: Efficient Context Window Extension of Large Language Models,2023,819bbdc2dac9e13d9ca3e2508a6e063186ce5e40,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2309.17453,Efficient Streaming Language Models with Attention Sinks,2023,fdc53c2c10742464087c0525f77e32604827a21d,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2310.05209,Scaling Laws of RoPE-based Extrapolation,2023,539fadfb615ef84c240f4741061c44eeda540091,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2312.08901,Fewer is More: Boosting LLM Reasoning with Reinforced Context Pruning,2023,1f5b4e393a1e02ab49e5ca2e6819cc28841918a2,
LongRoPE,2402.13753,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,2401.03462,Long Context Compression with Activation Beacon,2024,f69f494ab691481ec353da4be480b334fada6607,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1405.0312,Microsoft COCO: Common Objects in Context,2014,71b7178df5d2b112d07e45038cb5637208659ff7,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1605.05396,Generative Adversarial Text to Image Synthesis,2016,6c7f040a150abf21dbcefe1f22e0f98fa184f41a,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1610.02357,Xception: Deep Learning with Depthwise Separable Convolutions,2016,5b6ec746d309b165f9f9def873a2375b6fb40f3d,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1611.07004,Image-to-Image Translation with Conditional Adversarial Networks,2016,8acbe90d5b852dadea7810345451a99608ee54c7,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1612.03242,StackGAN: Text to Photo-Realistic Image Synthesis with Stacked Generative Adversarial Networks,2016,ea67d2d5f2a7d5760ec6b67ea93d11dd5affa921,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1703.07332,"How Far are We from Solving the 2D & 3D Face Alignment Problem? (and a Dataset of 230,000 3D Facial Landmarks)",2017,aadf777ef924ac93317550fbdfb9649a10d8aa82,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1710.10196,"Progressive Growing of GANs for Improved Quality, Stability, and Variation",2017,744fe47157477235032f7bb3777800f9f2f45e52,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1711.03189,Deep Hyperspherical Learning,2017,9d4c5d5b3028fc5454b88d93b3acf12fa0085d7d,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1711.09020,StarGAN: Unified Generative Adversarial Networks for Multi-domain Image-to-Image Translation,2017,302207c149bdf7beb6e46e4d4afbd2fa9ac02c64,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1711.10485,AttnGAN: Fine-Grained Text to Image Generation with Attentional Generative Adversarial Networks,2017,8b35c00edfa4edfd7a99d816e671023d2c000d55,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1711.11585,High-Resolution Image Synthesis and Semantic Manipulation with Conditional GANs,2017,f0a0c0f0d6a7ff53abea40a8c0c678ed570bf851,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1711.11586,Toward Multimodal Image-to-Image Translation,2017,4070bf3a68b70ab52de35a076a17941543001be2,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1801.03924,The Unreasonable Effectiveness of Deep Features as a Perceptual Metric,2018,c468bbde6a22d961829e1970e6ad5795e05418d1,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1804.08071,Decoupled Networks,2018,f6d1c7e7021b5fc4bf18cc9c1b203a567e2901a5,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1805.09298,Learning towards Minimum Hyperspherical Energy,2018,13b2bc8101a2a7a0c95412c48f40ef95e798e9fb,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1810.04805,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,2019,df2b0e26d0599ce3e70df8a9da02e51594e0e992,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1901.08428,Cheap Orthogonal Constraints in Neural Networks: A Simple Parametrization of the Orthogonal and Unitary Group,2019,cf0681ac7f708a238385c4f749ea26a8303367e0,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1902.00751,Parameter-Efficient Transfer Learning for NLP,2019,29ddc1f43f28af7c846515e32cc167bc66886d0c,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1903.07291,Semantic Image Synthesis With Spatially-Adaptive Normalization,2019,a1a19aaddf57c0546357d890d9269092ba0afb26,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1906.04892,Regularizing Neural Networks via Minimizing Hyperspherical Energy,2019,20fb17e27fd74fb26a5bcbc21a056e8c3c658593,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1907.01341,Towards Robust Monocular Depth Estimation: Mixing Datasets for Zero-Shot Cross-Dataset Transfer,2019,7bd83b055702bc178aa26def5b6df463f8eab7b9,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1908.02265,ViLBERT: Pretraining Task-Agnostic Visiolinguistic Representations for Vision-and-Language Tasks,2019,65a9c7b0800c86a196bc14e7621ff895cc6ab287,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1908.08530,VL-BERT: Pre-training of Generic Visual-Linguistic Representations,2019,4aa6298b606941a282d735fa3143da293199d2ca,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1909.07083,Controllable Text-to-Image Generation,2019,04c654f4123d2d87ffad13708b0fe406d730870f,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,1912.02279,Angular Visual Hardness,2019,ee02bed42e11e88907c69e899d192019900f1a14,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2004.04690,Orthogonal Over-Parameterized Training,2020,0bd0ac6b4e6eb154d32216e1793295ebea1002a7,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2005.00247,AdapterFusion: Non-Destructive Task Composition for Transfer Learning,2020,98ef0db84e62aef969629264c9de1f4d0013f3b9,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2005.14165,Language Models are Few-Shot Learners,2020,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2006.11239,Denoising Diffusion Probabilistic Models,2020,5c126ae3421f05768d8edd97ecd44b1364e2c99a,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2010.02502,Denoising Diffusion Implicit Models,2020,014576b866078524286802b1d0e18628520aa886,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2011.13456,Score-Based Generative Modeling through Stochastic Differential Equations,2020,633e2fbfc0b21e959a244100937c5853afca4853,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2012.09841,Taming Transformers for High-Resolution Image Synthesis,2020,47f7ec3d0a5e6e83b6768ece35206a94dc81919c,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2102.12092,Zero-Shot Text-to-Image Generation,2021,2cd605106b88c85d7d8b865b1ef0f8c8293debf1,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2103.00020,Learning Transferable Visual Models From Natural Language Supervision,2021,6f870f7f02a8c59c3e23f407f3ef00dd1dcf8fc4,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2103.01649,Learning with Hyperspherical Uniformity,2021,5fa5f92da2b21d86dad62f8ff345fe2d21c74dd3,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2104.14294,Emerging Properties in Self-Supervised Vision Transformers,2021,ad4a0938c48e61b7827869e4ac3baffd0aefab35,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2105.05233,Diffusion Models Beat GANs on Image Synthesis,2021,64ea8f180d0682e6c18d1eb688afdb2027c02794,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2105.13290,CogView: Mastering Text-to-Image Generation via Transformers,2021,1197ae4a62f0e0e4e3f3fb70396b5ff06ef371aa,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2105.15203,SegFormer: Simple and Efficient Design for Semantic Segmentation with Transformers,2021,e3d7778a47c6cab4ea1ef3ee9d19ec1510c15c60,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2106.05744,Pivotal Tuning for Latent-based Editing of Real Images,2021,e27b881192cd14a04018c372352b12e531870fc1,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2106.09685,LoRA: Low-Rank Adaptation of Large Language Models,2021,a8ca46b171467ceb2d7652fbfb67fe701ad86092,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2108.02938,ILVR: Conditioning Method for Denoising Diffusion Probabilistic Models,2021,cda3fbbac6734b603bee363b0938e9baa924aa78,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2108.10904,SimVLM: Simple Visual Language Model Pretraining with Weak Supervision,2021,5e00596fa946670d894b1bdaeff5a98e3867ef13,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2109.05070,Instance-Conditioned GAN,2021,9bd1814af7c845e7bd46f77ac15d6bedf64e276f,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2111.05826,Palette: Image-to-Image Diffusion Models,2021,37c9c4e7648f639c0b36f150fc6c6c90b3682f4a,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2111.06377,Masked Autoencoders Are Scalable Vision Learners,2021,6351ebb4a3287f5f3e1273464b3b91e5df5a16d7,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2111.12417,NÜWA: Visual Synthesis Pre-training for Neural visUal World creAtion,2021,97bee918b08c244eb2e54d41e8ea6da00a3e5dbf,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2111.14822,Vector Quantized Diffusion Model for Text-to-Image Synthesis,2021,414e554d281d529401c873cb9c97186365ec5dd8,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2112.10741,GLIDE: Towards Photorealistic Image Generation and Editing with Text-Guided Diffusion Models,2021,7002ae048e4b8c9133a55428441e8066070995cb,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2112.10752,High-Resolution Image Synthesis with Latent Diffusion Models,2021,c10075b3746a9f3dd5811970e93c8ca3ad39b39d,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2201.12086,BLIP: Bootstrapping Language-Image Pre-training for Unified Vision-Language Understanding and Generation,2022,a3b42a83669998f65df60d7c065a70d07ca95e99,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2204.06125,Hierarchical Text-Conditional Image Generation with CLIP Latents,2022,c57293882b2561e1ba03017902df9fc2f289dea2,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2204.14198,Flamingo: a Visual Language Model for Few-Shot Learning,2022,26218bdcc3945c7edae7aa2adbfba4cd820a2df3,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2205.11487,Photorealistic Text-to-Image Diffusion Models with Deep Language Understanding,2022,9695824d7a01fad57ba9c01d7d76a519d78d65e7,
