probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"According to the background section of the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", Behçet’s disease is described before the case details are discussed as","a chronic, multisystem inflammatory disorder",(E),"According to the background section of the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", Behçet’s disease is described before the case details are discussed as
(A) a chronic, demyelinating disease of the central nervous system
(B) a recurrent ulcerative disease confined mainly to the oral and genital mucosa
(C) an acute, isolated neurological disorder
(D) a secondary neurological syndrome that typically develops several years after diagnosis
(E) a chronic, multisystem inflammatory disorder","a chronic, demyelinating disease of the central nervous system",a recurrent ulcerative disease confined mainly to the oral and genital mucosa,"an acute, isolated neurological disorder",a secondary neurological syndrome that typically develops several years after diagnosis,"a chronic, multisystem inflammatory disorder","[""an acute, isolated neurological disorder"", ""a secondary neurological syndrome that typically develops several years after diagnosis"", ""a recurrent ulcerative disease confined mainly to the oral and genital mucosa"", ""a chronic, demyelinating disease of the central nervous system""]","According to the background section of the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", Behçet’s disease is described before the case details are discussed as a chronic, multisystem inflammatory disorder","Behçet’s disease (BD) is a chronic, multisystem inflammatory disorder characterised by recurrent oral and genital ulcers, uveitis and skin lesions.",Background
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the treatment used in this patient with acute neuro-Behçet's disease and SIADH that led to resolution of his mucocutaneous symptoms, neurological manifestations, and hyponatraemia without corticosteroids or other immunosuppressants was",Colchicine monotherapy,(D),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the treatment used in this patient with acute neuro-Behçet's disease and SIADH that led to resolution of his mucocutaneous symptoms, neurological manifestations, and hyponatraemia without corticosteroids or other immunosuppressants was
(A) Fluid restriction with hypertonic saline
(B) Azathioprine combined with prednisolone
(C) Infliximab monotherapy
(D) Colchicine monotherapy
(E) High-dose corticosteroid monotherapy",Fluid restriction with hypertonic saline,Azathioprine combined with prednisolone,Infliximab monotherapy,Colchicine monotherapy,High-dose corticosteroid monotherapy,"[""High-dose corticosteroid monotherapy"", ""Azathioprine combined with prednisolone"", ""Fluid restriction with hypertonic saline"", ""Infliximab monotherapy""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the treatment used in this patient with acute neuro-Behçet's disease and SIADH that led to resolution of his mucocutaneous symptoms, neurological manifestations, and hyponatraemia without corticosteroids or other immunosuppressants was Colchicine monotherapy","Colchicine monotherapy led to a resolution of the patient’s mucocutaneous symptoms, neurological manifestations and hyponatraemia, without the need for corticosteroids or other immunosuppressants.",Abstract
"According to the background discussion in the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", acute neuro-Behçet’s disease usually presents with",meningoencephalitis,(D),"According to the background discussion in the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", acute neuro-Behçet’s disease usually presents with
(A) uveitis and skin lesions
(B) recurrent oral and genital ulcers
(C) isolated peripheral neuropathy
(D) meningoencephalitis
(E) syndrome of inappropriate secretion of antidiuretic hormone",uveitis and skin lesions,recurrent oral and genital ulcers,isolated peripheral neuropathy,meningoencephalitis,syndrome of inappropriate secretion of antidiuretic hormone,"[""recurrent oral and genital ulcers"", ""uveitis and skin lesions"", ""syndrome of inappropriate secretion of antidiuretic hormone"", ""isolated peripheral neuropathy""]","According to the background discussion in the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", acute neuro-Behçet’s disease usually presents with meningoencephalitis","Acute neuro-BD usually presents with meningoencephalitis and parenchymal brain lesions, which commonly involve the brainstem.",Background
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", acute neuro-Behçet's disease usually presents with meningoencephalitis and parenchymal brain lesions, which commonly involve",the brainstem.,(E),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", acute neuro-Behçet's disease usually presents with meningoencephalitis and parenchymal brain lesions, which commonly involve
(A) the meninges.
(B) the spinal cord.
(C) the cerebellum.
(D) the temporal lobes.
(E) the brainstem.",the meninges.,the spinal cord.,the cerebellum.,the temporal lobes.,the brainstem.,"[""the meninges."", ""the temporal lobes."", ""the cerebellum."", ""the spinal cord.""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", acute neuro-Behçet's disease usually presents with meningoencephalitis and parenchymal brain lesions, which commonly involve the brainstem.","Acute neuro-BD usually presents with meningoencephalitis and parenchymal brain lesions, which commonly involve the brainstem.",Background
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", syndrome of inappropriate antidiuretic hormone secretion (SIADH) is often the result of","central nervous system (CNS) inflammation, malignancy or certain medications.",(A),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", syndrome of inappropriate antidiuretic hormone secretion (SIADH) is often the result of
(A) central nervous system (CNS) inflammation, malignancy or certain medications.
(B) recurrent oral and genital ulcers, uveitis or skin lesions.
(C) adrenal insufficiency, hypothyroidism or renal salt wasting.
(D) congestive heart failure, liver cirrhosis or nephrotic syndrome.
(E) headaches, behavioural changes or focal neurological deficits.","central nervous system (CNS) inflammation, malignancy or certain medications.","recurrent oral and genital ulcers, uveitis or skin lesions.","adrenal insufficiency, hypothyroidism or renal salt wasting.","congestive heart failure, liver cirrhosis or nephrotic syndrome.","headaches, behavioural changes or focal neurological deficits.","[""recurrent oral and genital ulcers, uveitis or skin lesions."", ""headaches, behavioural changes or focal neurological deficits."", ""adrenal insufficiency, hypothyroidism or renal salt wasting."", ""congestive heart failure, liver cirrhosis or nephrotic syndrome.""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", syndrome of inappropriate antidiuretic hormone secretion (SIADH) is often the result of central nervous system (CNS) inflammation, malignancy or certain medications.","The syndrome of inappropriate antidiuretic hormone secretion (SIADH) is a well-known cause of hyponatraemia and is often the result of central nervous system (CNS) inflammation, malignancy or certain medications.",Background
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", affected patients may be at risk for developing SIADH because of",the inflammatory nature of acute neuro-BD,(B),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", affected patients may be at risk for developing SIADH because of
(A) the typically delayed onset of neuro-BD
(B) the inflammatory nature of acute neuro-BD
(C) cyclophosphamide-related pharmacological triggers
(D) an underlying central nervous system malignancy
(E) the common brainstem localization of parenchymal lesions",the typically delayed onset of neuro-BD,the inflammatory nature of acute neuro-BD,cyclophosphamide-related pharmacological triggers,an underlying central nervous system malignancy,the common brainstem localization of parenchymal lesions,"[""the typically delayed onset of neuro-BD"", ""the common brainstem localization of parenchymal lesions"", ""cyclophosphamide-related pharmacological triggers"", ""an underlying central nervous system malignancy""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", affected patients may be at risk for developing SIADH because of the inflammatory nature of acute neuro-BD","Given the inflammatory nature of acute neuro-BD, affected patients may be at risk for developing SIADH.",Background
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when Behçet’s disease and neuro-Behçet’s disease are diagnosed concurrently, clinicians should assess both","mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.",(A),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when Behçet’s disease and neuro-Behçet’s disease are diagnosed concurrently, clinicians should assess both
(A) mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.
(B) infectious and autoimmune differentials, including fever, meningism, cerebrospinal fluid pleocytosis and positive autoantibodies.
(C) vascular and cardiopulmonary complications, including deep-vein thrombosis, pulmonary artery aneurysms, chest pain and dyspnoea.
(D) ocular and cutaneous manifestations, including uveitis, erythema nodosum, papulopustular lesions and genital ulceration.
(E) electrolyte and endocrine disturbances, including hyponatraemia, concentrated urine, low serum osmolality and other features of SIADH.","mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.","infectious and autoimmune differentials, including fever, meningism, cerebrospinal fluid pleocytosis and positive autoantibodies.","vascular and cardiopulmonary complications, including deep-vein thrombosis, pulmonary artery aneurysms, chest pain and dyspnoea.","ocular and cutaneous manifestations, including uveitis, erythema nodosum, papulopustular lesions and genital ulceration.","electrolyte and endocrine disturbances, including hyponatraemia, concentrated urine, low serum osmolality and other features of SIADH.","[""ocular and cutaneous manifestations, including uveitis, erythema nodosum, papulopustular lesions and genital ulceration."", ""electrolyte and endocrine disturbances, including hyponatraemia, concentrated urine, low serum osmolality and other features of SIADH."", ""vascular and cardiopulmonary complications, including deep-vein thrombosis, pulmonary artery aneurysms, chest pain and dyspnoea."", ""infectious and autoimmune differentials, including fever, meningism, cerebrospinal fluid pleocytosis and positive autoantibodies.""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when Behçet’s disease and neuro-Behçet’s disease are diagnosed concurrently, clinicians should assess both mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.","In such cases, clinicians should assess both mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.",Background
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", at the time of the patient’s initial examination in the emergency department, his heart rate was",119 beats per minute (regular),(A),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", at the time of the patient’s initial examination in the emergency department, his heart rate was
(A) 119 beats per minute (regular)
(B) 135 beats per minute (regular)
(C) 119 beats per minute (irregular)
(D) 113 beats per minute (regular)
(E) 96 beats per minute (regular)",119 beats per minute (regular),135 beats per minute (regular),119 beats per minute (irregular),113 beats per minute (regular),96 beats per minute (regular),"[""113 beats per minute (regular)"", ""119 beats per minute (irregular)"", ""135 beats per minute (regular)"", ""96 beats per minute (regular)""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", at the time of the patient’s initial examination in the emergency department, his heart rate was 119 beats per minute (regular)","His vital signs were: a temperature of 38.1°C, blood pressure of 135/73 mm Hg, a heart rate of 119 beats per minute (regular), a respiratory rate of 19 breaths per minute and an oxygen saturation of 96% on room air.",Case presentation
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", physical examination of the man in his 60s showed oral aphthae and",folliculitis-like rashes on the face and trunk,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", physical examination of the man in his 60s showed oral aphthae and
(A) erythema nodosum-like lesions on the lower legs
(B) pitting oedema of the lower extremities
(C) folliculitis-like rashes on the face and trunk
(D) genital ulceration with scrotal tenderness
(E) malar rash across the cheeks and nasal bridge",erythema nodosum-like lesions on the lower legs,pitting oedema of the lower extremities,folliculitis-like rashes on the face and trunk,genital ulceration with scrotal tenderness,malar rash across the cheeks and nasal bridge,"[""erythema nodosum-like lesions on the lower legs"", ""genital ulceration with scrotal tenderness"", ""malar rash across the cheeks and nasal bridge"", ""pitting oedema of the lower extremities""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", physical examination of the man in his 60s showed oral aphthae and folliculitis-like rashes on the face and trunk","Physical examination revealed oral aphthae and folliculitis-like rashes on the face and trunk (figure 1A, B and C).",Case presentation
"In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the man in his 60s was examined on presentation with fever, headache, oral aphthae, and mucocutaneous lesions, the folliculitis-like rashes on physical examination were seen on",the face and trunk,(A),"In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the man in his 60s was examined on presentation with fever, headache, oral aphthae, and mucocutaneous lesions, the folliculitis-like rashes on physical examination were seen on
(A) the face and trunk
(B) the oral mucosa and genital region
(C) the palms and soles
(D) the scalp and posterior neck
(E) the upper and lower extremities",the face and trunk,the oral mucosa and genital region,the palms and soles,the scalp and posterior neck,the upper and lower extremities,"[""the upper and lower extremities"", ""the oral mucosa and genital region"", ""the palms and soles"", ""the scalp and posterior neck""]","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the man in his 60s was examined on presentation with fever, headache, oral aphthae, and mucocutaneous lesions, the folliculitis-like rashes on physical examination were seen on the face and trunk","Physical examination revealed oral aphthae and folliculitis-like rashes on the face and trunk (figure 1A, B and C).",Case presentation
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the chronic medical condition listed in the man in his 60s' medical history included",type 2 diabetes mellitus,(B),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the chronic medical condition listed in the man in his 60s' medical history included
(A) Behçet's disease
(B) type 2 diabetes mellitus
(C) essential hypertension
(D) type 1 diabetes mellitus
(E) chronic obstructive pulmonary disease",Behçet's disease,type 2 diabetes mellitus,essential hypertension,type 1 diabetes mellitus,chronic obstructive pulmonary disease,"[""type 1 diabetes mellitus"", ""essential hypertension"", ""Beh\u00e7et's disease"", ""chronic obstructive pulmonary disease""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the chronic medical condition listed in the man in his 60s' medical history included type 2 diabetes mellitus","His medical history included type 2 diabetes mellitus, for which he was not receiving treatment because he had limited awareness of his condition and did not maintain appropriate dietary or physical activity habits.",Case presentation
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's plasma glucose level at presentation was",14.2 mmol/L,(D),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's plasma glucose level at presentation was
(A) 8.2 mmol/L
(B) 11.1 mmol/L
(C) 7.0 mmol/L
(D) 14.2 mmol/L
(E) 12.4 mmol/L",8.2 mmol/L,11.1 mmol/L,7.0 mmol/L,14.2 mmol/L,12.4 mmol/L,"[""12.4\u2009mmol/L"", ""11.1\u2009mmol/L"", ""8.2\u2009mmol/L"", ""7.0\u2009mmol/L""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's plasma glucose level at presentation was 14.2 mmol/L","The patient also presented with hyperglycaemia (plasma glucose 14.2 mmol/L) and an elevated HbA1c level of 8.2%, indicating poor glycaemic control.",Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's C-reactive protein concentration on the initial laboratory tests done at presentation with fever, headache, and hyponatraemia was",180 mg/L,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's C-reactive protein concentration on the initial laboratory tests done at presentation with fever, headache, and hyponatraemia was
(A) 14.2 mg/L
(B) 77 mg/L
(C) 180 mg/L
(D) 124 mg/L
(E) 70 mg/L",14.2 mg/L,77 mg/L,180 mg/L,124 mg/L,70 mg/L,"[""124\u2009mg/L"", ""70\u2009mg/L"", ""77\u2009mg/L"", ""14.2\u2009mg/L""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's C-reactive protein concentration on the initial laboratory tests done at presentation with fever, headache, and hyponatraemia was 180 mg/L","Initial laboratory tests revealed marked hyponatraemia (124 mmol/L), elevated creatine kinase (1349 U/L), aspartate aminotransferase (77 U/L), alanine aminotransferase (64 U/L), C-reactive protein concentration (CRP) (180 mg/L; reference, <3 mg/L) and erythrocyte sedimentation rate (70 mm/hour; reference, <15 mm/hour), with normal renal function.",Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the patient's endocrine evaluation on admission, his thyroid-stimulating hormone level was",1.11 mIU/L,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the patient's endocrine evaluation on admission, his thyroid-stimulating hormone level was
(A) 1.25 mIU/L
(B) 8.20 mIU/L
(C) 1.11 mIU/L
(D) 1.70 mIU/L
(E) 0.50 mIU/L",1.25 mIU/L,8.20 mIU/L,1.11 mIU/L,1.70 mIU/L,0.50 mIU/L,"[""1.25 mIU/L"", ""0.50 mIU/L"", ""1.70 mIU/L"", ""8.20 mIU/L""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the patient's endocrine evaluation on admission, his thyroid-stimulating hormone level was 1.11 mIU/L","Endocrine evaluations revealed normal thyroid-stimulating hormone (1.11 mIU/L; reference, 0.50–5.00 mIU/L), free T4 (1.25 ng/dL; reference, 0.90–1.70 ng/dL) and serum cortisol (42 µg/dL; reference, >6 µg/dL).",Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the initial evaluation of the man in his 60s who presented with fever, headache, oral aphthae, and hyponatraemia, his HbA1c level indicating poor glycaemic control was",8.2%,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the initial evaluation of the man in his 60s who presented with fever, headache, oral aphthae, and hyponatraemia, his HbA1c level indicating poor glycaemic control was
(A) 14.2%
(B) 6.5%
(C) 8.2%
(D) 7.2%
(E) 8.8%",14.2%,6.5%,8.2%,7.2%,8.8%,"[""6.5%"", ""7.2%"", ""8.8%"", ""14.2%""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the initial evaluation of the man in his 60s who presented with fever, headache, oral aphthae, and hyponatraemia, his HbA1c level indicating poor glycaemic control was 8.2%","The patient also presented with hyperglycaemia (plasma glucose 14.2 mmol/L) and an elevated HbA1c level of 8.2%, indicating poor glycaemic control.",Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's serum sodium level on the initial laboratory tests when marked hyponatraemia was found at presentation was",124 mmol/L,(B),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's serum sodium level on the initial laboratory tests when marked hyponatraemia was found at presentation was
(A) 128 mmol/L
(B) 124 mmol/L
(C) 134 mmol/L
(D) 140 mmol/L
(E) 118 mmol/L",128 mmol/L,124 mmol/L,134 mmol/L,140 mmol/L,118 mmol/L,"[""118\u2009mmol/L"", ""128\u2009mmol/L"", ""134\u2009mmol/L"", ""140\u2009mmol/L""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's serum sodium level on the initial laboratory tests when marked hyponatraemia was found at presentation was 124 mmol/L","Initial laboratory tests revealed marked hyponatraemia (124 mmol/L), elevated creatine kinase (1349 U/L), aspartate aminotransferase (77 U/L), alanine aminotransferase (64 U/L), C-reactive protein concentration (CRP) (180 mg/L; reference, <3 mg/L) and erythrocyte sedimentation rate (70 mm/hour; reference, <15 mm/hour), with normal renal function.",Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the patient's endocrine evaluation for hyponatraemia and impaired water excretion, the measured urinary sodium concentration was","88 mmol/L; reference, >20 mmol/L",(A),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the patient's endocrine evaluation for hyponatraemia and impaired water excretion, the measured urinary sodium concentration was
(A) 88 mmol/L; reference, >20 mmol/L
(B) 42 mmol/L; reference, >20 mmol/L
(C) 124 mmol/L; reference, 135–145 mmol/L
(D) 24 mmol/L; reference, >20 mmol/L
(E) 40 mmol/L; reference, >40 mmol/L","88 mmol/L; reference, >20 mmol/L","42 mmol/L; reference, >20 mmol/L","124 mmol/L; reference, 135–145 mmol/L","24 mmol/L; reference, >20 mmol/L","40 mmol/L; reference, >40 mmol/L","[""24\u2009mmol/L; reference, >20\u2009mmol/L"", ""42\u2009mmol/L; reference, >20\u2009mmol/L"", ""124\u2009mmol/L; reference, 135\u2013145\u2009mmol/L"", ""40\u2009mmol/L; reference, >40\u2009mmol/L""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the patient's endocrine evaluation for hyponatraemia and impaired water excretion, the measured urinary sodium concentration was 88 mmol/L; reference, >20 mmol/L","Serum osmolality was low (267 mOsm/kg; reference, <270 mOsm/kg) and urine osmolality was elevated (900 mOsm/kg, reference, >300 mOsm/kg), with an increased urinary sodium concentration (88 mmol/L; reference, >20 mmol/L), consistent with impaired water excretion.",Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the initial endocrine evaluation of the man in his 60s with hyponatraemia and impaired water excretion, his serum osmolality was",267 mOsm/kg,(A),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the initial endocrine evaluation of the man in his 60s with hyponatraemia and impaired water excretion, his serum osmolality was
(A) 267 mOsm/kg
(B) 900 mOsm/kg
(C) 270 mOsm/kg
(D) 290 mOsm/kg
(E) 280 mOsm/kg",267 mOsm/kg,900 mOsm/kg,270 mOsm/kg,290 mOsm/kg,280 mOsm/kg,"[""270 mOsm/kg"", ""280 mOsm/kg"", ""290 mOsm/kg"", ""900 mOsm/kg""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the initial endocrine evaluation of the man in his 60s with hyponatraemia and impaired water excretion, his serum osmolality was 267 mOsm/kg","Serum osmolality was low (267 mOsm/kg; reference, <270 mOsm/kg) and urine osmolality was elevated (900 mOsm/kg, reference, >300 mOsm/kg), with an increased urinary sodium concentration (88 mmol/L; reference, >20 mmol/L), consistent with impaired water excretion.",Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 when the patient’s headache and vertigo worsened, despite the absence of neck stiffness or cranial nerve involvement,",CNS inflammation was suspected.,(B),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 when the patient’s headache and vertigo worsened, despite the absence of neck stiffness or cranial nerve involvement,
(A) an acute cerebrovascular event was suspected.
(B) CNS inflammation was suspected.
(C) a peripheral vestibular disorder was suspected.
(D) cranial neuropathy related to Behçet’s disease was suspected.
(E) hypothalamic dysfunction causing SIADH was suspected.",an acute cerebrovascular event was suspected.,CNS inflammation was suspected.,a peripheral vestibular disorder was suspected.,cranial neuropathy related to Behçet’s disease was suspected.,hypothalamic dysfunction causing SIADH was suspected.,"[""hypothalamic dysfunction causing SIADH was suspected."", ""a peripheral vestibular disorder was suspected."", ""an acute cerebrovascular event was suspected."", ""cranial neuropathy related to Beh\u00e7et\u2019s disease was suspected.""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 when the patient’s headache and vertigo worsened, despite the absence of neck stiffness or cranial nerve involvement, CNS inflammation was suspected.","Although there was no neck stiffness or cranial nerve involvement, CNS inflammation was suspected.",Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient’s headache and vertigo worsened on day 3 and brain MRI was performed, the MRI showed",no significant abnormalities involving the hypothalamus or other brain regions,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient’s headache and vertigo worsened on day 3 and brain MRI was performed, the MRI showed
(A) multiple periventricular and brainstem demyelinating plaques on FLAIR imaging
(B) subtle T2-weighted hyperintensity confined to the hypothalamus, suggesting inflammatory involvement
(C) no significant abnormalities involving the hypothalamus or other brain regions
(D) an acute cerebellar infarction with restricted diffusion explaining the vertigo
(E) diffuse leptomeningeal enhancement with mild cerebral edema in keeping with CNS inflammation",multiple periventricular and brainstem demyelinating plaques on FLAIR imaging,"subtle T2-weighted hyperintensity confined to the hypothalamus, suggesting inflammatory involvement",no significant abnormalities involving the hypothalamus or other brain regions,an acute cerebellar infarction with restricted diffusion explaining the vertigo,diffuse leptomeningeal enhancement with mild cerebral edema in keeping with CNS inflammation,"[""subtle T2-weighted hyperintensity confined to the hypothalamus, suggesting inflammatory involvement"", ""diffuse leptomeningeal enhancement with mild cerebral edema in keeping with CNS inflammation"", ""multiple periventricular and brainstem demyelinating plaques on FLAIR imaging"", ""an acute cerebellar infarction with restricted diffusion explaining the vertigo""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient’s headache and vertigo worsened on day 3 and brain MRI was performed, the MRI showed no significant abnormalities involving the hypothalamus or other brain regions",Brain MRI revealed no significant abnormalities involving the hypothalamus or other brain regions (figure 2).,Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when cerebrospinal fluid (CSF) analysis was performed after the patient's headache and vertigo worsened on day 3, the CSF protein level reported was",0.97 g/L,(B),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when cerebrospinal fluid (CSF) analysis was performed after the patient's headache and vertigo worsened on day 3, the CSF protein level reported was
(A) 0.45 g/L
(B) 0.97 g/L
(C) 1.17 g/L
(D) 0.88 g/L
(E) 1.80 g/L",0.45 g/L,0.97 g/L,1.17 g/L,0.88 g/L,1.80 g/L,"[""0.88\u2009g/L"", ""1.17\u2009g/L"", ""0.45\u2009g/L"", ""1.80\u2009g/L""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when cerebrospinal fluid (CSF) analysis was performed after the patient's headache and vertigo worsened on day 3, the CSF protein level reported was 0.97 g/L","Cerebrospinal fluid (CSF) analysis revealed mildly elevated opening pressure (17 cmH₂O), increased protein (0.97 g/L) and mild lymphocytic pleocytosis (11 cells/µL).",Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient underwent testing for sarcoidosis during the workup of his acute neurological symptoms and hyponatraemia, his lysozyme level was",5.1 µg/mL,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient underwent testing for sarcoidosis during the workup of his acute neurological symptoms and hyponatraemia, his lysozyme level was
(A) 11.4 µg/mL
(B) 0.97 µg/mL
(C) 5.1 µg/mL
(D) 17.0 µg/mL
(E) 7.1 µg/mL",11.4 µg/mL,0.97 µg/mL,5.1 µg/mL,17.0 µg/mL,7.1 µg/mL,"[""7.1\u2009\u00b5g/mL"", ""11.4\u2009\u00b5g/mL"", ""0.97\u2009\u00b5g/mL"", ""17.0\u2009\u00b5g/mL""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient underwent testing for sarcoidosis during the workup of his acute neurological symptoms and hyponatraemia, his lysozyme level was 5.1 µg/mL",Tests for sarcoidosis revealed normal lysozyme (5.1 µg/mL; reference 5–10) and angiotensin-converting enzyme levels (11.4 U/L; reference 7–25).,Investigations
