review_id,domain_group,document,mcqa_row_index,v13_original_row_index,v13_source_row_index,input_hash,question,answer,target,contextualized_question,raw_response
arxiv/LongRoPE/12,arxiv,LongRoPE,12,5,2,e33f864739028317e4bb539801e6a0fe5f0ae3bb983d64994f014061e12880f9,"Under LongRoPE's monotonicity constraint, which RoPE dimensions should end up with the smaller rescale factors?",lower dimensions,lower dimensions,"In the context of the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', which dimensions of RoPE are associated with smaller rescale factors due to the monotonicity constraint?","{
  ""contextualized_question"": ""In the context of the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', which dimensions of RoPE are associated with smaller rescale factors due to the monotonicity constraint?"",
  ""notes"": ""The question is designed to assess understanding of the relationship between RoPE dimensions and rescale factors as discussed in the LongRoPE paper.""
}"
arxiv/OFT/0,arxiv,OFT,0,1,0,5b3fb918e19f9f223b0b7a95ec9943cf352cb47eb2b4e0f85466379a5e508dc0,What preserved quantity is the paper's main reason that OFT should retain pretrained semantic generation ability during finetuning?,hyperspherical energy,hyperspherical energy,"In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what is the key preserved quantity that supports the argument for OFT to maintain its pretrained semantic generation ability during finetuning?","{
  ""contextualized_question"": ""In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what is the key preserved quantity that supports the argument for OFT to maintain its pretrained semantic generation ability during finetuning?"",
  ""notes"": ""The question is designed to elicit the specific term related to the preservation of semantic generation ability as discussed in the document.""
}"
arxiv/OFT/1,arxiv,OFT,1,18,11,0d6b94d9573e280c1ac2904bb30946a3b426cca9765de4646b5ac18d494ec01e,What extra ingredient gives COFT better finetuning stability than OFT?,constrained deviation from the pretrained model,constrained deviation from the pretrained model,"In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what specific factor contributes to the improved finetuning stability of COFT compared to OFT?","{
  ""contextualized_question"": ""In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what specific factor contributes to the improved finetuning stability of COFT compared to OFT?"",
  ""notes"": ""The question is designed to elicit the specific aspect of COFT that enhances its stability during finetuning, as discussed in the provided document.""
}"
arxiv/OFT/2,arxiv,OFT,2,13,7,9f3a88204e404f465818d08ad95b1cdc875b9658915ae25c1057f8f9c82003ac,"If COFT sets its deviation budget to $\epsilon=0$, what model does it reduce to?",the pretrained model,the pretrained model,"In the context of the OFT paper, what model does COFT reduce to when its deviation budget is set to zero?","{
  ""contextualized_question"": ""In the context of the OFT paper, what model does COFT reduce to when its deviation budget is set to zero?"",
  ""notes"": ""The question is designed to assess understanding of the relationship between COFT's deviation budget and its resulting model, as discussed in the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning'.""
}"
arxiv/OFT/3,arxiv,OFT,3,3,2,f2080d31fd33f6a31d79691a120dc237e623e67d554595ecc821d84a262bf60b,"For finetuning diffusion models, why is preserving hyperspherical energy safer than minimizing it?",avoid destroying pretrained structure,avoid destroying pretrained structure,"In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what is the reason for considering the preservation of hyperspherical energy as a safer approach for finetuning diffusion models?","{
  ""contextualized_question"": ""In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what is the reason for considering the preservation of hyperspherical energy as a safer approach for finetuning diffusion models?"",
  ""notes"": ""The question is designed to elicit the specific reasoning behind the preference for preserving hyperspherical energy over minimizing it, without directly referencing the answer.""
}"
arxiv/OFT/4,arxiv,OFT,4,16,9,33b59433999d7d2ac84109ecd843e96f3f961e42cb93a062e9260d28cc7db05c,"If OFT uses as many blocks as input channels in a convolution layer, what kind of convolution behavior does its transform resemble?",depth-wise convolution kernels,depth-wise convolution kernels,"In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what type of convolution behavior is observed when OFT employs a number of blocks equal to the number of input channels in a convolution layer?","{
  ""contextualized_question"": ""In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what type of convolution behavior is observed when OFT employs a number of blocks equal to the number of input channels in a convolution layer?"",
  ""notes"": ""The question is designed to assess understanding of the relationship between the number of blocks and input channels in OFT as discussed in the specified paper.""
}"
arxiv/OFT/5,arxiv,OFT,5,14,8,1f194b95ff22aaa627799f7ec2dee90b65625d935feef185a288ba0e1c0761cd,What kind of change to a layer's weights lets OFT achieve zero hyperspherical-energy difference from the pretrained layer?,a rotation or reflection,a rotation or reflection,"In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what type of modification to a layer's weights allows OFT to achieve zero hyperspherical-energy difference from the pretrained layer?","{
  ""contextualized_question"": ""In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what type of modification to a layer's weights allows OFT to achieve zero hyperspherical-energy difference from the pretrained layer?"",
  ""notes"": ""The question is designed to assess understanding of the specific mechanism by which OFT operates, as described in the document.""
}"
arxiv/OFT/6,arxiv,OFT,6,17,10,4c8f12fc8b79758778e98038913018fa287fe0a0adea81a8f9b1860cc02fa8ab,Why can re-scaled OFT learn per-neuron scaling without altering the hyperspherical-energy property?,magnitudes are normalized out,magnitudes are normalized out,"In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what allows re-scaled OFT to learn per-neuron scaling while maintaining the hyperspherical-energy property?","{
  ""contextualized_question"": ""In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what allows re-scaled OFT to learn per-neuron scaling while maintaining the hyperspherical-energy property?"",
  ""notes"": ""The question is designed to elicit the specific reason related to the normalization of magnitudes without directly referencing the answer.""
}"
arxiv/OFT/7,arxiv,OFT,7,8,4,db0df52b29f2059679c90028ebd9fa0b1dc4a4f2a1e8b33fbd784bda52d3e060,"If a user cannot carefully tune iteration count and may run many iterations, which methods are the safer choices?",OFT and COFT,OFT and COFT,"In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what methods are recommended for users who may run many iterations without careful tuning of the iteration count?","{
  ""contextualized_question"": ""In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what methods are recommended for users who may run many iterations without careful tuning of the iteration count?"",
  ""notes"": ""The question is designed to elicit the specific methods mentioned in the document while ensuring that the answer is not directly included in the question itself.""
}"
arxiv/OFT/8,arxiv,OFT,8,27,15,b41380920848f71ecff91c50fad326647d54d14890077b2c0a9ae9723a0fa29a,"If orthogonal matrices learned from several OFT finetuning tasks are multiplied together before being applied to a layer, what quantity would still be guaranteed to stay preserved?",hyperspherical energy,hyperspherical energy,"In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what quantity remains preserved when orthogonal matrices from various OFT finetuning tasks are multiplied together before being applied to a layer?","{
  ""contextualized_question"": ""In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what quantity remains preserved when orthogonal matrices from various OFT finetuning tasks are multiplied together before being applied to a layer?"",
  ""notes"": ""The question is designed to assess understanding of the preservation properties of hyperspherical energy in relation to orthogonal transformations as discussed in the document.""
}"
arxiv/OFT/9,arxiv,OFT,9,22,12,ed6d4143f307432e2d04d921992fa5fcf76870e61b44f38ad423ddc5b6f5e59c,"If the block count $r$ is increased in OFT's block-diagonal parameterization, what decreases without sacrificing the preservation guarantee?",trainable parameters,trainable parameters,"In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what aspect decreases when the block count $r$ is increased in OFT's block-diagonal parameterization, while still maintaining the preservation guarantee?","{
  ""contextualized_question"": ""In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what aspect decreases when the block count $r$ is increased in OFT's block-diagonal parameterization, while still maintaining the preservation guarantee?"",
  ""notes"": ""The question is designed to assess understanding of the relationship between block count and parameter efficiency in the specified document.""
}"
arxiv/OFT/10,arxiv,OFT,10,29,16,70e6e5043d3d4e17e59be59a555cb4146cd1be64e84b879ed35d3091f9d3fd1e,"Based on the toy autoencoder result and OFT's design, what part of the neurons does OFT target to change semantics efficiently?",neuron directions,neuron directions,"In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', which aspect of neurons does OFT specifically target to enhance semantic changes based on the toy autoencoder results?","{
  ""contextualized_question"": ""In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', which aspect of neurons does OFT specifically target to enhance semantic changes based on the toy autoencoder results?"",
  ""notes"": ""The question is designed to assess understanding of OFT's focus on neuron directions as highlighted in the document.""
}"
arxiv/OFT/11,arxiv,OFT,11,2,1,2fed886374f19a13cace186b299260c96e895bd15c6e544845bc691e3f96ae81,"Under the paper's assumption $r=r'=\alpha d$, which method's trainable parameter count grows only linearly with neuron dimension $d$?",OFT,OFT,"In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', which method exhibits a trainable parameter count that increases linearly with the neuron dimension when the assumption $r=r'=\alpha d$ is applied?","{
  ""contextualized_question"": ""In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', which method exhibits a trainable parameter count that increases linearly with the neuron dimension when the assumption $r=r'=\\alpha d$ is applied?"",
  ""notes"": ""The question is designed to assess understanding of the parameter efficiency of different methods discussed in the paper, specifically focusing on the implications of the given assumption.""
}"
arxiv/OFT/12,arxiv,OFT,12,30,17,3d49f785ae83640d8a842f609dee6413158555fe080d053f9d04a2991cb2441c,"In the paper's $128\times128$ example with both ranks set to 8, how many fewer trainable parameters does OFT use than LoRA?","1,088","1,088","In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what is the difference in the number of trainable parameters used by OFT compared to LoRA in the $128\times128$ example with both ranks set to 8?","{
  ""contextualized_question"": ""In the context of the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', what is the difference in the number of trainable parameters used by OFT compared to LoRA in the $128\\times128$ example with both ranks set to 8?"",
  ""notes"": ""The question is designed to assess understanding of the parameter differences between OFT and LoRA as presented in the specified paper.""
}"
arxiv/QLoRA/0,arxiv,QLoRA,0,16,9,6880936759d22d11881c5283b108fc60f406df1f08ada1a027b092f18b814a41,"If you want to match full finetuning performance without materially increasing training memory, where should the LoRA adapters be placed?",all linear layers,all linear layers,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what is the recommended placement for LoRA adapters to achieve full finetuning performance without significantly increasing training memory?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what is the recommended placement for LoRA adapters to achieve full finetuning performance without significantly increasing training memory?"",
  ""notes"": ""The question is designed to assess understanding of the specific recommendations made in the QLoRA paper regarding the placement of LoRA adapters.""
}"
arxiv/QLoRA/1,arxiv,QLoRA,1,25,15,8ba52c29f3060a412ddab96fe39b44f4ff530f1d29ab799d9d83e34d1d3eedd5,"If you want to shrink the storage cost of quantization constants without hurting quality, what method follows from these results?",double quantization,double quantization,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what method is suggested for reducing the storage cost of quantization constants while maintaining quality?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what method is suggested for reducing the storage cost of quantization constants while maintaining quality?"",
  ""notes"": ""The question is designed to assess understanding of the methods discussed in the QLoRA paper regarding efficient quantization techniques.""
}"
arxiv/QLoRA/2,arxiv,QLoRA,2,2,1,7142a4241a2c22e164fdbbd02c7201d5fbd5ad9c017b9215818a0b7ab3c16bb8,"In QLoRA, what learned component recovers the performance lost from 4-bit quantization?",LoRA adapters,LoRA adapters,"In the context of the QLoRA paper, which component is responsible for compensating for the performance degradation caused by 4-bit quantization?","{
  ""contextualized_question"": ""In the context of the QLoRA paper, which component is responsible for compensating for the performance degradation caused by 4-bit quantization?"",
  ""notes"": ""The question is designed to assess understanding of the specific mechanisms discussed in the QLoRA paper regarding performance recovery after quantization.""
}"
arxiv/QLoRA/3,arxiv,QLoRA,3,23,14,494ed6829e95da40139632e7f399711f54887a2b4c1775809bce89fb2df5777d,"Given weaker agreement on individual examples but moderate agreement on overall model ordering, what kind of comparison is GPT-4 better suited for?",system-level ranking,system-level ranking,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what type of comparison is indicated to be more appropriate for GPT-4, considering the observed differences in agreement levels between individual examples and overall model ordering?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what type of comparison is indicated to be more appropriate for GPT-4, considering the observed differences in agreement levels between individual examples and overall model ordering?"",
  ""notes"": ""The question is designed to assess understanding of the findings related to GPT-4's ranking capabilities as discussed in the QLoRA paper.""
}"
arxiv/QLoRA/4,arxiv,QLoRA,4,6,3,d5e42f3131ee7ec91c4a64201b5185303ffa28a761ebe87b99155e11c10700e9,What property of pretrained weights makes NF4 a particularly well-matched 4-bit format?,zero-centered normal distribution,zero-centered normal distribution,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what characteristic of pretrained weights contributes to the suitability of NF4 as a 4-bit format?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what characteristic of pretrained weights contributes to the suitability of NF4 as a 4-bit format?"",
  ""notes"": ""The question is designed to elicit the specific property of pretrained weights that aligns with the NF4 format, without directly referencing the answer.""
}"
arxiv/QLoRA/5,arxiv,QLoRA,5,17,10,911d655f8b9bafc6cc981c5d14984972be6c53d63fdc82ae34575254445d25d9,What concrete benefit does NF4's discrete zeropoint give for padding tokens and other zero-valued elements?,no quantization error,no quantization error,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what advantage does NF4's discrete zeropoint provide for handling padding tokens and other elements that are zero-valued?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what advantage does NF4's discrete zeropoint provide for handling padding tokens and other elements that are zero-valued?"",
  ""notes"": ""The question is designed to elicit the specific benefit mentioned in the document without directly referencing the answer.""
}"
arxiv/QLoRA/6,arxiv,QLoRA,6,8,4,3dbf98acf3af6215cd1c5d1b0f5b54318e9012dabe8550466e589607b82739e5,"If training computes in BF16 but only updates adapter gradients, which parameters can stay frozen in 4-bit storage throughout finetuning?",pretrained model weights,pretrained model weights,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', which parameters are able to remain unchanged in 4-bit storage during the finetuning process when training computes in BF16 but only updates adapter gradients?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', which parameters are able to remain unchanged in 4-bit storage during the finetuning process when training computes in BF16 but only updates adapter gradients?"",
  ""notes"": ""The question is designed to assess understanding of the specific conditions under which certain parameters can remain frozen during the finetuning process as described in the QLoRA paper.""
}"
arxiv/QLoRA/7,arxiv,QLoRA,7,1,0,4b3ffc872a3c5e4181b85970a41b11186746b1332d2966b159276052cdc757a2,"If the goal is to match 16-bit LoRA rather than trail it by about 1 point, which 4-bit format should be chosen?",NF4,NF4,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', which 4-bit format is recommended to achieve performance that matches 16-bit LoRA instead of falling short by approximately 1 point?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', which 4-bit format is recommended to achieve performance that matches 16-bit LoRA instead of falling short by approximately 1 point?"",
  ""notes"": ""The question is designed to assess understanding of the specific recommendations made in the QLoRA paper regarding 4-bit formats in relation to 16-bit LoRA performance.""
}"
arxiv/QLoRA/8,arxiv,QLoRA,8,12,6,660a011dc9c20834a75ff890ee05e1fa9083766f834b2a2239bd72cc4b0b179b,"During a long-sequence memory spike, what is moved off the GPU so training can continue without an out-of-memory error?",optimizer states,optimizer states,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what component is transferred off the GPU to prevent out-of-memory errors during long-sequence memory spikes?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what component is transferred off the GPU to prevent out-of-memory errors during long-sequence memory spikes?"",
  ""notes"": ""The question is designed to assess understanding of the specific mechanisms discussed in the QLoRA paper regarding memory management during training.""
}"
arxiv/QLoRA/9,arxiv,QLoRA,9,28,16,795249006fd51cf3b8e7f9f9f3f60b5646d995bfd02d5d4d1f627c96b0c7e0f4,What response pattern tends to make Guanaco's math answers more reliable?,showing its work,showing its work,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what response pattern is indicated to enhance the reliability of Guanaco's math answers?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what response pattern is indicated to enhance the reliability of Guanaco's math answers?"",
  ""notes"": ""The question is designed to elicit the specific response pattern that improves Guanaco's performance in math, as discussed in the document.""
}"
arxiv/QLoRA/10,arxiv,QLoRA,10,18,11,8d4b17b1751c86f3bcc239c18e8b9707b9fe1b60bca26bbd9d4b6373f476705c,What possible reason for strong Vicuna benchmark scores did the authors explicitly check and fail to find?,overlapping prompts,overlapping prompts,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what specific type of data leakage did the authors investigate regarding the strong Vicuna benchmark scores and ultimately determine was not present?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what specific type of data leakage did the authors investigate regarding the strong Vicuna benchmark scores and ultimately determine was not present?"",
  ""notes"": ""The question is designed to elicit the specific reason the authors checked for, without directly referencing the answer.""
}"
arxiv/QLoRA/11,arxiv,QLoRA,11,15,8,10be31e7c773890ddf3cf6c3822dcdba27d8cf936ead36d386cc1beb4398fbfb,What evaluation approach follows from their concern that 10-point ratings have overlapping intervals and an unclear absolute scale?,Elo ranking,Elo ranking,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what evaluation method is suggested due to concerns about the ambiguity and overlap of 10-point rating scales?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what evaluation method is suggested due to concerns about the ambiguity and overlap of 10-point rating scales?"",
  ""notes"": ""The question is designed to elicit the specific evaluation method recommended in the paper without directly referencing the answer.""
}"
arxiv/QLoRA/12,arxiv,QLoRA,12,36,19,0347ad3de34f478aaf7d4143799e11c820503952bca5946282bd2ee4f5367693,"To offset GPT-4's prompt-order bias in score-based evaluation, what should be averaged?",both orders,both orders,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what method is suggested to mitigate the prompt-order bias observed in GPT-4's score-based evaluation?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what method is suggested to mitigate the prompt-order bias observed in GPT-4's score-based evaluation?"",
  ""notes"": ""The question is designed to elicit the specific method recommended in the document without directly referencing the answer.""
}"
arxiv/QLoRA/13,arxiv,QLoRA,13,13,7,eb934277ff1b5693e6a9f588f976034c91d802e6af691e14b943c64822a4c4dd,"Beyond just running a 7B model on a phone, what new on-device capability do the authors argue QLoRA could enable?",finetuning on phones,finetuning on phones,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what new on-device capability do the authors claim is enabled by QLoRA, beyond merely running a 7B model on a phone?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what new on-device capability do the authors claim is enabled by QLoRA, beyond merely running a 7B model on a phone?"",
  ""notes"": ""The question is designed to elicit the specific new capability discussed in the document without revealing the answer.""
}"
arxiv/QLoRA/14,arxiv,QLoRA,14,29,17,5d9bf8ed198382411e588017630cf80fc14382ca8f6b12e718dd14a8f14578f0,"After gradient checkpointing, which component still dominates training memory enough that adding more adapters changes little?",the 4-bit base model,the 4-bit base model,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', which component remains the primary contributor to training memory after gradient checkpointing, to the extent that the addition of more adapters has minimal impact?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', which component remains the primary contributor to training memory after gradient checkpointing, to the extent that the addition of more adapters has minimal impact?"",
  ""notes"": ""The question is designed to assess understanding of the memory dynamics discussed in the QLoRA paper, specifically regarding the influence of the 4-bit base model on training memory.""
}"
arxiv/QLoRA/15,arxiv,QLoRA,15,20,12,6751ea3ea267ffc15a9a065f98f26842f508fd35c09655bba005889f1d1e3e2e,"If a finetuning dataset is similar to MMLU but dissimilar to chatbot benchmarks, what performance pattern should you expect?","high MMLU, weak chatbots","high MMLU, weak chatbots","Based on the findings in the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what performance pattern is expected when a finetuning dataset shows similarity to MMLU while being dissimilar to chatbot benchmarks?","{
  ""contextualized_question"": ""Based on the findings in the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what performance pattern is expected when a finetuning dataset shows similarity to MMLU while being dissimilar to chatbot benchmarks?"",
  ""notes"": ""The question is designed to assess understanding of the relationship between finetuning dataset characteristics and benchmark performance as discussed in the QLoRA paper.""
}"
arxiv/QLoRA/16,arxiv,QLoRA,16,22,13,c7bb5882a25da2f4a0fb50538aa00a1b34f659daddcb5c63330b998157860758,What training characteristic could explain why Guanaco widens its advantage over Vicuna-13B on the OA benchmark?,multilingual training,multilingual training,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what training characteristic is suggested to account for the performance difference between Guanaco and Vicuna-13B on the OA benchmark?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what training characteristic is suggested to account for the performance difference between Guanaco and Vicuna-13B on the OA benchmark?"",
  ""notes"": ""The question is designed to elicit the specific training characteristic mentioned in the document without directly referencing it.""
}"
arxiv/QLoRA/17,arxiv,QLoRA,17,34,18,92d8a5ab91958cc33d0ea30c9ca102e09d1683f710ef699b7088834f7e7f2a08,What concern about Guanaco's strong Vicuna results is weakened by these two checks?,data leakage,data leakage,"In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what issue regarding the performance of Guanaco on the Vicuna results is addressed by the findings related to data checks?","{
  ""contextualized_question"": ""In the context of the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what issue regarding the performance of Guanaco on the Vicuna results is addressed by the findings related to data checks?"",
  ""notes"": ""The question is designed to elicit the specific concern that is mitigated by the checks mentioned in the document, without directly referencing the answer.""
}"
arxiv/fa3/0,arxiv,fa3,0,14,11,31db1af410ab37ad6ee0223b22c7ac25dbffa71740364b2ab0964329aa38e923,"Because TMA cannot change the contiguous dimension and pre-processing transpose is impractical for inference or library use, which way of handling V tiles does FP8 FlashAttention-3 need to use?",an in-kernel transpose,an in-kernel transpose,"In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', what method does FP8 FlashAttention-3 utilize to manage V tiles given the limitations of TMA and pre-processing transposes?","{
  ""contextualized_question"": ""In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', what method does FP8 FlashAttention-3 utilize to manage V tiles given the limitations of TMA and pre-processing transposes?"",
  ""notes"": ""The question is designed to assess understanding of the specific handling of V tiles in FP8 FlashAttention-3 as discussed in the referenced paper.""
}"
arxiv/fa3/1,arxiv,fa3,1,13,10,9aaed827a6d02b93f0fded85d5c31e5875915b1ca4321847620a03b642f8adc5,"If sequence length is doubled while head dimension and number of heads stay fixed, how do the forward-pass FLOPs change under the paper's benchmarking formula?",4× larger,4× larger,"In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', what is the effect on the forward-pass FLOPs when the sequence length is doubled while keeping the head dimension and number of heads constant?","{
  ""contextualized_question"": ""In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', what is the effect on the forward-pass FLOPs when the sequence length is doubled while keeping the head dimension and number of heads constant?"",
  ""notes"": ""The question is designed to assess understanding of the relationship between sequence length and FLOPs as described in the paper.""
}"
arxiv/fa3/2,arxiv,fa3,2,11,8,8ec8b6f91bec98be34f4c61f2b9b7c11f14971afe5edab316497bcbd61a95f87,"When outliers are concentrated in only parts of Q, K, or V, which scaling scheme should better avoid one large value distorting quantization of the whole tensor?",block quantization,block quantization,"In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', what scaling scheme is recommended to prevent a single large value from distorting the quantization of a tensor when outliers are concentrated in specific parts of Q, K, or V?","{
  ""contextualized_question"": ""In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', what scaling scheme is recommended to prevent a single large value from distorting the quantization of a tensor when outliers are concentrated in specific parts of Q, K, or V?"",
  ""notes"": ""The question is designed to assess understanding of the scaling schemes discussed in the document, specifically focusing on the implications of outlier distribution in tensor quantization.""
}"
arxiv/fa3/3,arxiv,fa3,3,21,15,d6267b8fe582ce70866b51fa590fcb9c50c773ca9702e71043c8073ab823dc54,"In the warp-specialized CTA, where can producer and consumer warps both access the loaded Q tile after the producer fetches it?",shared memory,shared memory,"In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', where do both producer and consumer warps access the loaded Q tile after it has been fetched by the producer?","{
  ""contextualized_question"": ""In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', where do both producer and consumer warps access the loaded Q tile after it has been fetched by the producer?"",
  ""notes"": ""The question is designed to assess understanding of the memory architecture described in the document, specifically regarding the accessibility of shared memory within a warp-specialized CTA.""
}"
arxiv/fa3/4,arxiv,fa3,4,16,13,ce107d8653ed02d4e4d3308bcc49c04d72d491aee2f865ccd98113ceb0c1d744,"Relative to the unmasked forward-pass FLOPs for the same shape, what are the backward-pass FLOPs with causal masking?",1.25× as many,$1.25\times$ as many,"In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', how do the backward-pass FLOPs with causal masking compare to the unmasked forward-pass FLOPs for the same shape?","{
  ""contextualized_question"": ""In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', how do the backward-pass FLOPs with causal masking compare to the unmasked forward-pass FLOPs for the same shape?"",
  ""notes"": ""The question is designed to assess understanding of the relationship between forward and backward-pass FLOPs as described in the specified document.""
}"
arxiv/fa3/5,arxiv,fa3,5,9,6,41e5d82f263073c619e80e1542b63074e45ca8c835446b5fc2b7e0ba056193d5,Why can multiplying both $\mathbf{Q}$ and $\mathbf{K}$ by $\mathbf{M}$ improve FP8 accuracy without changing the attention result?,it spreads out outliers,it spreads out outliers,"In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', what is the reason that multiplying both $\mathbf{Q}$ and $\mathbf{K}$ by $\mathbf{M}$ can enhance FP8 accuracy while maintaining the same attention output?","{
  ""contextualized_question"": ""In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', what is the reason that multiplying both $\\mathbf{Q}$ and $\\mathbf{K}$ by $\\mathbf{M}$ can enhance FP8 accuracy while maintaining the same attention output?"",
  ""notes"": ""The question is designed to elicit the specific reason related to the effect of multiplying by $\\mathbf{M}$ on outliers, as discussed in the document.""
}"
arxiv/fa3/6,arxiv,fa3,6,3,1,63885345ead68677e065816312050daaa8d3a8804e944f223f7b39a673ac747f,Why can \textsc{FlashAttention-3} account for block quantization at no computation cost?,it already operates on blocks,it already operates on blocks,"In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', what allows \textsc{FlashAttention-3} to handle block quantization without incurring additional computation costs?","{
  ""contextualized_question"": ""In the context of the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', what allows \\textsc{FlashAttention-3} to handle block quantization without incurring additional computation costs?"",
  ""notes"": ""The question is designed to elicit the specific reason related to the operational characteristics of \\textsc{FlashAttention-3} as described in the document.""
}"
