domain,probe_index,old_target_words,new_target_words,decision,accepted,validation_status,split_word_index,old_probe,old_target,new_probe,new_target,fact,reason
Immunemediated_necrotising_myopathy_following_semaglutide_tr,74,9,5,ACCEPT,True,accepted,4,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had regained her baseline functional status and was off immunosuppression for 8 months at her final outpatient follow-up,", 10 months after her initial evaluation and treatment initiation,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had regained her baseline functional status and was off immunosuppression for 8 months at her final outpatient follow-up, 10 months after her", initial evaluation and treatment initiation,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had regained her baseline functional status and was off immunosuppression for 8 months at her final outpatient follow-up, 10 months after her initial evaluation and treatment initiation",Specific reference event remains coherent.
Immunemediated_necrotising_myopathy_following_semaglutide_tr,81,9,3,ACCEPT,True,accepted,6,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI of both femurs showed mild, symmetric bilateral muscle oedema in the thighs, with the most evident oedema in", the proximal vastus lateralis muscles and distal quadriceps muscles,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI of both femurs showed mild, symmetric bilateral muscle oedema in the thighs, with the most evident oedema in the proximal vastus lateralis muscles and", distal quadriceps muscles,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI of both femurs showed mild, symmetric bilateral muscle oedema in the thighs, with the most evident oedema in the proximal vastus lateralis muscles and distal quadriceps muscles",Specific muscle group remains coherent.
Immunemediated_necrotising_myopathy_following_semaglutide_tr,82,10,6,ACCEPT,True,accepted,4,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI of both femurs during evaluation of her progressive proximal weakness showed mild symmetric muscular oedema in the vastus lateralis and quadriceps muscles, as well as", subcutaneous oedema along the lateral aspect of the bilateral thighs,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI of both femurs during evaluation of her progressive proximal weakness showed mild symmetric muscular oedema in the vastus lateralis and quadriceps muscles, as well as subcutaneous oedema along the", lateral aspect of the bilateral thighs,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI of both femurs during evaluation of her progressive proximal weakness showed mild symmetric muscular oedema in the vastus lateralis and quadriceps muscles, as well as subcutaneous oedema along the lateral aspect of the bilateral thighs",Specific edema location remains coherent.
Immunemediated_necrotising_myopathy_following_semaglutide_tr,95,10,8,ACCEPT,True,accepted,2,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", because of cost considerations and sustained improvement off semaglutide, the patient did not receive", any additional IVIG beyond the initial course during her hospitalisation.,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", because of cost considerations and sustained improvement off semaglutide, the patient did not receive any additional", IVIG beyond the initial course during her hospitalisation.,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", because of cost considerations and sustained improvement off semaglutide, the patient did not receive any additional IVIG beyond the initial course during her hospitalisation.",Shorter treatment phrase remains coherent.
Management_of_atypical_complicated_abdominal_masses_in_the_s,3,9,8,ACCEPT,True,accepted,1,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when uterine masses are present during pregnancy, the mode of delivery should depend on the following factors:"," the size, number and anatomical location of uterine masses.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when uterine masses are present during pregnancy, the mode of delivery should depend on the following factors: the"," size, number and anatomical location of uterine masses.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when uterine masses are present during pregnancy, the mode of delivery should depend on the following factors: the size, number and anatomical location of uterine masses.",Delivery factors remain coherent.
Management_of_atypical_complicated_abdominal_masses_in_the_s,7,9,8,ACCEPT,True,accepted,1,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI was described as especially useful for multiple, large, intramural or posterior leiomyomas because it can precisely determine", the distance between the myoma and the uterine cavity.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI was described as especially useful for multiple, large, intramural or posterior leiomyomas because it can precisely determine the", distance between the myoma and the uterine cavity.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI was described as especially useful for multiple, large, intramural or posterior leiomyomas because it can precisely determine the distance between the myoma and the uterine cavity.",Specific measurement remains coherent.
Management_of_atypical_complicated_abdominal_masses_in_the_s,30,14,8,ACCEPT,True,accepted,6,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and", the upper lesion occupied the entire left subphrenic space extending to the uterine fundus,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and the upper lesion occupied the entire", left subphrenic space extending to the uterine fundus,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and the upper lesion occupied the entire left subphrenic space extending to the uterine fundus",Specific lesion location remains coherent.
Management_of_atypical_complicated_abdominal_masses_in_the_s,68,13,10,ACCEPT,True,accepted,3,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", at 21 weeks plus 6 days of gestation, after her abdominal pain and dyspnoea worsened and there was concern for complications such as rupture, torsion, and infection, the patient underwent", laparotomy with a longitudinal xiphos-pubic cut at 21 w+6 d after informed consent.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", at 21 weeks plus 6 days of gestation, after her abdominal pain and dyspnoea worsened and there was concern for complications such as rupture, torsion, and infection, the patient underwent laparotomy with a", longitudinal xiphos-pubic cut at 21 w+6 d after informed consent.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", at 21 weeks plus 6 days of gestation, after her abdominal pain and dyspnoea worsened and there was concern for complications such as rupture, torsion, and infection, the patient underwent laparotomy with a longitudinal xiphos-pubic cut at 21 w+6 d after informed consent.",Specific operative detail remains coherent.
Management_of_atypical_complicated_abdominal_masses_in_the_s,71,11,4,ACCEPT,True,accepted,7,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient underwent laparotomy at 21 weeks and 6 days of gestation because of worsening abdominal pain and dyspnoea from two large abdominal masses, and during surgery the cranial mass was identified as"," a huge pedunculated, atypical cystic and taut-elastic leiomyoma of the uterus","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient underwent laparotomy at 21 weeks and 6 days of gestation because of worsening abdominal pain and dyspnoea from two large abdominal masses, and during surgery the cranial mass was identified as a huge pedunculated, atypical cystic and taut-elastic", leiomyoma of the uterus,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient underwent laparotomy at 21 weeks and 6 days of gestation because of worsening abdominal pain and dyspnoea from two large abdominal masses, and during surgery the cranial mass was identified as a huge pedunculated, atypical cystic and taut-elastic leiomyoma of the uterus",Specific diagnosis remains coherent.
Management_of_atypical_complicated_abdominal_masses_in_the_s,77,17,7,ACCEPT,True,accepted,10,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during laparotomy at 21 weeks and 6 days of gestation, the prophylactic medication regimen started intraoperatively and continued intramuscularly every day until discharge was"," progesterone prophylaxis 100 mg intramuscularly, starting intraoperatively and then continuing 100 mg intramuscularly per day until discharge.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during laparotomy at 21 weeks and 6 days of gestation, the prophylactic medication regimen started intraoperatively and continued intramuscularly every day until discharge was progesterone prophylaxis 100 mg intramuscularly, starting intraoperatively and then continuing", 100 mg intramuscularly per day until discharge.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during laparotomy at 21 weeks and 6 days of gestation, the prophylactic medication regimen started intraoperatively and continued intramuscularly every day until discharge was progesterone prophylaxis 100 mg intramuscularly, starting intraoperatively and then continuing 100 mg intramuscularly per day until discharge.",Specific dosing continuation remains coherent.
Management_of_atypical_complicated_abdominal_masses_in_the_s,88,14,4,ACCEPT,True,accepted,10,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors state that the caudal myoma would have represented", a huge obstacle for the fetal head progression during the expulsive phase of labour.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors state that the caudal myoma would have represented a huge obstacle for the fetal head progression during the", expulsive phase of labour.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors state that the caudal myoma would have represented a huge obstacle for the fetal head progression during the expulsive phase of labour.",Specific labour phase remains coherent.
Management_of_atypical_complicated_abdominal_masses_in_the_s,97,19,8,ACCEPT,True,accepted,11,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s initial ultrasound and MRI evaluation suggested that the abdominal masses were two huge decidualised endometriomas, and the caudal solid component of the pelvic mass seemed like", a posterior intramural-subserosal myoma of the uterus with cystic degeneration of 58×71 mm at both US and MRI imaging,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s initial ultrasound and MRI evaluation suggested that the abdominal masses were two huge decidualised endometriomas, and the caudal solid component of the pelvic mass seemed like a posterior intramural-subserosal myoma of the uterus with cystic degeneration of", 58×71 mm at both US and MRI imaging,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s initial ultrasound and MRI evaluation suggested that the abdominal masses were two huge decidualised endometriomas, and the caudal solid component of the pelvic mass seemed like a posterior intramural-subserosal myoma of the uterus with cystic degeneration of 58×71 mm at both US and MRI imaging",Specific size and imaging context remains coherent.
Management_of_atypical_complicated_abdominal_masses_in_the_s,107,17,4,ACCEPT,True,accepted,13,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", gadolinium-enhanced MRI is generally not recommended during pregnancy,"," unless strictly necessary, due to rheumatological, inflammatory or infiltrative skin conditions, risk of stillbirth or neonatal death.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", gadolinium-enhanced MRI is generally not recommended during pregnancy, unless strictly necessary, due to rheumatological, inflammatory or infiltrative skin conditions, risk of", stillbirth or neonatal death.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", gadolinium-enhanced MRI is generally not recommended during pregnancy, unless strictly necessary, due to rheumatological, inflammatory or infiltrative skin conditions, risk of stillbirth or neonatal death.",Specific fetal risk remains coherent.
Management_of_atypical_complicated_abdominal_masses_in_the_s,115,12,2,ACCEPT,True,accepted,10,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a cited research study reported an", inverse correlation between the size of the myoma and the delivery week,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a cited research study reported an inverse correlation between the size of the myoma and the", delivery week,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a cited research study reported an inverse correlation between the size of the myoma and the delivery week",Specific correlated variable remains coherent.
Management_of_atypical_complicated_abdominal_masses_in_the_s,120,17,5,ACCEPT,True,accepted,12,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", before the surgical approach for uterine myomas, the cited papers showed the importance of"," an accurate US examination of the size, location, number and distance of uterine myomas from the placenta","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", before the surgical approach for uterine myomas, the cited papers showed the importance of an accurate US examination of the size, location, number and distance of", uterine myomas from the placenta,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", before the surgical approach for uterine myomas, the cited papers showed the importance of an accurate US examination of the size, location, number and distance of uterine myomas from the placenta",Coherent specific anatomical suffix after moving the examination details into the probe.
Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,83,9,8,ACCEPT,True,accepted,1,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", electromyography and nerve conduction studies performed during the evaluation of her asymmetric sensorimotor axonal polyneuropathy found abnormalities in the proximal and distal muscle groups consistent with", chronic neurogenic changes in proximal and distal muscle groups.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", electromyography and nerve conduction studies performed during the evaluation of her asymmetric sensorimotor axonal polyneuropathy found abnormalities in the proximal and distal muscle groups consistent with chronic", neurogenic changes in proximal and distal muscle groups.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", electromyography and nerve conduction studies performed during the evaluation of her asymmetric sensorimotor axonal polyneuropathy found abnormalities in the proximal and distal muscle groups consistent with chronic neurogenic changes in proximal and distal muscle groups.",Clinically meaningful finding with chronic moved into the probe.
Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,87,14,8,ACCEPT,True,accepted,6,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg) in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis, which altered", a highly conserved residue and is predicted to be damaging to the protein function.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg) in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis, which altered a highly conserved residue and is", predicted to be damaging to the protein function.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg) in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis, which altered a highly conserved residue and is predicted to be damaging to the protein function.",Natural clinically meaningful suffix after the conserved residue clause is moved.
Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,100,17,15,ACCEPT,True,accepted,2,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the regimen used to correct the patient’s severe deficiency during treatment was"," intravenous cyanocobalamin 1000 µg daily for 5 days, then weekly for 4 weeks, followed by monthly maintenance.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the regimen used to correct the patient’s severe deficiency during treatment was intravenous cyanocobalamin"," 1000 µg daily for 5 days, then weekly for 4 weeks, followed by monthly maintenance.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the regimen used to correct the patient’s severe deficiency during treatment was intravenous cyanocobalamin 1000 µg daily for 5 days, then weekly for 4 weeks, followed by monthly maintenance.",Dose schedule remains coherent after moving the drug and route into the probe.
Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,118,13,10,ACCEPT,True,accepted,3,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", deep sequencing of the 3-prime terminal of TERC RNA was used to describe PARN’s role in TERC RNA processing, and PARN is required for", the removal of post-transcriptionally acquired oligo(A) tails that target nuclear RNAs for degradation,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", deep sequencing of the 3-prime terminal of TERC RNA was used to describe PARN’s role in TERC RNA processing, and PARN is required for the removal of", post-transcriptionally acquired oligo(A) tails that target nuclear RNAs for degradation,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", deep sequencing of the 3-prime terminal of TERC RNA was used to describe PARN’s role in TERC RNA processing, and PARN is required for the removal of post-transcriptionally acquired oligo(A) tails that target nuclear RNAs for degradation",Specific molecular object remains clinically meaningful.
Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,144,13,11,ACCEPT,True,accepted,2,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors state that management of telomere biology disorders is currently"," supportive and tailored to symptom severity, organ transplantation needs and risk factor mitigation","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors state that management of telomere biology disorders is currently supportive and"," tailored to symptom severity, organ transplantation needs and risk factor mitigation","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors state that management of telomere biology disorders is currently supportive and tailored to symptom severity, organ transplantation needs and risk factor mitigation",Management description remains coherent after supportive and is moved.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,31,11,5,ACCEPT,True,accepted,6,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to", a recent shift away from the use of steroids in anaphylaxis.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to a recent shift away from the", use of steroids in anaphylaxis.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to a recent shift away from the use of steroids in anaphylaxis.",Clear clinically meaningful treatment target after moving away from the.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,42,9,3,ACCEPT,True,accepted,6,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" anaphylaxis is described in the background section as", a severe and—especially in anaphylactic shock—potentially life-threatening allergic reaction,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" anaphylaxis is described in the background section as a severe and—especially in anaphylactic shock—potentially", life-threatening allergic reaction,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" anaphylaxis is described in the background section as a severe and—especially in anaphylactic shock—potentially life-threatening allergic reaction",Natural definition suffix.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,45,9,6,ACCEPT,True,accepted,3,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that biphasic or multiphasic anaphylactic reactions are usually observed", within the first 24 hours after initial allergen exposure,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that biphasic or multiphasic anaphylactic reactions are usually observed within the first", 24 hours after initial allergen exposure,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that biphasic or multiphasic anaphylactic reactions are usually observed within the first 24 hours after initial allergen exposure",Specific timing suffix remains natural.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,62,11,4,ACCEPT,True,accepted,7,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed anaphylactic symptoms after taking her first oral dose of clarithromycin. Her symptoms started", 1 hour after oral intake of the first dose of clarithromycin,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed anaphylactic symptoms after taking her first oral dose of clarithromycin. Her symptoms started 1 hour after oral intake of the", first dose of clarithromycin,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed anaphylactic symptoms after taking her first oral dose of clarithromycin. Her symptoms started 1 hour after oral intake of the first dose of clarithromycin",Specific exposure suffix remains coherent after timing is moved.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,67,16,10,ACCEPT,True,accepted,6,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presented to the emergency department with suspected severe allergic reaction after taking oral clarithromycin, and as part of the initial treatment for her skin reaction, she was given"," slow intravenous injection of 2 mg clemastine, for treatment of the skin reaction following local guidelines.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presented to the emergency department with suspected severe allergic reaction after taking oral clarithromycin, and as part of the initial treatment for her skin reaction, she was given slow intravenous injection of 2 mg"," clemastine, for treatment of the skin reaction following local guidelines.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presented to the emergency department with suspected severe allergic reaction after taking oral clarithromycin, and as part of the initial treatment for her skin reaction, she was given slow intravenous injection of 2 mg clemastine, for treatment of the skin reaction following local guidelines.",Drug and purpose remain clinically meaningful after route and dose are moved.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,69,9,6,ACCEPT,True,accepted,3,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during her initial stabilisation after presenting to the emergency department with anaphylaxis following clarithromycin, the woman in her 60s received supplemental oxygen and", 500 mL of normal saline (sodium chloride 0.9% solution),"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during her initial stabilisation after presenting to the emergency department with anaphylaxis following clarithromycin, the woman in her 60s received supplemental oxygen and 500 mL of", normal saline (sodium chloride 0.9% solution),"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during her initial stabilisation after presenting to the emergency department with anaphylaxis following clarithromycin, the woman in her 60s received supplemental oxygen and 500 mL of normal saline (sodium chloride 0.9% solution)",Fluid identity remains coherent after volume is moved.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,81,11,8,ACCEPT,True,accepted,3,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during the second episode of anaphylaxis, the patient received an intravenous medication twice to treat cutaneous symptoms, which was", 2 mg of clemastine intravenously twice for treatment of cutaneous symptoms,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during the second episode of anaphylaxis, the patient received an intravenous medication twice to treat cutaneous symptoms, which was 2 mg of", clemastine intravenously twice for treatment of cutaneous symptoms,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during the second episode of anaphylaxis, the patient received an intravenous medication twice to treat cutaneous symptoms, which was 2 mg of clemastine intravenously twice for treatment of cutaneous symptoms",Medication route frequency and indication remain meaningful.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,88,11,6,ACCEPT,True,accepted,5,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the patient's multiple anaphylactic episodes following the initial clarithromycin reaction and while the care team was considering further treatment options,", the patient did not show further symptom relapse after this point.,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the patient's multiple anaphylactic episodes following the initial clarithromycin reaction and while the care team was considering further treatment options, the patient did not show", further symptom relapse after this point.,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the patient's multiple anaphylactic episodes following the initial clarithromycin reaction and while the care team was considering further treatment options, the patient did not show further symptom relapse after this point.",Outcome suffix is natural after did not show is moved.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,97,9,3,ACCEPT,True,accepted,6,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors noted that tryptase levels were not determined", during the initial workup of the first anaphylactic episodes,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors noted that tryptase levels were not determined during the initial workup of the", first anaphylactic episodes,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors noted that tryptase levels were not determined during the initial workup of the first anaphylactic episodes",Specific episode context remains coherent after workup wording is moved.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,102,9,6,ACCEPT,True,accepted,3,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", guidelines for tryptase testing in anaphylaxis recommend an initial sample as soon as feasible, a second sample 1–2 hours after symptom onset (within 4 hours), and a third sample taken", a minimum of 24 hours after full clinical resolution,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", guidelines for tryptase testing in anaphylaxis recommend an initial sample as soon as feasible, a second sample 1–2 hours after symptom onset (within 4 hours), and a third sample taken a minimum of", 24 hours after full clinical resolution,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", guidelines for tryptase testing in anaphylaxis recommend an initial sample as soon as feasible, a second sample 1–2 hours after symptom onset (within 4 hours), and a third sample taken a minimum of 24 hours after full clinical resolution",Specific timing suffix remains natural.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,105,13,6,ACCEPT,True,accepted,7,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", skin testing was not done after the patient’s multiphasic anaphylactic reaction to clarithromycin because"," risking renewed serious anaphylaxis through, for example, skin testing was not deemed proportional","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", skin testing was not done after the patient’s multiphasic anaphylactic reaction to clarithromycin because risking renewed serious anaphylaxis through, for example,", skin testing was not deemed proportional,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", skin testing was not done after the patient’s multiphasic anaphylactic reaction to clarithromycin because risking renewed serious anaphylaxis through, for example, skin testing was not deemed proportional",Coherent clinical rationale remains after example framing is moved.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,108,10,4,ACCEPT,True,accepted,6,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", anaphylaxis is described in the discussion as a clinical diagnosis with sudden onset and rapid progression of airway, breathing, circulation, and/or gastrointestinal symptoms that are typically accompanied by"," cutaneous or mucosal manifestations such as urticaria, angioedema or flushing.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", anaphylaxis is described in the discussion as a clinical diagnosis with sudden onset and rapid progression of airway, breathing, circulation, and/or gastrointestinal symptoms that are typically accompanied by cutaneous or mucosal manifestations such as"," urticaria, angioedema or flushing.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", anaphylaxis is described in the discussion as a clinical diagnosis with sudden onset and rapid progression of airway, breathing, circulation, and/or gastrointestinal symptoms that are typically accompanied by cutaneous or mucosal manifestations such as urticaria, angioedema or flushing.",Clinically meaningful examples remain natural.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,112,10,6,ACCEPT,True,accepted,4,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the Resuscitation Council UK defines biphasic anaphylaxis as", a recurrence of symptoms several hours after apparent symptom resolution.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the Resuscitation Council UK defines biphasic anaphylaxis as a recurrence of symptoms", several hours after apparent symptom resolution.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the Resuscitation Council UK defines biphasic anaphylaxis as a recurrence of symptoms several hours after apparent symptom resolution.",Specific timing criterion remains coherent.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,117,13,7,ACCEPT,True,accepted,6,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the Dutch Nederlands Huisartsen Genootschap (NHG) and the World Allergy Organisation guideline note that", approximately half of biphasic reactions occur within 6–12 hours after the initial event,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the Dutch Nederlands Huisartsen Genootschap (NHG) and the World Allergy Organisation guideline note that approximately half of biphasic reactions occur", within 6–12 hours after the initial event,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the Dutch Nederlands Huisartsen Genootschap (NHG) and the World Allergy Organisation guideline note that approximately half of biphasic reactions occur within 6–12 hours after the initial event",Specific timing suffix remains natural.
