domain,probe_index,target_words,probe,target,fact,raw_knowledge_statement,contextualized_question
GSPO,89,12,"In the expanded gradient of the GRPO objective with $\widehat{A}_{i,t} = \widehat{A}_{i}$, the token-level factor multiplying $\nabla_{\theta} \log \pi_{\theta} (y_{i,t} | x, y_{i,<t})$ for each token $y_{i,t}$ is"," $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})} $","In the expanded gradient of the GRPO objective with $\widehat{A}_{i,t} = \widehat{A}_{i}$, the token-level factor multiplying $\nabla_{\theta} \log \pi_{\theta} (y_{i,t} | x, y_{i,<t})$ for each token $y_{i,t}$ is $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})} $","For comparison, the gradient of the GRPO objective is as follows (note that $\widehat{A}_{i,t} = \widehat{A}_{i}$):

\begin{align}
\nabla_{\theta} \mathcal{J}_\text{GRPO} (\theta) 
=&\ 
\nabla_{\theta} \mathbb{E}_{ x \sim \mathcal{D},\, \{y_i\}_{i=1}^G \sim \pi_{\theta_\text{old}}( \cdot | x) }
\left[ \frac{1}{G} \sum_{i=1}^{G} \frac{1}{|y_i|} \sum_{t=1}^{|y_i|} 
w_{i,t}(\theta) \widehat{A}_{i,t}
\right] \\
=&\
\mathbb{E}_{ x \sim \mathcal{D},\, \{y_i\}_{i=1}^G \sim \pi_{\theta_\text{old}}( \cdot | x) }
\left[ \frac{1}{G} \sum_{i=1}^{G} \widehat{A}_{i} 
\cdot \frac{1}{|y_i|} \sum_{t=1}^{|y_i|} 
\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})} 
\nabla_{\theta} \log \pi_{\theta} (y_{i,t} | x, y_{i,<t})  
\right].
\end{align}","**Question:** According to the paper ""Group Sequence Policy Optimization"", in the expanded gradient of the GRPO objective, where $\widehat{A}_{i,t} = \widehat{A}_{i}$, what token-level factor multiplies $\nabla_{\theta} \log \pi_{\theta} (y_{i,t} | x, y_{i,<t})$ for each token $y_{i,t}$?

**Answer:** `$ \frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})} $`"
GSPO,90,11,"According to the paper ""Group Sequence Policy Optimization"", the fundamental distinction between GSPO and GRPO lies in", how they weight the gradients of the log likelihoods of tokens.,"According to the paper ""Group Sequence Policy Optimization"", the fundamental distinction between GSPO and GRPO lies in how they weight the gradients of the log likelihoods of tokens.","Therefore, the fundamental distinction between GSPO and GRPO lies in \textit{how they weight the gradients of the log likelihoods of tokens}.","**Question:** According to the paper **""Group Sequence Policy Optimization""**, when comparing GSPO and GRPO, what is the fundamental distinction between them said to lie in?

**Answer:** how they weight the gradients of the log likelihoods of tokens"
GSPO,93,11,"According to the paper ""Group Sequence Policy Optimization"", the importance weight used in GRPO to weight tokens in a response is"," $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$","According to the paper ""Group Sequence Policy Optimization"", the importance weight used in GRPO to weight tokens in a response is $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$","In GRPO, the tokens are weighted according to their respective ``importance weight'' $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$.","1. **Question:** According to the paper **""Group Sequence Policy Optimization""**, what is the “importance weight” used in GRPO to weight the tokens in a response?  
   **Answer:** $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$"
GSPO,99,9,"According to the paper ""Group Sequence Policy Optimization"", in the definition of the token-level objective variant GSPO-token, the notation $\mathrm{sg}[\cdot]$ denotes", only taking the numerical value but stopping the gradient,"According to the paper ""Group Sequence Policy Optimization"", in the definition of the token-level objective variant GSPO-token, the notation $\mathrm{sg}[\cdot]$ denotes only taking the numerical value but stopping the gradient","To this end, we introduce a token-level objective variant of GSPO, namely \textbf{GSPO-token}, to allow token-wise advantage customization:

\begin{align}
\mathcal{J}_\text{GSPO-token}(\theta)
=
\mathbb{E}_{ x \sim \mathcal{D},\, \{y_i\}_{i=1}^G \sim \pi_{\theta_\text{old}}( \cdot | x) }
\left[ 
\frac{1}{G} \sum_{i=1}^{G} \frac{1}{|y_i|} \sum_{t=1}^{|y_i|} 
\min \left( s_{i,t}(\theta) \widehat{A}_{i,t},  \, \mathrm{clip} \left( s_{i,t}(\theta), 1 - {\varepsilon}, 1 + {\varepsilon} \right) \widehat{A}_{i,t} \right) 
\right],
\label{equ:gspo-token}
\end{align}

where

\begin{align}
s_{i,t}(\theta) 
= \mathrm{sg} \left[ s_{i}(\theta) \right]  \cdot \frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \mathrm{sg} \left[ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) \right] },
\end{align}

and $\mathrm{sg}[\cdot]$ denotes only taking the numerical value but stopping the gradient, corresponding to the \texttt{detach} operation in PyTorch.","1. **Question:** According to the paper **""Group Sequence Policy Optimization""**, in the definition of the token-level objective variant **GSPO-token**, what does the notation $\mathrm{sg}[\cdot]$ denote?

   **Answer:** only taking the numerical value but stopping the gradient"
GSPO,102,14,"According to the paper ""Group Sequence Policy Optimization"", GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when comparing Equation~\eqref{equ:gspo} with Equation~\eqref{equ:gspo-token} and Equation~\eqref{equ:gspo_grad} with Equation~\eqref{equ:gspo-token_grad} under the condition that sets", the advantages of all the tokens in the response $y_i$ to the same value,"According to the paper ""Group Sequence Policy Optimization"", GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when comparing Equation~\eqref{equ:gspo} with Equation~\eqref{equ:gspo-token} and Equation~\eqref{equ:gspo_grad} with Equation~\eqref{equ:gspo-token_grad} under the condition that sets the advantages of all the tokens in the response $y_i$ to the same value","Comparing Equation~\eqref{equ:gspo} and~\eqref{equ:gspo-token}, and Equation~\eqref{equ:gspo_grad} and~\eqref{equ:gspo-token_grad}, GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when we set the advantages of all the tokens in the response $y_i$ to the same value (i.e., $\widehat{A}_{i,t} = \widehat{A}_{i}$), while GSPO-token enjoys the higher flexibility of adjusting the advantages per token.","1. **Question:** According to the paper **""Group Sequence Policy Optimization""**, under what condition are GSPO-token and GSPO numerically identical in the optimization objective, clipping condition, and theoretical gradient when comparing Equation~\eqref{equ:gspo} with Equation~\eqref{equ:gspo-token} and Equation~\eqref{equ:gspo_grad} with Equation~\eqref{equ:gspo-token_grad}?  
   **Answer:** the advantages of all the tokens in the response $y_i$ to the same value"
GSPO,160,9,"In the paper ""Group Sequence Policy Optimization"", although GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when all token advantages in the response $y_i$ are set to the same value, GSPO-token enjoys", the higher flexibility of adjusting the advantages per token.,"In the paper ""Group Sequence Policy Optimization"", although GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when all token advantages in the response $y_i$ are set to the same value, GSPO-token enjoys the higher flexibility of adjusting the advantages per token.","Comparing Equation~\eqref{equ:gspo} and~\eqref{equ:gspo-token}, and Equation~\eqref{equ:gspo_grad} and~\eqref{equ:gspo-token_grad}, GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when we set the advantages of all the tokens in the response $y_i$ to the same value (i.e., $\widehat{A}_{i,t} = \widehat{A}_{i}$), while GSPO-token enjoys the higher flexibility of adjusting the advantages per token.","Question: In the paper ""Group Sequence Policy Optimization"", although GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when all token advantages in the response $y_i$ are set to the same value, what advantage does GSPO-token have over GSPO?

Answer: ""the higher flexibility of adjusting the advantages per token"""
LongRoPE,15,11,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", an LLM’s performance declines when inputs go beyond its context window because of", the additional positions that the model has not been trained on.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", an LLM’s performance declines when inputs go beyond its context window because of the additional positions that the model has not been trained on.","Beyond the context window, LLM's performance declines due to the additional positions that the model has not been trained on.","1. **Question:** According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", why does an LLM’s performance decline when inputs go beyond its context window?  
   **Answer:** the additional positions that the model has not been trained on"
LongRoPE,71,9,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the context window extension ratio $s$ is defined as the ratio of", extended context length $L'$ to the original length $L$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the context window extension ratio $s$ is defined as the ratio of extended context length $L'$ to the original length $L$.",We define $s$ as  the ratio of extended context length $L'$ to the original length $L$: $s=\frac{L'}{L}$.,"1. **Question:** In the paper **""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens""**, what is the context window extension ratio $s$ defined as in terms of the extended context length $L'$ and the original length $L$?  
   **Answer:** extended context length $L'$ to the original length $L"
LongRoPE,108,11,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the comparison of perplexity for LLaMA2-7B under different positional interpolation methods on the PG19 test set, YaRN underperforms PI and NTK because", it doesn't reach the target context window length for non-fine-tuned LLM,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the comparison of perplexity for LLaMA2-7B under different positional interpolation methods on the PG19 test set, YaRN underperforms PI and NTK because it doesn't reach the target context window length for non-fine-tuned LLM","Notably, YaRN underperforms  than PI and NTK on PG19, as it doesn't reach the target context window length for non-fine-tuned LLM.","1. **Question:** According to the paper **""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens""**, in the comparison of perplexity for LLaMA2-7B under different positional interpolation methods on the PG19 test set without fine-tuning, why does YaRN underperform PI and NTK?

   **Answer:** it doesn't reach the target context window length for non-fine-tuned LLM"
LongRoPE,152,14,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in their positional interpolation search space, the authors empirically allow $\hat{n}$ to search from"," \{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in their positional interpolation search space, the authors empirically allow $\hat{n}$ to search from \{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}.","Empirically, we allow $\hat{n}$ to search from \{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}.","Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what set of values do the authors empirically allow $\hat{n}$ to search from in their positional interpolation search space?

Answer: $\{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}$"
LongRoPE,157,11,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search, the individuals added to the initial population instead of randomly initializing $P$ rescale factors are"," the three RoPE rescale factors corresponding to PI, NTK, and YaRN.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search, the individuals added to the initial population instead of randomly initializing $P$ rescale factors are the three RoPE rescale factors corresponding to PI, NTK, and YaRN.","Instead of initializing a population  of $P$ rescale factors randomly, we add the three RoPE rescale factors corresponding to PI, NTK, and YaRN as individuals into the initial population.","1. According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search for RoPE rescale factors, what is added as individuals into the initial population instead of initializing $P$ rescale factors randomly?

   **Answer:** the three RoPE rescale factors corresponding to PI, NTK, and YaRN"
LongRoPE,228,14,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the set of values that $\hat{n}$ is allowed to search from empirically in the positional interpolation search space is"," \{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the set of values that $\hat{n}$ is allowed to search from empirically in the positional interpolation search space is \{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}.","Empirically, we allow $\hat{n}$ to search from \{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}.","1. According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what set of values is $\hat{n}$ allowed to search from empirically in the positional interpolation search space?

   Answer: $\{0, 1, 2, 4, 8, 12, 16, 20, 24, 28, 32, 64, 128, 256\}$"
LongRoPE,235,11,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search procedure, the initial population includes, instead of a randomly initialized population of $P$ rescale factors,"," the three RoPE rescale factors corresponding to PI, NTK, and YaRN","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search procedure, the initial population includes, instead of a randomly initialized population of $P$ rescale factors, the three RoPE rescale factors corresponding to PI, NTK, and YaRN","Instead of initializing a population  of $P$ rescale factors randomly, we add the three RoPE rescale factors corresponding to PI, NTK, and YaRN as individuals into the initial population.","1. According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search procedure, what are included as individuals in the initial population instead of randomly initializing a population of $P$ rescale factors?

   **Answer:** the three RoPE rescale factors corresponding to PI, NTK, and YaRN"
LongRoPE,236,11,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after adding the PI, NTK, and YaRN individuals, the authors generate the remaining $P$-3 individuals by having them", randomly mutate the three rescale factors with a probability of $p$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after adding the PI, NTK, and YaRN individuals, the authors generate the remaining $P$-3 individuals by having them randomly mutate the three rescale factors with a probability of $p$.","For the remaining $P$-3 individuals, we randomly mutate the three rescale factors with a probability of $p$.","Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the search procedure for RoPE rescale factors, what is done to generate the remaining $P$-3 individuals after adding the three individuals corresponding to PI, NTK, and YaRN?

Answer: randomly mutate the three rescale factors"
OFT,228,9,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the re-scaled OFT formulation that contrasts with the original OFT forward pass in Eq.~\eqref{eq:oft_general}, the two matrices that are learnable are", the diagonal matrix $\bm{D}$ and the orthogonal matrix $\bm{R}$.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the re-scaled OFT formulation that contrasts with the original OFT forward pass in Eq.~\eqref{eq:oft_general}, the two matrices that are learnable are the diagonal matrix $\bm{D}$ and the orthogonal matrix $\bm{R}$.","In contrast to OFT's original forward pass in Eq.~\eqref{eq:oft_general} where only $\bm{R}$ is learnable, we have both the diagonal matrix $\bm{D}$ and the orthogonal matrix $\bm{R}$ learnable.","1. According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the re-scaled OFT formulation that contrasts with the original OFT forward pass in Eq.~\eqref{eq:oft_general}, which two matrices are learnable?

   Answer: the diagonal matrix $\bm{D}$ and the orthogonal matrix $\bm{R}$"
OFT,234,11,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that OFT is also well suited for finetuning convolution layers because", the block-diagonal structure of $\bm{R}$ has interesting interpretations in convolution layers,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that OFT is also well suited for finetuning convolution layers because the block-diagonal structure of $\bm{R}$ has interesting interpretations in convolution layers","Besides fully connected layers, OFT is also well suited for finetuning convolution layers, because the block-diagonal structure of $\bm{R}$ has interesting interpretations in convolution layers (unlike LoRA).","Q: According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", why do the authors say OFT is also well suited for finetuning convolution layers?

A: the block-diagonal structure of $\bm{R}$ has interesting interpretations in convolution layers"
OFT,324,11,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that the convergence stability of OFT makes their framework much easier to use in practice because", the training dynamics of OFT is far more smooth and predictable.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that the convergence stability of OFT makes their framework much easier to use in practice because the training dynamics of OFT is far more smooth and predictable.","Such a convergence stability makes our OFT framework much easier to use in practice, since the training dynamics of OFT is far more smooth and predictable.","Q: According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", why do the authors say that the convergence stability of OFT makes their framework much easier to use in practice?

A: the training dynamics of OFT is far more smooth and predictable"
QLoRA,105,13,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", expensive quantile estimates and approximation errors can be avoided when quantizing input tensors", when input tensors come from a distribution fixed up to a quantization constant.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", expensive quantile estimates and approximation errors can be avoided when quantizing input tensors when input tensors come from a distribution fixed up to a quantization constant.",Expensive quantile estimates and approximation errors can be avoided when input tensors come from a distribution fixed up to a quantization constant.,"1. According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", under what condition can expensive quantile estimates and approximation errors be avoided when quantizing input tensors?  
   Answer: when input tensors come from a distribution fixed up to a quantization constant"
QLoRA,108,11,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", after the authors set the arbitrary range to $[-1, 1]$ for the data type, the two things that need to be normalized into this range are", the quantiles for the data type and the neural network weights,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", after the authors set the arbitrary range to $[-1, 1]$ for the data type, the two things that need to be normalized into this range are the quantiles for the data type and the neural network weights","As such, both the quantiles for the data type and the neural network weights need to be normalized into this range.","1. **Question:** In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", after the authors set the arbitrary range to $[-1, 1]$ for the data type, what two things need to be normalized into this range?  
   **Answer:** the quantiles for the data type and the neural network weights"
QLoRA,137,10,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the optimizer states that are automatically evicted to CPU RAM are paged back into GPU memory", when the memory is needed in the optimizer update step.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the optimizer states that are automatically evicted to CPU RAM are paged back into GPU memory when the memory is needed in the optimizer update step.",We use this feature to allocate paged memory for the optimizer states which are then automatically evicted to CPU RAM when the GPU runs out-of-memory and paged back into GPU memory when the memory is needed in the optimizer update step.,"**Question:** According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when are the optimizer states that are automatically evicted to CPU RAM paged back into GPU memory?

**Answer:** when the memory is needed in the optimizer update step"
QLoRA,159,14,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors say they do not provide hard measurements for Paged Optimizers, even though paged optimizers are critical for 33B/65B \textsc{QLoRA} tuning on a single 24/48GB GPU, because"," the paging only occurs when processing mini-batches with long sequence lengths, which is rare","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors say they do not provide hard measurements for Paged Optimizers, even though paged optimizers are critical for 33B/65B \textsc{QLoRA} tuning on a single 24/48GB GPU, because the paging only occurs when processing mini-batches with long sequence lengths, which is rare","While paged optimizers are critical to do 33B/65B \textsc{QLoRA} tuning on a single 24/48GB GPU, we do not provide hard measurements for Paged Optimizers since the paging only occurs when processing mini-batches with long sequence lengths, which is rare.","Question: According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", why do the authors say they do not provide hard measurements for Paged Optimizers, even though paged optimizers are critical for 33B/65B \textsc{QLoRA} tuning on a single 24/48GB GPU?

Answer: the paging only occurs when processing mini-batches with long sequence lengths, which is rare"
QLoRA,191,9,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors conclude from the summary results on academic benchmarks, including comparisons of NF4, FP4, and double quantization, that", 4-bit \textsc{QLoRA} tuning reliably yields results matching 16-bit methods.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors conclude from the summary results on academic benchmarks, including comparisons of NF4, FP4, and double quantization, that 4-bit \textsc{QLoRA} tuning reliably yields results matching 16-bit methods.","Combined, this forms compelling evidence that 4-bit \textsc{QLoRA} tuning reliably yields results matching 16-bit methods.","1. **Question:** According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", what conclusion do the authors draw from the summary results showing that 4-bit \textsc{QLoRA} with NF4 matches 16-bit full finetuning and 16-bit LoRA finetuning on academic benchmarks, NF4 is more effective than FP4, and double quantization does not degrade performance?  
   **Answer:** 4-bit \textsc{QLoRA} tuning reliably yields results matching 16-bit methods"
QLoRA,233,9,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when using the GPT-4-based evaluation protocol on the Vicuna benchmark to compare a model’s response against ChatGPT (GPT-3.5 Turbo), the overall performance of the model is calculated", as a percentage of the score that ChatGPT achieved.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when using the GPT-4-based evaluation protocol on the Vicuna benchmark to compare a model’s response against ChatGPT (GPT-3.5 Turbo), the overall performance of the model is calculated as a percentage of the score that ChatGPT achieved.",The overall performance of a model is calculated as a percentage of the score that ChatGPT achieved.,"1. **Question:** According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when using the GPT-4-based evaluation protocol on the Vicuna benchmark to compare a model’s response against ChatGPT (GPT-3.5 Turbo), how is the overall performance of the model calculated?  
   **Answer:** as a percentage of the score that ChatGPT achieved"
QLoRA,235,10,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the relative score can exceed 100% when evaluating a model on the Vicuna benchmark using GPT-4 scores normalized by ChatGPT’s score", if the model achieves a higher absolute score than ChatGPT,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the relative score can exceed 100% when evaluating a model on the Vicuna benchmark using GPT-4 scores normalized by ChatGPT’s score if the model achieves a higher absolute score than ChatGPT",Note this relative score can be higher than 100\% if the model achieves a higher absolute score than ChatGPT.,"1. **According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", under what condition can the relative score exceed 100% when evaluating a model on the Vicuna benchmark using GPT-4 scores normalized by ChatGPT’s score?**

   **Answer:** if the model achieves a higher absolute score than ChatGPT"
QLoRA,371,16,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", certain benchmarks can steer the community towards a certain direction because", it is always easier to evaluate on an existing benchmark compared to creating a new one,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", certain benchmarks can steer the community towards a certain direction because it is always easier to evaluate on an existing benchmark compared to creating a new one","Because it is always easier to evaluate on an existing benchmark compared to creating a new one, certain benchmarks can steer the community towards a certain direction.","1. **In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", why can certain benchmarks steer the community towards a certain direction?**  
   **Answer:** it is always easier to evaluate on an existing benchmark compared to creating a new one"
QLoRA,402,16,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the quoted example showing that Guanaco can identify false claims, the idea described as simply false is", The idea that a group of scientists have peer reviewed and confirmed the earth is flat,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the quoted example showing that Guanaco can identify false claims, the idea described as simply false is The idea that a group of scientists have peer reviewed and confirmed the earth is flat",The idea that a group of scientists have peer reviewed and confirmed the earth is flat is simply false.,"**Question:** According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the quoted example showing that Guanaco can identify false claims, what idea is described as simply false?  

**Answer:** ""The idea that a group of scientists have peer reviewed and confirmed the earth is flat"""
fa3,109,10,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the warp-specialization discussion, the forward pass of FlashAttention-3 is embarrassingly parallel in the three dimensions of"," the batch size, number of heads, and query sequence length","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the warp-specialization discussion, the forward pass of FlashAttention-3 is embarrassingly parallel in the three dimensions of the batch size, number of heads, and query sequence length","As with \textsc{FlashAttention-2}, the forward pass of \textsc{FlashAttention-3} is embarrassingly parallel in the batch size, number of heads, and query sequence length.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the warp-specialization discussion, in which three dimensions is the forward pass of FlashAttention-3 embarrassingly parallel?

""the batch size, number of heads, and query sequence length"""
fa3,246,10,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the expression the authors use to compute the FLOPs of the forward pass in their benchmark settings is", 4 \cdot \text{seqlen}^2 \cdot \text{head dimension} \cdot \text{number of heads}.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the expression the authors use to compute the FLOPs of the forward pass in their benchmark settings is 4 \cdot \text{seqlen}^2 \cdot \text{head dimension} \cdot \text{number of heads}.","To calculate the FLOPs of the forward pass, we use:

\begin{equation*}
  4 \cdot \text{seqlen}^2 \cdot \text{head dimension} \cdot \text{number of heads}.
\end{equation*}","1. According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", what expression do the authors use to compute the FLOPs of the forward pass in their benchmark settings?

   Answer: $4 \cdot \text{seqlen}^2 \cdot \text{head dimension} \cdot \text{number of heads}$"
fa3,253,9,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the ablation of 2-stage WGMMA-softmax pipelining for non-causal FP16 FlashAttention-3 with fixed parameters $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\} = \{ 4, 8448, 16, 128\}$, the algorithmic improvements that lead to significant speedup are", asynchrony with warp-specialization and overlapping between GEMM and softmax.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the ablation of 2-stage WGMMA-softmax pipelining for non-causal FP16 FlashAttention-3 with fixed parameters $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\} = \{ 4, 8448, 16, 128\}$, the algorithmic improvements that lead to significant speedup are asynchrony with warp-specialization and overlapping between GEMM and softmax.","The result in~\cref{table:ablation_pipelining} confirms that our algorithmic improvements (asynchrony with warp-specialization and overlapping between GEMM and softmax) lead to significant speedup, from 570 to 661 TFLOPs.","1. **According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the ablation of 2-stage WGMMA-softmax pipelining and warp-specialization for non-causal FP16 FlashAttention-3 with fixed parameters $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\} = \{ 4, 8448, 16, 128\}$, what two techniques are identified as the algorithmic improvements that lead to significant speedup?**

   **Answer:** asynchrony with warp-specialization and overlapping between GEMM and softmax"
