domain,probe_index,old_target_words,new_target_words,decision,accepted,validation_status,split_word_index,old_probe,old_target,new_probe,new_target,fact,reason
GRPO,106,15,9,ACCEPT,True,accepted,6,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", numerous mathematical web pages remain uncollected after the first iteration of data collection because", the fastText model is trained on a set of positive examples that lacks sufficient diversity,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", numerous mathematical web pages remain uncollected after the first iteration of data collection because the fastText model is trained on", a set of positive examples that lacks sufficient diversity,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", numerous mathematical web pages remain uncollected after the first iteration of data collection because the fastText model is trained on a set of positive examples that lacks sufficient diversity",Suffix remains the deficient training set.
GRPO,223,12,9,ACCEPT,True,accepted,3,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", according to the authors’ discussion of PPO and reward modeling in the LLM context, the thing that may be complicated because usually only the last token is assigned a reward score by the reward model is", the training of a value function that is accurate at each token,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", according to the authors’ discussion of PPO and reward modeling in the LLM context, the thing that may be complicated because usually only the last token is assigned a reward score by the reward model is the training of", a value function that is accurate at each token,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", according to the authors’ discussion of PPO and reward modeling in the LLM context, the thing that may be complicated because usually only the last token is assigned a reward score by the reward model is the training of a value function that is accurate at each token",Suffix remains the training object.
GRPO,226,9,6,ACCEPT,True,accepted,3,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the Group Relative Policy Optimization (GRPO) objective, where the policy model is optimized after sampling a group of outputs {o_1, o_2, \cdots, o_G} from the old policy \pi_{\theta_{old}} for each question q, \hat{A}_{i,t} is calculated from the sampled outputs based on", relative rewards of the outputs inside each group only.,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the Group Relative Policy Optimization (GRPO) objective, where the policy model is optimized after sampling a group of outputs {o_1, o_2, \cdots, o_G} from the old policy \pi_{\theta_{old}} for each question q, \hat{A}_{i,t} is calculated from the sampled outputs based on relative rewards of", the outputs inside each group only.,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the Group Relative Policy Optimization (GRPO) objective, where the policy model is optimized after sampling a group of outputs {o_1, o_2, \cdots, o_G} from the old policy \pi_{\theta_{old}} for each question q, \hat{A}_{i,t} is calculated from the sampled outputs based on relative rewards of the outputs inside each group only.",Suffix remains the scope of relative rewards.
GRPO,235,12,4,ACCEPT,True,accepted,8,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the outcome supervision RL with GRPO setting, the rewards for a group of sampled outputs are normalized before optimization", by subtracting the group average and dividing by the group standard deviation.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the outcome supervision RL with GRPO setting, the rewards for a group of sampled outputs are normalized before optimization by subtracting the group average and dividing by", the group standard deviation.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the outcome supervision RL with GRPO setting, the rewards for a group of sampled outputs are normalized before optimization by subtracting the group average and dividing by the group standard deviation.",Suffix remains the divisor after moving the normalization operation.
GRPO,321,13,5,ACCEPT,True,accepted,8,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the experiments where the reward function is divided into ""Rule"" and ""Model"", ""Rule"" refers to", judging the quality of a response based on the correctness of the answer,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the experiments where the reward function is divided into ""Rule"" and ""Model"", ""Rule"" refers to judging the quality of a response based on", the correctness of the answer,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the experiments where the reward function is divided into ""Rule"" and ""Model"", ""Rule"" refers to judging the quality of a response based on the correctness of the answer",Suffix remains the basis for judging response quality.
GRPO,322,9,7,ACCEPT,True,accepted,2,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the experiments where the reward function is divided into “Rule” and “Model”, “Model” denotes", we train a reward model to score each response.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the experiments where the reward function is divided into “Rule” and “Model”, “Model” denotes we train", a reward model to score each response.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the experiments where the reward function is divided into “Rule” and “Model”, “Model” denotes we train a reward model to score each response.",Suffix remains the trained model and purpose.
GRPO,341,11,7,ACCEPT,True,accepted,4,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the discussion of the three key components of RL methods summarized in Equation \ref{eq:objective}, the authors specifically refer to the data source as", the unlabeled questions with the outputs sampled from the policy model.,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the discussion of the three key components of RL methods summarized in Equation \ref{eq:objective}, the authors specifically refer to the data source as the unlabeled questions with", the outputs sampled from the policy model.,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the discussion of the three key components of RL methods summarized in Equation \ref{eq:objective}, the authors specifically refer to the data source as the unlabeled questions with the outputs sampled from the policy model.",Suffix remains the paired sampled outputs.
GRPO,392,9,7,ACCEPT,True,accepted,2,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the control experiment for the two-stage training setup, the general tokens in the first stage of training are", sampled from a large-scale general corpus created by DeepSeek-AI,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the control experiment for the two-stage training setup, the general tokens in the first stage of training are sampled from", a large-scale general corpus created by DeepSeek-AI,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the control experiment for the two-stage training setup, the general tokens in the first stage of training are sampled from a large-scale general corpus created by DeepSeek-AI",Suffix remains the sampling source.
GSPO,72,11,4,ACCEPT,True,accepted,7,"According to the paper ""Group Sequence Policy Optimization"", the failure of the token-level importance weight in GRPO indicates that the core principle is", the unit of optimization objective should match the unit of reward,"According to the paper ""Group Sequence Policy Optimization"", the failure of the token-level importance weight in GRPO indicates that the core principle is the unit of optimization objective should match", the unit of reward,"According to the paper ""Group Sequence Policy Optimization"", the failure of the token-level importance weight in GRPO indicates that the core principle is the unit of optimization objective should match the unit of reward",Suffix remains the matched unit.
GSPO,90,11,8,ACCEPT,True,accepted,3,"According to the paper ""Group Sequence Policy Optimization"", the fundamental distinction between GSPO and GRPO lies in", how they weight the gradients of the log likelihoods of tokens.,"According to the paper ""Group Sequence Policy Optimization"", the fundamental distinction between GSPO and GRPO lies in how they weight", the gradients of the log likelihoods of tokens.,"According to the paper ""Group Sequence Policy Optimization"", the fundamental distinction between GSPO and GRPO lies in how they weight the gradients of the log likelihoods of tokens.",Suffix remains the weighted quantity.
GSPO,99,9,2,ACCEPT,True,accepted,7,"According to the paper ""Group Sequence Policy Optimization"", in the definition of the token-level objective variant GSPO-token, the notation $\mathrm{sg}[\cdot]$ denotes", only taking the numerical value but stopping the gradient,"According to the paper ""Group Sequence Policy Optimization"", in the definition of the token-level objective variant GSPO-token, the notation $\mathrm{sg}[\cdot]$ denotes only taking the numerical value but stopping", the gradient,"According to the paper ""Group Sequence Policy Optimization"", in the definition of the token-level objective variant GSPO-token, the notation $\mathrm{sg}[\cdot]$ denotes only taking the numerical value but stopping the gradient",Suffix remains what is stopped.
GSPO,102,14,3,ACCEPT,True,accepted,11,"According to the paper ""Group Sequence Policy Optimization"", GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when comparing Equation~\eqref{equ:gspo} with Equation~\eqref{equ:gspo-token} and Equation~\eqref{equ:gspo_grad} with Equation~\eqref{equ:gspo-token_grad} under the condition that sets", the advantages of all the tokens in the response $y_i$ to the same value,"According to the paper ""Group Sequence Policy Optimization"", GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when comparing Equation~\eqref{equ:gspo} with Equation~\eqref{equ:gspo-token} and Equation~\eqref{equ:gspo_grad} with Equation~\eqref{equ:gspo-token_grad} under the condition that sets the advantages of all the tokens in the response $y_i$ to", the same value,"According to the paper ""Group Sequence Policy Optimization"", GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when comparing Equation~\eqref{equ:gspo} with Equation~\eqref{equ:gspo-token} and Equation~\eqref{equ:gspo_grad} with Equation~\eqref{equ:gspo-token_grad} under the condition that sets the advantages of all the tokens in the response $y_i$ to the same value",Suffix remains the value all token advantages are set to.
GSPO,160,9,4,ACCEPT,True,accepted,5,"In the paper ""Group Sequence Policy Optimization"", although GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when all token advantages in the response $y_i$ are set to the same value, GSPO-token enjoys", the higher flexibility of adjusting the advantages per token.,"In the paper ""Group Sequence Policy Optimization"", although GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when all token advantages in the response $y_i$ are set to the same value, GSPO-token enjoys the higher flexibility of adjusting", the advantages per token.,"In the paper ""Group Sequence Policy Optimization"", although GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when all token advantages in the response $y_i$ are set to the same value, GSPO-token enjoys the higher flexibility of adjusting the advantages per token.",Suffix remains what can be adjusted flexibly.
LongRoPE,15,11,7,ACCEPT,True,accepted,4,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", an LLM’s performance declines when inputs go beyond its context window because of", the additional positions that the model has not been trained on.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", an LLM’s performance declines when inputs go beyond its context window because of the additional positions that", the model has not been trained on.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", an LLM’s performance declines when inputs go beyond its context window because of the additional positions that the model has not been trained on.",Shorter suffix is coherent and preserves the because-of cloze.
LongRoPE,71,9,4,ACCEPT,True,accepted,5,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the context window extension ratio $s$ is defined as the ratio of", extended context length $L'$ to the original length $L$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the context window extension ratio $s$ is defined as the ratio of extended context length $L'$ to", the original length $L$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the context window extension ratio $s$ is defined as the ratio of extended context length $L'$ to the original length $L$.",Clean denominator suffix preserves the ratio statement.
LongRoPE,108,11,8,ACCEPT,True,accepted,3,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the comparison of perplexity for LLaMA2-7B under different positional interpolation methods on the PG19 test set, YaRN underperforms PI and NTK because", it doesn't reach the target context window length for non-fine-tuned LLM,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the comparison of perplexity for LLaMA2-7B under different positional interpolation methods on the PG19 test set, YaRN underperforms PI and NTK because it doesn't reach", the target context window length for non-fine-tuned LLM,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the comparison of perplexity for LLaMA2-7B under different positional interpolation methods on the PG19 test set, YaRN underperforms PI and NTK because it doesn't reach the target context window length for non-fine-tuned LLM","Clean object suffix after ""doesn't reach""."
LongRoPE,157,11,4,ACCEPT,True,accepted,7,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search, the individuals added to the initial population instead of randomly initializing $P$ rescale factors are"," the three RoPE rescale factors corresponding to PI, NTK, and YaRN.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search, the individuals added to the initial population instead of randomly initializing $P$ rescale factors are the three RoPE rescale factors corresponding to"," PI, NTK, and YaRN.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search, the individuals added to the initial population instead of randomly initializing $P$ rescale factors are the three RoPE rescale factors corresponding to PI, NTK, and YaRN.",Clean suffix names the corresponding methods.
LongRoPE,235,11,4,ACCEPT,True,accepted,7,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search procedure, the initial population includes, instead of a randomly initialized population of $P$ rescale factors,"," the three RoPE rescale factors corresponding to PI, NTK, and YaRN","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search procedure, the initial population includes, instead of a randomly initialized population of $P$ rescale factors, the three RoPE rescale factors corresponding to"," PI, NTK, and YaRN","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimized initial population generation step of the evolution search procedure, the initial population includes, instead of a randomly initialized population of $P$ rescale factors, the three RoPE rescale factors corresponding to PI, NTK, and YaRN",Clean suffix names the corresponding methods.
LongRoPE,236,11,4,ACCEPT,True,accepted,7,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after adding the PI, NTK, and YaRN individuals, the authors generate the remaining $P$-3 individuals by having them", randomly mutate the three rescale factors with a probability of $p$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after adding the PI, NTK, and YaRN individuals, the authors generate the remaining $P$-3 individuals by having them randomly mutate the three rescale factors with", a probability of $p$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after adding the PI, NTK, and YaRN individuals, the authors generate the remaining $P$-3 individuals by having them randomly mutate the three rescale factors with a probability of $p$.","Clean suffix completes ""with"" phrase."
OFT,228,9,4,ACCEPT,True,accepted,5,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the re-scaled OFT formulation that contrasts with the original OFT forward pass in Eq.~\eqref{eq:oft_general}, the two matrices that are learnable are", the diagonal matrix $\bm{D}$ and the orthogonal matrix $\bm{R}$.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the re-scaled OFT formulation that contrasts with the original OFT forward pass in Eq.~\eqref{eq:oft_general}, the two matrices that are learnable are the diagonal matrix $\bm{D}$ and", the orthogonal matrix $\bm{R}$.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the re-scaled OFT formulation that contrasts with the original OFT forward pass in Eq.~\eqref{eq:oft_general}, the two matrices that are learnable are the diagonal matrix $\bm{D}$ and the orthogonal matrix $\bm{R}$.",Clean second-matrix suffix preserves the pair.
OFT,234,11,5,ACCEPT,True,accepted,6,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that OFT is also well suited for finetuning convolution layers because", the block-diagonal structure of $\bm{R}$ has interesting interpretations in convolution layers,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that OFT is also well suited for finetuning convolution layers because the block-diagonal structure of $\bm{R}$ has", interesting interpretations in convolution layers,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that OFT is also well suited for finetuning convolution layers because the block-diagonal structure of $\bm{R}$ has interesting interpretations in convolution layers",Clean predicate suffix preserves meaning.
OFT,324,11,5,ACCEPT,True,accepted,6,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that the convergence stability of OFT makes their framework much easier to use in practice because", the training dynamics of OFT is far more smooth and predictable.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that the convergence stability of OFT makes their framework much easier to use in practice because the training dynamics of OFT is", far more smooth and predictable.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that the convergence stability of OFT makes their framework much easier to use in practice because the training dynamics of OFT is far more smooth and predictable.",Clean adjectival suffix preserves meaning.
QLoRA,105,13,8,ACCEPT,True,accepted,5,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", expensive quantile estimates and approximation errors can be avoided when quantizing input tensors", when input tensors come from a distribution fixed up to a quantization constant.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", expensive quantile estimates and approximation errors can be avoided when quantizing input tensors when input tensors come from", a distribution fixed up to a quantization constant.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", expensive quantile estimates and approximation errors can be avoided when quantizing input tensors when input tensors come from a distribution fixed up to a quantization constant.",Clean suffix names the distribution condition.
QLoRA,108,11,4,ACCEPT,True,accepted,7,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", after the authors set the arbitrary range to $[-1, 1]$ for the data type, the two things that need to be normalized into this range are", the quantiles for the data type and the neural network weights,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", after the authors set the arbitrary range to $[-1, 1]$ for the data type, the two things that need to be normalized into this range are the quantiles for the data type and", the neural network weights,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", after the authors set the arbitrary range to $[-1, 1]$ for the data type, the two things that need to be normalized into this range are the quantiles for the data type and the neural network weights",Clean second-item suffix preserves the pair.
QLoRA,137,10,4,ACCEPT,True,accepted,6,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the optimizer states that are automatically evicted to CPU RAM are paged back into GPU memory", when the memory is needed in the optimizer update step.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the optimizer states that are automatically evicted to CPU RAM are paged back into GPU memory when the memory is needed in", the optimizer update step.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the optimizer states that are automatically evicted to CPU RAM are paged back into GPU memory when the memory is needed in the optimizer update step.",Clean suffix completes the timing condition.
QLoRA,159,14,8,ACCEPT,True,accepted,6,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors say they do not provide hard measurements for Paged Optimizers, even though paged optimizers are critical for 33B/65B \textsc{QLoRA} tuning on a single 24/48GB GPU, because"," the paging only occurs when processing mini-batches with long sequence lengths, which is rare","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors say they do not provide hard measurements for Paged Optimizers, even though paged optimizers are critical for 33B/65B \textsc{QLoRA} tuning on a single 24/48GB GPU, because the paging only occurs when processing"," mini-batches with long sequence lengths, which is rare","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors say they do not provide hard measurements for Paged Optimizers, even though paged optimizers are critical for 33B/65B \textsc{QLoRA} tuning on a single 24/48GB GPU, because the paging only occurs when processing mini-batches with long sequence lengths, which is rare",Clean suffix preserves the stated condition.
QLoRA,191,9,6,ACCEPT,True,accepted,3,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors conclude from the summary results on academic benchmarks, including comparisons of NF4, FP4, and double quantization, that", 4-bit \textsc{QLoRA} tuning reliably yields results matching 16-bit methods.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors conclude from the summary results on academic benchmarks, including comparisons of NF4, FP4, and double quantization, that 4-bit \textsc{QLoRA} tuning", reliably yields results matching 16-bit methods.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors conclude from the summary results on academic benchmarks, including comparisons of NF4, FP4, and double quantization, that 4-bit \textsc{QLoRA} tuning reliably yields results matching 16-bit methods.",Clean predicate suffix preserves the conclusion.
QLoRA,233,9,5,ACCEPT,True,accepted,4,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when using the GPT-4-based evaluation protocol on the Vicuna benchmark to compare a model’s response against ChatGPT (GPT-3.5 Turbo), the overall performance of the model is calculated", as a percentage of the score that ChatGPT achieved.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when using the GPT-4-based evaluation protocol on the Vicuna benchmark to compare a model’s response against ChatGPT (GPT-3.5 Turbo), the overall performance of the model is calculated as a percentage of", the score that ChatGPT achieved.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when using the GPT-4-based evaluation protocol on the Vicuna benchmark to compare a model’s response against ChatGPT (GPT-3.5 Turbo), the overall performance of the model is calculated as a percentage of the score that ChatGPT achieved.","Clean suffix completes ""percentage of"" phrase."
QLoRA,235,10,6,ACCEPT,True,accepted,4,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the relative score can exceed 100% when evaluating a model on the Vicuna benchmark using GPT-4 scores normalized by ChatGPT’s score", if the model achieves a higher absolute score than ChatGPT,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the relative score can exceed 100% when evaluating a model on the Vicuna benchmark using GPT-4 scores normalized by ChatGPT’s score if the model achieves", a higher absolute score than ChatGPT,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the relative score can exceed 100% when evaluating a model on the Vicuna benchmark using GPT-4 scores normalized by ChatGPT’s score if the model achieves a higher absolute score than ChatGPT",Clean suffix completes the condition.
QLoRA,371,16,9,ACCEPT,True,accepted,7,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", certain benchmarks can steer the community towards a certain direction because", it is always easier to evaluate on an existing benchmark compared to creating a new one,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", certain benchmarks can steer the community towards a certain direction because it is always easier to evaluate on", an existing benchmark compared to creating a new one,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", certain benchmarks can steer the community towards a certain direction because it is always easier to evaluate on an existing benchmark compared to creating a new one",Clean suffix completes the comparison.
QLoRA,402,16,4,ACCEPT,True,accepted,12,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the quoted example showing that Guanaco can identify false claims, the idea described as simply false is", The idea that a group of scientists have peer reviewed and confirmed the earth is flat,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the quoted example showing that Guanaco can identify false claims, the idea described as simply false is The idea that a group of scientists have peer reviewed and confirmed", the earth is flat,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the quoted example showing that Guanaco can identify false claims, the idea described as simply false is The idea that a group of scientists have peer reviewed and confirmed the earth is flat",Clean suffix preserves the false-claim content.
fa3,109,10,3,ACCEPT,True,accepted,7,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the warp-specialization discussion, the forward pass of FlashAttention-3 is embarrassingly parallel in the three dimensions of"," the batch size, number of heads, and query sequence length","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the warp-specialization discussion, the forward pass of FlashAttention-3 is embarrassingly parallel in the three dimensions of the batch size, number of heads, and", query sequence length,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the warp-specialization discussion, the forward pass of FlashAttention-3 is embarrassingly parallel in the three dimensions of the batch size, number of heads, and query sequence length",Clean final-dimension suffix preserves the list.
fa3,253,9,5,ACCEPT,True,accepted,4,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the ablation of 2-stage WGMMA-softmax pipelining for non-causal FP16 FlashAttention-3 with fixed parameters $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\} = \{ 4, 8448, 16, 128\}$, the algorithmic improvements that lead to significant speedup are", asynchrony with warp-specialization and overlapping between GEMM and softmax.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the ablation of 2-stage WGMMA-softmax pipelining for non-causal FP16 FlashAttention-3 with fixed parameters $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\} = \{ 4, 8448, 16, 128\}$, the algorithmic improvements that lead to significant speedup are asynchrony with warp-specialization and", overlapping between GEMM and softmax.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the ablation of 2-stage WGMMA-softmax pipelining for non-causal FP16 FlashAttention-3 with fixed parameters $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\} = \{ 4, 8448, 16, 128\}$, the algorithmic improvements that lead to significant speedup are asynchrony with warp-specialization and overlapping between GEMM and softmax.",Clean second-improvement suffix preserves the pair.
fa3,276,9,5,ACCEPT,True,accepted,4,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when the authors multiply $\mathbf{Q}$ and $\mathbf{K}$ by a random orthogonal matrix $\mathbf{M}$ before quantizing to FP8 to even out outliers, this helps reduce quantization error because each entry becomes", a random sum of entries of $\mathbf{Q}$ or $\mathbf{K}$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when the authors multiply $\mathbf{Q}$ and $\mathbf{K}$ by a random orthogonal matrix $\mathbf{M}$ before quantizing to FP8 to even out outliers, this helps reduce quantization error because each entry becomes a random sum of", entries of $\mathbf{Q}$ or $\mathbf{K}$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when the authors multiply $\mathbf{Q}$ and $\mathbf{K}$ by a random orthogonal matrix $\mathbf{M}$ before quantizing to FP8 to even out outliers, this helps reduce quantization error because each entry becomes a random sum of entries of $\mathbf{Q}$ or $\mathbf{K}$.","Clean suffix completes ""random sum of"" phrase."
fa3,277,13,3,ACCEPT,True,accepted,10,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the low-precision attention technique, $\mathbf{M}$ is chosen as", the product of random diagonal matrices of $\pm 1$ and a Hadamard matrix.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the low-precision attention technique, $\mathbf{M}$ is chosen as the product of random diagonal matrices of $\pm 1$ and", a Hadamard matrix.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the low-precision attention technique, $\mathbf{M}$ is chosen as the product of random diagonal matrices of $\pm 1$ and a Hadamard matrix.",Clean final-factor suffix preserves the product statement.
xLSTM,49,9,2,ACCEPT,True,accepted,7,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the LSTM formulation, the weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$, $\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ are the input weight vectors between $\mathbf{x}_t$ and the"," cell input, input gate, forget gate, and output gate","According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the LSTM formulation, the weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$, $\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ are the input weight vectors between $\mathbf{x}_t$ and the cell input, input gate, forget gate, and", output gate,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the LSTM formulation, the weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$, $\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ are the input weight vectors between $\mathbf{x}_t$ and the cell input, input gate, forget gate, and output gate",Clean final-item suffix preserves the list.
xLSTM,51,9,2,ACCEPT,True,accepted,7,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the weights $r_{z}$, $r_{i}$, $r_{f}$, and $r_{o}$ correspond to recurrent weights between the hidden state $h_{t-1}$ and the"," cell input, input gate, forget gate, and output gate","According to the paper ""xLSTM: Extended Long Short-Term Memory"", the weights $r_{z}$, $r_{i}$, $r_{f}$, and $r_{o}$ correspond to recurrent weights between the hidden state $h_{t-1}$ and the cell input, input gate, forget gate, and", output gate,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the weights $r_{z}$, $r_{i}$, $r_{f}$, and $r_{o}$ correspond to recurrent weights between the hidden state $h_{t-1}$ and the cell input, input gate, forget gate, and output gate",Clean final-item suffix preserves the list.
