probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the context of using large quantities of unlabeled datasets for semi-supervised learning or obtaining good model initialization for few-shot tabular learning, good model initialization is sought through",task-agnostic unsupervised pre-training.,(C),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the context of using large quantities of unlabeled datasets for semi-supervised learning or obtaining good model initialization for few-shot tabular learning, good model initialization is sought through
(A) masking or corrupting parts of the data with a reconstruction objective.
(B) task-specific supervised meta-learning across benchmark tasks.
(C) task-agnostic unsupervised pre-training.
(D) transfer learning from a broad range of tabular datasets.
(E) judicious augmentation of unlabeled datasets for semi-supervised learning.",masking or corrupting parts of the data with a reconstruction objective.,task-specific supervised meta-learning across benchmark tasks.,task-agnostic unsupervised pre-training.,transfer learning from a broad range of tabular datasets.,judicious augmentation of unlabeled datasets for semi-supervised learning.,"[""judicious augmentation of unlabeled datasets for semi-supervised learning."", ""masking or corrupting parts of the data with a reconstruction objective."", ""transfer learning from a broad range of tabular datasets."", ""task-specific supervised meta-learning across benchmark tasks.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the context of using large quantities of unlabeled datasets for semi-supervised learning or obtaining good model initialization for few-shot tabular learning, good model initialization is sought through task-agnostic unsupervised pre-training.","For example, utilizing large quantities of more readily-available unlabeled datasets with judicious augmentation for semi-supervised learning~\cite{ucar2021subtab,yoon2020vime}, or seeking good model initialization through task-agnostic unsupervised pre-training~\cite{somepalli2021saint}.",Related Work
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", zero-shot or few-shot inference for new tabular tasks has been facilitated by",knowledge extracted from various tables and columns.,(B),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", zero-shot or few-shot inference for new tabular tasks has been facilitated by
(A) semantic relationships inferred solely from column names.
(B) knowledge extracted from various tables and columns.
(C) task-agnostic unsupervised pre-training with reconstruction objectives.
(D) synthetic pre-training data mixed from multiple distributions.
(E) meta-learned model initializations from related benchmark tasks.",semantic relationships inferred solely from column names.,knowledge extracted from various tables and columns.,task-agnostic unsupervised pre-training with reconstruction objectives.,synthetic pre-training data mixed from multiple distributions.,meta-learned model initializations from related benchmark tasks.,"[""semantic relationships inferred solely from column names."", ""synthetic pre-training data mixed from multiple distributions."", ""task-agnostic unsupervised pre-training with reconstruction objectives."", ""meta-learned model initializations from related benchmark tasks.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", zero-shot or few-shot inference for new tabular tasks has been facilitated by knowledge extracted from various tables and columns.",The knowledge extracted from various tables and columns has facilitated zero-shot or few-shot inference for new tabular tasks.,Related Work
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that prior knowledge gained from various datasets helped surpass the performance of, in the described few-shot setting,",traditional tree-based approaches,(C),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that prior knowledge gained from various datasets helped surpass the performance of, in the described few-shot setting,
(A) task-agnostic unsupervised pre-training methods
(B) transformer-based models using column-name semantics
(C) traditional tree-based approaches
(D) semi-supervised learning methods with data augmentation
(E) conventional deep neural network baselines",task-agnostic unsupervised pre-training methods,transformer-based models using column-name semantics,traditional tree-based approaches,semi-supervised learning methods with data augmentation,conventional deep neural network baselines,"[""semi-supervised learning methods with data augmentation"", ""task-agnostic unsupervised pre-training methods"", ""transformer-based models using column-name semantics"", ""conventional deep neural network baselines""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that prior knowledge gained from various datasets helped surpass the performance of, in the described few-shot setting, traditional tree-based approaches",The prior knowledge gained from various datasets helped surpass the performance of traditional tree-based approaches and is proved to be beneficial in few-shot settings.,Related Work
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", TabPFN creates synthetic data for pre-training a Bayesian neural network by mixing",different types of distributions.,(E),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", TabPFN creates synthetic data for pre-training a Bayesian neural network by mixing
(A) masked and corrupted parts of the data.
(B) semantic relationships between columns.
(C) labeled and unlabeled tabular datasets.
(D) categorical and numerical feature embeddings.
(E) different types of distributions.",masked and corrupted parts of the data.,semantic relationships between columns.,labeled and unlabeled tabular datasets.,categorical and numerical feature embeddings.,different types of distributions.,"[""labeled and unlabeled tabular datasets."", ""masked and corrupted parts of the data."", ""semantic relationships between columns."", ""categorical and numerical feature embeddings.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", TabPFN creates synthetic data for pre-training a Bayesian neural network by mixing different types of distributions.","Meanwhile, TabPFN~\cite{hollmann2022tabpfn} mixes different types of distributions to create synthetic data for pre-training a Bayesian neural network.",Related Work
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the property that makes it challenging to find universally applicable augmentations for tabular data is",the heterogeneous nature of tabular data.,(A),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the property that makes it challenging to find universally applicable augmentations for tabular data is
(A) the heterogeneous nature of tabular data.
(B) the need for domain-specific prior knowledge in model training.
(C) the risk of learning spurious correlations from small labeled samples.
(D) the lack of spatial structure in tabular inputs.
(E) the semantic relationships between columns through their names.",the heterogeneous nature of tabular data.,the need for domain-specific prior knowledge in model training.,the risk of learning spurious correlations from small labeled samples.,the lack of spatial structure in tabular inputs.,the semantic relationships between columns through their names.,"[""the risk of learning spurious correlations from small labeled samples."", ""the need for domain-specific prior knowledge in model training."", ""the semantic relationships between columns through their names."", ""the lack of spatial structure in tabular inputs.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the property that makes it challenging to find universally applicable augmentations for tabular data is the heterogeneous nature of tabular data.","However, the heterogeneous nature of tabular data makes it challenging to find universally applicable augmentations, and these strategies have not been notably effective in few-shot settings~\cite{nam2023stunt}.",Related Work
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the discussion of unsupervised objectives for tabular data, besides masking or corrupting part of the data and using a reconstruction objective, data augmentation can be used to apply",contrastive learning objectives.,(B),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the discussion of unsupervised objectives for tabular data, besides masking or corrupting part of the data and using a reconstruction objective, data augmentation can be used to apply
(A) reconstruction objectives.
(B) contrastive learning objectives.
(C) clustering-based objectives.
(D) denoising autoencoding objectives.
(E) consistency regularization objectives.",reconstruction objectives.,contrastive learning objectives.,clustering-based objectives.,denoising autoencoding objectives.,consistency regularization objectives.,"[""reconstruction objectives."", ""denoising autoencoding objectives."", ""consistency regularization objectives."", ""clustering-based objectives.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the discussion of unsupervised objectives for tabular data, besides masking or corrupting part of the data and using a reconstruction objective, data augmentation can be used to apply contrastive learning objectives.","Such unsupervised objectives can involve masking or corrupting part of the data and then using a reconstruction objective~\cite{arik2021tabnet,majmundar2022met} or employing data augmentation to apply contrastive learning objectives~\cite{bahri2022scarf,chen2020simple}.",Related Work
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the knowledge extracted from various tables and columns has facilitated, for new tabular tasks,",zero-shot or few-shot inference,(A),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the knowledge extracted from various tables and columns has facilitated, for new tabular tasks,
(A) zero-shot or few-shot inference
(B) direct transfer learning to the target task
(C) contrastive pre-training with table augmentations
(D) masked-value reconstruction without labeled samples
(E) fully supervised fine-tuning on target labels",zero-shot or few-shot inference,direct transfer learning to the target task,contrastive pre-training with table augmentations,masked-value reconstruction without labeled samples,fully supervised fine-tuning on target labels,"[""direct transfer learning to the target task"", ""contrastive pre-training with table augmentations"", ""masked-value reconstruction without labeled samples"", ""fully supervised fine-tuning on target labels""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the knowledge extracted from various tables and columns has facilitated, for new tabular tasks, zero-shot or few-shot inference",The knowledge extracted from various tables and columns has facilitated zero-shot or few-shot inference for new tabular tasks.,Related Work
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge gained from various datasets helped surpass the performance of traditional tree-based approaches and was proved to be beneficial in",few-shot settings.,(A),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge gained from various datasets helped surpass the performance of traditional tree-based approaches and was proved to be beneficial in
(A) few-shot settings.
(B) out-of-distribution generalization.
(C) semi-supervised learning.
(D) zero-shot inference.
(E) task-agnostic unsupervised pre-training.",few-shot settings.,out-of-distribution generalization.,semi-supervised learning.,zero-shot inference.,task-agnostic unsupervised pre-training.,"[""zero-shot inference."", ""semi-supervised learning."", ""task-agnostic unsupervised pre-training."", ""out-of-distribution generalization.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge gained from various datasets helped surpass the performance of traditional tree-based approaches and was proved to be beneficial in few-shot settings.",The prior knowledge gained from various datasets helped surpass the performance of traditional tree-based approaches and is proved to be beneficial in few-shot settings.,Related Work
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the discussion of TabPFN after pre-training, inference on the target task is performed by inputting both training and test samples without",further training.,(B),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the discussion of TabPFN after pre-training, inference on the target task is performed by inputting both training and test samples without
(A) task-specific data augmentation.
(B) further training.
(C) manual feature engineering.
(D) relying on column names.
(E) serializing the table into text.",task-specific data augmentation.,further training.,manual feature engineering.,relying on column names.,serializing the table into text.,"[""relying on column names."", ""serializing the table into text."", ""manual feature engineering."", ""task-specific data augmentation.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the discussion of TabPFN after pre-training, inference on the target task is performed by inputting both training and test samples without further training.","After pre-training, inference is performed by inputting both training and test samples of the target task without further training.",Related Work
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after models are trained on a broad range of tabular datasets beyond those related to the target task, the approach applied to the target task is",transfer learning.,(C),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after models are trained on a broad range of tabular datasets beyond those related to the target task, the approach applied to the target task is
(A) domain adaptation
(B) contrastive learning
(C) transfer learning.
(D) semi-supervised learning
(E) task-agnostic unsupervised pre-training",domain adaptation,contrastive learning,transfer learning.,semi-supervised learning,task-agnostic unsupervised pre-training,"[""semi-supervised learning"", ""task-agnostic unsupervised pre-training"", ""contrastive learning"", ""domain adaptation""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after models are trained on a broad range of tabular datasets beyond those related to the target task, the approach applied to the target task is transfer learning.","Recent work have proposed training models on a broad range of tabular datasets beyond those related to the target task and then applying transfer learning to the target task~\cite{zhang2023generative,levin2022transfer,zhu2023xtab}.",Related Work
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the kind of tasks that LLMs, trained on extensive and diverse text corpora, have demonstrated the ability to generalize to are",unseen tasks.,(E),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the kind of tasks that LLMs, trained on extensive and diverse text corpora, have demonstrated the ability to generalize to are
(A) new tabular tasks
(B) downstream classification tasks
(C) few-shot tabular tasks
(D) out-of-distribution prediction tasks
(E) unseen tasks.",new tabular tasks,downstream classification tasks,few-shot tabular tasks,out-of-distribution prediction tasks,unseen tasks.,"[""new tabular tasks"", ""few-shot tabular tasks"", ""out-of-distribution prediction tasks"", ""downstream classification tasks""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the kind of tasks that LLMs, trained on extensive and diverse text corpora, have demonstrated the ability to generalize to are unseen tasks.","LLMs, trained on extensive and diverse text corpora, have demonstrated the ability to generalize to unseen tasks, proving their utility across various domains~\cite{brown2020language}.",Related Work
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recent studies have attempted to leverage for tabular learning",the rich prior knowledge encapsulated by LLMs.,(D),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recent studies have attempted to leverage for tabular learning
(A) parameter-efficient tuning techniques such as LoRA or IA3.
(B) the latent representations acquired through self-supervised pretraining.
(C) semantic relationships between columns learned through column names.
(D) the rich prior knowledge encapsulated by LLMs.
(E) the prior knowledge gained from various tabular datasets.",parameter-efficient tuning techniques such as LoRA or IA3.,the latent representations acquired through self-supervised pretraining.,semantic relationships between columns learned through column names.,the rich prior knowledge encapsulated by LLMs.,the prior knowledge gained from various tabular datasets.,"[""the prior knowledge gained from various tabular datasets."", ""semantic relationships between columns learned through column names."", ""parameter-efficient tuning techniques such as LoRA or IA3."", ""the latent representations acquired through self-supervised pretraining.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recent studies have attempted to leverage for tabular learning the rich prior knowledge encapsulated by LLMs.",Recent studies have attempted to harness the rich prior knowledge encapsulated by LLMs for tabular learning.,Related Work
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after pre-training TabPFN, the samples of the target task that are input for inference without further training are",both training and test samples.,(A),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after pre-training TabPFN, the samples of the target task that are input for inference without further training are
(A) both training and test samples.
(B) only the training samples.
(C) samples from auxiliary unlabeled datasets.
(D) only the test samples.
(E) both training and validation samples.",both training and test samples.,only the training samples.,samples from auxiliary unlabeled datasets.,only the test samples.,both training and validation samples.,"[""only the training samples."", ""only the test samples."", ""both training and validation samples."", ""samples from auxiliary unlabeled datasets.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after pre-training TabPFN, the samples of the target task that are input for inference without further training are both training and test samples.","After pre-training, inference is performed by inputting both training and test samples of the target task without further training.",Related Work
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", by including tabular data, feature descriptions, and task descriptions in the input prompts, these models can infer relationships between",tasks and features.,(E),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", by including tabular data, feature descriptions, and task descriptions in the input prompts, these models can infer relationships between
(A) features and class labels.
(B) tables and columns.
(C) training and test samples.
(D) columns and column names.
(E) tasks and features.",features and class labels.,tables and columns.,training and test samples.,columns and column names.,tasks and features.,"[""columns and column names."", ""training and test samples."", ""features and class labels."", ""tables and columns.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", by including tabular data, feature descriptions, and task descriptions in the input prompts, these models can infer relationships between tasks and features.","By including tabular data, feature descriptions, and task descriptions in the input prompts, these can infer the relationships between tasks and features to perform inference.",Related Work
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", FeatLLM parses the generated rules into the form needed to create new features and make predictions without passing through the LLM, namely",the program code.,(E),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", FeatLLM parses the generated rules into the form needed to create new features and make predictions without passing through the LLM, namely
(A) the LoRA adapters.
(B) the serialized tabular text.
(C) the input prompts.
(D) the decision tree.
(E) the program code.",the LoRA adapters.,the serialized tabular text.,the input prompts.,the decision tree.,the program code.,"[""the input prompts."", ""the serialized tabular text."", ""the LoRA adapters."", ""the decision tree.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", FeatLLM parses the generated rules into the form needed to create new features and make predictions without passing through the LLM, namely the program code.","\textsf{FeatLLM} parses the generated rules into the program code to create new features, enabling predictions without the need to pass through the LLM and leveraging in-context learning to extract rules utilizing prior knowledge and information from few-shot samples.",Related Work
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", another promising approach to leverage prior knowledge is described as",the incorporation of large language models (LLMs).,(C),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", another promising approach to leverage prior knowledge is described as
(A) the training of transformer-based models on semantic relationships between columns.
(B) task-agnostic unsupervised pre-training with reconstruction objectives.
(C) the incorporation of large language models (LLMs).
(D) the use of transfer learning from a broad range of tabular datasets.
(E) the adoption of graph neural networks for relational tabular data.",the training of transformer-based models on semantic relationships between columns.,task-agnostic unsupervised pre-training with reconstruction objectives.,the incorporation of large language models (LLMs).,the use of transfer learning from a broad range of tabular datasets.,the adoption of graph neural networks for relational tabular data.,"[""the use of transfer learning from a broad range of tabular datasets."", ""task-agnostic unsupervised pre-training with reconstruction objectives."", ""the training of transformer-based models on semantic relationships between columns."", ""the adoption of graph neural networks for relational tabular data.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", another promising approach to leverage prior knowledge is described as the incorporation of large language models (LLMs).","Another promising approach to leverage prior knowledge is the incorporation of large language models (LLMs)~\cite{anil2023palm,openai2023gpt4}.",Related Work
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the input prompts include","tabular data, feature descriptions, and task descriptions.",(B),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the input prompts include
(A) training and test samples, synthetic data, and Bayesian neural network priors.
(B) tabular data, feature descriptions, and task descriptions.
(C) schema metadata, class prototypes, and retrieved exemplars.
(D) tabular embeddings, positional encodings, and attention masks.
(E) tabular data, column names, and few-shot example demonstrations.","training and test samples, synthetic data, and Bayesian neural network priors.","tabular data, feature descriptions, and task descriptions.","schema metadata, class prototypes, and retrieved exemplars.","tabular embeddings, positional encodings, and attention masks.","tabular data, column names, and few-shot example demonstrations.","[""tabular data, column names, and few-shot example demonstrations."", ""training and test samples, synthetic data, and Bayesian neural network priors."", ""tabular embeddings, positional encodings, and attention masks."", ""schema metadata, class prototypes, and retrieved exemplars.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the input prompts include tabular data, feature descriptions, and task descriptions.","By including tabular data, feature descriptions, and task descriptions in the input prompts, these can infer the relationships between tasks and features to perform inference.",Related Work
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the approach targets the LLM to directly infer for each class",the conditions or rules.,(C),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the approach targets the LLM to directly infer for each class
(A) the decision boundaries or prototypes.
(B) the class probabilities or scores.
(C) the conditions or rules.
(D) the relationships between tasks and features.
(E) the new features or embeddings.",the decision boundaries or prototypes.,the class probabilities or scores.,the conditions or rules.,the relationships between tasks and features.,the new features or embeddings.,"[""the relationships between tasks and features."", ""the new features or embeddings."", ""the class probabilities or scores."", ""the decision boundaries or prototypes.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the approach targets the LLM to directly infer for each class the conditions or rules.","Instead, it targets the LLM to directly infer the conditions or rules associated with each class.",Related Work
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in FeatLLM, after the extracted rules are parsed through an LLM, the indicators for whether each rule is satisfied are represented as",new binary features.,(B),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in FeatLLM, after the extracted rules are parsed through an LLM, the indicators for whether each rule is satisfied are represented as
(A) one-hot encoded class vectors.
(B) new binary features.
(C) dense continuous embeddings.
(D) class likelihood scores.
(E) non-negative trainable weights.",one-hot encoded class vectors.,new binary features.,dense continuous embeddings.,class likelihood scores.,non-negative trainable weights.,"[""non-negative trainable weights."", ""class likelihood scores."", ""dense continuous embeddings."", ""one-hot encoded class vectors.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in FeatLLM, after the extracted rules are parsed through an LLM, the indicators for whether each rule is satisfied are represented as new binary features.","The extracted rules are parsed through an LLM, and then used to create new binary features of the given sample indicating whether or not each rule is satisfied.",Methods
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the other parameter-efficient tuning technique mentioned alongside LoRA for specifically training models is",IA3.,(E),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the other parameter-efficient tuning technique mentioned alongside LoRA for specifically training models is
(A) prefix tuning
(B) adapter tuning
(C) prompt tuning
(D) in-context learning
(E) IA3.",prefix tuning,adapter tuning,prompt tuning,in-context learning,IA3.,"[""prefix tuning"", ""adapter tuning"", ""prompt tuning"", ""in-context learning""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the other parameter-efficient tuning technique mentioned alongside LoRA for specifically training models is IA3.","Research has evolved to either specifically train models using parameter-efficient tuning techniques like LoRA~\cite{hu2021lora} or IA3~\cite{liu2022few}, or employ in-context learning by adding few-shot example demonstrations to the prompts without training~\cite{dinh2022lift,hegselmann2023tabllm,nam2023semi,slack2023tablet}.",Related Work
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the problem formulation for a tabular dataset $\mathcal{D} = \{(\mathbf{x}^i, \mathbf{y}^i)\}_{i=1}^{N}$, each input $\mathbf{x}^i$ is described as a",$d$-dimensional vector.,(A),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the problem formulation for a tabular dataset $\mathcal{D} = \{(\mathbf{x}^i, \mathbf{y}^i)\}_{i=1}^{N}$, each input $\mathbf{x}^i$ is described as a
(A) $d$-dimensional vector.
(B) set of natural language features.
(C) one-hot class indicator vector.
(D) binary feature vector.
(E) $N$-dimensional vector.",$d$-dimensional vector.,set of natural language features.,one-hot class indicator vector.,binary feature vector.,$N$-dimensional vector.,"[""$N$-dimensional vector."", ""binary feature vector."", ""set of natural language features."", ""one-hot class indicator vector.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the problem formulation for a tabular dataset $\mathcal{D} = \{(\mathbf{x}^i, \mathbf{y}^i)\}_{i=1}^{N}$, each input $\mathbf{x}^i$ is described as a $d$-dimensional vector.","The dataset $\mathcal{D}$ consists of $d$ input features (i.e., each $\mathbf{x}^i$ is a $d$-dimensional vector), and comes with natural language feature names, denoted by $F = \{f_j\}_{j=1}^{d}$, along with their definitions provided separately.",Methods
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the basic information description includes the description of the task to be solved with label information and the descriptions of features, as well as",example demonstrations.,(C),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the basic information description includes the description of the task to be solved with label information and the descriptions of features, as well as
(A) step-by-step rationales
(B) output formatting guidelines
(C) example demonstrations.
(D) reasoning instructions
(E) prediction instructions",step-by-step rationales,output formatting guidelines,example demonstrations.,reasoning instructions,prediction instructions,"[""reasoning instructions"", ""prediction instructions"", ""step-by-step rationales"", ""output formatting guidelines""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the basic information description includes the description of the task to be solved with label information and the descriptions of features, as well as example demonstrations.","It includes a description of the task to be solved with label information, descriptions of features, and example demonstrations.",Methods
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", besides the natural language feature names $F = \{f_j\}_{j=1}^{d}$ associated with the $d$ input features of the tabular dataset $\mathcal{D}$, the features are also provided separately with",their definitions.,(E),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", besides the natural language feature names $F = \{f_j\}_{j=1}^{d}$ associated with the $d$ input features of the tabular dataset $\mathcal{D}$, the features are also provided separately with
(A) their semantic embeddings.
(B) their corresponding values.
(C) their importance weights.
(D) their predefined classes.
(E) their definitions.",their semantic embeddings.,their corresponding values.,their importance weights.,their predefined classes.,their definitions.,"[""their corresponding values."", ""their importance weights."", ""their predefined classes."", ""their semantic embeddings.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", besides the natural language feature names $F = \{f_j\}_{j=1}^{d}$ associated with the $d$ input features of the tabular dataset $\mathcal{D}$, the features are also provided separately with their definitions.","The dataset $\mathcal{D}$ consists of $d$ input features (i.e., each $\mathbf{x}^i$ is a $d$-dimensional vector), and comes with natural language feature names, denoted by $F = \{f_j\}_{j=1}^{d}$, along with their definitions provided separately.",Methods
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the tabular dataset formulation with $d$ input features, the natural language feature names are denoted by",$F = \{f_j\}_{j=1}^{d}$.,(C),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the tabular dataset formulation with $d$ input features, the natural language feature names are denoted by
(A) $X = \{\mathbf{x}^i\}_{i=1}^{N}$.
(B) $\mathbf{x}^i = \{x_j^i\}_{j=1}^{d}$.
(C) $F = \{f_j\}_{j=1}^{d}$.
(D) $Y = \{\mathbf{y}^i\}_{i=1}^{N}$.
(E) $\mathcal{D} = \{(\mathbf{x}^i, \mathbf{y}^i)\}_{i=1}^{N}$.",$X = \{\mathbf{x}^i\}_{i=1}^{N}$.,$\mathbf{x}^i = \{x_j^i\}_{j=1}^{d}$.,$F = \{f_j\}_{j=1}^{d}$.,$Y = \{\mathbf{y}^i\}_{i=1}^{N}$.,"$\mathcal{D} = \{(\mathbf{x}^i, \mathbf{y}^i)\}_{i=1}^{N}$.","[""$\\mathcal{D} = \\{(\\mathbf{x}^i, \\mathbf{y}^i)\\}_{i=1}^{N}$."", ""$X = \\{\\mathbf{x}^i\\}_{i=1}^{N}$."", ""$\\mathbf{x}^i = \\{x_j^i\\}_{j=1}^{d}$."", ""$Y = \\{\\mathbf{y}^i\\}_{i=1}^{N}$.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the tabular dataset formulation with $d$ input features, the natural language feature names are denoted by $F = \{f_j\}_{j=1}^{d}$.","The dataset $\mathcal{D}$ consists of $d$ input features (i.e., each $\mathbf{x}^i$ is a $d$-dimensional vector), and comes with natural language feature names, denoted by $F = \{f_j\}_{j=1}^{d}$, along with their definitions provided separately.",Methods
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the first step of the reasoning instruction, the LLM is encouraged to infer from the features and the task description",the causal relationship or tendency.,(E),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the first step of the reasoning instruction, the LLM is encouraged to infer from the features and the task description
(A) the decision rules for each class.
(B) the statistical dependencies among the input features.
(C) the ground-truth labels from the example demonstrations.
(D) the spurious correlations in irrelevant columns.
(E) the causal relationship or tendency.",the decision rules for each class.,the statistical dependencies among the input features.,the ground-truth labels from the example demonstrations.,the spurious correlations in irrelevant columns.,the causal relationship or tendency.,"[""the decision rules for each class."", ""the spurious correlations in irrelevant columns."", ""the ground-truth labels from the example demonstrations."", ""the statistical dependencies among the input features.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the first step of the reasoning instruction, the LLM is encouraged to infer from the features and the task description the causal relationship or tendency.","In the first step, the LLM is encouraged to infer the causal relationship or tendency between features and the task description.",Methods
