method,model,domain,probe_index,log_prob,target_rank
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,48,-6.562355995178223,4.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,49,-16.854976654052734,40.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,50,-5.254897117614746,2.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,51,-1.0230286121368408,1.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,52,-3.801600694656372,2.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,53,-20.756214141845703,22.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,54,-33.09214401245117,126.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,55,-8.319202423095703,2.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,56,-19.36503219604492,29.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,57,-7.888683319091797,3.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,58,-9.78841495513916,7.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,59,-39.021392822265625,22.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,60,-3.653078079223633,3.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,61,-8.098566055297852,4.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,62,-9.834546089172363,54.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,63,-9.467093467712402,133.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,64,-37.63951873779297,177.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,65,-13.23681640625,12.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,66,-10.490938186645508,7.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,67,-6.763852119445801,19.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,68,-32.37551498413086,14.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,69,-21.477840423583984,16.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,70,-10.349061012268066,27.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,71,-30.48554801940918,12.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,72,-28.547969818115234,1284.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,73,-6.476082801818848,2.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,74,-1.603744626045227,1.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,75,-7.44145393371582,7.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,76,-17.930795669555664,81.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,77,-44.32989501953125,118.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,78,-16.80664825439453,46.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,79,-4.617671012878418,13.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,80,-9.511951446533203,6.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,81,-7.434514045715332,9.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,82,-11.585079193115234,5.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,83,-12.642008781433104,10.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,84,-6.670918941497803,2.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,85,-7.705389976501465,38.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,86,-5.977563858032227,4.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,87,-31.59364128112793,953.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,88,-11.86656379699707,10.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,89,-2.3417346477508545,1.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,90,-0.6769968867301941,1.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,91,-4.054487228393555,2.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,92,-25.2711181640625,55.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,93,-4.353355884552002,1.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,94,-4.997918128967285,3.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,95,-0.0405645817518234,1.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,96,-17.52045440673828,105.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,97,-72.3785400390625,131.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,98,-10.088643074035645,23.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,99,-0.8050768375396729,1.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,100,-13.837027549743652,25.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,101,-6.295863151550293,3.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,102,-13.145902633666992,13.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,103,-27.95702362060547,1891.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,104,-10.058247566223145,7.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,105,-2.0234603881835938,1.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,106,-9.708934783935549,19.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,107,-24.71675682067871,31.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,108,-1.8842982053756716,4.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,109,-11.610977172851562,19.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,110,-8.873250961303711,95.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,111,-17.057056427001953,46.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,112,-1.041154861450195,1.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,113,-16.65392303466797,12.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,114,-2.260074615478516,2.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,115,-24.362579345703125,60.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,116,-14.931400299072266,96.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,117,-12.773663520812988,356.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,118,-28.645435333251957,22.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,119,-8.160843849182129,26.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,120,-24.249557495117188,17.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,121,-12.86937427520752,4.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,122,-5.34316349029541,11.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,123,-16.637022018432617,24.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,124,-4.192023754119873,6.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,125,-17.02846908569336,264.0
source_only,32b,Management_of_atypical_complicated_abdominal_masses_in_the_s,126,-11.46116828918457,57.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,0,-7.300937652587891,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,1,-5.103483200073242,15.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,2,-0.8209294676780701,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,3,-6.950388431549072,5.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,4,-6.1353607177734375,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,5,-8.669838905334473,45.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,6,-11.78538703918457,6.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,7,-15.041471481323242,4.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,8,-2.648397207260132,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,9,-0.4471890926361084,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,10,-1.65220046043396,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,11,-13.870938301086426,73.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,12,-1.5854995250701904,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,13,-3.5348520278930664,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,14,-2.3467092514038086,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,15,-6.645524978637695,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,16,-27.04088020324707,265.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,17,-7.515832901000977,4.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,18,-4.656005859375,4.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,19,-10.581310272216797,71.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,20,-8.445111274719238,83.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,21,-3.820268869400024,4.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,22,-9.984288215637209,22.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,23,-6.41279411315918,13.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,24,-15.805381774902344,18.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,25,-7.81919002532959,11.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,26,-0.8509541749954224,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,27,-12.120630264282228,1103.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,28,-13.601044654846191,1993.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,29,-30.446727752685547,1337.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,30,-15.539180755615234,475.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,31,-21.99667358398437,47.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,32,-4.94230318069458,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,33,-5.7488861083984375,7.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,34,-13.22178840637207,32.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,35,-3.1387200355529785,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,36,-4.265175819396973,4.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,37,-7.974061965942383,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,38,-4.765018463134766,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,39,-3.2429699897766118,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,40,-10.103299140930176,41.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,41,-3.927445650100708,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,42,-1.0306991338729858,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,43,-9.994479179382324,63.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,44,-15.956062316894531,42.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,45,-3.304652214050293,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,46,-7.069380283355713,4.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,47,-0.7507182359695435,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,48,-14.385395050048828,69.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,49,-7.0467848777771,45.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,50,-1.8019781112670896,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,51,-2.9670426845550537,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,52,-20.32514953613281,2145.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,53,-15.98985195159912,389.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,54,-5.7224297523498535,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,55,-4.365457534790039,11.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,56,-7.848804473876953,110.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,57,-12.056095123291016,146.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,58,-0.6684009432792664,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,59,-3.1264681816101074,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,60,-14.560606002807615,999.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,61,-5.553800106048584,4.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,62,-2.1103084087371826,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,63,-0.0064367088489234,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,64,-1.8351346254348757,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,65,-5.254591941833496,5.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,66,-0.215739905834198,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,67,-4.047939300537109,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,68,-2.085163354873657,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,69,-2.821622848510742,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,70,-0.2673015594482422,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,71,-16.391422271728516,30.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,72,-3.508049488067627,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,73,-4.65210485458374,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,74,-5.768698692321777,4.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,75,-0.295576810836792,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,76,-4.58918571472168,4.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,77,-1.8768372535705569,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,78,-23.71365165710449,2563.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,79,-10.051051139831545,17.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,80,-0.7881531119346619,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,81,-4.90396785736084,15.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,82,-0.9771506786346436,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,83,-13.835870742797852,10.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,84,-26.599777221679688,340.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,85,-5.133468627929688,15.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,86,-10.450719833374023,10.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,87,-10.171320915222168,11.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,88,-8.496384620666504,6.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,89,-17.342796325683594,248.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,90,-2.0862178802490234,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,91,-12.204696655273438,134.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,92,-10.650814056396484,18.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,93,-10.115553855895996,16.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,94,-10.361516952514648,29.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,95,-5.6238298416137695,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,96,-2.874065399169922,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,97,-16.799732208251953,3446.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,98,-27.013168334960938,29.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,99,-8.888163566589355,5.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,100,-17.57316780090332,15.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,101,-6.313990592956543,19.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,102,-4.118998050689697,10.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,103,-8.841886520385742,19.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,104,-9.980501174926758,103.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,105,-4.050671100616455,4.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,106,-12.20298957824707,171.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,107,-0.9107424020767212,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,108,-1.5342952013015747,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,109,-8.74972152709961,184.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,110,-4.270246505737305,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,111,-14.87166690826416,209.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,112,-3.9614181518554688,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,113,-10.131360054016112,29.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,114,-1.5135231018066406,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,115,-9.281054496765137,16.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,116,-6.574714183807373,5.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,117,-3.744924068450928,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,118,-8.768447875976562,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,119,-7.691755771636963,20.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,120,-0.2093349397182464,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,121,-10.13319969177246,5.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,122,-47.72966384887695,146.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,123,-25.1619930267334,35.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,124,-10.27453899383545,15.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,125,-15.573287963867188,27.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,126,-6.005395412445068,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,127,-4.040288925170898,5.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,128,-31.521154403686523,170.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,129,-6.270413398742676,51.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,130,-8.76877212524414,69.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,131,-6.419666290283203,44.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,132,-12.624911308288574,1513.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,133,-13.097800254821776,550.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,134,-13.805322647094728,602.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,135,-15.506495475769045,39.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,136,-11.43437957763672,54.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,137,-24.45518493652344,149.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,138,-7.007091522216797,7.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,139,-0.558637797832489,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,140,-6.560074806213379,3.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,141,-2.910504102706909,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,142,-2.6661927700042725,2.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,143,-5.571455478668213,21.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,144,-10.558039665222168,9.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,145,-0.9994248151779176,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,146,-1.1266071796417236,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,147,-0.3328418135643005,1.0
source_only,32b,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,148,-3.669512033462525,4.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,0,-10.41010856628418,22.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,1,-1.8264766931533811,1.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,2,-4.312139511108398,4.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,3,-13.634777069091797,721.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,4,-1.9769152402877808,1.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,5,-1.8608468770980835,3.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,6,-10.522056579589844,3.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,7,-3.662163019180298,5.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,8,-6.789148330688477,5.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,9,-5.483019828796387,13.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,10,-0.7913124561309814,1.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,11,-5.686981678009033,27.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,12,-6.068839073181152,3.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,13,-2.6993446350097656,3.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,14,-14.745424270629885,133.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,15,-0.277745246887207,1.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,16,-4.504727840423584,4.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,17,-7.715110778808594,6.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,18,-1.96298623085022,2.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,19,-7.918249607086182,7.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,20,-4.562503814697266,5.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,21,-8.105374336242676,30.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,22,-6.4884033203125,3.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,23,-16.79143714904785,32.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,24,-4.5866289138793945,3.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,25,-3.252354145050049,2.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,26,-4.10480260848999,2.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,27,-6.608379364013672,7.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,28,-18.45394515991211,33.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,29,-2.7706446647644043,2.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,30,-1.4226069450378418,2.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,31,-21.182621002197266,16.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,32,-7.261705875396728,8.0
source_only,32b,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,33,-3.9536385536193848,3.0
