review_id,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/28,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the abdominal ultrasound during an earlier evaluation for elevated liver enzymes showed diffusely increased echotexture most likely representing hepatic steatosis, as well as",ascites,hepatomegaly,mild intrahepatic biliary ductal dilatation,cholelithiasis,splenomegaly,(B),hepatomegaly
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/29,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the liver biopsy performed during an earlier evaluation for elevated transaminases showed",simple steatosis,bridging fibrosis,autoimmune hepatitis,primary biliary cholangitis,steatohepatitis,(E),steatohepatitis
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/30,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the liver biopsy performed during evaluation of mildly elevated transaminases showed steatohepatitis consistent with non-alcoholic fatty liver disease (NAFLD), with a NAFLD Activity Score",grade 3/8,grade 2/4,grade 0/8,grade 5/8,grade 4/8,(E),grade 4/8
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/31,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", semaglutide was started in the setting of persistent fatty liver and obesity",6 months after starting a low-calorie diet and regular exercise programme,shortly after the liver biopsy confirmed steatohepatitis,after she was newly diagnosed with type 2 diabetes mellitus,2.5 years after the diagnosis of NAFLD,1 year after the diagnosis of NAFLD,(D),2.5 years after the diagnosis of NAFLD
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/33,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was started on semaglutide for persistent fatty liver and obesity, and within hours of her first injection she developed nausea and vomiting after receiving a first dose of semaglutide",2.4 mg subcutaneously,0.25 mg subcutaneously,1.0 mg subcutaneously,0.5 mg subcutaneously,3 mg orally,(B),0.25 mg subcutaneously
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/34,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had an earlier work-up for mild transaminase elevation, and her viral hepatitis serology, anti-nuclear, anti-mitochondrial, and anti-smooth muscle tests were negative, and her",thyroid peroxidase and tissue transglutaminase antibody tests were all negative.,anti-neutrophil cytoplasmic and anti-double-stranded DNA antibodies were all negative.,abdominal ultrasound showed hepatomegaly with diffusely increased echotexture most likely representing hepatic steatosis.,liver-kidney microsomal antibodies were all negative.,"alkaline phosphatase, albumin, bilirubin and platelet counts were all within normal limits.",(D),liver-kidney microsomal antibodies were all negative.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/35,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after receiving her first semaglutide dose and subsequently developing nausea, vomiting, poor oral intake, dyspnoea, acute renal failure, and severe metabolic acidosis, the patient was hospitalised",1 week later,12 weeks later,within hours of the first dose,24 hours later,2 days later,(E),2 days later
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/36,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", at the time of discharge after the 5-day hospitalization that followed her first semaglutide dose, her gastrointestinal symptoms had",resolved but she was deconditioned.,"resolved, though she remained in acute renal failure requiring haemodialysis.",resolved and her muscle strength had returned to baseline.,partially improved but she still required anti-emetics.,persisted alongside a rash and cola-coloured urine.,(A),resolved but she was deconditioned.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/37,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient denied significant consumption of supplements associated with IMNM such as",mushrooms or red yeast rice,fish oil or plant sterols,anabolic steroids or testosterone boosters,creatine or whey protein,ginkgo biloba or St John's wort,(A),mushrooms or red yeast rice
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/38,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during the hospitalization that followed her first semaglutide dose, when she was admitted with nausea, vomiting, poor oral intake, dyspnoea, acute renal failure, and severe metabolic acidosis, she developed",rhabdomyolysis with cola-coloured urine,paroxysmal atrial fibrillation,acute pancreatitis,atrial flutter with rapid ventricular response,worsening renal failure requiring haemodialysis,(B),paroxysmal atrial fibrillation
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/39,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was admitted to an outside hospital 4 months after her single semaglutide dose because of worsening weakness and dysphagia, and on that admission her creatine kinase (CK) was 3992 U/L, with a normal range of",10–40 U/L,1.0–7.5 U/L,12–391 U/L,12–191 U/L,44–147 U/L,(D),12–191 U/L
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/42,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after 4 months of progressive weakness and dysphagia and treatment with 5 days of intravenous methylprednisolone at an outside hospital, she was transferred to a tertiary hospital for",inpatient rehabilitation,rheumatology evaluation,endocrinology assessment,muscle biopsy and electromyography,neurology evaluation,(B),rheumatology evaluation
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/43,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during the subsequent hospitalization in which the patient was rehospitalized 12 days after discharge for 10 days with septic shock, the source of the septic shock was a",central line-associated bloodstream infection,Clostridioides difficile colitis,pseudomonal hospital-acquired pneumonia,pseudomonal urinary tract infection,Escherichia coli urinary tract infection,(D),pseudomonal urinary tract infection
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/44,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after 4 months of progressive proximal weakness, dysphagia, and dysphonia following a single dose of semaglutide, the abnormal lung finding that was not present on physical examination at the tertiary hospital was",stridor,crackles,wheezes,rhonchi,decreased breath sounds,(B),crackles
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/45,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", she did not receive any additional IVIG outside her initial course during her hospitalisation due to",insurance denial and limited access to outpatient infusion services,cost and her overall improvement off semaglutide,concern for IVIG-related renal and volume complications,persistently normal CK levels and her rapid prednisone taper,the intervening septic shock from a pseudomonal urinary tract infection,(B),cost and her overall improvement off semaglutide
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/46,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after developing progressive weakness and dysphagia following a single semaglutide dose, her creatine kinase level at the time of evaluation was",191 U/L,"12,370 U/L",1237 U/L,3992 U/L,165 U/L,(C),1237 U/L
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/48,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during her rehospitalisation 12 days after discharge for 10 days because of septic shock from a pseudomonal urinary tract infection, she was found to have",a normal CK.,a heliotrope rash.,positive anti-SRP antibodies.,a markedly elevated CK.,an acute kidney injury.,(A),a normal CK.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/49,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during evaluation for elevated serum creatine kinase in the setting of a history of fatty liver, her AST was 191 U/L and her ALT was",92 U/L,191 U/L,165 U/L,1237 U/L,45 U/L,(C),165 U/L
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/50,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient’s peak creatine kinase level at the outside hospital 1 week before her evaluation, when her laboratory work-up later showed CK 1237 U/L, was",3992 U/L,191 U/L,165 U/L,1237 U/L,4920 U/L,(A),3992 U/L
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/52,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during evaluation for progressive proximal weakness, dysphagia, and elevated creatine kinase after a single semaglutide dose, the patient's myositis panel was negative for",SRP and HMGCR.,anti-SSA and anti-SSB.,ANA and anti-U1 RNP.,ANCA and anti-mitochondrial antibodies.,acetylcholine receptor and MuSK.,(A),SRP and HMGCR.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/53,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI of both femurs during evaluation of her progressive proximal weakness showed mild symmetric muscular oedema in the vastus lateralis and quadriceps muscles, as well as",subcutaneous oedema along the lateral aspect of the bilateral thighs,muscular oedema extending into the bilateral gastrocnemius muscles,fascial oedema tracking along the anterior compartments of both thighs,bone marrow oedema within the bilateral femoral shafts,patchy fatty infiltration of the gluteus medius and adductor muscle groups,(A),subcutaneous oedema along the lateral aspect of the bilateral thighs
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/55,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI of both femurs showed mild, symmetric bilateral muscle oedema in the thighs, with the most evident oedema in",the proximal adductor magnus muscles and distal hamstring muscles,the proximal vastus lateralis muscles and distal quadriceps muscles,the gluteus maximus muscles and proximal iliopsoas muscles,the vastus medialis muscles and proximal rectus femoris muscles,the subcutaneous tissues along the lateral thighs and the tensor fasciae latae muscles,(B),the proximal vastus lateralis muscles and distal quadriceps muscles
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/57,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a cardiac MRI obtained during the patient’s evaluation after she developed progressive weakness and elevated creatine kinase following semaglutide exposure showed",preserved left ventricular ejection fraction of 65%–70% with a right ventricular systolic pressure of 46 mm Hg,severe global left ventricular systolic dysfunction with apical ballooning consistent with Takotsubo cardiomyopathy,diffuse late gadolinium enhancement with subendocardial scarring consistent with prior myocardial infarction,mild hypokinesis of the mid-anteroseptal and anterior wall,"mild, symmetric bilateral muscular oedema most evident in the proximal vastus lateralis and distal quadriceps muscles",(D),mild hypokinesis of the mid-anteroseptal and anterior wall
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/58,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during the evaluation of her progressive weakness and elevated creatine kinase, abdominal MRI demonstrated",cirrhotic liver morphology with portal hypertension.,splenomegaly with diffuse hepatic iron deposition.,hepatomegaly without steatosis.,steatotic hepatomegaly.,periportal lymphadenopathy with otherwise unremarkable liver parenchyma.,(D),steatotic hepatomegaly.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/59,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a liver biopsy performed during the patient’s admission showed small and large droplet macrovesicular steatosis encompassing",less than 30% of the submitted hepatic parenchyma,approximately 50% of the submitted hepatic parenchyma,nearly 90% of the submitted hepatic parenchyma,approximately 70% of the submitted hepatic parenchyma,predominantly the periportal hepatic parenchyma with bridging fibrosis,(D),approximately 70% of the submitted hepatic parenchyma
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/60,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the work-up included MRI of the bilateral femurs, echocardiogram, cardiac MRI, liver ultrasound with Doppler,",CT pulmonary angiography and MR cholangiopancreatography,high resolution CT chest and liver biopsy,PET-CT whole body and MRI pelvis,high resolution CT chest and CT abdomen/pelvis,high resolution CT chest and MRI abdomen,(E),high resolution CT chest and MRI abdomen
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/61,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a repeat liver biopsy performed during her admission after she had been found to have hepatosteatosis showed mild progression of her underlying liver disease to",steatohepatitis with 70% macrovesicular steatosis and portal inflammation.,"NAFLD Activity Score grade 4/8, stage 1.",METAVIR fibrosis stage F1 with mild steatohepatitis.,"NAFLD Activity Score grade 5/8, stage 2.","NAFLD Activity Score grade 5/8, stage 1.",(E),"NAFLD Activity Score grade 5/8, stage 1."
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/62,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a muscle biopsy of the right vastus lateralis showed necrotic and regenerating muscle fibres, and immunohistochemistry staining from that biopsy identified",membrane attack complex deposition restricted to endomysial capillaries,Congo red-positive amyloid deposition,major histocompatibility complex class I (MHC-I) sarcolemmal staining,cluster of Differentiation-3 (CD3) staining of endomysial T lymphocytes,cluster of Differentiation-68 (CD68) staining,(E),cluster of Differentiation-68 (CD68) staining
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/63,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient developed symptoms soon after her first and only semaglutide dose, and her initial symptoms were thought to include",rhabdomyolysis-associated myalgia,acute pancreatitis,injection-site reactions,gastrointestinal side effects,progressive proximal weakness,(D),gastrointestinal side effects
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/64,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient's renal failure was suspected secondary to",hypovolaemia,glomerulonephritis,acute tubular necrosis,rhabdomyolysis,diabetic nephropathy,(A),hypovolaemia
